Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2021-08-13 16:31:02,735,761,0,0,0,0,0,0,0,23095,23064,0
2021-08-13 17:01:02,720,752,200,196,94786,100106,3107,3326,2750,23455,23440,0
2021-08-13 17:32:01,714,775,200,196,96187,101629,2933,3180,2777,23824,23840,0
2021-08-13 18:02:01,708,761,200,196,97778,103244,3067,3207,2779,24178,24221,0
2021-08-13 18:32:01,693,769,200,196,99137,104638,2892,2968,2775,24524,24605,0
2021-08-13 19:02:01,686,751,200,196,100615,106006,2792,2659,2772,24867,24981,0
2021-08-13 19:32:01,656,742,200,196,101953,107495,2762,2811,2742,25195,25352,0
2021-08-13 20:02:01,651,754,200,196,103440,109064,2993,3141,2728,25521,25729,0
2021-08-13 20:32:01,601,714,200,196,104862,110515,2920,3032,2608,25821,26086,0
2021-08-13 21:02:01,600,696,200,196,106234,111887,2765,2761,2530,26121,26434,0
2021-08-13 21:32:01,596,699,200,196,107574,113270,2729,2769,2482,26419,26783,0
2021-08-13 22:02:01,578,656,200,196,109245,114731,3059,2885,2369,26708,27111,0
2021-08-13 22:32:01,531,626,200,196,110397,116036,2682,2661,2236,26974,27424,0
2021-08-13 23:02:02,492,599,199,196,111407,117228,2131,2475,2087,27220,27724,0
2021-08-13 23:33:01,517,584,199,196,112443,118305,2048,2269,2014,27487,28026,0
2021-08-14 00:03:01,528,552,200,196,113589,119532,2185,2294,1913,27751,28302,0
2021-08-14 00:33:01,498,544,200,196,114765,120676,2301,2350,1854,28000,28574,0
2021-08-14 01:03:01,513,527,200,196,115863,121796,2249,2222,1856,28256,28837,0
2021-08-14 01:33:01,495,521,200,196,116817,122756,1975,1988,1795,28504,29098,0
2021-08-14 02:03:01,495,532,199,196,117827,123676,1964,1880,1777,28751,29364,0
2021-08-14 02:33:01,503,556,199,196,118685,124599,1863,1837,1829,29003,29642,0
2021-08-14 03:03:01,505,582,200,196,119638,125539,1784,1848,1871,29255,29933,0
2021-08-14 03:33:01,548,573,200,196,120424,126439,1739,1898,1906,29529,30219,0
2021-08-14 04:03:01,546,577,200,196,121322,127363,1677,1807,1906,29802,30508,0
2021-08-14 04:33:01,571,589,200,196,122317,128280,1893,1843,1958,30088,30802,0
2021-08-14 05:03:01,602,613,200,196,123186,129428,1839,2057,2054,30389,31109,0
2021-08-14 05:33:02,618,631,200,196,124254,130724,1944,2448,2087,30698,31424,0
2021-08-14 06:04:01,644,653,200,196,125380,132054,2061,2449,2214,31031,31762,0
2021-08-14 06:34:02,674,648,200,196,126774,133444,2451,2585,2277,31368,32086,0
2021-08-14 07:05:01,705,634,200,196,128301,135033,2857,2960,2356,31732,32413,0
2021-08-14 07:35:01,575,543,200,196,129643,136384,2718,2813,2360,32019,32685,0
2021-08-14 08:05:01,661,622,200,196,130999,137932,2454,2611,2429,32350,32996,0
2021-08-14 08:35:01,722,675,200,196,132234,139406,2619,3059,2576,32711,33333,0
2021-08-14 09:05:02,773,699,200,196,133570,140850,2665,3022,2679,33098,33683,0
2021-08-14 09:36:01,792,728,200,196,134893,142289,2652,2884,2777,33507,34059,0
2021-08-14 10:06:01,820,761,199,196,136592,144073,3032,3232,2820,33917,34439,0
2021-08-14 10:36:01,890,777,200,196,138394,146087,3500,3778,2942,34362,34828,0
2021-08-14 11:06:01,944,808,200,196,140419,148092,3837,3942,3078,34834,35232,0
2021-08-14 11:36:01,953,831,200,196,142521,150067,4076,3903,3199,35310,35647,0
2021-08-14 12:06:02,925,875,200,196,144694,152281,4333,4246,3242,35773,36085,0
2021-08-14 12:37:01,951,886,199,196,146883,154443,4259,4312,3326,36264,36542,0
2021-08-14 13:07:01,988,912,199,196,148992,156676,4297,4380,3360,36758,36998,0
2021-08-14 13:37:01,990,915,199,196,151374,159031,4524,4616,3351,37253,37456,0
2021-08-14 14:07:01,968,891,200,195,153932,161567,5064,4938,3337,37737,37901,0
2021-08-14 14:37:01,934,858,201,195,155644,163280,4160,4202,3222,38204,38330,0
2021-08-14 15:07:01,899,836,201,194,157434,164973,3454,3348,3110,38653,38748,0
2021-08-14 15:37:01,863,805,201,194,159082,166524,3423,3272,3046,39085,39151,0
2021-08-14 16:07:01,807,792,201,195,160949,168156,3585,3242,2892,39488,39547,0
2021-08-14 16:37:01,769,769,201,195,162382,169612,3146,3006,2843,39873,39931,0
2021-08-14 17:07:01,748,739,201,195,164111,171149,3036,2935,2803,40247,40301,0
2021-08-14 17:37:01,714,736,201,195,165690,172777,3159,3066,2731,40604,40669,0
2021-08-14 18:07:01,688,740,201,195,167216,174453,3110,3304,2683,40948,41039,0
2021-08-14 18:37:01,680,730,201,195,168949,175984,3312,3258,2656,41288,41404,0
2021-08-14 19:07:01,683,716,201,195,170924,177714,3603,3160,2622,41629,41762,0
2021-08-14 19:37:02,649,728,201,195,172481,179150,3404,3152,2622,41954,42126,0
2021-08-14 20:08:01,640,732,201,195,174027,180743,3158,3087,2624,42285,42504,0
2021-08-14 20:38:01,666,756,201,195,175767,182329,3182,3056,2591,42618,42882,0
2021-08-14 21:08:02,672,740,201,195,177752,184216,3788,3530,2536,42954,43252,0
2021-08-14 21:39:01,636,727,201,195,179504,185859,3527,3348,2447,43282,43628,0
2021-08-14 22:09:01,620,700,201,195,181231,187479,3350,3122,2314,43592,43978,0
2021-08-14 22:39:01,589,676,201,195,182810,189007,3451,3290,2231,43887,44316,0
2021-08-14 23:09:01,572,606,201,195,184326,190549,3100,3067,2076,44173,44619,0
2021-08-14 23:39:01,527,583,201,195,185864,191872,3040,2835,1956,44436,44910,0
2021-08-15 00:09:01,485,546,201,195,187139,193205,2813,2656,1864,44679,45183,0
2021-08-15 00:39:01,517,486,201,195,188055,194240,2156,2323,1796,44937,45426,0
2021-08-15 01:09:02,537,503,201,195,188895,195121,1667,1755,1814,45206,45678,0
2021-08-15 01:40:01,516,495,201,195,189780,195982,1544,1572,1777,45472,45934,0
2021-08-15 02:10:01,564,504,201,195,190563,196702,1579,1424,1800,45754,46186,0
2021-08-15 02:40:01,569,560,201,195,191417,197487,1645,1511,1850,46039,46466,0
2021-08-15 03:10:01,610,591,201,195,192523,198541,1926,1814,1963,46344,46761,0
2021-08-15 03:40:01,620,589,201,195,193848,199773,2444,2295,1986,46654,47056,0
2021-08-15 04:10:01,626,569,201,195,195283,201069,2721,2530,2014,46967,47340,0
2021-08-15 04:40:01,644,596,201,195,196518,202103,2591,2246,2080,47289,47638,0
2021-08-15 05:10:01,675,641,201,198,197790,203339,2478,2213,2128,47626,47959,0
2021-08-15 05:40:02,704,671,201,198,199170,204512,2575,2380,2002,47979,48294,0
2021-08-15 06:11:02,754,667,201,198,200513,205882,2640,2464,2020,48368,48639,0
2021-08-15 06:42:01,813,718,201,198,201932,207331,2376,2513,2146,48788,49010,0
2021-08-15 07:12:01,846,757,201,198,203450,208625,2820,2579,2255,49211,49388,0
2021-08-15 07:42:01,865,776,201,198,204899,209961,2982,2638,2285,49643,49776,0
2021-08-15 08:12:01,864,771,201,198,206241,211330,2791,2705,2323,50075,50162,0
2021-08-15 08:42:01,888,779,201,198,207709,212780,2908,2932,2412,50519,50551,0
2021-08-15 09:12:01,924,832,201,198,209219,214246,2940,2875,2507,50981,50967,0
2021-08-15 09:42:01,947,870,201,198,210828,215751,3119,2971,2640,51455,51402,0
