Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2023-09-17 09:49:01,1,1,155,123,0,0,0,0,3426,0,0,1
2023-09-17 10:19:02,2274,2167,258,244,559,528,138,191,5239,1137,1084,1
2023-09-17 10:49:02,2480,2341,271,256,6185,6143,8893,9081,5530,2377,2254,1
2023-09-17 11:20:02,2495,2406,271,255,11068,11131,9764,9994,5539,3666,3497,1
2023-09-17 11:51:01,2403,2390,270,256,19207,18981,11205,11039,5368,4907,4731,1
2023-09-17 12:21:12,2320,2195,271,255,24108,23697,11698,11295,5091,6074,5836,1
2023-09-17 12:52:01,2227,2000,272,252,29147,28906,9977,10035,4753,7218,6863,1
2023-09-17 13:22:02,2070,1856,273,251,33785,33079,9776,9493,4491,8254,7791,1
2023-09-17 13:53:01,1941,1719,274,250,38513,37537,9583,8795,4143,9256,8679,1
2023-09-17 14:23:01,1772,1585,276,247,42211,41363,8511,8389,3826,10142,9471,1
2023-09-17 14:53:01,1595,1524,276,247,45973,44987,7436,7438,3374,10939,10233,1
2023-09-17 15:23:01,1405,1382,276,247,48862,47887,6743,6621,3062,11642,10924,1
2023-09-17 15:53:01,1324,1268,275,248,51981,50801,6134,5926,2870,12304,11558,1
2023-09-17 16:23:01,1269,1231,274,248,54438,53090,5572,5198,2760,12938,12174,1
2023-09-17 16:53:01,1226,1184,273,249,56918,55839,4934,5033,2681,13551,12766,1
2023-09-17 17:23:01,1181,1124,273,249,58854,58214,4412,5120,2533,14142,13328,1
2023-09-17 17:53:01,1107,1078,273,249,61212,60570,4313,4738,2407,14695,13867,1
2023-09-17 18:23:01,1070,1031,273,249,63198,62524,4586,4506,2322,15230,14382,1
2023-09-17 18:53:01,1005,998,273,249,65262,64606,4022,4008,2239,15733,14881,1
2023-09-17 19:23:01,972,969,274,248,66886,66327,3693,3810,2169,16219,15366,1
2023-09-17 19:53:01,932,918,274,248,68937,68714,3667,4105,2094,16685,15825,1
2023-09-17 20:23:01,880,869,274,248,70800,70650,3909,4322,2008,17125,16259,1
2023-09-17 20:53:01,812,817,274,248,72388,72351,3417,3595,1809,17531,16668,1
2023-09-17 21:23:01,765,762,274,248,73525,73666,2680,3043,1702,17913,17049,1
2023-09-17 21:53:01,717,741,273,249,74810,75050,2418,2698,1650,18272,17419,1
2023-09-17 22:23:01,681,729,272,249,75741,76419,2215,2753,1559,18612,17784,1
2023-09-17 22:53:01,648,664,270,250,76580,77595,1755,2526,1481,18936,18116,1
2023-09-17 23:23:01,626,592,270,250,77293,78342,1551,1920,1368,19249,18412,1
2023-09-17 23:53:01,618,558,270,250,78096,79061,1514,1467,1333,19558,18691,1
2023-09-18 00:23:01,606,563,271,249,78829,79710,1535,1369,1303,19861,18972,1
2023-09-18 00:53:01,640,587,271,249,79585,80526,1489,1469,1365,20181,19266,1
2023-09-18 01:23:01,649,578,271,249,80317,81255,1487,1546,1371,20506,19555,1
2023-09-18 01:53:01,647,580,271,249,81173,82001,1585,1438,1373,20829,19845,1
2023-09-18 02:23:01,669,646,271,249,82030,82683,1711,1429,1440,21164,20168,1
2023-09-18 02:53:01,698,642,271,249,82887,83448,1712,1448,1473,21513,20489,1
2023-09-18 03:23:01,699,685,271,249,83717,84102,1687,1404,1532,21862,20831,1
2023-09-18 03:53:01,745,675,271,249,84673,84882,1785,1439,1564,22235,21169,1
2023-09-18 04:23:01,799,719,271,249,85611,85857,1977,1870,1678,22634,21528,1
2023-09-18 04:53:02,831,736,270,250,86918,87356,2249,2478,1728,23050,21897,1
2023-09-18 05:23:02,872,800,270,250,87904,88429,2292,2572,1821,23486,22297,1
2023-09-18 05:54:01,923,804,269,250,89095,89675,2201,2352,1886,23963,22712,1
2023-09-18 06:24:01,996,870,268,251,90363,91017,2474,2609,2024,24461,23147,1
2023-09-18 06:54:01,1008,899,268,251,92147,92703,3081,3053,2110,24965,23596,1
2023-09-18 07:24:01,957,869,268,251,93300,93839,2963,2842,2140,25443,24031,1
2023-09-18 07:54:01,1075,981,268,251,95260,95931,3513,3590,2306,25981,24521,1
2023-09-18 08:24:01,1143,1048,268,251,97084,97993,3916,4263,2450,26552,25045,1
2023-09-18 08:54:02,1193,1097,268,251,99116,100300,3791,4327,2553,27149,25594,1
2023-09-18 09:25:04,1237,1091,268,251,101290,102203,3879,3823,2671,27789,26158,1
2023-09-18 09:56:01,1276,1140,269,251,103491,104081,4050,3390,2678,28447,26747,1
2023-09-18 10:26:01,1311,1174,269,251,105235,105856,3745,3584,2798,29103,27334,1
2023-09-18 10:56:01,1366,1195,269,251,107216,108129,3655,4018,2871,29786,27931,1
2023-09-18 11:26:01,1370,1237,269,251,109506,110196,4317,4367,2908,30471,28550,1
2023-09-18 11:56:01,1385,1232,269,251,112097,112667,4865,4543,2910,31163,29166,1
2023-09-18 12:26:01,1396,1260,270,250,114755,115343,5256,5171,2950,31861,29796,1
2023-09-18 12:56:01,1399,1247,270,250,117465,118146,5568,5682,2932,32561,30419,1
2023-09-18 13:26:01,1380,1212,270,249,120090,120530,5258,5136,2850,33251,31025,1
2023-09-18 13:56:01,1284,1139,272,247,122660,123024,5270,4923,2719,33893,31595,1
2023-09-18 14:26:01,1202,1103,272,247,124550,125097,4458,4568,2612,34494,32146,1
2023-09-18 14:56:01,1134,1037,273,246,126610,126956,4026,4020,2409,35061,32665,1
2023-09-18 15:26:01,1045,958,273,246,128104,128646,3574,3573,2255,35583,33144,1
2023-09-18 15:56:01,1027,990,273,246,129768,130564,3159,3606,2203,36097,33639,1
2023-09-18 16:26:01,993,969,273,246,131206,132212,3098,3579,2202,36593,34123,1
2023-09-18 16:56:01,983,972,273,246,132912,134097,3196,3601,2155,37085,34609,1
2023-09-18 17:26:01,984,961,273,246,134496,136146,3300,3957,2166,37577,35090,1
2023-09-18 17:56:01,929,992,274,244,136247,138435,3349,4353,2128,38041,35586,1
2023-09-18 18:26:01,908,997,274,244,137835,140517,3295,4382,2097,38495,36084,1
2023-09-18 18:56:02,898,954,274,244,139606,142355,3385,3943,2031,38944,36561,1
2023-09-18 19:26:02,908,896,274,244,141081,143731,3284,3255,2004,39398,37009,1
2023-09-18 19:57:01,835,903,274,244,142910,145334,3360,2990,1938,39830,37476,1
2023-09-18 20:27:01,816,869,274,244,144299,146895,3316,3195,1881,40238,37910,1
