Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2023-07-12 04:13:01,200,214,154,123,14542,12862,11,9,1361,490093,481540,1
2023-07-12 04:43:01,519,561,201,153,1644207,1611978,1484,1492,1265,490353,481820,1
2023-07-12 05:13:01,558,649,286,180,1645369,1613073,1882,1927,1456,490632,482145,1
2023-07-12 05:43:01,608,681,286,181,1646360,1614238,2201,2295,1508,490936,482485,1
2023-07-12 06:13:01,632,723,284,196,1647498,1615529,2080,2390,1585,491252,482847,1
2023-07-12 06:43:01,654,780,284,197,1648664,1616725,2171,2397,1617,491579,483237,1
2023-07-12 07:13:01,689,808,284,197,1649844,1617942,2407,2498,1723,491923,483641,1
2023-07-12 07:43:01,731,820,297,197,1650871,1619157,2224,2432,1771,492289,484051,1
2023-07-12 08:13:01,768,858,298,198,1652166,1620495,2203,2445,1841,492673,484480,1
2023-07-12 08:43:01,810,842,298,197,1653587,1622041,2672,2867,1938,493078,484901,1
2023-07-12 09:13:01,838,885,299,196,1655127,1623769,2957,3277,1953,493497,485343,1
2023-07-12 09:43:02,883,953,299,196,1656660,1625425,3120,3434,2079,493939,485820,1
2023-07-12 10:14:01,925,979,299,196,1658320,1627435,2866,3452,2183,494416,486325,1
2023-07-12 10:44:01,970,977,312,195,1659999,1629520,3004,3787,2202,494901,486814,1
2023-07-12 11:14:01,1012,1000,314,192,1661560,1631507,3231,4077,2311,495407,487314,1
2023-07-12 11:44:01,1072,994,315,193,1663164,1633206,3015,3507,2330,495943,487811,1
2023-07-12 12:14:01,1087,1015,315,193,1665124,1635138,3587,3628,2351,496487,488318,1
2023-07-12 12:44:01,1039,1058,314,192,1667010,1636874,3901,3729,2340,497006,488847,1
2023-07-12 13:14:01,1024,1032,315,193,1668855,1638624,3550,3278,2298,497518,489363,1
2023-07-12 13:44:02,1002,999,316,191,1670926,1640624,4111,3874,2259,498020,489863,1
2023-07-12 14:15:02,956,995,317,191,1673024,1642568,4058,3705,2169,498513,490377,1
2023-07-12 14:46:01,924,960,318,191,1674901,1644327,3693,3434,2086,498991,490873,1
2023-07-12 15:16:01,841,868,317,192,1677198,1646102,4251,3572,1968,499411,491307,1
2023-07-12 15:46:01,784,824,317,192,1678644,1647540,3870,3324,1803,499803,491719,1
2023-07-12 16:16:01,764,817,316,193,1679996,1648872,2786,2755,1749,500185,492127,1
2023-07-12 16:46:01,758,802,316,192,1681398,1650255,2757,2716,1751,500564,492528,1
2023-07-12 17:16:02,697,768,316,193,1682767,1651602,2885,2857,1683,500913,492913,1
2023-07-12 17:47:01,665,778,316,192,1684114,1652675,2741,2421,1636,501256,493314,1
2023-07-12 18:17:01,692,807,317,190,1685237,1653932,2473,2350,1677,501602,493718,1
2023-07-12 18:47:01,696,795,314,193,1686806,1655372,2761,2764,1652,501950,494115,1
2023-07-12 19:17:01,647,766,314,195,1688053,1656723,2790,2801,1612,502274,494498,1
2023-07-12 19:47:02,659,775,312,195,1689282,1657943,2609,2697,1635,502603,494886,1
