Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2021-04-21 15:55:01,0,0,0,0,0,0,0,0,2129,6410,6942,0
2021-04-21 16:25:01,462,486,53,41,52,60,0,0,1461,6641,7185,0
2021-04-21 16:55:02,548,524,185,183,1122,1155,1073,1132,1562,6915,7447,0
2021-04-21 17:26:01,564,561,190,188,2239,2290,2144,2166,1581,7206,7737,0
2021-04-21 17:56:01,552,523,192,192,3365,3387,2060,2031,1561,7482,7998,0
2021-04-21 18:26:01,544,515,192,192,4554,4509,2321,2225,1545,7754,8256,0
2021-04-21 18:56:01,523,501,193,193,5654,5734,2302,2359,1487,8016,8506,0
2021-04-21 19:26:01,493,502,193,194,6863,6887,2142,2229,1440,8262,8757,0
2021-04-21 19:56:01,442,466,193,194,7928,7976,2217,2205,1312,8483,8990,0
2021-04-21 20:26:01,404,439,193,194,8845,8949,1982,2062,1233,8685,9210,0
2021-04-21 20:56:01,366,414,193,194,9537,9808,1609,1831,1146,8868,9417,0
2021-04-21 21:26:01,364,384,193,194,10201,10494,1297,1485,1087,9050,9609,0
2021-04-21 21:56:01,345,358,193,193,10884,11242,1342,1429,1024,9223,9788,0
2021-04-21 22:26:01,337,347,194,193,11607,11941,1403,1438,967,9391,9961,0
2021-04-21 22:56:01,317,316,194,193,12317,12648,1419,1382,930,9550,10119,0
2021-04-21 23:26:02,298,296,195,192,12978,13297,1372,1387,884,9699,10268,0
2021-04-21 23:57:01,289,309,194,192,13701,13885,1290,1133,900,9848,10427,0
2021-04-22 00:27:01,291,324,194,192,14381,14467,1320,1107,948,9994,10589,0
2021-04-22 00:57:01,313,328,195,192,15061,15053,1360,1168,970,10150,10753,0
2021-04-22 01:27:01,329,337,195,192,15700,15758,1298,1272,1030,10315,10922,0
2021-04-22 01:57:01,330,379,194,192,16384,16338,1323,1274,1106,10480,11111,0
2021-04-22 02:27:01,344,374,195,192,17109,17112,1409,1354,1153,10652,11298,0
2021-04-22 02:57:01,354,387,195,191,17762,17740,1368,1396,1183,10829,11492,0
2021-04-22 03:27:01,374,393,195,191,18337,18472,1220,1352,1216,11016,11688,0
2021-04-22 03:57:01,397,406,195,191,18897,19164,1135,1424,1259,11214,11891,0
2021-04-22 04:27:02,420,438,196,190,19611,19918,1255,1445,1346,11424,12110,0
2021-04-22 04:58:01,437,466,196,190,20376,20635,1466,1459,1442,11650,12351,0
2021-04-22 05:28:01,461,503,195,190,21200,21419,1589,1501,1497,11880,12602,0
2021-04-22 05:58:01,480,511,195,191,22255,22418,1884,1805,1567,12120,12858,0
2021-04-22 06:28:01,487,526,195,191,23386,23686,2186,2267,1583,12364,13121,0
2021-04-22 06:58:01,510,529,194,192,24541,24854,2286,2436,1626,12619,13385,0
2021-04-22 07:28:01,523,545,194,192,25460,25971,2071,2285,1704,12880,13658,0
2021-04-22 07:58:01,559,564,194,192,26436,27133,1949,2313,1797,13160,13940,0
2021-04-22 08:28:01,582,606,194,192,27468,28447,1987,2501,1877,13451,14243,0
2021-04-22 08:58:01,618,662,194,192,28655,29703,2219,2530,1965,13760,14574,0
2021-04-22 09:28:01,657,688,195,192,29942,30979,2474,2532,2121,14088,14918,0
2021-04-22 09:58:06,715,713,195,192,31361,32288,2706,2585,2216,14447,15275,0
2021-04-22 10:29:01,708,710,195,192,33146,34281,3238,3353,2232,14812,15641,0
2021-04-22 10:59:01,714,732,195,192,35061,35999,3694,3655,2275,15169,16007,0
2021-04-22 11:29:01,739,752,193,194,36695,37649,3507,3354,2355,15538,16383,0
2021-04-22 11:59:01,753,754,194,194,38259,39186,3287,3275,2400,15915,16760,0
2021-04-22 12:29:01,787,806,194,193,40155,41065,3486,3431,2566,16308,17163,0
2021-04-22 12:59:01,809,854,195,193,42108,42829,3865,3653,2659,16713,17590,0
2021-04-22 13:29:02,773,860,194,194,44613,45080,4567,4101,2620,17099,18020,0
2021-04-22 14:00:01,756,830,193,195,46632,46823,4524,3995,2524,17490,18449,0
2021-04-22 14:30:01,722,708,193,195,48451,48737,3803,3604,2358,17851,18803,0
2021-04-22 15:00:02,649,634,193,195,50418,50632,3842,3843,2100,18175,19120,0
2021-04-22 15:31:01,559,599,191,196,52150,52113,3492,3147,1907,18464,19430,0
2021-04-22 16:01:01,513,570,191,197,53461,53369,2978,2656,1755,18721,19715,0
2021-04-22 16:31:01,500,579,191,197,54986,54672,3140,2762,1621,18971,20004,0
2021-04-22 17:01:01,501,558,191,197,56548,55912,3088,2543,1560,19221,20283,0
2021-04-22 17:31:01,488,574,190,198,57730,57118,2730,2487,1567,19465,20570,0
2021-04-22 18:01:01,502,561,190,198,59049,58318,2329,2308,1558,19716,20851,0
2021-04-22 18:31:01,485,532,190,198,60445,59808,2665,2637,1476,19959,21117,0
2021-04-22 19:01:01,464,503,190,198,61775,60988,2751,2695,1395,20191,21368,0
2021-04-22 19:31:01,421,461,190,198,62963,62158,2519,2348,1273,20401,21599,0
2021-04-22 20:01:01,370,411,190,198,64015,63190,2073,2051,1170,20586,21804,0
2021-04-22 20:31:01,345,380,189,197,65026,64111,1971,1903,1093,20759,21994,0
2021-04-22 21:01:01,325,343,190,198,65960,64909,1960,1730,1010,20921,22166,0
2021-04-22 21:31:01,316,323,190,198,66651,65512,1577,1350,959,21079,22327,0
2021-04-22 22:01:01,308,303,190,197,67326,66129,1332,1228,918,21233,22479,0
2021-04-22 22:31:01,301,287,190,198,67982,66618,1318,1107,883,21384,22622,0
2021-04-22 23:01:01,291,291,190,198,68685,67180,1358,1051,875,21529,22768,0
2021-04-22 23:31:01,263,286,190,198,69500,67780,1521,1163,850,21661,22911,0
2021-04-23 00:01:01,275,289,190,198,70182,68205,1395,925,856,21798,23055,0
2021-04-23 00:31:01,292,285,190,198,70854,68766,1297,951,901,21944,23198,0
2021-04-23 01:01:01,294,303,190,198,71471,69254,1183,963,927,22091,23349,0
2021-04-23 01:31:01,310,326,190,198,72146,69854,1291,1089,970,22246,23512,0
2021-04-23 02:01:01,330,350,189,198,72952,70603,1481,1350,1019,22411,23687,0
2021-04-23 02:31:01,333,365,189,198,73738,71324,1554,1453,1074,22578,23870,0
2021-04-23 03:01:02,325,372,189,198,74481,72019,1487,1372,1098,22740,24056,0
2021-04-23 03:32:01,343,370,190,197,75319,72812,1618,1519,1118,22917,24247,0
2021-04-23 04:02:01,350,402,190,197,76088,73518,1565,1426,1180,23092,24448,0
