Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2021-09-13 10:05:01,87,75,174,176,0,0,0,0,2187,0,0,1
2021-09-13 10:35:02,898,796,179,182,1391,1355,881,865,2666,449,398,1
2021-09-13 11:06:01,965,904,186,184,3199,3382,3220,3406,2832,947,865,1
2021-09-13 11:36:01,958,890,189,189,5091,5448,3760,4161,2817,1426,1310,1
2021-09-13 12:06:01,954,900,192,196,6962,7577,3893,4344,2879,1903,1760,1
2021-09-13 12:36:01,927,869,193,200,9025,9711,3784,4100,2829,2367,2194,1
2021-09-13 13:06:01,895,816,194,200,10950,11828,4028,4251,2711,2814,2602,1
2021-09-13 13:36:01,859,798,195,199,12569,13766,3479,4055,2626,3244,3001,1
2021-09-13 14:06:01,849,782,195,199,14463,15992,3741,4425,2574,3668,3392,1
2021-09-13 14:36:01,806,740,196,198,16392,18110,3771,4335,2424,4071,3762,1
2021-09-13 15:06:01,747,675,197,198,18431,20276,3881,4181,2303,4445,4100,1
2021-09-13 15:36:01,688,636,198,197,20077,21898,3543,3575,2189,4789,4418,1
2021-09-13 16:06:01,667,602,198,197,21633,23321,3202,3045,2101,5122,4719,1
2021-09-13 16:36:01,639,623,198,196,23144,24694,3014,2784,2122,5442,5030,1
2021-09-13 17:06:01,656,593,199,195,24861,26402,3189,3070,2132,5770,5327,1
2021-09-13 17:36:02,631,588,200,194,26374,27986,3266,3319,2087,6085,5621,1
2021-09-13 18:07:01,603,583,201,192,27773,29501,2883,3063,2059,6397,5922,1
2021-09-13 18:37:01,599,572,201,192,29154,30982,2780,2994,2024,6696,6208,1
2021-09-13 19:07:01,596,563,201,191,30502,32565,2684,3041,1971,6994,6489,1
2021-09-13 19:37:01,590,509,201,191,31912,34073,2731,3067,1853,7289,6744,1
2021-09-13 20:07:01,539,489,201,192,33269,35347,2653,2538,1736,7559,6988,1
2021-09-13 20:37:01,528,466,201,192,34468,36619,2464,2437,1652,7823,7221,1
