Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2022-10-19 06:54:02,0,0,0,0,0,0,0,0,3404,541820,548380,0,0,0,0,0,0
2022-10-19 07:24:02,631,653,94,93,1653182,1605996,1142,1028,3643,542135,548706,9,16,0,22,0,0
2022-10-19 07:55:02,752,732,113,120,1654053,1606868,1614,1590,3875,542524,549085,3,10,20,0,0,0
2022-10-19 08:26:01,807,770,115,120,1654971,1607655,1780,1653,4066,542940,549482,14,8,37,0,0,0
2022-10-19 08:56:01,922,814,166,122,1655951,1608692,1900,1818,4235,543401,549889,22,2,108,0,1,0
2022-10-19 09:26:01,969,851,194,121,1657086,1609799,2147,2185,4452,543886,550315,15,2,118,0,1,0
2022-10-19 09:56:01,1073,960,193,163,1658539,1610996,2578,2260,4665,544422,550795,5,7,113,0,0,0
2022-10-19 10:26:01,1085,978,222,176,1659909,1612070,2805,2235,4878,544965,551284,23,23,107,0,0,0
2022-10-19 10:56:01,1136,1027,222,175,1661255,1613164,2602,2164,4979,545533,551797,37,45,109,0,0,0
2022-10-19 11:26:01,1161,1095,222,204,1662573,1614504,2670,2468,5425,546113,552345,36,26,66,0,0,0
2022-10-19 11:56:01,1193,1150,222,204,1664279,1615791,3087,2686,5554,546710,552920,48,40,43,0,0,0
2022-10-19 12:26:01,1204,1136,221,204,1666094,1617384,3534,2881,5561,547312,553488,42,12,68,0,0,0
2022-10-19 12:56:01,1190,1106,234,207,1667989,1619135,3660,3342,5516,547907,554041,39,53,84,0,0,0
2022-10-19 13:26:01,1095,1107,246,217,1669868,1620769,3789,3399,5521,548454,554594,50,32,0,12,0,0
2022-10-19 13:56:01,1054,1100,245,218,1671571,1622474,3589,3350,5253,548981,555144,32,30,0,46,0,0
2022-10-19 14:26:01,1024,1056,245,234,1672943,1624031,3052,3287,5042,549493,555672,2,27,0,32,0,0
2022-10-19 14:56:01,1012,1032,246,233,1674372,1625629,2843,3144,4912,549999,556188,12,29,0,20,0,0
2022-10-19 15:26:01,907,968,242,235,1675911,1627133,2908,2984,4639,550453,556672,23,26,0,61,0,0
2022-10-19 15:56:02,894,947,261,235,1677083,1628494,2728,2901,4389,550900,557146,11,18,0,53,0,0
2022-10-19 16:27:01,842,948,262,234,1678121,1629602,2171,2448,4317,551335,557636,6,28,0,106,0,1
2022-10-19 16:57:01,883,908,270,235,1679079,1630578,2008,2092,4330,551777,558090,3,18,0,25,0,0
2022-10-19 17:27:01,893,916,270,236,1680117,1631619,2003,1984,4376,552223,558548,9,31,0,23,0,0
2022-10-19 17:57:02,908,916,269,236,1681323,1632719,2283,2175,4343,552677,559006,13,32,0,8,0,0
2022-10-19 18:27:02,880,918,269,237,1682695,1634041,2555,2427,4326,553117,559465,14,19,0,38,0,0
2022-10-19 18:57:02,850,898,268,237,1683941,1635288,2663,2599,4264,553542,559914,28,33,0,48,0,0
2022-10-19 19:28:02,809,905,268,238,1685047,1636371,2354,2339,4100,553960,560381,10,22,0,96,0,0
2022-10-19 19:59:01,804,882,268,238,1686184,1637693,2198,2334,4049,554375,560837,3,29,0,78,0,0
2022-10-19 20:29:02,728,864,270,237,1687245,1638723,2221,2306,3824,554740,561269,6,32,0,136,0,1
2022-10-19 21:00:02,704,811,270,237,1688291,1639842,2019,2046,3595,555103,561688,4,42,0,107,0,1
2022-10-19 21:30:02,627,784,282,236,1689866,1641014,2582,2247,3343,555417,562080,0,47,0,157,0,1
2022-10-19 22:00:02,605,722,280,238,1691224,1642258,2953,2446,3282,555719,562441,13,39,0,117,0,1
2022-10-19 22:30:02,549,650,280,239,1692236,1643195,2153,2069,2958,555994,562766,12,32,0,101,0,1
2022-10-19 23:00:02,545,599,281,237,1692998,1644060,1801,1836,2780,556266,563066,6,6,0,54,0,0
2022-10-19 23:30:02,515,572,279,237,1693770,1644783,1521,1575,2598,556524,563352,0,12,0,57,0,0
2022-10-20 00:00:02,494,555,280,237,1694446,1645573,1432,1477,2520,556771,563629,1,7,0,61,0,0
2022-10-20 00:31:01,485,543,280,235,1695199,1646208,1405,1371,2455,557021,563910,12,6,0,58,0,0
2022-10-20 01:01:01,459,540,280,236,1695754,1646722,1341,1213,2455,557251,564180,6,12,0,81,0,1
2022-10-20 01:31:01,460,533,280,235,1696263,1647204,1034,1006,2391,557481,564446,0,8,0,73,0,1
2022-10-20 02:01:02,468,549,281,236,1696798,1647740,1059,1045,2438,557715,564721,2,9,0,81,0,1
2022-10-20 02:32:01,459,530,281,236,1697252,1648158,934,919,2431,557952,564994,0,6,0,71,0,1
2022-10-20 03:02:02,465,547,279,238,1697719,1648617,951,900,2432,558185,565268,0,8,0,82,0,1
2022-10-20 03:32:02,485,563,279,236,1698079,1649062,854,927,2521,558427,565550,0,22,0,78,0,1
2022-10-20 04:03:01,508,620,279,237,1698545,1649464,824,849,2639,558689,565870,0,24,0,112,0,1
2022-10-20 04:33:01,521,684,278,236,1699064,1649943,1019,910,2748,558950,566212,3,19,0,163,0,1
2022-10-20 05:03:01,558,732,277,238,1699507,1650444,906,963,2917,559229,566578,2,32,0,174,0,1
2022-10-20 05:33:01,614,722,278,237,1699932,1651047,852,1096,3115,559536,566939,6,30,0,108,0,1
2022-10-20 06:03:01,664,784,278,237,1700642,1651772,1156,1363,3316,559868,567331,2,32,0,120,0,1
2022-10-20 06:33:01,700,803,277,237,1701479,1652644,1551,1599,3543,560218,567732,10,36,0,103,0,1
2022-10-20 07:03:01,765,824,275,237,1702315,1653527,1709,1775,3745,560600,568144,3,29,0,59,0,0
2022-10-20 07:33:01,766,876,279,236,1703247,1654460,1733,1822,4000,560983,568582,16,33,0,110,0,1
2022-10-20 08:03:01,832,903,278,238,1704212,1655742,1848,2196,4111,561399,569034,17,31,0,71,0,0
2022-10-20 08:33:01,866,904,278,238,1705268,1656835,1991,2350,4296,561832,569486,3,8,0,38,0,0
2022-10-20 09:03:01,888,918,279,237,1706449,1658147,2203,2385,4448,562276,569945,8,21,0,30,0,0
2022-10-20 09:33:01,908,966,280,237,1707501,1659430,2168,2572,4519,562730,570428,14,1,0,58,0,0
2022-10-20 10:03:01,960,984,280,237,1708658,1660948,2245,2867,4753,563210,570920,36,25,0,24,0,0
2022-10-20 10:33:02,992,1026,280,237,1709696,1662111,2218,2716,4816,563707,571433,4,5,0,34,0,0
2022-10-20 11:04:01,995,1064,280,237,1711111,1663353,2385,2321,4997,564220,571982,37,36,0,69,0,0
2022-10-20 11:34:01,1045,1112,278,238,1712280,1664466,2399,2230,5193,564743,572538,5,22,0,67,0,0
2022-10-20 12:04:01,1047,1141,278,237,1713779,1666014,2723,2697,5319,565266,573109,23,24,0,94,0,0
2022-10-20 12:34:01,1040,1152,280,238,1715366,1667497,3096,3053,5410,565786,573685,30,41,0,112,0,0
2022-10-20 13:04:01,1076,1128,279,238,1716941,1668868,3129,2828,5390,566324,574249,5,46,0,52,0,0
2022-10-20 13:34:02,1064,1059,281,237,1718243,1670253,2975,2833,5241,566857,574779,22,49,5,0,0,0
2022-10-20 14:05:01,1027,1061,281,237,1719904,1671770,2961,2943,5164,567387,575327,31,49,0,34,0,0
2022-10-20 14:35:01,960,1000,281,237,1721312,1673144,3014,2850,4939,567867,575827,33,48,0,40,0,0
