Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2022-12-13 09:54:01,1,1,253,242,0,0,0,0,2487,0,0,0,0,0,0,0,0
2022-12-13 10:24:01,1121,1112,265,266,1360,1157,942,843,4023,560,556,34,59,9,0,0,0
2022-12-13 10:54:01,1234,1259,265,266,4619,3930,6054,4913,4128,1177,1185,4,43,0,25,0,0
2022-12-13 11:24:01,1253,1290,264,267,7574,6478,6172,5235,4247,1804,1830,10,30,0,37,0,0
2022-12-13 11:54:01,1235,1263,262,270,10997,9315,6447,5391,4162,2421,2462,8,41,0,28,0,0
2022-12-13 12:24:01,1191,1209,262,270,13819,12113,6251,5651,4084,3017,3066,16,35,0,18,0,0
2022-12-13 12:54:01,1165,1145,261,271,17085,14609,6062,5278,3906,3599,3639,14,37,20,0,0,0
2022-12-13 13:24:01,1118,1082,260,271,19873,16750,6151,4710,3790,4158,4180,25,18,36,0,0,0
2022-12-13 13:54:01,1040,1036,260,271,22632,18713,5671,4151,3616,4678,4698,6,35,4,0,0,0
2022-12-13 14:24:01,971,990,261,271,24853,20545,4971,3764,3496,5164,5193,6,37,0,19,0,0
2022-12-13 14:54:02,847,936,260,272,27213,22511,4600,3780,3210,5587,5661,1,35,0,89,0,1
2022-12-13 15:25:01,694,852,258,274,29025,24123,4095,3539,3113,5946,6101,4,35,0,158,0,1
2022-12-13 15:55:02,722,869,258,274,30664,25596,3371,3060,2911,6307,6535,0,14,0,147,0,1
2022-12-13 16:25:02,681,840,258,274,31891,26921,2855,2797,2858,6647,6955,1,23,0,159,0,1
2022-12-13 16:56:01,654,821,255,275,33195,28415,2518,2832,2778,6985,7379,0,25,0,167,0,1
2022-12-13 17:26:01,645,799,254,275,34553,29862,2691,2993,2709,7308,7779,0,22,0,154,0,1
2022-12-13 17:56:01,637,795,252,276,36129,31464,2953,3080,2673,7626,8176,0,26,0,158,0,1
2022-12-13 18:26:01,598,756,252,276,37442,32758,2830,2836,2617,7925,8554,2,15,0,158,0,1
2022-12-13 18:56:01,578,706,251,277,38928,34237,2744,2768,2470,8214,8907,3,14,0,128,0,1
2022-12-13 19:26:01,514,631,251,277,40019,35450,2570,2687,2298,8471,9223,1,25,0,117,0,1
2022-12-13 19:56:01,493,620,249,279,41063,36482,2159,2250,2196,8718,9533,1,15,0,127,0,1
2022-12-13 20:26:01,482,599,248,279,41884,37261,1874,1828,2101,8959,9832,2,18,0,117,0,1
2022-12-13 20:56:01,454,573,247,279,42842,38137,1821,1708,1999,9186,10119,0,18,0,119,0,1
