Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2023-04-10 07:34:01,1155,976,276,241,1876356,1679057,2814,2863,2412,577205,574828,44,2,179,0,0,0
2023-04-10 08:04:01,1241,1004,278,240,1878207,1680700,3414,3126,2494,577826,575330,44,7,237,0,0,0
2023-04-10 08:34:01,1268,1069,278,241,1879931,1682166,3396,2941,2633,578460,575865,42,18,199,0,0,0
2023-04-10 09:04:01,1271,1056,278,241,1881594,1683669,3264,2797,2632,579095,576393,76,15,215,0,0,0
2023-04-10 09:34:01,1269,1118,278,240,1883091,1685149,3027,2855,2741,579730,576952,83,10,151,0,0,0
2023-04-10 10:04:01,1397,1150,278,240,1884784,1686778,3172,3111,2804,580428,577527,19,1,247,0,0,0
2023-04-10 10:34:01,1377,1152,280,237,1886565,1688621,3449,3494,2839,581117,578103,37,0,225,0,0,0
2023-04-10 11:04:02,1402,1161,281,237,1888547,1690334,3789,3547,2839,581818,578684,59,0,241,0,0,0
2023-04-10 11:35:04,1442,1216,280,238,1890634,1692441,3919,3744,2865,582564,579313,12,0,226,0,0,0
2023-04-10 12:06:02,1433,1207,280,236,1892826,1694855,3893,4110,2911,583304,579936,38,14,226,0,0,0
2023-04-10 12:36:02,1438,1239,280,236,1894878,1696987,4120,4377,2957,584023,580555,10,22,199,0,0,0
2023-04-10 13:07:01,1464,1262,279,237,1897320,1699302,4501,4446,2967,584779,581207,41,5,202,0,0,0
2023-04-10 13:37:01,1409,1162,280,237,1899232,1701964,4372,4991,2827,585483,581788,21,4,247,0,0,0
2023-04-10 14:07:01,1339,1042,283,235,1901014,1703940,3757,4697,2646,586153,582309,12,0,297,0,0,0
2023-04-10 14:37:01,1261,958,283,233,1902786,1705759,3611,3878,2503,586783,582788,12,8,303,0,1,0
2023-04-10 15:07:01,1127,890,283,231,1904463,1707496,3471,3583,2314,587347,583233,29,1,237,0,0,0
2023-04-10 15:37:01,1106,819,286,228,1905987,1709086,3240,3353,2211,587900,583642,6,0,287,0,1,0
2023-04-10 16:07:02,1022,741,285,229,1907571,1710491,3085,2994,1988,588411,584013,29,0,281,0,1,0
2023-04-10 16:38:01,978,695,288,227,1908973,1711712,3045,2670,1837,588916,584372,19,0,283,0,1,0
2023-04-10 17:08:01,923,681,286,228,1910236,1712836,2743,2404,1798,589377,584712,29,1,242,0,1,0
2023-04-10 17:38:01,927,704,287,226,1911579,1713943,2598,2252,1818,589841,585064,4,0,223,0,1,0
2023-04-10 18:08:01,919,750,287,227,1912917,1715058,2696,2227,1822,590300,585439,8,5,169,0,0,0
2023-04-10 18:38:02,870,788,286,227,1914386,1716274,2905,2374,1821,590736,585834,3,1,82,0,0,0
2023-04-10 19:09:01,856,771,285,228,1915615,1717627,2628,2633,1816,591178,586232,14,15,85,0,0,0
2023-04-10 19:39:01,828,739,285,229,1916902,1718961,2525,2693,1741,591592,586601,2,16,89,0,0,0
2023-04-10 20:09:02,799,713,285,229,1918269,1720229,2622,2577,1680,591991,586958,3,7,86,0,0,0
2023-04-10 20:40:01,724,656,286,229,1919528,1721462,2563,2438,1541,592365,587297,1,1,68,0,0,0
2023-04-10 21:10:02,691,603,287,227,1920651,1722544,2405,2338,1471,592711,587598,4,3,88,0,0,0
2023-04-10 21:40:02,658,537,287,229,1921686,1723661,2147,2223,1362,593040,587867,4,0,121,0,0,0
2023-04-10 22:10:03,595,487,287,229,1922649,1724607,2135,2200,1278,593338,588111,19,0,108,0,0,0
2023-04-10 22:41:02,603,463,289,229,1923303,1725381,1677,1758,1197,593649,588350,0,0,140,0,1,0
2023-04-10 23:11:02,570,488,286,231,1923978,1725988,1301,1312,1175,593934,588594,12,0,82,0,0,0
2023-04-10 23:41:02,557,466,287,230,1924471,1726546,1175,1166,1148,594213,588827,8,3,91,0,0,0
2023-04-11 00:12:02,577,456,288,229,1925128,1727099,1148,1121,1155,594511,589062,0,2,121,0,0,0
2023-04-11 00:43:01,553,464,287,230,1925731,1727610,1308,1081,1122,594796,589302,0,0,89,0,0,0
2023-04-11 01:13:01,581,472,287,231,1926447,1728104,1290,964,1160,595087,589538,1,0,109,0,0,0
2023-04-11 01:43:01,610,507,286,231,1927241,1728690,1458,1053,1219,595392,589791,7,0,103,0,0,0
2023-04-11 02:13:02,620,535,286,231,1928105,1729308,1654,1229,1273,595702,590059,6,0,85,0,0,0
2023-04-11 02:44:01,631,541,287,230,1929227,1729980,1917,1254,1298,596028,590338,0,0,90,0,0,0
2023-04-11 03:14:01,656,578,288,230,1930052,1730643,1733,1278,1350,596356,590627,9,0,78,0,0,0
2023-04-11 03:44:01,698,562,287,230,1930638,1731324,1412,1344,1418,596705,590908,0,0,136,0,0,0
2023-04-11 04:14:01,721,581,287,229,1931533,1732126,1485,1487,1468,597065,591199,16,0,140,0,0,0
2023-04-11 04:44:01,776,607,287,229,1932292,1732899,1640,1578,1533,597453,591502,3,3,169,0,0,0
2023-04-11 05:14:02,853,666,287,229,1933319,1733579,1756,1336,1673,597880,591836,9,7,187,0,0,0
2023-04-11 05:45:03,874,687,287,230,1934462,1734472,2105,1521,1748,598332,592191,3,7,187,0,0,0
2023-04-11 06:16:01,896,725,287,230,1935826,1735787,2380,2051,1804,598794,592565,15,11,171,0,0,0
2023-04-11 06:46:01,956,785,288,229,1936973,1736776,2424,2189,1903,599272,592957,13,8,171,0,0,0
2023-04-11 07:16:02,1002,826,287,230,1938259,1738073,2517,2392,1903,599773,593371,29,11,176,0,0,0
2023-04-11 07:47:01,1007,841,287,229,1939887,1739400,3015,2750,2078,600293,593805,31,2,166,0,0,0
2023-04-11 08:17:01,1104,843,287,229,1941184,1740725,2941,2649,2190,600845,594226,25,12,261,0,1,0
2023-04-11 08:47:02,1140,881,288,230,1942515,1741728,2594,2281,2244,601416,594667,35,2,259,0,0,0
2023-04-11 09:17:02,1221,930,288,230,1943825,1742844,2776,2204,2366,602026,595132,40,0,291,0,1,0
2023-04-11 09:48:01,1247,954,287,231,1945128,1744090,2638,2393,2476,602670,595625,40,0,293,0,1,0
2023-04-11 10:18:01,1295,1019,286,231,1946556,1745640,2761,2816,2551,603318,596134,40,0,276,0,0,0
2023-04-11 10:48:02,1318,968,287,229,1948280,1747320,3225,3298,2549,603977,596618,23,0,350,0,1,0
2023-04-11 11:19:02,1355,1003,291,227,1949621,1748784,3081,3136,2649,604677,597137,48,10,352,0,1,0
2023-04-11 11:50:02,1358,1088,289,228,1951323,1749963,3016,2646,2713,605379,597699,48,12,270,0,0,0
2023-04-11 12:20:03,1360,1052,288,227,1953136,1751471,3592,2706,2671,606059,598225,31,18,308,0,0,0
2023-04-11 12:50:03,1359,1046,288,228,1955074,1752996,3752,3060,2621,606739,598748,14,5,313,0,0,0
2023-04-11 13:21:01,1291,1017,288,228,1957052,1754673,3886,3098,2588,607405,599273,20,8,274,0,0,0
2023-04-11 13:51:02,1201,1007,289,229,1958977,1756194,3874,3170,2423,608006,599777,12,6,194,0,0,0
