Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2022-11-05 09:43:02,1,1,268,248,0,0,0,0,4607,0,0,0,0,0,0,0,0
2022-11-05 10:13:02,1543,1773,269,268,51,72,20,0,6188,771,886,12,62,0,230,0,1
2022-11-05 10:44:02,1785,2066,271,266,3099,3102,4871,4740,6834,1693,1953,20,78,0,281,0,1
2022-11-05 11:14:02,1811,2100,271,266,6856,6425,6517,6013,7188,2599,3003,21,90,0,289,0,1
2022-11-05 11:45:02,1743,2011,270,266,10511,10021,7046,6672,7135,3499,4042,15,69,0,268,0,1
2022-11-05 12:15:02,1694,1986,270,266,13941,13409,6753,6764,6960,4346,5035,17,43,0,292,0,1
2022-11-05 12:46:02,1591,1862,268,265,17924,17270,7159,6966,6855,5168,5997,16,52,0,271,0,1
2022-11-05 13:16:02,1536,1779,270,263,21372,20924,6681,6791,6630,5936,6887,38,37,0,243,0,1
2022-11-05 13:47:02,1502,1734,271,264,24792,24257,5932,6019,6522,6712,7783,22,36,0,232,0,1
2022-11-05 14:17:03,1486,1692,271,264,27587,26949,5989,5820,6399,7456,8629,20,47,0,206,0,1
2022-11-05 14:48:01,1448,1612,271,264,30914,30221,6119,5939,6329,8203,9461,1,35,0,164,0,0
2022-11-05 15:18:03,1373,1561,271,264,33924,32824,6377,5905,6039,8890,10243,16,50,0,188,0,1
2022-11-05 15:49:02,1307,1439,273,261,37100,35626,6128,5355,5953,9565,10986,0,55,0,132,0,0
2022-11-05 16:20:01,1195,1371,270,261,39522,37953,5367,4830,5596,10182,11694,9,41,0,176,0,1
2022-11-05 16:50:01,1099,1322,270,261,41899,40388,4892,4851,5395,10732,12355,0,55,0,223,0,1
2022-11-05 17:20:01,1023,1288,269,262,43756,42437,4239,4479,5180,11243,12999,6,42,0,265,0,1
2022-11-05 17:50:02,944,1210,268,263,45774,44595,3921,4248,4843,11716,13604,6,69,0,266,0,1
2022-11-05 18:21:01,888,1180,268,263,47671,46435,3939,4018,4828,12174,14213,11,51,0,292,0,1
2022-11-05 18:51:01,873,1160,268,263,49669,48689,3868,4073,4611,12611,14793,8,30,0,287,0,1
2022-11-05 19:21:02,804,1108,265,264,51456,50336,3762,3843,4472,13013,15348,10,46,0,304,0,1
2022-11-05 19:52:01,775,1081,265,265,52997,52037,3325,3338,4309,13413,15906,4,53,0,306,0,1
2022-11-05 20:22:02,754,1043,265,265,54150,53436,2665,3042,4209,13790,16428,3,52,0,289,0,1
2022-11-05 20:52:02,694,1004,262,267,55466,55064,2483,3117,4044,14137,16930,5,62,0,310,0,1
2022-11-05 21:23:01,636,945,262,267,56502,56280,2214,2678,3887,14466,17418,1,60,0,309,0,1
2022-11-05 21:53:01,600,940,260,268,57617,57672,2148,2603,3688,14766,17888,1,12,0,340,0,1
2022-11-05 22:23:02,573,889,260,267,58642,58708,2098,2343,3530,15052,18332,2,9,0,316,0,1
2022-11-05 22:54:01,556,839,260,268,59858,59830,2242,2141,3307,15340,18766,0,20,0,283,0,1
2022-11-05 23:24:01,514,785,260,268,60790,60884,2148,2174,3194,15597,19158,0,31,0,271,0,1
2022-11-05 23:54:01,480,771,260,268,61782,61929,1862,1998,3066,15837,19544,0,38,0,291,0,1
2022-11-06 00:24:01,463,800,257,268,62503,63263,1602,2278,3034,16068,19944,0,31,0,337,0,1
2022-11-06 00:54:01,472,756,255,270,63333,64464,1556,2542,2895,16304,20322,10,63,0,284,0,1
2022-11-06 01:24:01,518,726,255,270,63956,65211,1419,1937,2887,16563,20685,0,44,0,208,0,1
2022-11-06 01:54:01,549,739,255,270,64772,65991,1429,1501,2916,16838,21054,0,49,0,190,0,1
2022-11-06 01:24:01,569,730,255,269,65530,66820,1575,1609,2923,17122,21419,0,43,0,161,0,1
2022-11-06 01:54:01,599,754,254,269,66367,67751,1575,1699,3035,17422,21796,1,43,0,155,0,1
2022-11-06 02:24:01,628,774,255,270,67187,68500,1693,1711,3054,17736,22183,3,26,0,146,0,1
2022-11-06 02:54:02,678,820,255,270,68002,69226,1576,1395,3226,18075,22593,0,18,0,142,0,1
