Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,Target
2019-10-16 09:11:01,100,99,2,4,0,0,566,1
2019-10-16 09:41:01,115,140,375,394,19,4,695,1
2019-10-16 10:11:01,150,134,1348,1401,1346,1397,772,1
2019-10-16 10:41:01,142,135,2731,2768,2336,2350,808,1
2019-10-16 11:11:01,139,123,4062,4112,2652,2647,762,1
2019-10-16 11:41:01,136,109,5257,5707,2544,3021,762,1
2019-10-16 12:11:01,138,98,6166,7335,2047,3170,699,1
2019-10-16 12:41:01,143,91,7232,9295,1909,3399,682,1
2019-10-16 13:11:01,144,80,8240,10939,1975,3252,667,1
2019-10-16 13:41:01,140,76,9395,12604,2222,3335,670,1
2019-10-16 14:11:02,139,71,10903,14350,2593,3374,639,1
2019-10-16 14:42:02,137,70,12644,16158,2861,3179,622,1
2019-10-16 15:13:02,126,71,13988,17416,2784,2601,588,1
2019-10-16 15:44:01,127,72,14858,18687,2534,2628,544,1
2019-10-16 16:14:01,125,71,15921,20220,1984,2826,536,1
2019-10-16 16:44:01,118,68,16930,21856,2077,3182,551,1
2019-10-16 17:14:01,115,68,17717,23094,1813,2880,532,1
2019-10-16 17:44:02,113,68,18776,24271,1967,2422,528,1
2019-10-16 18:15:01,109,69,19975,25573,2468,2505,531,1
2019-10-16 18:45:01,106,68,20879,26657,2118,2435,517,1
2019-10-16 19:15:01,110,74,21915,27504,1952,1961,477,1
2019-10-16 19:45:01,110,75,22660,28429,1785,1772,470,1
2019-10-16 20:15:01,110,77,23513,29158,1478,1662,424,1
2019-10-16 20:45:01,112,83,24429,29937,1775,1483,387,1
2019-10-16 21:15:01,112,87,25678,30948,2151,1818,366,1
2019-10-16 21:45:01,114,87,26723,31821,2285,1892,333,1
2019-10-16 22:15:01,113,90,27587,32467,1926,1602,297,1
2019-10-16 22:45:01,114,89,28675,32872,2132,923,278,1
2019-10-16 23:15:01,115,89,29576,33483,1782,1020,268,1
