Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,Target
2025-03-27 09:59:01,181,175,0,0,0,0,6109,1
2025-03-27 10:29:01,186,181,2322,2303,6661,6783,7532,1
2025-03-27 10:59:01,188,180,7860,7558,11468,10961,7768,1
2025-03-27 11:29:01,188,180,13307,12356,10698,9534,7735,1
2025-03-27 11:59:01,193,176,18482,16832,10233,8968,7591,1
2025-03-27 12:29:01,194,175,23610,21115,10508,8892,7368,1
2025-03-27 12:59:01,192,177,28662,25924,9532,9468,7020,1
2025-03-27 13:29:01,192,177,32856,29819,8183,7746,6880,1
2025-03-27 13:59:01,191,178,37396,34126,8982,8596,6494,1
2025-03-27 14:29:01,191,178,41317,37266,9209,7421,6217,1
2025-03-27 14:59:01,191,178,45276,41110,8205,7938,5652,1
2025-03-27 15:29:01,190,178,48925,44585,7414,7113,5387,1
2025-03-27 15:59:01,191,178,52624,48364,7401,7639,5080,1
2025-03-27 16:29:01,192,177,55199,50732,5298,4876,4700,1
2025-03-27 16:59:01,193,176,57631,53263,4744,5025,4448,1
2025-03-27 17:29:01,193,176,59845,55500,4412,4462,4245,1
2025-03-27 17:59:01,193,176,62536,58186,5391,5407,4056,1
2025-03-27 18:29:01,193,176,64764,60487,4444,4600,3929,1
2025-03-27 18:59:01,193,176,67215,62794,4902,4616,3788,1
2025-03-27 19:29:01,194,175,69495,65026,4403,4294,3608,1
2025-03-27 19:59:01,195,174,71524,66954,4031,3850,3403,1
2025-03-27 20:29:01,196,173,72966,68244,2922,2613,3181,1
2025-03-27 20:59:01,197,172,74505,69530,2987,2513,3022,1
2025-03-27 21:29:01,198,171,75819,70746,2800,2592,2753,1
2025-03-27 21:59:01,198,171,76978,71825,2318,2162,2641,1
2025-03-27 22:29:01,198,171,78105,72850,2260,2064,2484,1
2025-03-27 22:59:01,198,171,79019,73778,1857,1929,2420,1
2025-03-27 23:29:01,199,170,79812,74586,1564,1621,2284,1
2025-03-27 23:59:01,200,169,80535,75394,1506,1589,2247,1
2025-03-28 00:29:01,201,168,81479,76144,1887,1500,2271,1
2025-03-28 00:59:01,200,169,82405,76966,1835,1627,2298,1
2025-03-28 01:29:01,200,169,83328,77937,1846,1940,2376,1
2025-03-28 01:59:01,200,169,84303,78964,1937,2036,2539,1
2025-03-28 02:29:01,201,168,85318,80022,2022,2098,2615,1
2025-03-28 02:59:01,201,167,86438,81174,2235,2305,2714,1
2025-03-28 03:29:02,202,167,87317,82276,1976,2536,2819,1
2025-03-28 04:00:02,203,166,88583,83463,2525,2268,2923,1
2025-03-28 04:31:01,204,165,89906,84723,2652,2534,2987,1
2025-03-28 05:01:01,205,164,91379,86142,3231,3105,3146,1
2025-03-28 05:31:01,207,162,92831,87608,2903,2873,3326,1
2025-03-28 06:01:01,209,160,94495,89171,3470,3250,3458,1
2025-03-28 06:31:01,211,158,96064,90688,3162,3049,3658,1
2025-03-28 07:01:01,211,158,97815,92301,3564,3284,3731,1
2025-03-28 07:31:01,211,158,99053,93300,2617,2130,3750,1
2025-03-28 08:01:01,211,158,101205,95274,4117,3763,4133,1
2025-03-28 08:31:01,211,158,103273,97197,3712,3425,4309,1
2025-03-28 09:01:01,210,159,105356,99201,3879,3692,4434,1
2025-03-28 09:31:01,211,158,107217,101190,3711,3962,4578,1
2025-03-28 10:01:01,211,158,109739,103271,4444,3658,4707,1
2025-03-28 10:31:01,212,157,111845,105424,4257,4363,4945,1
2025-03-28 11:01:01,212,156,114122,107912,3897,4314,5052,1
2025-03-28 11:31:01,213,156,116263,110283,3950,4507,5158,1
