Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2022-05-30 10:52:01,1,1,63,72,0,0,0,0,2854,0,0,0,0,0,0,0,0
2022-05-30 11:22:01,1752,1735,212,245,2227,2165,2410,2335,3993,876,867,96,44,17,0,0,0
2022-05-30 11:52:01,1952,1890,262,267,8063,7554,8153,7638,4234,1852,1812,85,62,62,0,0,0
2022-05-30 12:22:01,1897,1924,263,267,12926,12355,10699,10190,4230,2800,2774,84,57,0,27,0,0
2022-05-30 12:52:01,1782,1823,262,268,18048,17772,10309,10575,3988,3691,3686,51,69,0,41,0,0
2022-05-30 13:22:01,1653,1754,260,270,22090,22079,9164,9725,3736,4518,4563,28,38,0,101,0,0
2022-05-30 13:52:01,1611,1633,260,270,26046,26305,7998,8533,3537,5323,5379,20,26,0,22,0,0
2022-05-30 14:22:01,1482,1480,260,270,29601,30138,7511,8059,3253,6064,6119,13,15,2,0,0,0
2022-05-30 14:52:01,1347,1360,260,270,33224,34151,7178,7846,2975,6738,6799,6,29,0,13,0,0
2022-05-30 15:22:01,1192,1260,258,272,35855,37189,6254,7051,2729,7334,7429,22,38,0,68,0,0
2022-05-30 15:52:01,1101,1164,258,272,38271,39725,5049,5575,2535,7884,8011,20,45,0,63,0,0
2022-05-30 16:22:01,1008,1092,258,272,40482,41830,4627,4641,2396,8388,8557,36,51,0,84,0,0
2022-05-30 16:52:01,1004,1081,257,272,42707,44346,4436,4621,2319,8890,9098,16,37,0,77,0,0
2022-05-30 17:22:02,965,1046,257,272,44882,46738,4605,5157,2259,9373,9621,15,35,0,81,0,0
2022-05-30 17:53:01,962,1033,256,272,47173,49090,4466,4744,2200,9870,10154,12,31,0,71,0,0
2022-05-30 18:23:01,946,1027,256,272,49287,51424,4405,4686,2209,10343,10668,11,44,0,81,0,0
2022-05-30 18:53:01,914,1000,255,272,51476,53908,4303,4816,2112,10800,11168,11,41,0,86,0,0
2022-05-30 19:23:01,878,1000,255,272,53454,56218,4291,5009,2083,11239,11668,0,20,0,122,0,0
2022-05-30 19:53:01,797,957,254,273,55460,58504,4133,4737,1947,11637,12146,18,19,0,160,0,1
2022-05-30 20:23:01,753,877,254,273,57036,60301,3582,4083,1810,12014,12585,10,30,0,124,0,1
2022-05-30 20:53:01,719,812,253,273,58707,62146,3247,3642,1712,12373,12991,9,24,0,93,0,0
2022-05-30 21:23:01,658,725,252,274,60177,63676,3184,3405,1585,12702,13353,10,31,0,67,0,0
2022-05-30 21:53:01,613,695,251,275,61574,65034,2867,2888,1476,13009,13701,3,25,0,82,0,0
2022-05-30 22:23:01,549,622,251,275,62767,66328,2593,2657,1323,13283,14012,12,23,0,73,0,0
2022-05-30 22:53:01,507,585,251,275,63834,67538,2260,2505,1239,13537,14304,5,8,0,78,0,1
2022-05-30 23:23:01,475,536,251,275,64569,68551,1805,2224,1135,13774,14572,9,5,0,61,0,0
2022-05-30 23:53:02,459,496,251,275,65391,69552,1559,2014,1066,14004,14820,8,7,0,37,0,0
2022-05-31 00:24:01,457,480,251,275,66180,70447,1568,1902,1089,14240,15068,4,13,0,23,0,0
2022-05-31 00:54:02,460,482,251,275,66998,71364,1609,1812,1052,14470,15309,3,19,0,22,0,0
2022-05-31 01:25:02,447,473,251,275,67571,72145,1403,1712,1024,14701,15554,8,8,0,26,0,0
2022-05-31 01:55:02,457,486,251,275,68244,72948,1243,1576,1057,14929,15797,3,8,0,29,0,0
2022-05-31 02:26:01,464,479,251,275,68960,73708,1363,1517,1083,15169,16044,11,8,0,15,0,0
2022-05-31 02:56:02,484,502,251,275,69700,74432,1450,1457,1125,15411,16295,12,6,0,18,0,0
2022-05-31 03:27:01,503,518,251,275,70450,75081,1463,1359,1184,15671,16563,0,9,0,15,0,0
2022-05-31 03:57:01,537,522,252,274,71227,75782,1540,1369,1216,15939,16824,0,17,15,0,0,0
2022-05-31 04:27:01,541,558,251,275,72309,76655,1853,1587,1260,16210,17103,9,26,0,17,0,0
2022-05-31 04:57:01,536,597,251,275,73458,77739,2160,1936,1282,16478,17401,5,20,0,61,0,0
2022-05-31 05:27:01,590,614,251,275,74498,78728,2164,2041,1356,16773,17708,4,17,0,24,0,0
2022-05-31 05:57:01,615,621,251,275,75703,79911,2194,2145,1382,17080,18019,0,7,0,6,0,0
2022-05-31 06:27:01,677,646,251,275,76775,80928,2280,2214,1468,17419,18342,3,8,31,0,0,0
2022-05-31 06:57:02,720,681,250,276,78205,82168,2505,2258,1544,17779,18682,0,3,39,0,0,0
2022-05-31 07:28:01,741,712,250,276,79549,83048,2764,2048,1595,18162,19050,3,16,29,0,0,0
2022-05-31 07:58:01,748,765,250,276,80932,84550,2703,2454,1671,18536,19433,11,24,0,17,0,0
2022-05-31 08:28:01,751,787,249,276,82062,85641,2511,2591,1713,18911,19826,0,3,0,36,0,0
2022-05-31 08:58:01,826,829,250,276,83347,87206,2424,2662,1819,19324,20241,1,10,0,3,0,0
2022-05-31 09:28:01,890,872,250,276,84649,88540,2588,2849,1937,19769,20677,2,6,18,0,0,0
2022-05-31 09:58:01,955,909,250,276,86506,90350,3184,3174,2061,20247,21131,0,0,46,0,0,0
2022-05-31 10:28:01,996,962,250,276,88205,92069,3552,3509,2127,20745,21612,0,7,34,0,0,0
2022-05-31 10:58:01,1011,974,250,276,90422,93990,3775,3497,2179,21250,22099,0,8,37,0,0,0
2022-05-31 11:28:01,1056,975,250,276,92296,95898,4110,3853,2229,21778,22587,4,6,81,0,0,0
2022-05-31 11:58:01,1072,1006,250,276,94524,98150,4106,4198,2291,22314,23090,34,18,66,0,0,0
2022-05-31 12:28:02,1066,992,251,275,96841,100037,4452,4037,2338,22847,23586,59,31,74,0,0,0
2022-05-31 12:59:01,1098,1024,251,275,99309,102007,4899,3953,2361,23414,24115,30,17,74,0,0,0
2022-05-31 13:29:01,1088,1007,251,275,101930,104101,4990,4003,2312,23958,24618,28,6,81,0,0,0
2022-05-31 13:59:01,1038,956,251,275,104559,106392,5251,4370,2244,24477,25096,43,28,82,0,0,0
2022-05-31 14:29:01,991,914,251,275,106507,108253,4381,4013,2162,24973,25553,35,34,77,0,0,0
2022-05-31 14:59:01,961,872,251,275,108614,109920,3951,3413,2069,25453,25989,22,32,89,0,0,0
2022-05-31 15:29:01,921,849,251,275,110273,111479,3704,3152,2007,25914,26414,11,25,72,0,0,0
2022-05-31 15:59:01,842,858,251,275,112148,113241,3466,3251,1907,26335,26843,10,32,0,16,0,0
2022-05-31 16:29:01,775,793,251,275,113630,114764,3169,3150,1485,26722,27239,13,8,0,18,0,0
2022-05-31 16:59:01,800,812,251,275,115322,116298,3163,3046,1790,27122,27645,8,9,0,12,0,0
2022-05-31 17:29:02,798,822,251,275,116739,117630,3068,2826,1817,27522,28056,7,30,0,24,0,0
2022-05-31 18:00:01,781,841,251,275,118440,119141,3038,2769,1801,27925,28491,10,32,0,60,0,0
2022-05-31 18:30:01,782,864,251,275,119981,120510,3249,2873,1809,28316,28923,7,25,0,82,0,0
2022-05-31 19:00:01,780,846,251,275,121794,122251,3353,3117,1818,28706,29346,15,31,0,66,0,0
2022-05-31 19:30:01,795,796,250,275,123259,123654,3245,3110,1772,29103,29744,9,30,0,1,0,0
2022-05-31 20:00:01,771,761,250,275,125360,125786,3583,3527,1708,29489,30124,13,24,10,0,0,0
2022-05-31 20:30:01,723,749,250,275,127184,127633,3729,3867,1625,29850,30499,3,35,0,26,0,0
2022-05-31 21:00:01,657,683,249,276,128716,129564,3402,3805,1480,30179,30840,1,27,0,26,0,0
2022-05-31 21:30:02,590,605,249,276,129781,130711,2557,3010,1335,30474,31143,1,26,0,15,0,0
2022-05-31 22:01:01,552,581,249,276,130744,131847,1963,2213,1284,30759,31443,8,10,0,29,0,0
2022-05-31 22:31:01,508,549,249,276,131646,132763,1822,1995,1196,31013,31717,0,14,0,41,0,0
2022-05-31 23:01:01,490,514,249,276,132600,133678,1794,1796,1126,31258,31974,4,14,0,24,0,0
2022-05-31 23:31:01,439,482,249,276,133482,134465,1753,1581,1056,31478,32215,8,20,0,43,0,0
2022-06-01 00:01:01,432,458,249,276,134311,135387,1683,1712,1012,31694,32444,6,19,0,26,0,0
2022-06-01 00:31:02,296,250,249,276,134978,136140,1386,1600,948,31842,32569,7,15,46,0,1,0
2022-06-01 01:02:01,370,366,249,276,135702,136887,1155,1210,921,32033,32758,10,22,4,0,0,0
2022-06-01 01:32:01,387,376,249,276,136239,137430,1059,1097,924,32226,32946,8,12,11,0,0,0
