Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2022-03-06 11:35:01,0,0,0,0,0,0,0,0,1585,60049,55784,0,0,0,0,0,0
2022-03-06 12:05:01,0,0,0,0,0,0,0,0,1087,60049,55784,0,0,0,0,0,0
2022-03-06 12:35:01,10,3,0,0,0,0,0,0,856,60054,55785,0,0,7,0,0,0
2022-03-06 13:05:01,794,639,82,74,252570,232587,391877,333543,1844,60451,56105,41,14,155,0,1,0
2022-03-06 13:35:01,1042,891,147,88,254809,234672,172259,148047,2283,60972,56550,39,9,151,0,1,0
2022-03-06 14:05:01,1090,932,173,119,257356,237140,4800,4566,2361,61517,57016,49,0,158,0,1,0
2022-03-06 14:35:01,1095,923,224,122,259628,239393,4797,4725,2305,62065,57478,19,4,172,0,1,0
2022-03-06 15:05:01,1066,915,251,133,261667,241344,4326,4221,2266,62598,57935,18,5,151,0,1,0
2022-03-06 15:35:02,1006,821,251,169,264171,243899,4719,4729,2117,63101,58346,47,0,185,0,1,0
2022-03-06 16:06:02,975,781,253,196,266099,245451,4353,4075,2034,63605,58749,29,4,194,0,1,0
2022-03-06 16:37:01,929,761,254,195,268227,247123,3916,3101,1937,64084,59142,24,2,168,0,1,0
2022-03-06 17:07:01,883,734,254,195,269906,248787,3621,3186,1867,64526,59509,22,1,149,0,1,0
2022-03-06 17:37:01,898,749,254,210,271625,250415,3406,3305,1855,64975,59884,7,1,149,0,1,0
2022-03-06 18:07:01,863,718,255,209,273300,251893,3317,3003,1808,65406,60243,13,3,145,0,1,0
2022-03-06 18:37:01,846,713,255,227,274866,253325,3325,2942,1761,65829,60599,9,0,133,0,1,0
2022-03-06 19:07:01,793,709,255,227,276240,254770,2952,2899,1719,66226,60954,6,2,84,0,0,0
2022-03-06 19:37:01,768,661,256,226,277652,256289,2847,3050,1611,66610,61284,13,0,107,0,1,0
2022-03-06 20:07:01,724,611,256,226,278822,257615,2553,2761,1517,66972,61590,37,1,113,0,1,0
2022-03-06 20:37:01,699,603,256,226,280067,258723,2418,2440,1476,67321,61891,17,0,96,0,1,0
2022-03-06 21:07:01,669,574,257,225,281425,259800,2605,2185,1395,67656,62178,9,0,95,0,1,0
2022-03-06 21:37:01,626,533,257,225,282564,260879,2493,2118,1340,67969,62445,23,2,93,0,1,0
2022-03-06 22:07:01,602,473,257,225,283695,261899,2236,2082,1254,68270,62681,21,7,129,0,1,0
2022-03-06 22:37:01,549,417,257,224,284662,262788,2025,1863,1120,68544,62890,26,3,132,0,1,0
2022-03-06 23:07:01,502,414,276,224,285362,263441,1570,1487,1041,68795,63097,19,1,88,0,1,0
2022-03-06 23:37:01,498,404,276,224,285995,264056,1331,1263,1024,69044,63299,9,2,94,0,1,0
2022-03-07 00:07:01,488,424,276,224,286747,264820,1353,1325,1033,69288,63511,16,4,64,0,1,0
2022-03-07 00:37:01,490,407,276,224,287567,265589,1583,1546,1023,69533,63714,4,2,83,0,1,0
2022-03-07 01:07:01,486,406,276,224,288163,266244,1418,1423,1036,69776,63917,4,1,80,0,1,0
2022-03-07 01:37:01,473,402,276,224,288793,266925,1173,1314,1033,70013,64118,8,3,71,0,1,0
2022-03-07 02:07:01,470,413,276,224,289417,267584,1256,1362,1024,70248,64325,7,6,57,0,0,0
2022-03-07 02:37:01,472,417,276,225,289935,268201,1138,1287,1038,70484,64533,5,5,55,0,0,0
2022-03-07 03:07:01,481,419,276,225,290394,268751,975,1162,1062,70724,64743,11,9,62,0,0,0
2022-03-07 03:37:01,482,431,276,226,290935,269385,989,1157,1075,70965,64958,11,9,51,0,0,0
2022-03-07 04:07:01,489,427,276,225,291576,270033,1183,1283,1088,71210,65172,13,10,62,0,0,0
2022-03-07 04:37:01,517,459,276,238,292286,270852,1352,1469,1133,71468,65401,3,7,58,0,0,0
2022-03-07 05:07:01,550,501,276,238,292985,271646,1398,1607,1206,71743,65652,3,11,49,0,0,0
2022-03-07 05:37:01,569,543,276,238,293621,272301,1317,1393,1277,72028,65923,2,8,26,0,0,0
2022-03-07 06:07:01,625,595,276,238,294331,272920,1301,1215,1389,72340,66221,0,8,30,0,0,0
2022-03-07 06:37:01,658,641,276,254,295211,273689,1569,1382,1477,72669,66541,2,2,17,0,0,0
2022-03-07 07:07:02,466,456,276,254,295914,274395,1535,1450,1400,72903,66769,0,0,10,0,0,0
2022-03-07 07:38:02,665,604,276,254,296780,275139,1568,1463,1509,73246,67082,4,0,61,0,0,0
2022-03-07 08:08:02,732,650,276,254,297707,276029,1817,1656,1607,73612,67407,5,0,82,0,0,0
2022-03-07 08:39:01,776,693,276,254,298831,277107,2073,1969,1702,74013,67764,7,0,83,0,0,0
2022-03-07 09:09:01,848,701,276,254,299936,278146,2202,2093,1794,74437,68115,2,0,147,0,1,0
2022-03-07 09:39:01,875,766,276,254,301153,279298,2315,2151,1905,74874,68498,12,0,109,0,0,0
2022-03-07 10:09:01,937,845,276,254,302685,280660,2829,2534,2039,75343,68920,8,0,92,0,0,0
2022-03-07 10:39:01,958,887,276,254,304132,282213,2937,2862,2118,75822,69364,12,5,71,0,0,0
2022-03-07 11:09:01,957,958,276,254,305869,283919,3111,3122,2159,76300,69843,0,2,0,1,0,0
2022-03-07 11:39:01,1037,982,276,254,307687,285992,3551,3795,2268,76819,70334,0,3,55,0,0,0
2022-03-07 12:09:01,1040,980,276,254,309633,287966,3727,4037,2285,77339,70824,13,9,60,0,0,0
2022-03-07 12:39:01,1040,992,276,254,311726,289858,3959,3706,2297,77859,71320,9,18,48,0,0,0
2022-03-07 13:09:01,996,965,276,254,313856,291946,4483,4213,2209,78357,71802,0,10,31,0,0,0
2022-03-07 13:39:01,937,960,276,254,315691,293667,3953,3808,2150,78825,72282,2,1,0,23,0,0
2022-03-07 14:09:01,953,936,276,254,317294,295401,3382,3363,2108,79302,72750,2,0,17,0,0,0
2022-03-07 14:39:01,960,903,276,254,318960,297229,3268,3556,2086,79782,73202,10,0,57,0,0,0
2022-03-07 15:09:01,903,822,277,253,320538,298845,3195,3327,1937,80233,73613,2,5,81,0,0,0
2022-03-07 15:39:01,869,855,277,253,322141,300349,3257,3187,1913,80668,74040,1,9,14,0,0,0
2022-03-07 16:09:01,843,886,277,253,323728,301854,3209,2989,1916,81089,74483,3,16,0,43,0,0
2022-03-07 16:39:01,807,865,277,253,325534,303331,3361,2930,1892,81493,74916,7,28,0,58,0,0
2022-03-07 17:09:02,822,852,277,253,327223,304888,3503,3056,1889,81904,75342,1,20,0,30,0,0
2022-03-07 17:40:01,843,862,277,253,329040,306718,3518,3395,1902,82339,75787,4,14,0,19,0,0
2022-03-07 18:10:01,806,825,277,253,331429,308575,4244,3713,1836,82742,76200,16,15,0,19,0,0
2022-03-07 18:40:02,788,819,277,253,333178,310209,4073,3474,1782,83137,76610,2,16,0,31,0,0
2022-03-07 19:11:01,779,808,277,253,334655,311745,3256,3184,1749,83539,77027,2,9,0,29,0,0
2022-03-07 19:41:01,792,789,277,253,336141,313162,2939,2863,1741,83935,77421,1,14,3,0,0,0
2022-03-07 20:11:01,723,731,277,253,337766,314608,3106,2788,1631,84296,77787,12,18,0,8,0,0
2022-03-07 20:41:01,699,697,277,253,339314,316068,3258,2997,1572,84646,78135,3,1,2,0,0,0
2022-03-07 21:11:01,633,657,277,253,340702,317397,2835,2747,1439,84962,78464,8,4,0,24,0,0
2022-03-07 21:41:02,625,594,277,253,342147,318970,2718,2801,1377,85275,78761,17,9,31,0,0,0
2022-03-07 22:12:01,571,540,277,253,343445,320210,2727,2811,1259,85570,79040,7,15,31,0,0,0
2022-03-07 22:42:01,555,517,277,253,344723,321166,2510,2148,1232,85847,79298,14,16,38,0,0,0
2022-03-07 23:12:01,504,500,275,255,345848,322051,2398,1820,1155,86099,79548,11,23,4,0,0,0
2022-03-07 23:42:01,481,500,275,255,346671,322844,1853,1631,1111,86340,79798,4,24,0,19,0,0
2022-03-08 00:12:01,455,488,274,256,347574,323624,1700,1544,1100,86567,80042,2,23,0,33,0,0
2022-03-08 00:42:01,456,501,274,256,348197,324383,1536,1551,1100,86795,80293,1,23,0,45,0,0
2022-03-08 01:12:01,431,486,274,256,348885,325095,1304,1445,1063,87011,80536,0,16,0,55,0,0
2022-03-08 01:42:01,436,500,274,256,349712,325838,1526,1437,1065,87229,80786,1,14,0,64,0,0
2022-03-08 02:12:01,418,500,274,256,350438,326572,1505,1437,1061,87438,81036,2,22,0,82,0,1
2022-03-08 02:42:01,421,514,274,256,351248,327351,1507,1467,1074,87648,81293,2,19,0,93,0,1
2022-03-08 03:12:01,418,498,274,256,352039,328146,1498,1525,1075,87857,81542,1,9,0,80,0,1
2022-03-08 03:42:01,438,494,274,256,352872,328890,1609,1499,1075,88076,81789,1,19,0,56,0,0
2022-03-08 04:12:01,448,516,274,256,353654,329667,1559,1443,1116,88300,82047,2,18,0,68,0,1
2022-03-08 04:42:01,456,519,273,257,354483,330402,1592,1489,1161,88528,82306,4,22,0,63,0,0
2022-03-08 05:12:02,465,523,273,258,355155,330988,1474,1306,1139,88761,82568,7,9,0,58,0,0
2022-03-08 05:43:01,510,541,273,258,355962,331718,1452,1284,1207,89024,82847,3,17,0,31,0,0
2022-03-08 06:13:01,564,587,273,258,356889,332517,1626,1412,1315,89306,83141,0,9,0,23,0,0
2022-03-08 06:43:01,607,610,273,258,357867,333350,1960,1675,1352,89610,83446,0,3,0,3,0,0
2022-03-08 07:13:01,611,625,273,258,358922,334352,1948,1756,1398,89915,83758,0,8,0,14,0,0
2022-03-08 07:43:01,632,646,273,258,360177,335504,2371,2188,1449,90231,84081,5,5,0,14,0,0
2022-03-08 08:13:01,633,647,273,258,361380,336590,2451,2217,1467,90548,84405,0,0,0,14,0,0
2022-03-08 08:43:01,705,677,273,258,362556,337766,2311,2244,1558,90900,84743,4,0,28,0,0,0
2022-03-08 09:13:02,785,720,274,257,363834,338855,2424,2250,1678,91293,85103,1,0,65,0,0,0
2022-03-08 09:44:01,876,724,274,257,365364,340250,2600,2272,1809,91745,85477,4,0,152,0,1,0
2022-03-08 10:14:01,887,805,274,257,367044,341683,2957,2597,1900,92189,85880,1,0,82,0,0,0
2022-03-08 10:44:01,880,872,274,257,368853,343178,3516,2954,1973,92629,86316,4,2,8,0,0,0
2022-03-08 11:14:01,860,904,272,258,370759,344825,3672,3116,1992,93059,86768,0,3,0,44,0,0
2022-03-08 11:44:01,920,965,272,258,372659,346539,3826,3371,2131,93519,87250,6,14,0,45,0,0
2022-03-08 12:14:01,911,946,271,258,375017,348516,4198,3651,2131,93974,87723,3,14,0,35,0,0
2022-03-08 12:44:01,953,969,270,260,377210,350755,4483,4187,2130,94451,88208,4,6,0,16,0,0
2022-03-08 13:14:01,934,918,270,260,379288,352622,4275,4111,2050,94918,88667,0,6,16,0,0,0
2022-03-08 13:44:01,884,916,269,261,381321,354494,4007,3634,1986,95360,89125,4,4,0,32,0,0
2022-03-08 14:14:01,844,923,269,261,383254,356174,3703,3384,1976,95782,89586,0,8,0,79,0,0
2022-03-08 14:44:01,847,914,268,262,384993,357695,3677,3205,1959,96205,90043,3,13,0,67,0,0
2022-03-08 15:14:01,816,837,268,262,386474,359217,3063,2927,1861,96613,90462,2,9,0,21,0,0
2022-03-08 15:44:01,809,832,268,262,388013,360722,2982,3021,1837,97018,90878,0,7,0,23,0,0
2022-03-08 16:14:01,760,839,268,262,389602,362335,3115,3123,1800,97398,91297,0,0,0,79,0,0
2022-03-08 16:44:01,749,851,268,261,390839,363877,2840,3150,1706,97772,91723,0,0,0,102,0,0
2022-03-08 17:14:01,766,846,268,262,392310,365203,2711,2852,1771,98155,92146,0,9,0,80,0,0
2022-03-08 17:44:01,776,875,267,262,393598,366543,2780,2697,1825,98543,92583,0,19,0,99,0,0
2022-03-08 18:14:02,775,878,268,262,395092,368174,2695,2973,1858,98931,93023,0,19,0,103,0,0
2022-03-08 18:45:01,781,825,269,262,396657,369922,3039,3350,1783,99334,93449,7,0,0,44,0,0
2022-03-08 19:15:01,763,777,269,262,398066,371527,2916,3275,1707,99716,93837,1,0,0,14,0,0
2022-03-08 19:45:02,725,750,270,261,399487,372817,2793,2858,1628,100079,94212,4,3,0,25,0,0
2022-03-08 20:16:01,681,670,270,261,400877,374172,2662,2519,1515,100430,94558,6,9,11,0,0,0
2022-03-08 20:46:01,632,653,270,261,401964,375224,2340,2305,1442,100746,94885,1,14,0,21,0,0
2022-03-08 21:16:01,597,630,270,261,402926,376330,2033,2144,1362,101045,95200,0,9,0,33,0,0
2022-03-08 21:46:01,602,562,270,261,403832,377328,1906,2134,1300,101346,95481,7,3,40,0,0,0
2022-03-08 22:16:01,574,516,270,261,404865,378201,1956,1873,1240,101633,95739,10,6,58,0,0,0
2022-03-08 22:46:01,546,486,270,261,405689,378924,1869,1608,1159,101906,95982,13,4,60,0,0,0
2022-03-08 23:16:01,490,457,270,261,406328,379553,1468,1352,1079,102151,96210,13,12,33,0,0,0
2022-03-08 23:46:01,468,451,270,261,406973,380168,1285,1241,1051,102385,96436,17,11,17,0,0,0
2022-03-09 00:16:01,440,450,270,261,407689,380990,1362,1438,1017,102605,96661,4,17,0,10,0,0
2022-03-09 00:46:01,439,445,270,260,408306,381765,1342,1614,1014,102824,96883,5,7,0,6,0,0
2022-03-09 01:16:01,423,443,271,260,409012,382505,1313,1483,1000,103036,97105,4,4,0,20,0,0
2022-03-09 01:46:01,422,433,271,260,409783,383234,1495,1466,1004,103247,97321,4,7,0,11,0,0
2022-03-09 02:16:01,413,450,271,260,410503,383941,1485,1439,1001,103453,97546,8,3,0,37,0,0
2022-03-09 02:46:01,414,467,271,260,411211,384507,1430,1272,999,103660,97780,0,7,0,53,0,0
2022-03-09 03:16:01,437,470,271,260,411879,385101,1376,1157,1060,103879,98015,4,18,0,33,0,0
2022-03-09 03:46:02,457,478,271,260,412512,385722,1318,1217,1082,104107,98254,5,16,0,21,0,0
2022-03-09 04:17:01,475,494,271,260,413187,386344,1302,1239,1120,104353,98509,7,14,0,19,0,0
2022-03-09 04:47:02,510,512,271,260,413826,386863,1313,1141,1194,104608,98765,11,22,0,2,0,0
2022-03-09 05:18:01,501,502,270,261,414598,387417,1405,1053,1183,104867,99024,13,23,0,1,0,0
2022-03-09 05:48:01,481,534,270,261,415314,388079,1456,1193,1203,105107,99291,18,25,0,53,0,0
2022-03-09 06:18:01,498,547,270,261,416034,388754,1448,1369,1213,105356,99565,8,21,0,49,0,0
2022-03-09 06:48:01,564,577,271,261,416859,389520,1535,1431,1303,105638,99853,0,1,0,13,0,0
2022-03-09 07:18:02,556,618,271,261,417840,390345,1807,1591,1341,105916,100163,8,8,0,62,0,0
2022-03-09 07:49:01,615,635,271,261,418723,391253,1850,1730,1405,106234,100490,3,5,0,20,0,0
2022-03-09 08:19:01,641,643,271,261,419926,392242,2059,1893,1487,106554,100812,8,10,0,2,0,0
2022-03-09 08:49:02,710,685,271,261,421239,393231,2516,1944,1600,106910,101155,2,5,25,0,0,0
2022-03-09 09:20:01,735,728,270,262,422541,394390,2503,2143,1664,107289,101531,2,7,7,0,0,0
2022-03-09 09:50:02,786,751,271,261,423670,395630,2460,2435,1751,107682,101906,3,17,35,0,0,0
2022-03-09 10:20:02,815,823,271,261,424961,396833,2331,2401,1849,108090,102318,1,12,0,8,0,0
2022-03-09 10:51:01,867,869,270,262,426325,398031,2714,2423,1963,108537,102767,6,18,0,2,0,0
