Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2021-03-30 11:02:01,752,913,130,205,204160,196731,2672,2300,3620,50275,57012,13,40,0,161,0,1
2021-03-30 11:32:01,776,974,137,211,219714,215318,3226,2775,3803,50663,57499,18,55,0,198,0,1
2021-03-30 12:32:01,910,1088,135,212,223566,218613,3830,3297,4348,51573,58587,23,41,0,178,0,1
2021-03-30 13:02:01,934,1108,136,211,225665,220465,4027,3483,4463,52040,59141,10,27,0,174,0,1
2021-03-30 13:32:02,883,1076,135,222,227860,222527,4316,3924,4340,52482,59679,20,29,0,193,0,1
2021-03-30 14:03:01,883,1015,135,227,230226,224797,4382,4175,4069,52938,60203,12,17,0,132,0,1
2021-03-30 14:33:01,815,970,134,230,232490,226682,4392,3975,3699,53346,60688,2,18,0,155,0,1
2021-03-30 15:03:01,742,879,134,236,234495,228485,4120,3589,3249,53717,61128,2,24,0,137,0,1
2021-03-30 15:33:01,675,825,134,238,236237,230381,3747,3700,2933,54054,61540,6,21,0,150,0,1
2021-03-30 16:03:01,596,767,134,239,237714,232077,3195,3586,2616,54352,61924,1,18,0,171,0,1
2021-03-30 16:33:01,500,685,135,242,239101,233682,2732,3172,2164,54602,62266,8,31,0,185,0,1
2021-03-30 17:03:01,470,659,133,243,240287,234824,2620,2773,2085,54837,62596,0,42,0,189,0,1
2021-03-30 17:33:01,442,634,132,244,241329,236018,2212,2335,1942,55058,62913,2,27,0,192,0,1
2021-03-30 18:03:02,421,608,132,245,242429,237126,2172,2334,1784,55269,63217,0,17,0,187,0,1
2021-03-30 18:34:01,398,556,132,245,243369,238216,2030,2175,1708,55474,63504,2,28,0,158,0,1
2021-03-30 19:04:01,389,507,132,247,244439,239199,2016,2068,1600,55669,63758,2,53,0,118,0,1
2021-03-30 19:34:01,365,459,131,248,245459,240124,2084,1889,1456,55851,63987,3,28,0,94,0,1
2021-03-30 20:04:01,318,420,130,248,246370,240944,1856,1730,1301,56010,64197,1,24,0,102,0,1
2021-03-30 20:34:01,298,373,127,249,247310,241730,1847,1590,1236,56159,64384,0,21,0,75,0,1
2021-03-30 21:04:01,265,336,126,251,248118,242311,1792,1415,1108,56292,64552,2,7,0,71,0,1
2021-03-30 21:34:01,249,321,126,253,248755,242903,1446,1171,1039,56416,64712,0,7,0,72,0,1
