Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers
2019-07-16 08:19:01,0,0,0,0,0,0,491
2019-07-16 08:49:01,0,0,0,0,0,0,642
2019-07-16 09:19:01,0,0,0,0,0,0,756
2019-07-16 09:49:01,0,0,0,0,0,0,820
2019-07-16 10:19:01,0,0,0,0,0,0,862
2019-07-16 10:49:01,0,0,0,0,0,0,859
2019-07-16 11:19:01,0,0,0,0,0,0,821
2019-07-16 11:49:01,0,0,0,0,0,0,790
2019-07-16 12:19:01,0,0,0,0,0,0,765
2019-07-16 12:49:01,0,0,0,0,0,0,746
2019-07-16 13:19:01,0,0,0,0,0,0,751
2019-07-16 13:49:01,0,0,0,0,0,0,711
2019-07-16 14:23:48,131,140,8551,8610,0,0,658
2019-07-16 14:56:35,130,140,9011,9163,841,1011,631
2019-07-16 15:27:01,131,140,9458,9699,988,1176,612
2019-07-16 15:57:01,131,140,9960,10293,1044,1262,613
2019-07-16 16:27:01,131,140,10429,10806,925,1012,595
2019-07-16 16:57:01,165,140,10926,11287,977,982,568
2019-07-16 17:27:01,199,140,11446,11752,975,873,550
2019-07-16 17:57:01,226,140,11890,12231,964,942,551
2019-07-16 18:27:02,231,138,12397,12792,942,1040,547
2019-07-16 18:58:01,247,137,13031,13467,1032,1116,509
2019-07-16 19:28:01,266,134,13367,13853,831,900,468
2019-07-16 19:58:01,282,160,13656,14273,624,794,444
2019-07-16 20:28:01,286,187,13969,14607,595,763,419
2019-07-16 20:58:01,296,197,14352,15088,698,816,421
2019-07-16 21:28:02,298,199,14779,15527,798,923,404
2019-07-16 21:59:01,293,203,15056,15827,710,746,403
2019-07-16 22:29:01,291,208,15354,16137,578,609,354
2019-07-16 22:59:01,289,209,15602,16404,545,560,328
2019-07-16 23:29:01,288,211,15803,16614,392,395,298
2019-07-16 23:59:01,283,216,15993,16826,352,404,291
2019-07-17 00:29:01,283,219,16214,17101,400,485,289
2019-07-17 00:59:01,280,222,16489,17422,497,596,286
2019-07-17 01:29:01,283,220,16721,17705,507,602,257
2019-07-17 01:59:02,278,225,16938,17959,394,494,277
2019-07-17 02:30:01,279,224,17239,18258,510,553,295
2019-07-17 03:00:01,279,226,17512,18574,550,598,285
2019-07-17 13:43:01,312,209,26094,28561,0,0,622
2019-07-17 14:13:01,311,208,26657,29281,1259,1577,582
2019-07-17 14:43:01,313,205,27131,29931,1112,1465,560
2019-07-17 15:13:01,314,202,27569,30532,922,1255,519
2019-07-17 15:43:01,315,202,27952,31010,788,1050,502
2019-07-17 16:13:01,316,200,28407,31488,855,988,483
2019-07-17 16:43:01,320,197,28810,32057,866,1056,468
2019-07-17 17:13:01,320,195,29276,32638,851,1093,483
2019-07-17 17:43:02,319,196,29735,33204,889,1106,484
2019-07-17 18:14:01,320,194,30223,33971,867,1244,448
2019-07-17 18:44:01,321,194,30527,34351,722,988,438
2019-07-17 19:14:01,323,194,30854,34683,632,716,410
2019-07-17 19:44:01,321,195,31225,35088,700,737,409
2019-07-17 20:14:01,322,195,31502,35469,613,764,388
2019-07-17 20:44:01,322,196,31772,35837,520,674,388
2019-07-17 21:14:01,320,200,32055,36187,554,715,367
2019-07-17 21:44:01,321,200,32349,36554,622,775,357
2019-07-17 22:14:01,320,201,32581,36849,538,674,319
2019-07-17 22:44:01,319,205,32791,37126,447,575,313
2019-07-17 23:14:01,318,206,32980,37370,404,525,275
2019-07-17 23:44:01,320,210,33129,37579,343,457,264
2019-07-18 00:14:01,318,210,33354,37826,375,460,253
2019-07-18 00:44:01,318,209,33600,38060,475,481,250
2019-07-18 01:14:01,317,209,33845,38323,517,525,239
2019-07-18 01:44:01,317,209,34083,38517,509,479,228
2019-07-18 02:14:01,319,206,34279,38696,436,375,234
2019-07-18 02:44:01,319,208,34464,38941,384,425,231
2019-07-18 03:14:01,321,206,34599,39104,328,418,254
2019-07-18 03:44:02,322,205,34802,39307,313,339,276
2019-07-18 04:15:01,320,205,35021,39589,428,490,318
2019-07-18 04:45:01,325,202,35289,39855,485,551,348
2019-07-18 05:15:02,328,201,35618,40205,558,580,377
2019-07-18 05:46:01,330,199,35978,40528,636,595,377
2019-07-18 06:16:01,328,198,36295,40857,625,610,383
2019-07-18 06:46:01,329,202,36647,41264,684,753,386
2019-07-18 07:16:01,329,201,36975,41534,694,694,380
2019-07-18 07:46:02,331,200,37237,41793,584,527,420
2019-07-18 08:17:01,332,200,37462,42103,493,573,433
2019-07-18 08:47:01,332,199,37836,42539,600,746,456
2019-07-18 09:17:01,332,199,38147,42964,656,824,459
2019-07-18 09:47:01,332,199,38427,43434,592,901,456
2019-07-18 10:17:02,333,200,38769,43885,627,925,505
2019-07-18 10:48:01,333,202,39275,44548,845,1109,533
2019-07-18 11:18:01,331,200,39782,45192,893,1193,550
2019-07-18 11:48:01,330,200,40371,45851,1077,1239,566
2019-07-18 12:18:01,329,201,40826,46374,1044,1182,550
2019-07-18 12:48:02,330,202,41159,46774,779,920,574
2019-07-18 13:19:01,335,204,41602,47344,727,933,584
2019-07-18 13:49:01,334,205,42112,48003,911,1166,578
2019-07-18 14:19:01,336,202,42547,48585,944,1244,542
2019-07-18 14:49:01,335,202,43037,49147,937,1156,496
2019-07-18 15:19:01,335,201,43489,49724,943,1139,486
2019-07-18 15:49:01,339,199,43958,50198,920,1053,493
2019-07-18 16:19:01,343,195,44400,50735,953,1053,462
2019-07-18 16:49:01,344,195,44828,51221,894,1043,436
2019-07-18 17:19:01,346,195,45158,51645,759,910,451
2019-07-18 17:49:01,344,197,45485,52104,669,895,445
2019-07-18 18:19:01,343,198,45888,52590,730,945,438
2019-07-18 18:49:01,344,197,46235,53093,753,988,435
2019-07-18 19:19:02,345,196,46610,53582,733,1014,414
2019-07-18 19:50:02,347,195,46960,54077,683,973,435
2019-07-18 20:21:01,350,194,47371,54533,761,948,418
2019-07-18 20:51:01,354,194,47724,55027,759,942,403
2019-07-18 21:21:01,355,193,47987,55407,624,894,337
2019-07-18 21:51:01,357,189,48098,55583,396,601,298
2019-07-18 22:21:01,357,186,48211,55701,219,289,276
2019-07-18 22:51:01,359,185,48331,55835,238,257,258
2019-07-18 23:21:01,359,183,48484,55984,272,283,243
2019-07-18 23:51:01,365,183,48641,56118,295,263,239
2019-07-19 00:21:01,364,183,48806,56319,320,338,227
2019-07-19 00:51:01,364,183,49015,56411,381,302,212
2019-07-19 01:21:01,363,183,49150,56529,344,217,222
2019-07-19 01:51:01,357,184,49298,56621,291,223,231
2019-07-19 02:21:01,357,182,49414,56757,264,228,229
2019-07-19 02:51:01,356,181,49541,56958,295,351,247
2019-07-19 03:21:01,357,182,49678,57210,255,453,258
2019-07-19 03:51:01,354,182,49832,57453,295,492,267
2019-07-19 04:21:01,355,182,49981,57683,300,471,283
2019-07-19 04:51:01,356,181,50133,57908,304,459,303
2019-07-19 05:21:01,356,178,50291,58129,310,446,305
2019-07-19 05:51:01,358,180,50459,58335,337,446,318
2019-07-19 06:21:01,359,178,50650,58612,347,478,326
2019-07-19 06:51:02,359,176,50906,58978,446,644,328
2019-07-19 07:22:01,358,175,51127,59301,499,695,358
2019-07-19 07:52:01,358,177,51369,59689,435,700,378
2019-07-19 08:22:01,357,176,51608,60068,454,745,385
2019-07-19 08:52:01,360,177,51931,60427,547,732,396
2019-07-19 09:22:01,361,178,52244,60800,636,733,393
2019-07-19 09:52:01,362,177,52578,61258,624,822,416
2019-07-19 10:22:01,360,178,52833,61655,611,902,479
2019-07-19 10:52:01,361,177,53083,62033,494,731,493
2019-07-19 11:22:01,366,176,53350,62418,553,815,483
2019-07-19 11:52:01,367,175,53766,62899,724,901,531
2019-07-19 12:22:01,364,174,54148,63412,815,1018,562
2019-07-19 12:52:01,364,173,54571,63867,819,950,566
2019-07-19 13:22:01,361,176,54930,64278,795,878,583
2019-07-19 13:52:01,360,178,55350,64821,790,965,585
2019-07-19 14:22:01,356,180,55849,65347,908,1063,601
2019-07-19 14:52:01,354,181,56433,65917,1088,1086,579
2019-07-19 15:22:01,351,185,56801,66341,916,968,541
2019-07-19 15:52:01,351,183,57209,66713,762,781,520
2019-07-19 16:22:01,353,186,57615,67048,766,669,499
2019-07-19 16:52:01,352,187,58087,67488,888,784,488
2019-07-19 17:22:01,352,187,58562,67916,954,874,463
2019-07-19 17:52:01,351,188,59015,68350,904,837,426
2019-07-19 18:22:01,350,187,59447,68801,855,855,437
2019-07-19 18:52:01,347,186,59806,69186,792,832,418
2019-07-19 19:22:01,349,187,60225,69581,778,783,402
2019-07-19 19:52:02,348,189,60519,69892,646,652,387
2019-07-19 20:23:01,350,184,60866,70270,624,686,377
2019-07-19 20:53:01,352,182,61171,70662,658,769,387
2019-07-19 21:23:01,358,177,61490,71091,580,763,359
2019-07-19 21:53:01,359,174,61767,71502,613,851,327
2019-07-19 22:23:01,362,175,62037,71792,483,626,327
2019-07-19 22:53:01,360,174,62283,72117,478,574,332
2019-07-19 23:23:01,361,173,62586,72550,557,774,312
2019-07-19 23:53:01,362,173,62921,72943,574,748,299
2019-07-20 00:23:01,363,172,63191,73375,557,795,264
2019-07-20 00:53:02,365,170,63378,73705,472,779,255
2019-07-20 01:24:01,365,169,63516,73904,253,442,273
2019-07-20 01:54:01,367,165,63638,74112,222,397,269
2019-07-20 02:24:01,368,163,63810,74314,294,410,263
2019-07-20 02:54:01,371,158,64036,74678,398,566,287
2019-07-20 03:24:01,371,157,64224,74975,414,661,289
2019-07-20 03:54:01,373,155,64480,75295,446,617,285
2019-07-20 04:24:01,376,155,64686,75647,426,637,286
2019-07-20 04:54:01,376,156,64873,75954,395,661,293
2019-07-20 05:24:01,376,158,65069,76269,401,651,299
2019-07-20 05:54:01,375,158,65256,76558,389,605,326
2019-07-20 06:24:01,376,157,65487,76848,419,581,353
2019-07-20 06:54:01,375,159,65688,77223,420,644,360
2019-07-20 07:24:02,375,159,65906,77547,420,712,383
2019-07-20 07:55:01,375,158,66114,77933,424,709,400
2019-07-20 08:25:01,379,158,66344,78296,441,747,415
2019-07-20 08:55:01,382,160,66545,78735,432,803,432
2019-07-20 09:25:01,381,160,66787,79108,441,805,427
2019-07-20 09:55:02,382,159,66992,79420,445,677,447
2019-07-20 10:26:01,384,159,67274,79830,495,740,475
2019-07-20 10:56:01,384,159,67584,80293,579,802,512
2019-07-20 11:26:01,384,158,67984,80859,710,1029,511
2019-07-20 11:56:01,386,157,68324,81363,761,1095,532
2019-07-20 12:26:01,387,151,68676,81810,650,910,543
2019-07-20 12:56:01,391,146,69102,82364,790,1007,555
2019-07-20 13:26:01,392,144,69496,82844,820,1034,554
2019-07-20 13:56:01,393,144,69834,83330,735,930,518
2019-07-20 14:26:01,394,147,70107,83695,568,760,487
