Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers
2024-04-23 06:37:01,2,17,383272,397701,589,734,1092
2024-04-23 07:07:01,117,116,1399801,1436251,1130,1155,1534
2024-04-23 07:37:01,173,214,1400855,1437233,1715,1627,1796
2024-04-23 08:07:01,214,237,1402006,1438569,2251,2363,1955
2024-04-23 08:37:01,227,294,1402954,1439720,1959,2371,1990
2024-04-23 09:07:01,228,305,1403997,1440880,1977,2296,2084
2024-04-23 09:37:01,252,317,1404975,1441916,1979,2159,2158
2024-04-23 10:07:01,253,316,1406030,1443126,2003,2200,2284
2024-04-23 10:37:01,271,315,1407138,1444467,2176,2578,2363
2024-04-23 11:07:01,272,315,1408310,1445807,2225,2604,2462
2024-04-23 11:37:01,273,314,1409919,1447489,2727,2967,2583
2024-04-23 12:07:01,271,314,1411341,1448999,3072,3231,2635
2024-04-23 12:37:01,272,315,1412625,1450652,2602,3080,2683
2024-04-23 13:07:01,272,315,1414436,1452543,2952,3398,2633
2024-04-23 13:37:01,271,315,1415960,1454049,3244,3267,2568
2024-04-23 14:07:01,269,314,1417652,1455489,3179,2898,2397
2024-04-23 14:37:01,269,316,1419296,1457134,3185,2955,2312
2024-04-23 15:07:01,269,315,1420850,1458657,3252,3201,2256
2024-04-23 15:37:01,269,316,1422403,1460202,2970,2973,2094
2024-04-23 16:07:01,271,315,1423569,1461506,2440,2590,2026
2024-04-23 16:37:01,269,315,1424567,1462633,2074,2387,1944
2024-04-23 17:07:01,269,315,1425859,1463533,2302,2023,1889
2024-04-23 17:37:01,270,316,1427127,1464660,2569,2035,1903
2024-04-23 18:07:01,268,317,1428247,1466126,2476,2671,1904
2024-04-23 18:37:01,267,318,1429356,1467411,2173,2666,1849
2024-04-23 19:07:01,265,320,1430313,1468430,1920,2168,1748
2024-04-23 19:37:01,266,321,1431224,1469370,1812,1905,1713
2024-04-23 20:07:01,265,321,1432002,1470275,1663,1840,1618
2024-04-23 20:37:01,265,321,1432715,1471066,1529,1727,1525
2024-04-23 21:07:01,265,321,1433256,1471687,1207,1374,1462
