Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers
2019-05-08 23:40:01,135,138,19123,22370,174,238,131
2019-05-08 23:50:01,136,138,19179,22426,196,256,129
2019-05-08 23:55:01,136,137,19211,22449,203,261,126
2019-05-09 00:00:01,136,137,19222,22458,210,268,123
2019-05-09 00:05:02,136,137,19240,22470,200,255,122
2019-05-09 00:10:01,136,138,19257,22478,200,242,117
2019-05-09 00:15:01,135,137,19272,22494,192,217,111
2019-05-09 00:20:01,135,137,19272,22494,192,217,112
2019-05-09 00:25:01,135,138,19303,22523,201,204,110
2019-05-09 00:30:02,135,138,19316,22536,211,181,110
2019-05-09 00:35:01,135,139,19323,22546,200,176,111
2019-05-09 00:40:01,136,138,19330,22551,207,181,116
2019-05-09 00:45:01,136,138,19354,22575,189,160,122
2019-05-09 00:50:01,136,138,19361,22578,182,152,119
2019-05-09 00:55:01,136,138,19383,22592,172,143,123
2019-05-09 01:00:01,136,137,19385,22593,163,135,125
2019-05-09 01:05:01,136,137,19420,22628,180,158,130
2019-05-09 01:10:01,135,136,19421,22628,164,150,135
2019-05-09 01:15:01,137,136,19439,22658,167,164,142
2019-05-09 01:20:01,137,136,19439,22658,167,164,140
2019-05-09 01:25:01,138,137,19473,22690,170,167,141
2019-05-09 01:30:01,139,137,19490,22706,174,170,136
2019-05-09 01:35:01,138,137,19504,22724,181,178,134
2019-05-09 01:40:01,138,137,19515,22739,185,188,139
2019-05-09 01:45:01,139,137,19532,22754,178,179,144
2019-05-09 01:50:01,139,137,19535,22755,174,177,143
2019-05-09 01:55:01,139,137,19554,22779,171,187,137
2019-05-09 02:00:01,139,137,19563,22787,178,194,134
2019-05-09 02:05:01,139,137,19580,22793,160,165,130
2019-05-09 02:10:01,139,137,19583,22809,162,181,125
2019-05-09 02:15:01,139,137,19591,22826,152,168,128
2019-05-09 02:20:01,140,137,19599,22835,160,177,132
2019-05-09 02:25:01,141,137,19602,22839,129,149,136
2019-05-09 02:30:01,141,136,19604,22841,114,135,141
2019-05-09 02:35:01,141,135,19615,22856,111,132,139
2019-05-09 02:40:01,143,135,19623,22859,108,120,138
2019-05-09 02:45:01,143,135,19636,22885,104,131,141
2019-05-09 02:50:01,143,135,19645,22891,110,136,149
2019-05-09 02:55:01,144,135,19661,22910,107,131,149
2019-05-09 03:00:01,144,135,19661,22910,98,123,147
