Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,ColonialCasualityRateHr,SteamPlayers
2025-01-15 08:39:01,117,249,638657,624904,1490,1494,1494/hr,3701
2025-01-15 09:09:01,120,249,1669680,1561251,2477,1755,1755/hr,3834
2025-01-15 09:39:01,120,248,1674838,1570375,3329,2018,2018/hr,3933
2025-01-15 10:09:01,120,249,1676594,1571607,3371,2374,2374/hr,4175
2025-01-15 10:39:01,120,248,1678545,1573147,4223,3323,3323/hr,4371
2025-01-15 11:09:01,119,248,1680450,1574563,3707,2784,2784/hr,4521
2025-01-15 11:39:01,117,250,1682352,1575797,3995,2611,2611/hr,4618
2025-01-15 12:09:01,116,252,1684563,1577159,4518,2775,2775/hr,4694
2025-01-15 12:39:01,113,250,1687049,1578827,5219,3477,3477/hr,4704
2025-01-15 13:09:01,113,250,1690072,1581008,6146,4454,4454/hr,4653
2025-01-15 13:39:01,114,250,1692169,1582906,4069,3792,3792/hr,4448
2025-01-15 14:09:01,114,251,1694179,1584647,3948,3299,3299/hr,4241
2025-01-15 14:39:02,118,248,1695933,1586388,3858,3924,3924/hr,4120
2025-01-15 15:10:02,119,249,1697624,1587857,3382,2940,2940/hr,3962
2025-01-15 15:41:01,118,249,1699189,1589128,2973,2480,2480/hr,3789
2025-01-15 16:11:01,118,247,1700482,1590326,2593,2398,2398/hr,3582
2025-01-15 16:41:01,117,249,1701846,1591301,2326,1673,1673/hr,3544
2025-01-15 17:11:01,119,249,1703205,1592477,2869,2454,2454/hr,3523
2025-01-15 17:41:01,119,249,1704644,1593538,2905,2120,2120/hr,3466
2025-01-15 18:11:01,119,248,1706049,1594655,2899,2300,2300/hr,3454
2025-01-15 18:41:01,117,248,1707366,1595704,2603,2065,2065/hr,3429
2025-01-15 19:11:01,118,250,1708793,1596867,2977,2397,2397/hr,3359
2025-01-15 19:41:01,116,251,1710122,1597983,2571,2192,2192/hr,3229
2025-01-15 20:11:01,116,252,1711531,1599233,2634,2373,2373/hr,3121
2025-01-15 20:41:01,115,253,1712912,1600279,2738,2053,2053/hr,2946
2025-01-15 21:11:04,113,253,1714153,1601289,2524,2074,2074/hr,2769
2025-01-15 21:42:01,111,256,1715388,1602276,2385,1933,1933/hr,2578
2025-01-15 22:12:01,111,258,1716428,1603193,2040,1779,1779/hr,2425
2025-01-15 22:42:01,110,258,1717240,1604003,1536,1572,1572/hr,2281
2025-01-15 23:12:01,109,259,1718083,1604685,1509,1250,1250/hr,2202
2025-01-15 23:42:01,108,260,1718889,1605475,1665,1641,1641/hr,2154
2025-01-16 00:12:01,107,260,1719772,1606247,1723,1509,1509/hr,2098
2025-01-16 00:42:01,106,259,1720654,1606940,1788,1355,1355/hr,2087
2025-01-16 01:12:01,106,261,1721568,1607667,1848,1474,1474/hr,2138
2025-01-16 01:42:01,106,263,1722331,1608426,1502,1452,1452/hr,2139
2025-01-16 02:12:01,107,261,1723051,1609088,1412,1317,1317/hr,2115
2025-01-16 02:42:01,107,262,1723744,1609777,1296,1313,1313/hr,2169
2025-01-16 03:12:01,108,259,1724340,1610425,1100,1095,1095/hr,2247
2025-01-16 03:42:01,111,258,1725026,1611092,1311,1134,1134/hr,2314
