Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,ColonialCasualityRateHr,SteamPlayers
2019-09-18 09:06:01,139,126,0,0,0,0,0/hr,432
2019-09-18 09:36:01,146,168,437,388,129,134,134/hr,512
2019-09-18 10:06:01,164,175,1018,946,1018,946,946/hr,539
2019-09-18 10:36:01,186,198,1664,1610,1227,1222,1222/hr,571
2019-09-18 11:06:01,184,201,2461,2244,1443,1299,1299/hr,562
2019-09-18 11:36:01,183,203,3243,2877,1579,1267,1267/hr,555
2019-09-18 12:06:01,182,205,3914,3492,1453,1248,1248/hr,550
2019-09-18 12:36:01,182,205,4480,4013,1237,1136,1136/hr,521
2019-09-18 13:06:01,183,205,5023,4502,1110,1010,1010/hr,503
2019-09-18 13:36:01,183,205,5516,5061,1034,1048,1048/hr,469
2019-09-18 14:06:01,180,205,6041,5560,1025,1061,1061/hr,467
2019-09-18 14:36:01,180,207,6555,6100,1039,1039,1039/hr,455
2019-09-18 15:06:01,179,206,7082,6588,1040,1028,1028/hr,434
2019-09-18 15:36:01,180,207,7475,6933,925,835,835/hr,378
2019-09-18 16:06:01,181,208,7915,7387,830,798,798/hr,362
2019-09-18 16:36:01,180,209,8306,7765,834,836,836/hr,346
2019-09-18 17:06:01,180,208,8631,8130,722,747,747/hr,332
2019-09-18 17:36:01,178,208,9006,8455,702,694,694/hr,346
2019-09-18 18:06:01,178,208,9390,8809,759,679,679/hr,327
2019-09-18 18:36:01,178,207,9790,9086,783,630,630/hr,323
2019-09-18 19:06:01,178,208,10156,9482,767,674,674/hr,322
2019-09-18 19:36:01,178,208,10495,9829,705,744,744/hr,308
2019-09-18 20:06:01,179,206,10828,10161,674,680,680/hr,299
2019-09-18 20:36:01,179,206,11133,10434,638,606,606/hr,278
2019-09-18 21:06:01,179,207,11400,10696,576,538,538/hr,267
2019-09-18 21:36:01,178,208,11665,10975,535,542,542/hr,252
2019-09-18 22:06:01,176,209,11999,11302,599,606,606/hr,229
2019-09-18 22:36:01,175,210,12162,11475,515,519,519/hr,192
2019-09-18 23:06:01,173,210,12307,11622,310,321,321/hr,179
2019-09-18 23:36:02,173,210,12478,11786,318,318,318/hr,164
2019-09-19 00:07:01,171,211,12755,11985,449,365,365/hr,167
2019-09-19 00:37:01,169,214,12874,12113,406,338,338/hr,149
2019-09-19 01:07:01,168,214,12978,12188,257,236,236/hr,143
2019-09-19 01:37:01,165,214,13097,12262,225,150,150/hr,150
2019-09-19 02:07:01,164,218,13182,12370,214,196,196/hr,171
2019-09-19 02:37:01,162,219,13251,12465,156,206,206/hr,171
2019-09-19 03:07:01,161,219,13353,12591,197,264,264/hr,174
2019-09-19 03:37:01,159,220,13500,12712,249,247,247/hr,186
2019-09-19 04:07:02,159,220,13636,12828,289,240,240/hr,190
2019-09-19 04:37:02,158,220,13792,12984,298,277,277/hr,204
2019-09-19 05:08:01,158,220,14011,13162,377,334,334/hr,200
2019-09-19 05:38:01,158,220,14146,13327,361,349,349/hr,222
2019-09-19 06:08:01,159,220,14307,13513,320,366,366/hr,246
2019-09-19 06:38:01,159,219,14477,13716,336,391,391/hr,265
2019-09-19 07:08:01,160,218,14655,13917,350,404,404/hr,283
2019-09-19 07:38:01,160,223,14920,14187,478,510,510/hr,295
2019-09-19 08:08:01,160,225,15211,14403,559,489,489/hr,323
2019-09-19 08:38:01,159,225,15452,14631,537,445,445/hr,327
2019-09-19 09:08:01,158,227,15764,14906,553,507,507/hr,349
2019-09-19 09:38:01,158,228,16079,15235,629,614,614/hr,348
2019-09-19 10:08:01,157,228,16463,15606,701,702,702/hr,373
2019-09-19 10:38:01,158,227,16816,15931,755,737,737/hr,411
2019-09-19 11:08:01,157,227,17226,16270,763,666,666/hr,414
2019-09-19 11:38:01,157,229,17569,16579,729,633,633/hr,437
2019-09-19 12:08:01,156,229,17984,16928,767,663,663/hr,459
2019-09-19 12:38:02,157,229,18366,17351,800,772,772/hr,457
2019-09-19 13:09:01,157,229,18857,17819,876,890,890/hr,465
2019-09-19 13:39:01,156,230,19255,18201,880,847,847/hr,459
2019-09-19 14:09:01,156,230,19591,18601,727,790,790/hr,420
2019-09-19 14:39:01,156,231,19964,18980,718,774,774/hr,398
2019-09-19 15:09:01,157,231,20334,19405,752,816,816/hr,387
2019-09-19 15:39:01,155,234,20653,19699,689,719,719/hr,333
2019-09-19 16:09:01,155,234,20901,20002,577,643,643/hr,323
2019-09-19 16:39:01,155,233,21111,20253,507,635,635/hr,327
2019-09-19 17:09:02,156,233,21440,20518,539,522,522/hr,348
2019-09-19 17:40:01,156,233,21760,20808,650,558,558/hr,371
2019-09-19 18:10:01,156,234,22109,21137,674,624,624/hr,364
2019-09-19 18:40:01,154,237,22534,21434,784,634,634/hr,347
2019-09-19 19:10:01,154,238,22838,21779,734,646,646/hr,343
2019-09-19 19:40:01,154,238,23147,22145,609,716,716/hr,322
2019-09-19 20:10:01,156,237,23413,22418,553,618,618/hr,308
2019-09-19 20:40:01,156,237,23707,22738,561,600,600/hr,297
2019-09-19 21:10:01,156,237,24091,23100,681,683,683/hr,255
2019-09-19 21:40:01,155,236,24300,23384,594,646,646/hr,237
2019-09-19 22:10:01,156,237,24547,23599,458,499,499/hr,229
2019-09-19 22:40:02,155,236,24747,23803,449,419,419/hr,200
2019-09-19 23:10:03,157,235,24885,23991,362,422,422/hr,197
2019-09-19 23:41:01,157,235,25102,24228,371,437,437/hr,189
2019-09-20 00:11:01,156,236,25271,24411,389,423,423/hr,191
2019-09-20 00:41:01,156,236,25367,24577,233,318,318/hr,182
2019-09-20 01:11:01,156,237,25480,24791,221,393,393/hr,190
2019-09-20 01:41:01,156,237,25646,24992,289,420,420/hr,197
2019-09-20 02:11:01,155,236,25832,25177,352,388,388/hr,195
2019-09-20 02:41:01,155,236,25993,25314,348,324,324/hr,202
2019-09-20 03:11:01,155,236,26165,25446,317,266,266/hr,218
2019-09-20 03:41:01,154,237,26417,25612,433,302,302/hr,233
2019-09-20 04:11:01,155,235,26702,25837,544,389,389/hr,245
2019-09-20 04:41:02,155,235,27015,26143,599,531,531/hr,254
2019-09-20 05:12:01,153,237,27301,26415,554,520,520/hr,257
2019-09-20 05:42:01,154,238,27561,26649,525,489,489/hr,277
2019-09-20 06:12:01,153,239,27897,26991,658,631,631/hr,281
2019-09-20 06:42:01,153,241,28167,27287,608,638,638/hr,298
2019-09-20 07:12:01,153,241,28454,27543,558,552,552/hr,328
2019-09-20 07:42:01,153,241,28827,27812,644,510,510/hr,348
2019-09-20 08:12:01,151,243,29134,28041,621,468,468/hr,375
2019-09-20 08:42:01,152,241,29416,28293,593,485,485/hr,395
2019-09-20 09:12:01,152,242,29832,28626,705,592,592/hr,439
2019-09-20 09:42:02,153,240,30253,29004,834,728,728/hr,449
2019-09-20 10:13:01,153,240,30683,29436,826,788,788/hr,441
2019-09-20 10:43:01,153,240,31029,29728,766,702,702/hr,433
2019-09-20 11:13:01,154,240,31341,30064,618,614,614/hr,444
2019-09-20 11:43:01,154,240,31741,30420,717,680,680/hr,466
2019-09-20 12:13:01,154,240,32168,30843,845,797,797/hr,507
2019-09-20 12:43:01,152,241,32665,31313,916,881,881/hr,510
2019-09-20 13:13:01,152,242,33139,31744,923,850,850/hr,515
2019-09-20 13:43:01,150,244,33553,32240,789,848,848/hr,536
2019-09-20 14:13:02,150,244,34064,32775,944,1052,1052/hr,510
2019-09-20 14:44:01,149,245,34460,33253,908,1015,1015/hr,480
2019-09-20 15:14:01,150,243,34890,33711,838,949,949/hr,453
2019-09-20 15:44:01,150,243,35287,34154,750,842,842/hr,413
2019-09-20 16:14:01,150,244,35663,34579,772,869,869/hr,397
2019-09-20 16:44:01,150,244,36046,35000,790,881,881/hr,409
2019-09-20 17:14:01,151,244,36407,35405,721,800,800/hr,415
2019-09-20 17:44:01,152,244,36842,35785,772,760,760/hr,420
2019-09-20 18:14:01,152,242,37264,36200,839,771,771/hr,405
2019-09-20 18:44:01,153,242,37624,36492,765,683,683/hr,411
2019-09-20 19:14:01,153,241,37991,36852,698,619,619/hr,378
2019-09-20 19:44:01,153,241,38259,37187,634,697,697/hr,389
2019-09-20 20:14:01,153,239,38600,37635,584,758,758/hr,396
2019-09-20 20:44:01,154,240,38950,38033,690,821,821/hr,349
2019-09-20 21:14:01,152,240,39307,38440,708,803,803/hr,352
2019-09-20 21:44:01,152,240,39622,38742,662,708,708/hr,352
2019-09-20 22:14:01,152,240,39989,39077,651,607,607/hr,338
2019-09-20 22:44:02,152,240,40297,39476,674,740,740/hr,302
2019-09-20 23:15:01,153,240,40568,39760,579,684,684/hr,296
2019-09-20 23:45:01,151,239,40786,40062,460,542,542/hr,272
2019-09-21 00:15:01,151,241,41014,40378,434,611,611/hr,266
2019-09-21 00:45:01,152,241,41315,40660,532,605,605/hr,265
2019-09-21 01:15:01,151,241,41570,40889,540,504,504/hr,262
2019-09-21 01:45:01,151,242,41815,41151,501,492,492/hr,247
2019-09-21 02:15:01,150,243,42025,41370,456,482,482/hr,274
2019-09-21 02:45:01,150,243,42186,41592,370,440,440/hr,281
2019-09-21 03:15:01,150,244,42346,41838,322,464,464/hr,295
2019-09-21 03:45:01,149,245,42574,42072,367,424,424/hr,295
2019-09-21 04:15:01,150,245,42762,42300,397,417,417/hr,312
2019-09-21 04:45:01,149,245,43008,42524,443,463,463/hr,320
2019-09-21 05:15:01,150,245,43304,42823,528,509,509/hr,353
2019-09-21 05:45:01,150,245,43637,43128,631,607,607/hr,383
2019-09-21 06:15:01,150,245,44002,43550,701,730,730/hr,395
2019-09-21 06:45:01,150,245,44345,43928,652,746,746/hr,413
2019-09-21 07:15:01,150,245,44677,44316,623,684,684/hr,457
2019-09-21 07:45:01,150,245,45071,44685,681,735,735/hr,486
2019-09-21 08:15:01,151,243,45465,45084,793,771,771/hr,544
2019-09-21 08:45:01,151,243,45926,45456,842,760,760/hr,556
2019-09-21 09:15:01,151,243,46365,45916,904,835,835/hr,611
2019-09-21 09:45:02,150,243,46922,46447,959,955,955/hr,639
2019-09-21 10:16:01,150,242,47543,47088,997,986,986/hr,682
2019-09-21 10:46:01,150,240,48087,47667,997,1083,1083/hr,676
2019-09-21 11:16:01,151,241,48702,48239,1161,1151,1151/hr,708
