Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,ColonialCasualityRateHr,SteamPlayers
2020-09-03 15:00:01,153,206,0,0,0,0,0/hr,794
2020-09-03 15:30:02,148,190,209847,201678,1553,1311,1311/hr,794
2020-09-03 16:31:01,160,219,211685,203548,1788,1552,1552/hr,798
2020-09-03 17:01:01,161,219,212650,204541,1902,1848,1848/hr,765
2020-09-03 17:31:01,160,220,213329,205266,1645,1720,1720/hr,751
2020-09-03 18:01:01,160,220,213935,205932,1336,1446,1446/hr,756
2020-09-03 18:31:01,164,234,214638,206570,1316,1309,1309/hr,731
2020-09-03 19:01:01,166,235,215316,207127,1408,1222,1222/hr,711
2020-09-03 19:31:01,166,235,216046,207713,1412,1143,1143/hr,694
2020-09-03 20:01:01,165,235,216693,208298,1362,1173,1173/hr,654
2020-09-03 20:31:01,165,235,217354,208895,1312,1184,1184/hr,622
2020-09-03 21:01:01,165,235,217933,209354,1238,1058,1058/hr,586
2020-09-03 21:31:01,165,235,218498,209854,1146,966,966/hr,563
2020-09-03 22:01:01,165,236,219106,210375,1173,1019,1019/hr,528
2020-09-03 22:31:01,166,236,219599,210775,1072,889,889/hr,514
2020-09-03 23:01:01,165,237,219971,211132,828,721,721/hr,491
2020-09-03 23:31:01,165,237,220406,211500,830,733,733/hr,468
2020-09-04 00:01:02,165,236,220756,211857,761,713,713/hr,458
2020-09-04 00:32:01,165,236,221088,212311,692,808,808/hr,467
2020-09-04 01:02:01,165,236,221480,212644,730,794,794/hr,456
2020-09-04 01:32:01,165,236,221875,212957,769,633,633/hr,432
2020-09-04 02:02:01,163,236,222272,213244,752,576,576/hr,417
2020-09-04 02:32:01,164,236,222586,213494,710,537,537/hr,423
2020-09-04 03:02:01,165,236,222858,213694,587,453,453/hr,443
2020-09-04 03:32:02,165,236,223167,213993,590,535,535/hr,454
2020-09-04 04:03:01,166,235,223488,214213,630,518,518/hr,473
2020-09-04 04:33:01,166,235,223844,214514,678,522,522/hr,506
