Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,ColonialCasualityRateHr,SteamPlayers
2020-06-23 09:03:01,98,97,1,0,0,0,0/hr,382
2020-06-23 09:33:01,141,153,287,303,0,1,1/hr,477
2020-06-23 10:03:01,154,154,856,782,855,782,782/hr,497
2020-06-23 10:33:01,157,156,1395,1313,1129,1028,1028/hr,492
2020-06-23 11:03:01,163,156,1988,1894,1157,1165,1165/hr,473
2020-06-23 11:33:01,165,156,2534,2393,1146,1081,1081/hr,442
2020-06-23 12:03:01,165,156,3151,2939,1163,1046,1046/hr,432
2020-06-23 12:33:01,165,156,3644,3412,1102,1029,1029/hr,411
2020-06-23 13:03:02,165,156,4229,3930,1078,995,995/hr,406
2020-06-23 13:34:01,165,156,4795,4400,1152,988,988/hr,427
2020-06-23 14:04:01,165,156,5397,4886,1168,958,958/hr,397
2020-06-23 14:34:01,165,156,5950,5347,1155,947,947/hr,372
2020-06-23 15:04:01,164,156,6515,5851,1141,987,987/hr,341
2020-06-23 15:34:01,164,157,6911,6228,921,836,836/hr,318
2020-06-23 16:04:02,163,158,7160,6550,619,691,691/hr,265
2020-06-23 16:35:02,163,158,7433,6811,527,572,572/hr,254
2020-06-23 17:06:01,163,158,7755,7086,601,542,542/hr,267
2020-06-23 17:36:01,163,158,8095,7397,690,614,614/hr,252
2020-06-23 18:06:01,163,158,8478,7758,736,680,680/hr,251
2020-06-23 18:36:01,162,159,8855,8051,753,638,638/hr,258
2020-06-23 19:06:01,161,159,9148,8394,671,636,636/hr,258
2020-06-23 19:36:01,161,160,9426,8707,573,657,657/hr,240
2020-06-23 20:06:01,161,160,9641,8911,492,517,517/hr,243
2020-06-23 20:36:01,161,160,9913,9174,477,455,455/hr,232
2020-06-23 21:06:02,161,160,10168,9411,536,496,496/hr,215
2020-06-23 21:37:01,161,160,10391,9614,478,441,441/hr,192
2020-06-23 22:07:01,161,160,10618,9817,450,408,408/hr,178
2020-06-23 22:37:01,161,160,10911,10034,522,421,421/hr,166
2020-06-23 23:07:01,160,161,11150,10234,532,416,416/hr,158
2020-06-23 23:37:01,160,161,11381,10408,471,373,373/hr,174
2020-06-24 00:07:01,160,161,11652,10609,504,374,374/hr,161
2020-06-24 00:37:02,159,162,11930,10784,586,400,400/hr,173
2020-06-24 01:08:01,159,162,12064,10887,383,262,262/hr,157
2020-06-24 01:38:01,159,162,12166,10970,236,186,186/hr,160
2020-06-24 02:08:01,159,162,12300,11098,236,212,212/hr,154
2020-06-24 02:38:01,158,162,12490,11241,323,271,271/hr,163
2020-06-24 03:08:01,158,162,12633,11367,326,274,274/hr,172
2020-06-24 03:38:01,158,162,12821,11506,331,268,268/hr,181
2020-06-24 04:08:01,158,162,13023,11680,391,314,314/hr,197
2020-06-24 04:38:01,158,162,13238,11905,417,399,399/hr,196
2020-06-24 05:08:01,158,161,13487,12128,464,450,450/hr,202
2020-06-24 05:38:01,158,161,13785,12366,539,457,457/hr,228
2020-06-24 06:08:01,158,161,14129,12675,628,549,549/hr,225
2020-06-24 06:38:01,159,161,14360,12927,566,552,552/hr,248
2020-06-24 07:08:01,158,162,14649,13172,485,459,459/hr,234
2020-06-24 07:38:01,158,162,14802,13329,441,403,403/hr,238
2020-06-24 08:08:01,158,162,15000,13470,351,296,296/hr,256
2020-06-24 08:38:01,158,162,15163,13635,361,304,304/hr,257
2020-06-24 09:08:01,158,162,15348,13793,347,323,323/hr,254
2020-06-24 09:38:01,158,162,15567,13973,404,343,343/hr,256
2020-06-24 10:08:01,158,162,15817,14194,470,403,403/hr,259
2020-06-24 10:38:01,158,162,16046,14419,474,441,441/hr,267
2020-06-24 11:08:01,158,162,16250,14628,424,436,436/hr,287
2020-06-24 11:38:01,158,162,16459,14851,413,433,433/hr,294
2020-06-24 12:08:01,158,162,16669,15122,427,504,504/hr,307
2020-06-24 12:38:01,158,162,16925,15381,451,523,523/hr,335
2020-06-24 13:08:01,158,162,17378,15727,726,619,619/hr,333
2020-06-24 13:38:01,158,162,17854,16133,934,753,753/hr,346
2020-06-24 14:08:01,158,162,18246,16570,834,820,820/hr,311
