Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,Target
2020-04-08 09:54:01,137,175,548,464,191,191,725,1
2020-04-08 10:24:01,173,189,1267,1230,1267,1230,766,1
2020-04-08 10:54:01,193,194,2001,2002,1453,1538,800,1
2020-04-08 11:24:01,194,195,2990,2912,1723,1682,786,1
2020-04-08 11:54:01,195,195,3969,3824,1969,1822,779,1
2020-04-08 12:24:01,194,196,5099,4872,2109,1960,764,1
2020-04-08 12:54:01,193,196,6207,6014,2239,2189,760,1
2020-04-08 13:24:01,192,196,7253,7054,2154,2182,723,1
2020-04-08 13:54:01,193,196,8230,7967,2023,1953,678,1
2020-04-08 14:24:01,192,196,8943,8625,1690,1571,643,1
2020-04-08 14:54:01,191,198,9565,9330,1335,1365,606,1
2020-04-08 15:24:01,188,199,10252,10094,1309,1469,556,1
2020-04-08 15:54:01,189,198,10857,10829,1295,1503,551,1
2020-04-08 16:24:01,188,199,11474,11425,1229,1339,516,1
2020-04-08 16:54:01,187,200,12051,12100,1207,1271,506,1
2020-04-08 17:24:01,188,198,12632,12705,1162,1288,483,1
2020-04-08 17:54:01,188,198,13251,13279,1201,1179,471,1
2020-04-08 18:24:01,189,199,13787,13799,1157,1094,436,1
2020-04-08 18:54:01,189,199,14261,14322,1010,1042,434,1
2020-04-08 19:24:01,188,200,14703,14785,918,988,391,1
2020-04-08 19:54:01,188,200,15200,15222,939,900,390,1
2020-04-08 20:24:01,187,200,15592,15610,892,824,371,1
2020-04-08 20:54:01,187,200,15921,15890,727,672,357,1
2020-04-08 21:24:01,187,200,16355,16280,765,670,355,1
2020-04-08 21:54:01,187,199,16850,16702,933,813,352,1
2020-04-08 22:24:01,188,198,17201,17043,849,764,329,1
2020-04-08 22:54:01,188,198,17424,17292,574,591,317,1
2020-04-08 23:24:01,188,198,17756,17527,556,484,316,1
2020-04-08 23:54:01,188,198,18112,17720,688,427,332,1
2020-04-09 00:24:01,188,198,18363,17933,610,419,330,1
2020-04-09 00:54:01,188,199,18616,18114,508,398,326,1
2020-04-09 01:24:01,188,199,18911,18346,550,415,330,1
2020-04-09 01:54:01,188,198,19321,18651,712,542,330,1
2020-04-09 02:24:01,187,198,19747,18946,835,602,334,1
2020-04-09 02:54:01,187,198,20129,19272,813,623,350,1
2020-04-09 03:24:01,187,198,20460,19583,720,638,341,1
2020-04-09 03:54:01,187,198,20846,19894,719,625,359,1
2020-04-09 04:24:01,187,198,21288,20302,833,724,363,1
2020-04-09 04:54:01,188,198,21648,20630,804,736,386,1
2020-04-09 05:24:01,188,198,22007,20981,720,680,414,1
2020-04-09 05:54:01,188,197,22355,21302,709,673,422,1
2020-04-09 06:24:01,188,197,22739,21702,732,721,442,1
2020-04-09 06:54:02,188,197,23194,22023,850,700,470,1
2020-04-09 07:25:01,188,198,23662,22421,922,719,474,1
2020-04-09 07:55:01,188,198,24136,22851,942,828,494,1
2020-04-09 08:25:01,188,198,24495,23241,859,849,526,1
2020-04-09 08:55:01,188,198,24935,23685,799,834,530,1
2020-04-09 09:25:01,188,197,25343,24118,851,877,510,1
2020-04-09 09:55:01,188,197,25798,24525,864,840,522,1
2020-04-09 10:25:01,190,196,26169,24984,825,866,554,1
2020-04-09 10:55:01,192,193,26599,25475,805,951,586,1
2020-04-09 11:25:01,192,192,27150,26151,980,1168,605,1
2020-04-09 11:55:01,193,192,27711,26916,1115,1443,604,1
2020-04-09 12:25:01,193,192,28187,27610,1049,1495,638,1
2020-04-09 12:55:01,194,191,28724,28311,1017,1399,634,1
2020-04-09 13:25:01,195,190,29308,28956,1124,1351,600,1
2020-04-09 13:55:01,196,187,29771,29605,1046,1297,576,1
2020-04-09 14:25:01,197,186,30265,30377,960,1428,565,1
2020-04-09 14:55:01,198,184,30740,31104,969,1500,559,1
2020-04-09 15:25:01,200,182,31200,31762,932,1385,533,1
2020-04-09 15:55:01,200,182,31609,32383,869,1279,535,1
2020-04-09 16:25:01,200,182,32068,32977,868,1215,531,1
2020-04-09 16:55:01,200,182,32565,33514,956,1132,542,1
2020-04-09 17:25:01,200,180,32946,33948,878,976,518,1
2020-04-09 17:55:02,199,180,33374,34398,809,887,526,1
2020-04-09 18:26:01,199,180,33827,34943,870,998,502,1
2020-04-09 18:56:01,200,178,34291,35446,920,1048,513,1
2020-04-09 19:26:01,202,177,34691,35884,837,934,469,1
2020-04-09 19:56:01,202,177,34998,36260,723,815,448,1
2020-04-09 20:26:01,202,177,35341,36598,650,712,435,1
2020-04-09 20:56:01,202,177,35662,36995,633,725,443,1
2020-04-09 21:26:01,202,177,36129,37496,814,936,432,1
2020-04-09 21:56:01,202,177,36559,37894,898,900,416,1
2020-04-09 22:26:01,202,177,36948,38265,818,776,396,1
2020-04-09 22:56:01,202,177,37246,38589,690,701,363,1
2020-04-09 23:26:01,202,177,37547,38899,601,633,360,1
2020-04-09 23:56:01,202,178,37839,39281,599,689,360,1
2020-04-10 00:26:01,202,177,38158,39596,610,697,355,1
2020-04-10 00:56:01,202,177,38471,39931,619,660,336,1
2020-04-10 01:26:01,202,177,38727,40225,575,646,326,1
2020-04-10 01:56:02,202,177,38885,40405,415,476,345,1
2020-04-10 02:27:01,202,177,39126,40576,403,356,344,1
2020-04-10 02:57:01,202,177,39324,40806,442,402,346,1
2020-04-10 03:27:01,202,177,39600,41096,480,530,354,1
2020-04-10 03:57:01,204,177,39900,41430,584,634,368,1
2020-04-10 04:27:01,207,177,40252,41786,660,693,401,1
2020-04-10 04:57:01,207,180,40601,42238,701,809,419,1
2020-04-10 05:27:01,207,180,40898,42560,644,776,434,1
2020-04-10 05:57:01,205,182,41270,42947,666,708,494,1
2020-04-10 06:27:01,206,182,41691,43432,776,876,510,1
2020-04-10 06:57:01,206,182,42063,43938,761,981,531,1
2020-04-10 07:27:01,208,181,42544,44563,857,1132,564,1
2020-04-10 07:57:01,208,181,43104,45174,1042,1241,606,1
2020-04-10 08:27:01,209,181,43661,45832,1118,1269,605,1
2020-04-10 08:57:01,209,180,44172,46479,1068,1303,596,1
2020-04-10 09:27:01,210,180,44680,47099,997,1236,609,1
2020-04-10 09:57:01,210,180,45165,47655,993,1176,624,1
2020-04-10 10:27:01,210,180,45764,48411,1066,1294,684,1
2020-04-10 10:57:01,211,180,46256,48998,1145,1361,728,1
2020-04-10 11:27:01,210,181,46755,49569,991,1159,751,1
2020-04-10 11:57:01,210,181,47366,50328,1110,1330,794,1
2020-04-10 12:27:01,210,181,48046,51042,1291,1473,778,1
2020-04-10 12:57:01,210,180,48778,51775,1399,1463,782,1
2020-04-10 13:27:01,210,180,49565,52612,1488,1577,765,1
2020-04-10 13:57:01,211,179,50196,53367,1420,1594,752,1
2020-04-10 14:27:01,212,178,50777,54095,1226,1502,705,1
2020-04-10 14:57:01,213,176,51359,54754,1166,1389,640,1
2020-04-10 15:27:01,213,176,51834,55149,1064,1066,575,1
2020-04-10 15:57:01,214,175,52228,55583,873,859,569,1
2020-04-10 16:27:01,214,175,52702,56058,873,910,564,1
2020-04-10 16:57:01,214,175,53139,56513,928,949,561,1
2020-04-10 17:27:01,212,176,53648,57002,965,958,554,1
2020-04-10 17:57:01,213,176,54115,57443,980,931,532,1
2020-04-10 18:27:01,213,176,54597,57923,952,922,535,1
2020-04-10 18:57:01,209,176,55189,58337,1074,881,525,1
2020-04-10 19:27:01,209,176,55735,58785,1141,863,503,1
2020-04-10 19:57:01,211,177,56182,59204,999,877,521,1
2020-04-10 20:27:01,211,177,56680,59624,946,841,524,1
2020-04-10 20:57:01,211,176,57132,60128,951,927,493,1
2020-04-10 21:27:01,211,176,57567,60510,876,867,482,1
2020-04-10 21:57:01,210,175,57955,60939,821,815,472,1
2020-04-10 22:27:01,209,176,58359,61299,796,792,448,1
2020-04-10 22:57:01,208,178,58860,61742,912,801,421,1
2020-04-10 23:27:01,207,180,59294,62188,913,862,422,1
2020-04-10 23:57:01,208,180,59653,62519,860,835,425,1
2020-04-11 00:27:01,208,180,59991,62866,709,686,403,1
2020-04-11 00:57:02,208,180,60338,63297,688,777,400,1
2020-04-11 01:28:01,207,180,60762,63768,763,901,389,1
2020-04-11 01:58:01,207,180,61067,64152,707,840,408,1
2020-04-11 02:28:01,208,180,61437,64560,694,818,400,1
2020-04-11 02:58:01,208,179,61673,64887,633,771,408,1
2020-04-11 03:28:01,209,179,61937,65163,499,603,420,1
2020-04-11 03:58:01,209,179,62279,65548,600,632,434,1
2020-04-11 04:28:01,210,179,62532,65829,598,675,478,1
2020-04-11 04:58:01,209,179,62899,66201,621,656,517,1
2020-04-11 05:28:01,209,179,63245,66557,689,702,543,1
2020-04-11 05:58:01,209,179,63603,66928,722,747,564,1
2020-04-11 06:28:01,209,179,63996,67357,770,818,601,1
2020-04-11 06:58:01,209,179,64514,67772,914,845,605,1
2020-04-11 07:28:01,209,179,65013,68286,995,893,634,1
2020-04-11 07:58:01,210,179,65479,68821,969,1052,666,1
2020-04-11 08:28:01,210,179,66020,69253,1026,981,647,1
2020-04-11 08:58:01,210,179,66393,69631,889,785,694,1
2020-04-11 09:28:01,210,180,66733,69986,716,740,786,1
2020-04-11 09:58:01,211,178,67069,70387,666,738,810,1
2020-04-11 10:28:01,214,175,67445,70895,711,926,793,1
2020-04-11 10:58:01,215,174,67969,71487,902,1104,791,1
2020-04-11 11:28:02,215,174,68471,72187,1049,1319,787,1
2020-04-11 11:59:01,213,175,69052,72880,1089,1350,804,1
2020-04-11 12:29:01,213,176,69723,73640,1248,1453,795,1
2020-04-11 12:59:01,212,177,70348,74342,1298,1465,765,1
2020-04-11 13:29:01,212,177,71015,74972,1296,1337,744,1
2020-04-11 13:59:01,212,177,71654,75619,1293,1261,752,1
2020-04-11 14:29:01,212,177,72441,76265,1394,1278,744,1
2020-04-11 14:59:01,212,177,73200,77012,1541,1376,713,1
2020-04-11 15:29:01,212,177,73954,77676,1513,1409,698,1
2020-04-11 15:59:01,212,177,74598,78422,1485,1499,683,1
2020-04-11 16:29:01,211,177,75162,79102,1187,1402,659,1
2020-04-11 16:59:01,212,177,75731,79778,1084,1283,599,1
2020-04-11 17:29:01,211,176,76347,80425,1156,1304,555,1
2020-04-11 17:59:01,212,177,76866,80930,1120,1131,534,1
2020-04-11 18:29:01,212,177,77354,81411,988,938,535,1
2020-04-11 18:59:01,211,177,77918,81920,1054,990,550,1
2020-04-11 19:29:01,209,180,78450,82446,1132,1079,550,1
2020-04-11 19:59:01,208,180,78888,83033,972,1115,523,1
2020-04-11 20:29:01,207,182,79337,83520,907,1080,509,1
2020-04-11 20:59:01,208,181,79723,83944,837,915,500,1
2020-04-11 21:29:01,209,181,80098,84300,766,785,504,1
2020-04-11 21:59:01,209,182,80471,84648,756,708,491,1
2020-04-11 22:29:02,210,182,80899,85076,815,789,474,1
2020-04-11 22:59:02,210,182,81294,85420,840,786,467,1
2020-04-11 23:30:02,209,183,81664,85775,783,708,444,1
2020-04-12 00:01:01,209,183,82033,86122,675,634,442,1
2020-04-12 00:31:01,209,183,82486,86463,781,634,425,1
2020-04-12 01:01:01,209,183,82816,86744,784,624,439,1
2020-04-12 01:31:01,209,183,83112,87059,631,599,436,1
2020-04-12 02:01:01,208,183,83486,87367,677,630,442,1
2020-04-12 02:31:01,208,183,83860,87728,707,658,448,1
2020-04-12 03:01:01,208,183,84265,88155,786,806,452,1
2020-04-12 03:31:01,209,182,84750,88599,897,888,466,1
2020-04-12 04:01:01,209,183,85318,89166,1042,1005,480,1
2020-04-12 04:31:01,209,182,85934,89740,1185,1144,504,1
2020-04-12 05:01:01,209,183,86395,90158,1076,993,524,1
2020-04-12 05:31:01,209,182,86885,90562,958,826,544,1
2020-04-12 06:01:01,210,182,87400,90967,1006,811,592,1
