Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2020-11-23 09:24:01,0,0,0,0,0,0,0,0,0,54098,55563,0
2020-11-23 09:25:02,0,0,0,0,0,0,0,0,0,54098,55563,0
2020-11-23 09:26:02,0,0,0,0,0,0,0,0,0,54098,55563,0
2020-11-23 09:27:01,0,0,0,0,0,0,0,0,0,54098,55563,0
2020-11-23 09:28:01,0,0,0,0,0,0,0,0,0,54098,55563,0
2020-11-23 09:58:01,236,220,152,181,218764,207409,611,699,497,54216,55673,0
2020-11-23 10:28:02,241,207,151,181,219068,207817,726,974,496,54337,55777,0
2020-11-23 10:58:02,253,222,151,182,219430,208187,670,782,524,54464,55888,0
2020-11-23 11:29:01,273,251,151,182,219895,208590,829,773,569,54605,56017,0
2020-11-23 11:59:01,273,249,151,182,220431,209081,1023,916,581,54741,56142,0
2020-11-23 12:29:01,290,251,151,182,220993,209586,1098,999,592,54886,56267,0
2020-11-23 12:59:01,267,233,152,179,221486,210152,1012,1035,561,55020,56384,0
2020-11-23 13:29:01,264,234,152,178,221838,210530,824,935,548,55152,56501,0
2020-11-23 13:59:01,266,234,153,178,222190,210927,711,779,552,55285,56618,0
2020-11-23 14:29:01,266,220,154,178,222515,211331,678,792,539,55418,56728,0
2020-11-23 14:59:01,237,195,155,175,222801,211745,576,782,502,55536,56825,0
2020-11-23 15:29:01,239,201,156,176,222964,211989,471,692,495,55656,56926,0
2020-11-23 15:59:01,237,195,156,175,223187,212303,400,570,484,55774,57023,0
2020-11-23 16:29:01,230,197,155,174,223406,212572,431,566,473,55889,57122,0
2020-11-23 16:59:01,231,196,156,175,223716,212864,533,567,471,56005,57220,0
2020-11-23 17:29:01,220,200,157,174,224027,213184,598,574,467,56115,57320,0
2020-11-23 17:59:01,223,192,157,175,224298,213508,559,628,458,56226,57416,0
2020-11-23 18:29:01,219,199,156,175,224498,213770,502,621,459,56336,57515,0
2020-11-23 18:59:01,204,195,156,174,224766,214071,475,569,441,56438,57613,0
2020-11-23 19:29:01,197,176,156,175,225007,214460,515,713,402,56536,57701,0
2020-11-23 19:59:01,185,165,155,176,225201,214793,434,755,388,56629,57783,0
2020-11-23 20:29:02,175,133,156,175,225420,215124,414,664,355,56716,57850,0
2020-11-23 21:00:02,169,130,155,177,225578,215353,354,514,341,56803,57917,0
2020-11-23 21:31:01,166,132,154,177,225710,215543,289,428,336,56889,57985,0
2020-11-23 22:01:01,165,133,151,177,225896,215820,318,475,335,56972,58052,0
2020-11-23 22:31:01,151,139,152,176,226064,216007,322,399,322,57047,58121,0
2020-11-23 23:01:01,151,128,151,175,226261,216265,370,469,308,57123,58185,0
2020-11-23 23:31:01,158,128,151,174,226436,216443,391,456,315,57202,58249,0
2020-11-24 00:01:01,158,127,152,174,226625,216707,344,431,308,57281,58313,0
2020-11-24 00:31:01,147,116,152,174,226783,216931,347,488,295,57354,58371,0
2020-11-24 01:01:01,146,111,151,174,226897,217111,275,413,294,57427,58426,0
2020-11-24 01:31:01,136,105,153,175,227021,217280,226,314,283,57495,58479,0
2020-11-24 02:01:01,132,99,153,175,227166,217411,264,276,276,57561,58528,0
2020-11-24 02:31:01,139,102,153,174,227272,217526,220,231,279,57631,58579,0
2020-11-24 03:01:02,129,100,154,171,227401,217648,222,228,260,57695,58629,0
2020-11-24 03:32:01,135,104,155,168,227473,217709,204,186,284,57765,58683,0
2020-11-24 04:02:01,140,116,157,166,227554,217801,131,139,293,57835,58741,0
2020-11-24 04:32:01,147,123,159,166,227667,217922,187,212,310,57908,58802,0
2020-11-24 05:02:02,147,124,158,165,227784,218057,237,266,304,57982,58864,0
2020-11-24 05:33:01,146,135,159,166,227981,218348,282,384,322,58057,58934,0
2020-11-24 06:03:01,154,135,159,167,228140,218548,301,420,327,58134,59002,0
2020-11-24 06:33:01,162,135,160,165,228338,218763,359,415,340,58215,59069,0
2020-11-24 07:03:01,157,125,159,162,228502,218944,370,399,325,58294,59132,0
2020-11-24 07:33:01,169,139,161,162,228685,219132,347,369,348,58378,59201,0
2020-11-24 08:03:01,174,141,161,162,228876,219337,374,394,376,58465,59272,0
2020-11-24 08:33:01,192,160,162,162,229093,219642,409,517,389,58561,59352,0
2020-11-24 09:03:01,190,158,162,162,229331,219884,456,550,411,58656,59431,0
2020-11-24 09:33:01,196,168,162,161,229625,220167,533,526,419,58754,59515,0
2020-11-24 10:03:01,202,171,162,160,229903,220465,572,580,435,58855,59600,0
2020-11-24 10:33:01,211,178,163,160,230220,220792,603,627,449,58961,59689,0
2020-11-24 11:03:02,220,190,163,161,230516,221128,652,704,472,59071,59784,0
2020-11-24 11:34:01,230,189,164,161,230787,221437,574,646,477,59190,59882,0
2020-11-24 12:04:01,238,197,163,160,231065,221810,550,682,487,59309,59980,0
2020-11-24 12:34:01,249,203,162,160,231362,222109,576,672,519,59433,60082,0
2020-11-24 13:04:01,249,205,160,162,231661,222423,600,615,508,59558,60184,0
2020-11-24 13:34:01,243,203,157,162,231891,222762,569,683,493,59679,60286,0
2020-11-24 14:04:01,208,202,158,161,232142,223127,481,704,458,59783,60387,0
2020-11-24 14:34:01,202,197,159,162,232381,223464,498,703,443,59884,60485,0
2020-11-24 15:04:01,200,216,159,162,232594,223780,453,654,463,59984,60593,0
2020-11-24 15:34:01,193,204,159,161,232815,224077,434,613,425,60081,60695,0
