Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2022-08-11 10:08:01,1114,1004,169,159,0,0,0,0,2685,0,0,0
2022-08-11 10:38:01,1467,1292,276,254,2674,2337,1722,1833,3079,733,646,0
2022-08-11 11:08:01,1440,1314,276,264,6154,5537,6318,5670,3145,1453,1303,0
2022-08-11 11:38:01,1501,1325,276,264,8987,8540,6479,6402,3097,2204,1965,0
2022-08-11 12:08:01,1461,1259,276,264,12713,11898,6638,6425,2961,2934,2595,0
2022-08-11 12:38:01,1404,1256,276,264,15960,15093,7169,6694,2892,3636,3223,0
2022-08-11 13:08:02,1332,1223,276,264,19865,18429,7185,6529,2778,4302,3834,0
2022-08-11 13:38:02,1241,1095,276,263,23674,21475,7254,6001,2572,4923,4382,0
2022-08-11 14:09:01,1160,1059,277,263,26927,24301,6667,5530,2425,5522,4929,0
2022-08-11 14:39:01,1087,981,277,262,30417,27106,6151,5120,2253,6065,5419,0
2022-08-11 15:09:02,1037,939,279,259,33792,29839,6855,5537,2145,6584,5889,0
2022-08-11 15:39:02,963,867,280,259,36676,32045,5878,4542,2044,7066,6322,0
2022-08-11 16:10:02,889,821,280,259,38842,33997,4711,3937,1890,7525,6747,0
2022-08-11 16:41:01,830,804,281,257,41179,36202,3638,3413,1809,7954,7162,0
2022-08-11 17:11:01,807,781,282,256,42937,37695,3463,3161,1788,8357,7552,0
2022-08-11 17:41:01,793,803,283,255,44620,39047,3441,2845,1761,8754,7954,0
2022-08-11 18:11:01,768,789,284,254,46035,40400,3099,2706,1731,9138,8348,0
2022-08-11 18:41:01,764,773,284,253,47616,41793,2996,2746,1707,9520,8735,0
2022-08-11 19:11:01,738,775,285,253,49049,43298,3014,2898,1664,9889,9122,0
2022-08-11 19:41:01,707,729,285,253,50623,45069,3007,3276,1598,10242,9487,0
2022-08-11 20:11:01,655,665,285,252,51938,46379,2889,3080,1469,10570,9819,0
2022-08-11 20:41:01,603,631,285,252,53171,47506,2548,2437,1357,10871,10135,0
2022-08-11 21:11:01,549,609,285,252,54393,48692,2456,2313,1304,11146,10439,0
