Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2022-07-19 09:51:02,0,1,153,151,0,0,0,0,1981,0,0,1
2022-07-19 10:22:01,654,1079,240,227,859,931,534,580,3168,337,557,1
2022-07-19 10:52:01,1625,1367,240,265,3583,3389,3583,3389,3349,1150,1240,1
2022-07-19 11:22:01,1805,1389,265,266,7594,6757,6735,5826,3606,2052,1935,1
2022-07-19 11:52:01,1838,1398,265,266,11805,10567,8222,7178,3580,2971,2634,1
2022-07-19 12:22:02,1667,1261,265,267,15457,14035,7863,7278,3407,3805,3265,1
2022-07-19 12:53:01,1586,1293,262,269,18854,17461,7123,6962,3232,4624,3932,1
2022-07-19 13:23:01,1450,1169,262,269,21812,20525,6350,6492,3092,5349,4517,1
2022-07-19 13:53:02,1458,1147,262,269,25000,23167,6291,5831,2892,6079,5091,1
2022-07-19 14:24:01,1278,1057,262,269,27582,25450,5701,4889,2738,6739,5636,1
2022-07-19 14:54:01,1260,1045,262,269,30285,27986,5287,4821,2560,7369,6159,1
2022-07-19 15:24:01,1174,985,263,267,32266,30013,4685,4585,2421,7956,6651,1
2022-07-19 15:54:01,1170,979,263,267,34612,32121,4326,4134,2374,8541,7141,1
2022-07-19 16:24:01,1065,917,263,266,37035,34054,4738,3986,0,9073,7599,1
2022-07-19 16:54:01,1072,913,263,266,39376,36130,4765,4009,0,9609,8056,1
2022-07-19 17:24:01,1057,902,263,266,41421,38076,4418,4055,2230,10138,8507,1
2022-07-19 17:54:01,1047,922,263,266,43630,40396,4272,4289,2211,10661,8968,1
2022-07-19 18:24:01,1029,913,264,265,45890,42510,4443,4413,2196,11176,9424,1
2022-07-19 18:54:01,1002,861,264,264,48057,44701,4485,4347,2126,11677,9855,1
2022-07-19 19:24:01,964,830,264,264,50013,46607,4092,4050,2050,12159,10270,1
2022-07-19 19:54:01,917,773,264,264,52111,48611,4286,4160,1913,12617,10656,1
2022-07-19 20:24:01,850,761,264,264,53826,50400,3863,3840,1820,13042,11037,1
2022-07-19 20:54:01,841,720,264,264,55815,52308,3773,3751,1767,13463,11397,1
2022-07-19 21:24:01,787,701,264,264,57541,54173,3715,3774,1662,13856,11747,1
2022-07-19 21:54:01,735,625,264,264,59399,56179,3608,3863,1509,14224,12060,1
2022-07-19 22:24:01,686,562,265,262,60609,57559,2973,3337,1407,14567,12341,1
2022-07-19 22:54:01,659,534,265,262,61842,59157,2451,2988,1343,14896,12608,1
2022-07-19 23:24:01,604,466,265,262,62722,60285,2031,2678,1249,15198,12841,1
2022-07-19 23:54:01,617,456,266,261,63755,61344,1918,2183,1199,15507,13069,1
2022-07-20 00:24:01,589,420,266,261,64687,62316,1984,2058,1143,15801,13279,1
2022-07-20 00:54:01,563,413,265,262,65658,63194,1903,1850,1120,16083,13485,1
2022-07-20 01:24:01,513,392,265,262,66344,63891,1655,1569,1056,16339,13681,1
2022-07-20 01:54:01,526,369,265,262,67078,64581,1322,1344,1040,16602,13866,1
2022-07-20 02:24:01,528,380,265,262,67759,65206,1414,1300,1041,16866,14056,1
2022-07-20 02:54:01,574,409,265,262,68407,65941,1317,1343,1101,17153,14260,1
2022-07-20 03:24:01,566,428,265,262,69076,66650,1294,1436,1148,17436,14474,1
2022-07-20 03:54:01,600,461,265,262,69769,67534,1428,1695,1208,17736,14705,1
2022-07-20 04:24:01,615,487,265,262,70519,68298,1531,1728,1250,18044,14948,1
2022-07-20 04:54:01,594,525,265,262,71546,69256,1782,1732,1256,18341,15211,1
2022-07-20 05:24:01,653,553,266,261,72405,70274,1867,1983,1331,18667,15487,1
2022-07-20 05:54:01,708,594,265,262,73384,71448,1891,2246,1463,19021,15784,1
2022-07-20 06:24:01,738,620,265,262,74282,72552,2014,2421,1552,19390,16094,1
2022-07-20 06:54:01,804,629,265,262,75523,73931,2157,2494,1599,19792,16409,1
2022-07-20 07:24:01,819,659,265,262,76538,75100,2256,2548,1634,20202,16738,1
2022-07-20 07:54:01,854,711,264,263,77934,76773,2411,2842,1729,20629,17094,1
2022-07-20 08:24:01,860,727,264,263,79106,78360,2573,3306,1758,21059,17457,1
2022-07-20 08:54:01,892,781,264,263,80596,80041,2700,3321,1836,21505,17848,1
2022-07-20 09:24:01,890,801,264,263,81931,81777,2879,3476,1904,21950,18248,1
2022-07-20 09:54:01,942,806,264,263,83587,83669,3006,3640,1955,22421,18651,1
2022-07-20 10:24:01,945,817,264,263,85243,85348,3341,3604,1975,22893,19060,1
2022-07-20 10:54:01,1004,872,264,263,87060,87143,3482,3483,2114,23395,19496,1
2022-07-20 11:24:01,1034,927,264,263,88703,88838,3471,3505,2191,23912,19959,1
2022-07-20 11:54:01,1090,996,264,263,90498,90701,3446,3544,2307,24457,20457,1
2022-07-20 12:24:01,1147,1020,264,261,92430,92935,3727,4097,2387,25031,20967,1
2022-07-20 12:54:01,1152,1039,263,262,94693,95409,4331,4839,2401,25607,21487,1
2022-07-20 13:24:01,1154,1003,263,262,96627,97312,4130,4320,2379,26184,21988,1
2022-07-20 13:54:01,1151,967,263,262,98471,99449,3775,4040,2320,26759,22472,1
2022-07-20 14:24:01,1077,934,263,262,100101,101363,3476,4061,2226,27298,22939,1
2022-07-20 14:54:01,999,893,263,262,101880,103357,3410,3911,2097,27797,23385,1
