Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers
2025-04-11 05:32:02,0,0,0,0,0,0,2497
2025-04-11 06:03:01,171,198,160753,167384,2109,1652,2657
2025-04-11 06:33:01,171,198,161900,168588,2295,2412,2926
2025-04-11 07:03:01,171,198,163449,170128,3071,3075,3194
2025-04-11 07:33:01,171,198,164973,171560,3098,2899,3471
2025-04-11 08:03:01,171,198,166813,173352,3745,3738,3629
2025-04-11 08:33:01,171,198,168784,175148,3671,3457,3703
2025-04-11 09:03:01,170,199,170940,177306,4383,4361,3831
2025-04-11 09:33:01,170,198,172958,179225,4032,3836,3954
2025-04-11 10:03:01,173,196,175266,181410,4940,4566,4208
2025-04-11 10:33:01,174,195,177294,183525,4172,4412,4308
2025-04-11 11:03:01,174,195,179884,186364,5455,5962,4365
2025-04-11 11:33:01,173,195,182172,189043,4444,5264,4512
2025-04-11 12:03:01,173,196,184692,192388,4882,6638,4641
2025-04-11 12:33:01,173,196,187604,195775,6009,7072,4684
2025-04-11 13:03:01,173,196,190688,198951,6316,6462,4697
2025-04-11 13:33:01,173,196,193335,201509,5935,5654,4599
2025-04-11 14:03:01,173,196,196273,204290,5762,5339,4410
2025-04-11 14:33:01,172,197,198865,206627,5424,4815,4315
2025-04-11 15:03:02,172,197,201612,209279,5354,5184,4101
2025-04-11 15:34:01,173,196,204175,211987,5133,5476,3993
2025-04-11 16:04:01,173,196,206376,214442,4511,4996,3790
2025-04-11 16:34:01,173,196,208569,217019,4538,5341,3659
2025-04-11 17:04:01,173,196,210851,219489,4701,5104,3515
2025-04-11 17:34:01,173,196,212906,221736,4151,4493,3494
2025-04-11 18:04:01,172,197,214838,224077,3605,4319,3414
2025-04-11 18:34:02,172,197,216608,226526,3370,4460,3353
2025-04-11 19:05:01,172,197,218699,229395,4166,5715,3289
2025-04-11 19:35:01,172,197,220874,232045,4530,5466,3217
2025-04-11 20:05:01,173,196,223329,234612,5145,5339,3213
2025-04-11 20:35:01,173,196,225266,236786,3865,4238,3111
2025-04-11 21:05:01,173,196,227520,239034,4712,4798,2958
2025-04-11 21:35:01,174,195,229267,240758,3314,3235,2853
2025-04-11 22:05:02,174,195,231133,242684,3781,3913,2736
2025-04-11 22:36:02,174,195,232788,244260,3281,3170,2614
2025-04-11 23:07:01,174,195,234448,245612,3168,2572,2561
2025-04-11 23:37:01,173,196,235606,246720,2268,2161,2493
2025-04-12 00:07:01,172,197,236994,248077,2712,2642,2480
2025-04-12 00:37:01,172,197,238304,249241,2525,2125,2542
2025-04-12 01:07:01,172,197,239669,250546,2591,2575,2596
2025-04-12 01:37:01,171,198,240658,251646,2034,2213,2540
2025-04-12 02:07:01,172,197,241788,252714,2226,2039,2553
2025-04-12 02:37:01,172,197,242965,253764,2052,1844,2668
2025-04-12 03:07:01,172,197,244128,254911,2331,2286,2739
2025-04-12 03:37:01,171,197,245151,255980,1969,1993,2912
2025-04-12 04:07:01,171,198,246726,257508,2818,2727,3021
2025-04-12 04:37:01,171,197,248297,259032,3059,2902,3151
2025-04-12 05:07:01,172,197,249898,260727,3212,3415,3335
2025-04-12 05:37:01,172,197,251622,262367,3046,2836,3512
2025-04-12 06:07:01,172,197,253466,264483,3768,4305,3617
2025-04-12 06:37:02,172,197,255224,266236,3066,3196,3769
2025-04-12 07:08:01,172,197,257416,268188,4199,3790,3911
2025-04-12 07:38:01,172,197,259798,270272,4478,3904,4088
2025-04-12 08:08:01,172,197,262808,272834,5390,4465,4209
2025-04-12 08:38:01,173,196,265330,275131,4456,4197,4352
2025-04-12 09:08:01,173,196,268153,277712,5189,4601,4421
2025-04-12 09:38:01,173,194,271034,280326,5794,5218,4552
2025-04-12 10:08:01,174,195,274549,283286,6716,5701,4760
2025-04-12 10:38:01,174,194,277760,286294,6091,5582,4896
2025-04-12 11:08:01,175,194,281705,290177,7577,7307,4985
2025-04-12 11:38:01,174,195,285526,293988,7305,7302,5065
2025-04-12 12:08:01,174,195,289767,297950,7430,6930,5068
2025-04-12 12:38:01,173,196,293260,301700,7138,7457,5062
2025-04-12 13:08:01,175,194,296931,305721,6744,7461,5012
2025-04-12 13:38:01,174,194,299977,308811,5810,5772,4871
2025-04-12 14:08:01,175,193,302948,311660,5726,5474,4679
2025-04-12 14:38:01,175,194,305735,314497,5152,5230,4516
2025-04-12 15:08:01,175,194,308262,317639,4638,5738,4322
2025-04-12 15:38:01,174,195,310528,320126,4017,4544,4113
2025-04-12 16:08:01,174,195,313163,322722,4946,4829,3876
2025-04-12 16:38:01,173,195,315564,325241,5069,5362,3601
2025-04-12 17:08:01,173,195,317778,327811,3716,4452,3503
2025-04-12 17:38:02,171,197,319676,330170,3704,4579,3392
2025-04-12 18:09:01,171,198,321824,332842,3391,4370,3330
2025-04-12 18:39:01,170,199,323428,335113,3210,4549,3259
2025-04-12 19:09:02,170,199,325172,337058,4293,4855,3226
2025-04-12 19:40:01,170,198,326934,338833,3558,3596,3129
2025-04-12 20:10:01,169,200,328243,340525,2565,3322,2990
2025-04-12 20:40:01,170,199,329581,342105,3129,3692,2961
2025-04-12 21:10:01,170,199,330817,343383,2488,2563,2875
2025-04-12 21:40:01,170,199,332528,344926,3450,3115,2831
2025-04-12 22:10:01,170,199,334180,346461,3330,3088,2725
2025-04-12 22:40:01,169,199,335501,347762,2640,2613,2585
2025-04-12 23:10:01,170,199,336876,349184,2759,2840,2545
2025-04-12 23:40:01,170,199,338122,350550,2456,2676,2527
2025-04-13 00:10:02,169,200,339374,351887,2516,2683,2519
2025-04-13 00:40:02,169,200,340666,353236,2591,2698,2534
2025-04-13 01:11:02,168,201,342176,354765,3300,3280,2604
2025-04-13 01:42:01,168,201,343516,355952,2681,2376,2633
2025-04-13 02:12:01,168,200,345118,357249,3035,2429,2760
2025-04-13 02:42:01,168,201,346701,358459,3192,2387,2907
2025-04-13 03:12:01,168,201,348444,359792,3395,2552,3077
2025-04-13 03:42:01,169,200,350207,361357,4023,3780,3163
2025-04-13 04:12:01,170,199,351937,362713,3525,2748,3295
2025-04-13 04:42:01,170,199,353320,363992,2671,2482,3399
2025-04-13 05:12:01,171,196,354840,365523,2835,2848,3522
2025-04-13 05:42:01,173,196,356489,367041,3203,2957,3681
2025-04-13 06:12:01,173,195,358442,368784,4121,3776,3851
2025-04-13 06:42:01,171,197,360332,370604,3618,3517,3958
2025-04-13 07:12:01,172,197,362350,372348,4226,3538,4169
2025-04-13 07:42:01,170,199,364103,373866,3947,3302,4251
2025-04-13 08:12:01,170,198,366031,375749,3870,3927,4381
2025-04-13 08:42:01,169,200,368381,378148,4630,4586,4447
2025-04-13 09:12:01,170,199,370116,379781,3428,3231,4423
2025-04-13 09:42:01,170,199,371852,381567,3400,3557,4492
2025-04-13 10:12:01,170,199,373978,383739,3839,4009,4654
2025-04-13 10:42:01,170,199,375790,385659,3716,3937,4744
2025-04-13 11:12:01,170,199,378180,387779,4929,4331,4833
2025-04-13 11:42:01,170,198,380528,390092,4766,4740,4818
2025-04-13 12:12:01,171,197,383190,392415,4836,4198,4882
2025-04-13 12:42:01,172,197,385797,395010,5164,5141,4813
2025-04-13 13:12:01,172,197,388415,397463,5272,5038,4815
2025-04-13 13:42:01,172,197,390803,399746,4793,4523,4551
2025-04-13 14:12:01,172,197,393031,402067,4650,4934,4336
2025-04-13 14:42:01,172,197,395159,404260,4253,4344,4204
2025-04-13 15:12:01,172,197,397239,406117,3877,3534,3796
2025-04-13 15:42:01,172,197,399148,407726,4007,3357,3605
2025-04-13 16:12:01,171,197,400998,409792,3462,3898,3435
2025-04-13 16:42:01,171,198,402756,411367,3503,3140,3267
2025-04-13 17:12:01,172,197,404247,412901,2863,3088,3214
2025-04-13 17:42:01,172,197,405859,414495,3264,3210,3154
2025-04-13 18:12:01,171,198,407537,416106,3085,3004,3076
2025-04-13 18:42:01,171,198,409394,417523,3852,2970,2954
2025-04-13 19:12:01,171,198,411303,419306,3893,3619,2866
2025-04-13 19:42:01,171,198,412964,421030,3327,3450,2793
2025-04-13 20:12:01,171,198,414833,422808,3529,3434,2649
2025-04-13 20:42:01,170,199,416575,424397,3491,3052,2532
2025-04-13 21:12:01,170,199,418094,425760,3058,2757,2380
2025-04-13 21:42:01,170,199,419340,427236,2566,3085,2293
2025-04-13 22:12:01,170,199,420734,428854,2528,2939,2232
2025-04-13 22:42:01,170,199,421985,430357,2257,2752,2196
2025-04-13 23:12:01,169,200,423168,431530,2449,2419,2069
2025-04-13 23:42:01,169,200,424083,432561,2074,2450,1934
2025-04-14 00:12:01,169,200,424930,433327,1643,1538,1848
2025-04-14 00:42:01,169,200,425659,433992,1463,1344,1894
2025-04-14 01:12:01,169,200,426331,434728,1357,1470,1951
2025-04-14 01:42:01,169,200,426981,435371,1244,1201,1998
2025-04-14 02:12:01,169,200,427722,436056,1493,1381,2080
2025-04-14 02:42:01,169,200,428416,436710,1406,1269,2097
