Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers
2025-05-19 21:22:01,0,0,0,0,0,0,2342
2025-05-19 21:52:01,181,188,61196,61931,2203,2426,2205
2025-05-19 22:22:01,180,189,62093,62848,1796,1835,2090
2025-05-19 22:52:01,180,189,63060,63831,1935,1967,2009
2025-05-19 23:22:01,180,189,63886,64706,1663,1750,1957
2025-05-19 23:52:01,180,189,64734,65503,1699,1596,1960
2025-05-20 00:22:01,180,189,65545,66169,1632,1347,1962
2025-05-20 00:52:01,180,189,66304,66882,1518,1429,1950
2025-05-20 01:22:01,180,189,67139,67585,1925,1574,2007
2025-05-20 01:52:01,180,189,68065,68382,1852,1594,2074
2025-05-20 02:22:01,179,190,69064,69077,2008,1406,2102
2025-05-20 02:52:01,178,191,69905,69756,1682,1358,2073
2025-05-20 03:22:01,177,192,70639,70460,1470,1408,2173
2025-05-20 03:52:02,177,192,71539,71311,1800,1702,2303
2025-05-20 04:23:01,176,193,72285,72209,1499,1827,2422
2025-05-20 04:53:01,176,193,73242,73574,1909,2729,2493
2025-05-20 05:23:01,176,193,74299,74886,2146,2674,2709
2025-05-20 05:53:01,175,194,75444,76177,2289,2580,2722
2025-05-20 06:23:01,174,193,76578,77588,2258,2829,2828
2025-05-20 06:53:01,176,193,77986,79052,2809,2915,3031
2025-05-20 07:23:01,176,193,79616,80788,3272,3480,3201
2025-05-20 07:53:01,176,193,81309,82442,3388,3308,3291
2025-05-20 08:23:01,176,192,82954,84153,3303,3428,3434
2025-05-20 08:53:01,176,193,84540,85893,3185,3474,3560
2025-05-20 09:23:01,177,192,86069,87552,3057,3315,3787
2025-05-20 09:53:01,177,192,88313,89572,4692,4290,3939
2025-05-20 10:23:01,176,193,90675,91872,4745,4620,4232
2025-05-20 10:53:01,176,193,93267,94221,5201,4690,4425
2025-05-20 11:23:01,179,190,95738,96561,5175,4868,4499
2025-05-20 11:53:01,179,190,97893,98856,4404,4681,4527
2025-05-20 12:23:01,179,190,99934,101121,4202,4575,4460
2025-05-20 12:53:01,179,190,102316,103384,4763,4532,4442
2025-05-20 13:23:01,179,190,104682,105668,5254,5011,4349
2025-05-20 13:53:01,179,190,107023,107997,4694,4676,4028
2025-05-20 14:23:01,179,190,109133,109975,4265,4010,3753
2025-05-20 14:53:01,179,190,111003,111701,3766,3480,3574
2025-05-20 15:23:01,179,190,112919,113596,3837,3800,2466
2025-05-20 15:53:01,179,190,114717,115353,3598,3516,3151
2025-05-20 16:23:01,180,189,116283,116895,3138,3078,3012
2025-05-20 16:53:01,179,190,117921,118559,3276,3331,2944
2025-05-20 17:23:01,179,190,119523,120276,3213,3447,2885
2025-05-20 17:53:01,180,189,121155,121957,3268,3325,2874
2025-05-20 18:23:01,180,189,122663,123673,2905,3267,2819
2025-05-20 18:53:01,180,189,124222,125511,3138,3678,2764
2025-05-20 19:23:01,181,188,125896,127326,3362,3641,2715
2025-05-20 19:53:01,180,189,127367,129122,2939,3581,2597
2025-05-20 20:23:01,180,189,128870,130758,2845,3200,2497
2025-05-20 20:53:01,179,190,130326,132538,2976,3659,2331
2025-05-20 21:23:01,180,189,131733,134138,2945,3320,2200
2025-05-20 21:53:01,179,190,133221,135701,3113,3361,2098
2025-05-20 22:23:01,178,191,134290,136816,2140,2239,1980
2025-05-20 22:53:02,178,191,135248,137736,1823,1756,1871
2025-05-20 23:24:01,178,191,136105,138740,1733,2024,1832
2025-05-20 23:54:01,178,191,136999,139689,1713,1814,1813
2025-05-21 00:24:01,178,191,137862,140602,1723,1838,1767
2025-05-21 00:54:01,177,192,138583,141390,1604,1787,1777
2025-05-21 01:24:01,177,192,139140,142053,1123,1333,1821
2025-05-21 01:54:01,175,194,139766,142778,1250,1453,1857
2025-05-21 02:24:01,174,195,140353,143539,1138,1478,1981
2025-05-21 02:54:01,174,195,141039,144396,1375,1661,2036
2025-05-21 03:24:01,174,195,141911,145339,1738,1893,2103
2025-05-21 03:54:01,174,195,142660,146227,1502,1776,2206
2025-05-21 04:24:01,174,194,143621,147041,1877,1628,2277
2025-05-21 04:54:01,174,194,144783,148112,2331,2170,2384
2025-05-21 05:24:01,175,194,146033,149148,2338,2062,2555
2025-05-21 05:54:01,177,192,147283,150269,2527,2253,2771
2025-05-21 06:24:01,178,191,148556,151540,2592,2561,2864
2025-05-21 06:54:01,178,191,150015,153101,3099,3294,2960
2025-05-21 07:24:01,177,192,151471,154357,2911,2511,3103
2025-05-21 07:54:01,177,192,152929,155649,2984,2767,3270
2025-05-21 08:24:01,175,194,154450,157086,3119,2955,3393
2025-05-21 08:54:01,175,193,156358,158908,3820,3653,3561
2025-05-21 09:24:01,174,194,158065,160644,3388,3502,3710
2025-05-21 09:54:01,173,196,160029,162426,3915,3562,3887
2025-05-21 10:24:01,174,195,162240,164452,4616,4251,4081
2025-05-21 10:54:01,174,195,165078,167088,5859,5440,4151
2025-05-21 11:24:01,176,192,167991,170000,5995,5980,4233
2025-05-21 11:54:01,177,191,170915,172930,5853,5878,4383
2025-05-21 12:24:01,178,191,173225,175307,4581,4575,4328
2025-05-21 12:54:01,178,191,175457,177583,4295,4216,4196
2025-05-21 13:24:01,178,191,177947,179994,5415,5386,4089
2025-05-21 13:54:01,177,192,180994,182696,6370,5664,3973
2025-05-21 14:24:01,178,191,183744,185543,5647,5803,3780
2025-05-21 14:54:01,179,190,186363,188129,5248,5299,3594
2025-05-21 15:24:01,179,190,188079,190140,3674,4319,3387
2025-05-21 15:54:01,180,189,189863,192215,3642,4229,3211
2025-05-21 16:24:01,179,190,191335,193734,2950,3043,3010
2025-05-21 16:54:01,177,192,192741,195066,2774,2581,2915
2025-05-21 17:24:01,176,193,194670,196560,3877,3007,2877
2025-05-21 17:54:01,176,193,196485,198187,3620,3240,2829
2025-05-21 18:24:01,174,194,197773,199364,2488,2240,2783
