Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2019-10-30 09:12:01,70,38,1,0,0,0,289,39601
2019-10-30 09:42:01,104,111,220,170,61,49,342,39601
2019-10-30 10:12:01,108,114,537,484,550,500,391,39601
2019-10-30 10:42:01,108,115,896,871,654,674,387,39601
2019-10-30 11:12:01,108,116,1520,1428,983,944,387,39601
2019-10-30 11:42:01,108,116,2058,1918,1195,1079,399,39601
2019-10-30 12:12:01,123,115,2590,2443,1071,1022,387,39601
2019-10-30 12:42:01,122,116,3045,2903,877,884,380,39601
2019-10-30 13:12:01,122,116,3531,3345,907,848,366,39601
2019-10-30 13:42:01,121,138,3927,3796,882,893,357,39601
2019-10-30 14:12:01,121,139,4390,4236,843,865,337,39601
2019-10-30 14:42:01,121,139,4775,4644,849,848,324,39601
2019-10-30 15:12:01,121,139,5165,5041,776,805,316,39601
2019-10-30 15:42:01,122,139,5502,5417,726,770,300,39601
2019-10-30 16:12:01,122,139,5870,5827,707,786,304,39601
2019-10-30 16:42:01,122,139,6195,6183,691,764,317,39601
2019-10-30 17:12:01,122,140,6536,6594,666,773,320,39601
2019-10-30 17:42:01,122,140,6847,6876,652,692,303,39601
2019-10-30 18:12:01,122,140,7154,7246,617,653,294,39601
2019-10-30 18:42:01,122,140,7429,7614,576,719,290,39601
2019-10-30 19:12:02,123,139,7786,7986,600,697,293,39601
2019-10-30 19:43:02,123,138,8103,8305,674,690,271,39601
2019-10-30 20:14:02,123,139,8430,8640,651,660,253,39601
2019-10-30 20:44:02,123,139,8683,8909,569,596,240,39601
2019-10-30 21:15:01,123,139,9058,9282,545,567,197,39601
2019-10-30 21:45:01,123,139,9254,9455,465,431,178,39601
2019-10-30 22:15:01,123,139,9427,9632,369,350,161,39601
2019-10-30 22:45:01,123,139,9593,9765,339,310,153,39601
2019-10-30 23:15:01,123,139,9737,9888,310,257,145,39601
2019-10-30 23:45:01,123,139,9869,10033,276,269,141,39601
2019-10-31 00:15:01,123,139,10076,10235,347,354,137,39601
2019-10-31 00:45:01,123,139,10232,10376,363,343,132,39601
2019-10-31 01:15:01,123,139,10395,10541,335,316,137,39601
2019-10-31 01:45:01,123,139,10559,10699,327,323,135,39601
2019-10-31 02:15:01,123,139,10770,10885,375,344,131,39601
2019-10-31 02:45:01,122,139,10930,11077,371,378,137,39601
2019-10-31 03:15:01,121,139,11121,11263,351,378,132,39601
2019-10-31 03:45:01,121,139,11317,11429,387,352,140,39601
2019-10-31 04:15:01,121,139,11496,11632,377,370,162,39601
2019-10-31 04:45:01,122,139,11708,11820,393,390,170,39601
2019-10-31 05:15:01,122,139,11932,11999,441,372,183,39601
2019-10-31 05:45:01,122,136,12165,12230,457,410,188,39601
2019-10-31 06:15:01,122,138,12402,12467,470,468,215,39601
2019-10-31 06:45:02,122,138,12709,12749,548,554,227,39601
2019-10-31 07:16:01,122,139,13017,13079,616,615,228,39601
2019-10-31 07:46:01,122,139,13244,13350,535,601,239,39601
2019-10-31 08:16:01,122,139,13550,13696,534,617,257,39601
2019-10-31 08:46:01,122,139,13951,14036,707,686,284,39601
2019-10-31 09:16:01,123,138,14355,14442,807,754,296,39601
2019-10-31 09:46:01,123,138,14748,14781,800,748,292,39601
2019-10-31 10:16:01,123,138,15102,15147,753,708,293,39601
2019-10-31 10:46:01,123,138,15447,15435,700,654,304,39601
2019-10-31 11:16:01,123,138,15796,15741,695,594,301,39601
2019-10-31 11:46:01,124,138,16105,16127,658,692,321,39601
2019-10-31 12:16:01,124,138,16485,16537,688,796,321,39601
2019-10-31 12:46:01,124,138,16811,16932,706,805,329,39601
2019-10-31 13:16:01,124,138,17116,17345,631,809,331,39601
2019-10-31 13:46:01,126,136,17359,17681,548,749,341,39601
2019-10-31 14:16:01,125,137,17640,17969,524,625,318,39601
2019-10-31 14:46:01,125,137,17882,18271,523,590,311,39601
2019-10-31 15:16:01,125,137,18163,18675,524,709,307,39601
2019-10-31 15:46:01,124,138,18513,19079,631,808,305,39601
2019-10-31 16:16:01,125,137,18858,19517,709,863,314,39601
2019-10-31 16:46:01,125,137,19098,19860,585,781,279,39601
2019-10-31 17:16:01,126,135,19346,20155,488,639,263,39601
2019-10-31 17:46:01,129,135,19563,20455,465,595,269,39601
2019-10-31 18:16:01,131,135,19784,20748,440,593,255,39601
2019-10-31 18:46:01,130,135,20018,21028,455,573,254,39601
2019-10-31 19:16:01,132,133,20302,21343,527,605,246,39601
2019-10-31 19:46:01,133,133,20537,21599,519,571,240,39601
2019-10-31 20:16:01,132,134,20752,21893,450,550,236,39601
2019-10-31 20:46:01,131,135,20982,22133,445,534,215,39601
2019-10-31 21:16:01,130,136,21154,22300,402,407,191,39601
2019-10-31 21:46:01,130,136,21343,22509,361,376,186,39601
2019-10-31 22:16:01,130,137,21543,22763,389,463,171,39601
2019-10-31 22:46:01,130,137,21724,22935,381,426,165,39601
2019-10-31 23:16:01,130,137,21870,23082,328,319,158,39601
2019-10-31 23:46:01,130,137,21980,23210,256,275,137,39601
2019-11-01 00:16:01,130,137,22047,23321,176,239,140,39601
2019-11-01 00:46:01,130,137,22153,23426,173,216,140,39601
2019-11-01 01:16:01,130,137,22261,23536,233,226,141,39601
2019-11-01 01:46:01,130,137,22399,23699,246,273,137,39601
2019-11-01 02:16:01,130,137,22516,23871,256,335,149,39601
2019-11-01 02:46:01,130,137,22654,24038,250,333,157,39601
2019-11-01 03:16:01,129,138,22765,24176,252,305,175,39601
2019-11-01 03:46:02,129,138,22901,24352,247,314,200,39601
2019-11-01 04:17:01,129,138,23047,24522,287,339,204,39601
2019-11-01 04:47:01,129,138,23218,24684,317,332,227,39601
2019-11-01 05:17:01,129,139,23407,24874,360,352,225,39601
2019-11-01 05:47:02,130,138,23636,25078,428,402,234,39601
2019-11-01 06:18:01,130,138,23887,25346,504,493,250,39601
2019-11-01 06:48:01,129,139,24144,25633,493,547,275,39601
2019-11-01 07:18:02,129,138,24413,25851,521,501,298,39601
2019-11-01 07:49:01,129,138,24707,26082,563,449,292,39601
2019-11-01 08:19:01,130,137,24988,26323,575,472,316,39601
2019-11-01 08:49:01,129,137,25224,26600,517,518,326,39601
2019-11-01 09:19:01,129,138,25524,26907,536,588,335,39601
2019-11-01 09:49:01,128,138,25866,27167,642,567,340,39601
2019-11-01 10:19:01,128,139,26150,27499,589,589,335,39601
2019-11-01 10:49:01,128,139,26437,27841,539,655,360,39601
2019-11-01 11:19:01,127,139,26741,28179,586,682,366,39601
2019-11-01 11:49:01,127,140,26998,28456,599,647,371,39601
2019-11-01 12:19:01,128,140,27288,28828,547,649,400,39601
2019-11-01 12:49:01,128,140,27580,29194,582,738,412,39601
2019-11-01 13:19:01,127,140,27959,29583,634,687,424,39601
2019-11-01 13:49:01,127,140,28320,30000,740,806,418,39601
2019-11-01 14:19:01,126,141,28718,30378,764,798,418,39601
2019-11-01 14:49:01,124,141,29052,30796,698,783,420,39601
2019-11-01 15:19:01,123,145,29486,31213,755,808,390,39601
2019-11-01 15:49:02,123,145,29854,31548,802,752,379,39601
2019-11-01 16:20:01,123,145,30204,31890,670,638,345,39601
2019-11-01 16:50:01,123,145,30602,32170,727,610,349,39601
2019-11-01 17:20:01,122,146,30921,32516,717,625,326,39601
2019-11-01 17:50:01,122,146,31223,32933,586,736,303,39601
2019-11-01 18:20:01,122,146,31540,33204,621,690,290,39601
2019-11-01 18:50:02,122,146,31853,33428,630,495,285,39601
2019-11-01 19:21:01,121,147,32131,33684,591,481,279,39601
2019-11-01 19:51:01,121,147,32411,33954,558,526,284,39601
2019-11-01 20:21:01,121,147,32729,34244,593,551,270,39601
2019-11-01 20:51:01,121,146,32986,34505,576,551,262,39601
2019-11-01 21:21:01,122,146,33224,34760,481,496,257,39601
2019-11-01 21:51:01,120,146,33450,35021,478,513,223,39601
2019-11-01 22:21:01,120,147,33614,35218,393,461,219,39601
2019-11-01 22:51:01,120,147,33760,35397,307,361,217,39601
2019-11-01 23:21:01,120,147,33917,35584,304,368,201,39601
2019-11-01 23:51:01,121,147,34090,35766,319,343,189,39601
2019-11-02 00:21:02,121,147,34256,35966,342,382,190,39601
2019-11-02 00:52:01,120,147,34398,36116,308,350,185,39601
2019-11-02 01:22:01,119,148,34543,36274,285,308,186,39601
2019-11-02 01:52:01,117,148,34737,36481,328,335,188,39601
2019-11-02 02:22:01,118,150,34940,36716,399,437,198,39601
2019-11-02 02:52:01,118,151,35113,36894,379,416,203,39601
2019-11-02 03:22:01,118,151,35277,37084,339,349,226,39601
2019-11-02 03:52:01,118,151,35415,37274,302,380,232,39601
2019-11-02 04:22:01,118,151,35615,37607,339,524,251,39601
2019-11-02 04:52:01,118,151,35804,37889,392,617,265,39601
