Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2024-10-02 05:24:01,135,252,60883,98100,301,466,1580,108900
2024-10-02 05:54:01,111,124,1338540,1287415,1143,1198,1543,108900
2024-10-02 06:24:01,139,278,1339284,1288134,1278,1311,1646,108900
2024-10-02 06:54:01,140,299,1340270,1289250,1742,1862,1914,108900
2024-10-02 07:24:01,160,319,1341437,1290268,2152,2139,1952,108900
2024-10-02 07:54:01,173,320,1342535,1291514,2320,2351,2062,108900
2024-10-02 08:24:01,175,320,1343635,1292647,2090,2282,2122,108900
2024-10-02 08:54:01,201,321,1344847,1293928,2249,2307,2255,108900
2024-10-02 09:24:01,200,320,1346096,1295365,2460,2722,2324,108900
2024-10-02 09:54:01,199,337,1347578,1296852,2829,3014,2479,108900
2024-10-02 10:24:01,200,338,1349092,1298572,2976,3210,2625,108900
2024-10-02 10:54:01,214,351,1350746,1300738,3208,3928,2722,108900
2024-10-02 11:24:01,215,350,1352580,1303047,3502,4502,2801,108900
2024-10-02 11:54:01,218,349,1354584,1304973,3870,4268,2908,108900
2024-10-02 12:24:01,218,347,1356404,1306676,3747,3544,2895,108900
2024-10-02 12:54:01,217,346,1358371,1308745,3802,3790,2844,108900
2024-10-02 13:24:01,218,357,1360155,1310684,3728,3988,2741,108900
2024-10-02 13:54:01,221,353,1361964,1312922,3561,4142,2692,108900
2024-10-02 14:24:01,222,350,1363843,1315021,3718,4398,2570,108900
2024-10-02 14:54:01,225,351,1365705,1316915,3688,3922,2521,108900
2024-10-02 15:24:01,226,364,1367542,1318665,3733,3685,2383,108900
2024-10-02 15:54:01,227,361,1369484,1320663,3890,3748,2286,108900
2024-10-02 16:24:01,228,360,1371019,1322159,3436,3456,2120,108900
2024-10-02 16:54:01,224,363,1372570,1323402,3119,2761,2121,108900
2024-10-02 17:24:01,221,367,1374186,1324663,3077,2487,2089,108900
2024-10-02 17:54:01,221,367,1375648,1326241,3104,2866,2048,108900
2024-10-02 18:24:01,220,367,1377108,1327622,2801,2813,2007,108900
2024-10-02 18:54:01,219,369,1378750,1329074,3047,2816,1958,108900
2024-10-02 19:24:01,218,369,1380031,1330574,2939,2978,1919,108900
2024-10-02 19:54:01,218,369,1381253,1332026,2379,2861,1875,108900
2024-10-02 20:24:01,218,370,1382295,1333349,2190,2657,1760,108900
2024-10-02 20:54:01,217,370,1383537,1334797,2290,2786,1747,108900
2024-10-02 21:24:01,218,370,1384635,1336148,2341,2798,1632,108900
2024-10-02 21:54:01,218,371,1385719,1337388,2094,2495,1564,108900
2024-10-02 22:24:01,217,371,1386596,1338375,1908,2069,1454,108900
