Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2019-03-10 23:45:01,0,0,0,0,0,0,215,16
2019-03-10 23:50:01,40,184,235253,248775,292,337,200,16
2019-03-10 23:55:01,38,184,235297,248804,288,295,203,16
2019-03-11 00:00:02,38,184,235298,248807,257,287,198,16
2019-03-11 00:05:01,38,183,235332,248847,270,304,197,16
2019-03-11 00:10:01,38,183,235335,248850,248,283,195,16
2019-03-11 00:15:01,36,184,235385,248904,277,320,191,16
2019-03-11 00:20:01,36,184,235385,248904,249,288,190,16
2019-03-11 00:25:01,36,184,235414,248943,260,297,192,16
2019-03-11 00:30:01,37,184,235421,248947,245,271,187,16
2019-03-11 00:35:01,37,184,235458,248997,251,284,189,16
2019-03-11 00:40:01,37,184,235464,249025,246,290,189,16
2019-03-11 00:45:01,37,184,235483,249049,252,299,184,16
2019-03-11 00:50:01,36,184,235484,249054,231,279,172,16
2019-03-11 00:55:01,36,184,235514,249088,217,284,173,16
2019-03-11 01:00:01,36,184,235517,249088,219,281,168,16
2019-03-11 01:05:02,36,184,235539,249113,223,287,164,16
2019-03-11 01:10:01,36,184,235541,249116,206,266,172,16
2019-03-11 01:15:02,36,184,235553,249132,183,249,163,16
2019-03-11 01:20:01,36,183,235580,249156,195,252,162,16
2019-03-11 01:25:01,36,183,235587,249177,173,234,163,16
2019-03-11 01:30:01,36,183,235594,249187,173,240,168,16
2019-03-11 01:35:01,36,183,235618,249194,160,197,170,16
2019-03-11 01:40:01,36,183,235618,249195,154,170,177,16
2019-03-11 01:45:02,36,183,235664,249235,196,197,178,16
2019-03-11 01:50:01,36,183,235667,249238,183,184,173,16
2019-03-11 01:55:01,36,183,235738,249265,224,177,170,16
2019-03-11 02:00:01,36,183,235740,249265,223,177,166,16
2019-03-11 02:05:01,36,183,235784,249287,245,174,162,16
2019-03-11 02:10:02,36,183,235798,249299,267,182,168,16
2019-03-11 02:15:01,36,184,235817,249326,264,194,170,16
2019-03-11 02:20:01,36,183,235817,249329,237,173,167,16
2019-03-11 02:25:01,36,184,235844,249371,257,194,170,16
2019-03-11 02:30:01,36,184,235845,249371,251,184,177,16
2019-03-11 02:35:01,36,182,235878,249405,260,211,181,16
2019-03-11 02:40:01,36,184,235923,249422,305,227,187,16
2019-03-11 02:45:01,36,185,235933,249439,269,204,191,16
2019-03-11 02:50:01,35,183,235958,249468,291,230,188,16
2019-03-11 02:55:01,35,183,235972,249479,234,214,191,16
2019-03-11 03:00:01,35,183,235976,249479,236,214,192,16
2019-03-11 03:05:01,35,183,236021,249521,237,234,192,16
2019-03-11 03:10:01,35,183,236024,249522,226,223,189,16
2019-03-11 03:15:01,35,183,236064,249558,247,232,190,16
2019-03-11 03:20:01,35,183,236088,249578,271,249,190,16
2019-03-11 03:25:01,35,183,236097,249602,253,231,193,16
2019-03-11 03:30:02,35,183,236103,249602,245,215,196,16
2019-03-11 03:35:01,35,183,236137,249658,259,253,195,16
2019-03-11 03:40:01,34,183,236169,249685,246,263,201,16
2019-03-11 03:45:01,34,183,236182,249698,249,259,202,16
2019-03-11 03:50:01,34,183,236185,249700,227,232,213,16
2019-03-11 03:55:01,34,182,236215,249758,243,279,211,16
2019-03-11 04:00:01,34,182,236227,249770,251,291,213,16
2019-03-11 04:05:01,34,182,236245,249797,224,276,220,16
2019-03-11 04:10:02,34,182,236259,249816,212,280,220,16
2019-03-11 04:15:01,34,180,236291,249847,227,289,222,16
2019-03-11 04:20:01,34,181,236335,249899,247,321,225,16
2019-03-11 04:25:01,34,181,236356,249906,259,304,220,16
2019-03-11 04:30:01,34,181,236376,249919,273,317,225,16
2019-03-11 04:35:01,34,180,236406,249960,269,302,226,16
2019-03-11 04:40:01,33,179,236431,249999,262,314,225,16
2019-03-11 04:45:01,33,178,236464,250031,282,333,230,16
2019-03-11 04:50:01,32,177,236482,250068,297,368,228,16
2019-03-11 04:55:01,32,178,236497,250086,282,328,225,16
2019-03-11 05:00:01,32,178,236500,250088,273,318,226,16
2019-03-11 05:05:01,32,179,236553,250136,308,339,220,16
2019-03-11 05:10:01,32,178,236554,250138,295,322,221,16
2019-03-11 05:15:01,32,178,236608,250192,317,345,226,16
2019-03-11 05:20:01,32,178,236628,250230,293,331,223,16
2019-03-11 05:25:01,32,178,236662,250268,306,362,229,16
2019-03-11 05:30:01,28,178,236669,250300,293,381,232,16
2019-03-11 05:35:01,28,178,236705,250385,299,425,236,16
2019-03-11 05:40:01,27,178,236708,250421,277,422,238,16
2019-03-11 05:45:01,27,178,236761,250499,297,468,225,16
2019-03-11 05:50:01,26,178,236819,250572,337,504,226,16
2019-03-11 05:55:01,26,178,236836,250588,339,502,216,16
2019-03-11 06:00:01,25,179,236875,250664,375,576,220,16
2019-03-11 06:05:01,25,179,236900,250684,347,548,215,16
2019-03-11 06:10:01,25,179,236939,250721,385,583,208,16
2019-03-11 06:15:01,25,179,236981,250758,373,566,203,16
2019-03-11 06:20:01,25,180,237003,250789,375,559,204,16
2019-03-11 06:25:01,25,180,237030,250823,368,555,203,16
2019-03-11 06:30:01,25,180,237062,250877,393,577,201,16
2019-03-11 06:35:01,25,180,237085,250893,380,508,211,16
2019-03-11 06:40:01,25,181,237088,250896,380,475,206,16
2019-03-11 06:45:01,25,182,237140,250941,379,442,207,16
2019-03-11 06:50:01,25,183,237140,250942,321,370,207,16
2019-03-11 06:55:01,25,184,237209,251027,373,439,207,16
2019-03-11 07:00:01,25,185,237213,251034,338,370,205,16
2019-03-11 07:05:01,25,186,237282,251083,382,399,216,16
2019-03-11 07:10:01,24,186,237295,251100,356,379,216,16
2019-03-11 07:15:01,23,186,237337,251136,356,378,215,16
2019-03-11 07:20:01,23,186,237342,251143,339,354,225,16
2019-03-11 07:25:01,23,186,237387,251194,357,371,221,16
2019-03-11 07:30:02,23,186,237429,251228,375,365,222,16
2019-03-11 07:35:01,23,187,237449,251249,364,356,232,16
2019-03-11 07:40:01,23,187,237450,251251,362,355,229,16
2019-03-11 07:45:01,22,187,237498,251337,358,396,227,16
2019-03-11 07:50:01,21,187,237498,251338,358,396,231,16
2019-03-11 07:55:01,21,188,237544,251391,335,364,245,16
2019-03-11 08:00:01,21,189,237580,251421,367,387,243,16
2019-03-11 08:05:02,21,190,237595,251442,328,373,244,16
2019-03-11 08:10:01,21,190,237595,251448,300,348,245,16
2019-03-11 08:15:01,21,190,237627,251487,290,351,245,16
2019-03-11 08:20:01,20,190,237627,251490,285,347,253,16
2019-03-11 08:25:01,20,190,237667,251519,280,325,253,16
2019-03-11 08:30:01,20,190,237688,251541,259,313,249,16
2019-03-11 08:35:01,19,189,237710,251553,261,304,253,16
2019-03-11 08:40:01,19,190,237730,251569,280,318,254,16
2019-03-11 08:45:01,19,191,237748,251616,250,279,263,16
2019-03-11 08:50:01,17,191,237753,251626,255,288,269,16
2019-03-11 08:55:01,17,191,237806,251698,262,307,278,16
2019-03-11 09:00:01,17,191,237823,251716,243,295,283,16
2019-03-11 09:05:01,17,192,237855,251738,260,296,282,16
2019-03-11 09:10:01,16,192,237872,251774,277,326,280,16
2019-03-11 09:15:01,16,192,237890,251797,263,310,281,16
2019-03-11 09:20:01,15,192,237914,251839,287,349,289,16
2019-03-11 09:25:01,15,191,237940,251875,273,356,285,16
2019-03-11 09:30:01,15,191,237962,251900,274,359,291,16
2019-03-11 09:35:01,15,190,237998,251930,288,377,292,16
2019-03-11 09:40:01,15,191,238001,251952,271,383,296,16
2019-03-11 09:45:01,15,191,238057,252018,309,402,292,16
2019-03-11 09:50:01,16,192,238108,252078,355,452,301,16
2019-03-11 09:55:01,16,191,238139,252118,333,420,307,16
2019-03-11 10:00:01,16,191,238153,252143,330,427,307,16
2019-03-11 10:05:01,16,191,238174,252185,319,447,307,16
2019-03-11 10:10:01,16,192,238200,252218,328,444,305,16
2019-03-11 10:15:01,16,192,238233,252268,343,471,306,16
2019-03-11 10:20:01,16,192,238259,252305,345,466,306,16
2019-03-11 10:25:01,16,192,238291,252336,351,461,299,16
2019-03-11 10:30:01,16,192,238311,252349,349,449,297,16
2019-03-11 10:35:01,16,192,238361,252445,363,515,293,16
2019-03-11 10:40:01,16,192,238380,252464,379,512,299,16
2019-03-11 10:45:01,16,191,238426,252523,369,505,299,16
2019-03-11 10:50:01,16,190,238475,252558,367,480,294,16
2019-03-11 10:55:02,16,190,238517,252586,398,483,313,16
2019-03-11 11:00:01,16,190,238551,252611,398,468,313,16
2019-03-11 11:05:01,16,190,238613,252658,439,473,321,16
2019-03-11 11:10:01,17,190,238617,252664,417,446,317,16
2019-03-11 11:15:02,17,190,238688,252732,468,466,322,16
2019-03-11 11:20:02,17,190,238700,252743,447,443,322,16
2019-03-11 11:25:01,18,190,238757,252813,466,477,324,16
2019-03-11 11:30:01,18,190,238774,252843,463,494,322,16
2019-03-11 11:35:01,18,190,238868,252892,507,447,326,16
2019-03-11 11:40:01,19,190,238921,252930,541,466,329,16
2019-03-11 11:45:01,19,190,238955,252965,529,442,337,16
2019-03-11 11:50:01,20,190,238976,252979,501,421,336,16
2019-03-11 11:55:01,20,190,239052,253043,535,457,336,16
2019-03-11 12:00:01,20,190,239093,253099,542,488,331,16
2019-03-11 12:05:02,21,189,239113,253124,541,501,331,16
2019-03-11 12:10:01,21,189,239199,253204,582,540,337,16
2019-03-11 12:15:01,21,190,239242,253259,554,527,336,16
2019-03-11 12:20:01,21,190,239290,253291,590,548,323,16
2019-03-11 12:25:01,22,191,239328,253332,571,519,329,16
2019-03-11 12:30:01,21,192,239390,253368,616,525,335,16
2019-03-11 12:35:01,21,193,239423,253392,555,500,325,16
2019-03-11 12:40:01,21,193,239472,253431,551,501,329,16
2019-03-11 12:45:01,21,192,239524,253460,569,495,332,16
2019-03-11 12:50:01,21,191,239559,253485,583,506,339,16
2019-03-11 12:55:01,21,192,239600,253516,548,473,347,16
2019-03-11 13:00:01,21,192,239663,253544,570,445,357,16
2019-03-11 13:05:02,21,192,239704,253576,591,452,368,16
2019-03-11 13:10:01,21,191,239727,253592,528,388,380,16
2019-03-11 13:15:01,21,191,239809,253629,567,370,383,16
2019-03-11 13:20:01,20,190,239864,253670,574,379,384,16
2019-03-11 13:25:01,19,190,239924,253702,596,370,380,16
2019-03-11 13:30:02,19,190,239984,253742,612,381,378,16
2019-03-11 13:35:01,19,190,240020,253766,597,374,375,16
2019-03-11 13:40:01,19,190,240051,253793,579,362,371,16
2019-03-11 13:45:01,19,190,240113,253814,589,354,370,16
2019-03-11 13:50:01,19,190,240156,253846,597,361,381,16
2019-03-11 13:55:01,19,190,240187,253869,587,353,374,16
2019-03-11 14:00:01,19,189,240249,253913,586,369,383,16
