Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2025-01-19 10:23:01,0,0,0,0,0,0,9117,70756
2025-01-19 10:53:01,182,187,6738,6890,11309,11445,9481,70756
2025-01-19 11:23:01,182,187,12797,13091,11795,11935,9458,70756
2025-01-19 11:53:01,184,184,19792,19332,13824,12194,9234,70756
2025-01-19 12:23:01,183,186,25629,24586,11901,10753,8954,70756
2025-01-19 12:53:01,181,187,31668,30065,12145,11073,8371,70756
2025-01-19 13:23:01,184,183,36680,34578,9886,8796,7884,70756
2025-01-19 13:53:01,182,187,41384,39229,9586,9490,7338,70756
2025-01-19 14:23:01,181,187,44904,43143,7212,8065,6928,70756
2025-01-19 14:53:01,182,187,48972,47047,8719,8547,6178,70756
2025-01-19 15:23:01,182,187,52469,50761,6769,7343,5800,70756
2025-01-19 15:53:01,181,188,56203,54244,7721,7276,5390,70756
2025-01-19 16:23:01,182,187,59359,57561,6239,6593,4985,70756
2025-01-19 16:53:01,181,187,62543,60608,6376,6175,4791,70756
2025-01-19 17:23:01,181,188,64780,63038,4465,4967,4595,70756
2025-01-19 17:53:01,181,188,67374,65968,5070,5710,4419,70756
2025-01-19 18:23:01,181,188,70070,68373,5512,4977,4287,70756
2025-01-19 18:53:02,181,188,72717,71090,5252,5598,4117,70756
2025-01-19 19:24:01,182,187,75134,73537,4911,4912,4023,70756
2025-01-19 19:54:01,182,187,77714,75961,5262,4643,3934,70756
2025-01-19 20:24:01,182,187,79841,77798,4354,3758,3789,70756
2025-01-19 20:54:01,183,186,81958,79603,4323,3747,3613,70756
2025-01-19 21:24:01,183,185,83731,81313,3526,3396,3464,70756
2025-01-19 21:54:01,183,186,85422,83200,3313,3672,3253,70756
2025-01-19 22:24:01,183,186,86907,84804,3217,3373,3087,70756
2025-01-19 22:54:01,181,188,88357,86260,2907,2912,2995,70756
2025-01-19 23:24:01,181,188,89276,87675,1747,2670,2866,70756
