Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2020-06-11 09:52:01,79,98,154,123,104,65,498,51984
2020-06-11 10:22:01,130,167,748,597,748,597,551,51984
2020-06-11 10:52:01,143,172,1241,1066,1160,998,548,51984
2020-06-11 11:22:01,144,175,1752,1581,1004,984,535,51984
2020-06-11 11:52:01,144,175,2221,2099,984,1034,516,51984
2020-06-11 12:22:01,144,175,2773,2637,1020,1056,472,51984
2020-06-11 12:52:01,144,175,3420,3154,1183,1033,435,51984
2020-06-11 13:22:01,145,175,3866,3624,1096,989,379,51984
2020-06-11 13:52:01,145,175,4292,4053,875,898,383,51984
2020-06-11 14:22:01,145,175,4842,4521,977,896,376,51984
2020-06-11 14:52:01,145,176,5340,4942,1099,925,353,51984
2020-06-11 15:22:01,145,176,5802,5322,960,802,346,51984
2020-06-11 15:52:01,145,176,6249,5753,909,812,347,51984
2020-06-11 16:22:01,145,176,6605,6098,814,784,312,51984
2020-06-11 16:52:01,145,176,6855,6381,609,629,294,51984
2020-06-11 17:22:01,145,176,7073,6610,469,513,262,51984
2020-06-11 17:52:01,145,176,7346,6862,488,481,283,51984
2020-06-11 18:22:02,145,176,7512,7136,442,528,279,51984
2020-06-11 18:53:01,145,176,7756,7427,419,575,270,51984
2020-06-11 19:23:01,145,176,8118,7805,606,669,270,51984
2020-06-11 19:53:01,145,176,8483,8202,727,776,276,51984
2020-06-11 20:23:01,145,176,8890,8643,772,839,263,51984
2020-06-11 20:53:01,144,176,9182,8941,699,739,261,51984
2020-06-11 21:23:01,142,177,9534,9254,644,610,253,51984
2020-06-11 21:53:01,141,178,9918,9510,736,569,250,51984
2020-06-11 22:23:01,140,179,10108,9706,585,460,248,51984
2020-06-11 22:53:01,140,179,10359,9965,441,455,224,51984
2020-06-11 23:23:01,140,179,10638,10167,530,461,223,51984
2020-06-11 23:53:01,140,179,11015,10413,657,449,212,51984
2020-06-12 00:23:01,139,178,11439,10652,801,485,212,51984
2020-06-12 00:53:01,139,178,11790,10876,777,463,203,51984
2020-06-12 01:23:01,138,180,12069,11065,580,395,193,51984
2020-06-12 01:53:01,137,181,12356,11267,598,410,189,51984
2020-06-12 02:23:01,137,181,12503,11389,391,310,182,51984
2020-06-12 02:53:01,137,181,12689,11581,334,315,206,51984
2020-06-12 03:23:01,137,181,12911,11785,408,397,208,51984
2020-06-12 03:53:01,137,181,13134,11966,450,386,215,51984
2020-06-12 04:23:01,137,181,13416,12211,489,418,244,51984
2020-06-12 04:53:01,137,181,13677,12503,536,546,266,51984
2020-06-12 05:23:01,137,181,13999,12751,585,541,281,51984
2020-06-12 05:53:01,137,181,14341,13010,664,511,263,51984
2020-06-12 06:23:01,137,181,14570,13192,572,443,265,51984
2020-06-12 06:53:01,135,183,14736,13375,358,342,276,51984
2020-06-12 07:23:01,134,183,14865,13500,295,309,264,51984
2020-06-12 07:53:01,134,183,14966,13618,238,251,276,51984
2020-06-12 08:23:01,134,183,15144,13781,285,284,286,51984
2020-06-12 08:53:01,134,183,15347,13901,373,279,306,51984
2020-06-12 09:23:01,134,182,15579,14133,436,360,320,51984
2020-06-12 09:53:01,134,183,15848,14360,497,448,328,51984
2020-06-12 10:23:01,133,184,16105,14632,526,499,332,51984
2020-06-12 10:53:01,133,185,16413,14863,611,543,337,51984
2020-06-12 11:23:01,134,184,16716,15118,617,515,367,51984
2020-06-12 11:53:02,133,184,17248,15502,835,640,384,51984
2020-06-12 12:24:01,131,186,17720,15934,1005,815,377,51984
2020-06-12 12:54:01,131,186,18085,16271,817,730,352,51984
2020-06-12 13:24:02,131,186,18450,16537,730,604,339,51984
2020-06-12 13:55:01,131,186,18841,16853,745,573,333,51984
2020-06-12 14:25:01,131,186,19220,17218,771,681,301,51984
2020-06-12 14:55:01,131,186,19558,17585,718,734,282,51984
2020-06-12 15:25:01,131,186,19902,17872,681,654,291,51984
2020-06-12 15:55:01,131,186,20226,18280,668,698,293,51984
2020-06-12 16:25:01,131,186,20629,18683,771,831,287,51984
2020-06-12 16:55:02,130,186,21031,19083,808,794,286,51984
2020-06-12 17:26:01,129,187,21412,19374,783,691,274,51984
2020-06-12 17:56:01,129,187,21849,19723,818,641,279,51984
2020-06-12 18:26:01,129,187,22235,20079,813,699,276,51984
2020-06-12 18:56:01,129,187,22525,20322,676,597,256,51984
2020-06-12 19:26:01,129,187,22798,20572,536,461,265,51984
2020-06-12 19:56:01,129,187,23167,20860,641,539,274,51984
2020-06-12 20:26:01,129,187,23456,21115,594,494,272,51984
2020-06-12 20:56:01,127,189,23701,21363,502,465,260,51984
2020-06-12 21:26:01,127,189,23882,21530,426,415,250,51984
2020-06-12 21:56:01,127,189,24127,21722,419,352,230,51984
2020-06-12 22:26:01,127,189,24368,21894,486,364,223,51984
2020-06-12 22:56:01,126,190,24569,22070,444,347,222,51984
2020-06-12 23:26:01,126,190,24753,22229,385,335,196,51984
2020-06-12 23:56:01,126,190,24988,22389,418,315,205,51984
2020-06-13 00:26:01,126,190,25201,22558,448,329,208,51984
2020-06-13 00:56:01,126,190,25405,22731,414,345,192,51984
2020-06-13 01:26:01,126,190,25609,22893,408,335,187,51984
2020-06-13 01:56:01,126,190,25750,22995,346,268,201,51984
2020-06-13 02:26:02,124,191,25883,23099,247,189,213,51984
2020-06-13 02:57:01,124,191,26047,23205,297,211,205,51984
2020-06-13 03:27:01,124,190,26259,23361,394,276,203,51984
2020-06-13 03:57:01,124,191,26434,23476,397,275,200,51984
2020-06-13 04:27:01,124,190,26579,23576,310,214,202,51984
2020-06-13 04:57:01,124,191,26749,23702,316,227,213,51984
2020-06-13 05:27:01,124,191,26944,23874,365,298,232,51984
2020-06-13 05:57:01,124,191,27141,24072,392,371,247,51984
2020-06-13 06:27:01,124,191,27373,24244,426,335,269,51984
2020-06-13 06:57:01,124,191,27569,24435,430,363,282,51984
2020-06-13 07:27:01,124,191,27844,24653,470,406,318,51984
2020-06-13 07:57:01,124,191,28126,24850,557,416,325,51984
2020-06-13 08:27:01,124,191,28395,25063,549,409,331,51984
2020-06-13 08:57:01,124,191,28629,25293,493,438,358,51984
2020-06-13 09:27:01,124,191,28853,25552,452,467,370,51984
2020-06-13 09:57:01,124,191,29110,25819,490,535,383,51984
2020-06-13 10:27:01,124,191,29467,26100,613,542,400,51984
2020-06-13 10:57:01,124,192,29812,26421,701,602,396,51984
2020-06-13 11:27:01,124,199,30109,26763,581,595,384,51984
2020-06-13 11:57:01,124,201,30536,27102,746,706,373,51984
2020-06-13 12:27:01,124,201,30951,27418,842,655,351,51984
2020-06-13 12:57:01,124,201,31354,27727,728,557,336,51984
2020-06-13 13:27:01,123,202,31608,27937,657,519,322,51984
2020-06-13 13:57:01,123,203,31874,28133,524,408,325,51984
2020-06-13 14:27:02,122,204,32127,28323,512,378,305,51984
2020-06-13 14:58:01,122,207,32274,28481,337,316,312,51984
2020-06-13 15:28:01,121,208,32549,28695,431,381,319,51984
2020-06-13 15:58:01,120,209,32778,28866,477,363,298,51984
2020-06-13 16:28:01,119,209,32992,29060,398,339,272,51984
2020-06-13 16:58:01,119,209,33223,29196,444,332,250,51984
2020-06-13 17:28:01,119,209,33356,29303,312,212,234,51984
2020-06-13 17:58:01,119,209,33583,29405,310,170,236,51984
2020-06-13 18:28:01,118,211,33719,29542,297,208,233,51984
2020-06-13 18:58:02,118,211,33907,29657,292,224,230,51984
2020-06-13 19:29:02,118,211,34079,29880,272,310,230,51984
2020-06-13 20:00:01,118,211,34225,30058,281,353,223,51984
2020-06-13 20:30:01,117,212,34372,30228,295,352,234,51984
2020-06-13 21:00:01,117,212,34554,30363,330,309,224,51984
2020-06-13 21:30:01,117,211,34815,30556,442,332,231,51984
2020-06-13 22:00:02,116,212,35041,30715,550,398,232,51984
2020-06-13 22:30:02,116,212,35232,30813,417,258,225,51984
2020-06-13 23:01:01,117,212,35452,30927,411,215,201,51984
2020-06-13 23:31:01,117,212,35571,31011,311,214,186,51984
2020-06-14 00:01:02,117,212,35702,31126,251,204,200,51984
2020-06-14 00:32:01,117,212,35879,31260,308,248,196,51984
2020-06-14 01:02:01,117,212,36032,31358,330,234,199,51984
2020-06-14 01:32:01,117,212,36121,31440,213,165,208,51984
2020-06-14 02:02:01,117,212,36274,31582,241,224,224,51984
2020-06-14 02:32:01,117,212,36466,31745,353,314,229,51984
2020-06-14 03:02:01,117,212,36634,31901,361,320,241,51984
2020-06-14 03:32:01,117,212,36841,32050,375,305,256,51984
2020-06-14 04:02:01,117,212,37036,32177,402,276,271,51984
2020-06-14 04:32:01,117,212,37261,32316,420,266,257,51984
2020-06-14 05:02:01,117,212,37485,32434,462,264,271,51984
2020-06-14 05:32:01,117,212,37665,32571,383,238,278,51984
2020-06-14 06:02:01,117,212,37848,32722,364,288,285,51984
2020-06-14 06:32:01,117,212,38019,32877,353,312,289,51984
2020-06-14 07:02:01,117,212,38194,33027,383,339,290,51984
2020-06-14 07:32:02,117,212,38361,33184,338,293,320,51984
2020-06-14 08:03:02,117,212,38594,33361,400,336,351,51984
2020-06-14 08:34:01,117,212,38841,33536,482,352,355,51984
2020-06-14 09:04:01,117,212,39061,33704,450,324,372,51984
2020-06-14 09:34:01,117,212,39240,33857,399,323,369,51984
2020-06-14 10:04:02,117,212,39453,34053,395,350,382,51984
2020-06-14 10:35:01,117,212,39642,34225,404,369,413,51984
2020-06-14 11:05:02,117,212,39843,34449,380,392,415,51984
2020-06-14 11:36:01,117,212,40121,34651,482,429,394,51984
2020-06-14 12:06:01,117,212,40336,34863,492,414,378,51984
2020-06-14 12:36:01,117,212,40603,35139,482,487,346,51984
2020-06-14 13:06:01,117,212,40840,35348,488,482,341,51984
2020-06-14 13:36:01,117,212,41094,35562,492,419,348,51984
2020-06-14 14:06:01,117,211,41372,35778,533,431,334,51984
2020-06-14 14:36:01,117,212,41568,35970,475,408,330,51984
2020-06-14 15:06:01,117,212,41778,36181,411,403,300,51984
2020-06-14 15:36:01,117,212,41963,36358,393,389,298,51984
2020-06-14 16:06:01,117,212,42159,36544,382,366,305,51984
2020-06-14 16:36:01,117,212,42360,36747,399,389,281,51984
2020-06-14 17:06:01,116,213,42530,36859,347,269,275,51984
2020-06-14 17:36:01,115,213,42702,36985,312,216,262,51984
2020-06-14 18:06:01,115,214,42841,37153,319,309,251,51984
2020-06-14 18:36:01,115,214,42953,37277,250,292,230,51984
2020-06-14 19:06:01,115,214,43127,37465,346,409,248,51984
2020-06-14 19:36:01,115,214,43398,37692,445,416,247,51984
2020-06-14 20:06:01,114,215,43648,37813,514,314,242,51984
2020-06-14 20:36:01,112,216,43826,37960,367,270,223,51984
2020-06-14 21:06:01,112,216,43957,38051,313,239,221,51984
2020-06-14 21:36:01,112,216,44121,38143,295,185,211,51984
2020-06-14 22:06:01,112,216,44261,38234,302,181,197,51984
2020-06-14 22:36:01,112,216,44360,38331,231,187,206,51984
2020-06-14 23:06:01,112,215,44489,38438,226,203,188,51984
2020-06-14 23:36:01,112,215,44607,38551,248,220,206,51984
2020-06-15 00:06:01,112,215,44794,38684,307,248,209,51984
2020-06-15 00:36:01,112,216,44926,38810,270,233,210,51984
2020-06-15 01:06:01,111,216,45018,38896,225,215,197,51984
2020-06-15 01:36:02,109,217,45131,38982,206,174,190,51984
2020-06-15 02:07:01,109,217,45234,39059,219,164,183,51984
2020-06-15 02:37:01,109,217,45368,39176,245,199,169,51984
2020-06-15 03:07:01,109,217,45496,39284,266,225,178,51984
2020-06-15 03:37:01,108,217,45759,39392,379,210,190,51984
2020-06-15 04:07:01,108,218,45864,39516,359,221,198,51984
2020-06-15 04:37:01,107,218,46018,39616,259,223,213,51984
2020-06-15 05:07:01,107,218,46151,39730,288,218,215,51984
2020-06-15 05:37:01,107,218,46289,39890,274,275,214,51984
2020-06-15 06:07:02,107,218,46443,40013,303,295,228,51984
2020-06-15 06:38:01,107,218,46613,40198,334,317,224,51984
2020-06-15 07:08:01,107,218,46836,40387,373,349,226,51984
2020-06-15 07:38:01,107,218,47034,40566,397,361,223,51984
2020-06-15 08:08:01,107,219,47268,40744,418,342,248,51984
2020-06-15 08:38:01,106,219,47487,40917,451,354,248,51984
