Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2019-12-28 09:08:01,0,0,0,0,0,0,484,51984
2019-12-28 09:38:01,0,0,0,0,0,0,764,51984
2019-12-28 12:08:01,59,88,561660,529407,1048,1134,1131,51984
2019-12-28 12:38:01,58,108,562339,530165,1294,1403,1189,51984
2019-12-28 13:08:01,58,128,563097,530873,1364,1376,1167,51984
2019-12-28 13:38:01,61,146,563639,531389,1288,1228,1146,51984
2019-12-28 14:08:01,80,163,564336,532027,1222,1165,1187,51984
2019-12-28 14:38:01,78,163,565116,532611,1486,1232,1168,51984
2019-12-28 15:08:01,80,163,565874,533282,1567,1257,1097,51984
2019-12-28 15:38:01,81,164,566543,533920,1404,1286,1079,51984
2019-12-28 16:08:01,84,178,567385,534842,1475,1545,1068,51984
2019-12-28 16:38:02,82,178,568173,535581,1637,1678,1035,51984
2019-12-28 17:09:01,83,178,569007,536286,1507,1348,1010,51984
2019-12-28 17:39:01,100,179,569782,536911,1514,1229,952,51984
2019-12-28 18:09:01,101,177,570509,537348,1468,1041,943,51984
2019-12-28 18:39:02,101,179,571058,537790,1325,896,959,51984
2019-12-28 19:10:01,101,179,571613,538446,1068,1079,1000,51984
2019-12-28 19:40:01,100,197,572126,539061,1044,1216,963,51984
2019-12-28 20:10:01,98,197,572666,539589,1030,1131,983,51984
2019-12-28 20:40:01,97,196,573180,540089,1050,1017,951,51984
2019-12-28 21:10:01,95,196,573631,540550,947,958,945,51984
2019-12-28 21:40:01,94,197,573989,540853,809,769,993,51984
2019-12-28 22:10:01,93,201,574573,541272,983,748,967,51984
2019-12-28 22:40:03,94,204,575049,541735,1054,869,972,51984
2019-12-28 23:11:01,92,204,575405,542208,835,936,913,51984
2019-12-28 23:41:01,92,217,575700,542597,658,872,904,51984
2019-12-29 00:11:01,93,238,576082,543100,662,871,892,51984
2019-12-29 00:41:01,93,252,576476,543567,780,976,899,51984
2019-12-29 01:11:01,92,252,577067,544111,1005,1033,869,51984
2019-12-29 01:41:01,91,257,577510,544594,1035,1027,868,51984
2019-12-29 02:11:01,92,261,578048,545033,957,877,920,51984
2019-12-29 02:41:01,92,261,578577,545601,1064,1015,1018,51984
2019-12-29 03:11:01,92,261,579018,546253,898,1175,1080,51984
2019-12-29 03:41:01,90,262,579446,546807,869,1217,1080,51984
2019-12-29 04:11:01,92,258,579756,547432,740,1183,1179,51984
2019-12-29 04:41:01,94,259,580115,547995,677,1202,1258,51984
2019-12-29 05:11:02,95,259,580554,548633,798,1187,1234,51984
2019-12-29 07:12:01,95,237,582142,551403,864,1541,1220,51984
2019-12-29 07:42:01,93,235,582644,552109,991,1462,1153,51984
2019-12-29 08:12:01,91,235,583326,552904,1210,1525,1126,51984
2019-12-29 08:42:01,91,254,583834,553561,1191,1454,1105,51984
2019-12-29 09:12:01,93,270,584517,554214,1122,1174,1090,51984
2019-12-29 09:42:01,96,270,585038,554856,1206,1297,1123,51984
2019-12-29 10:12:01,98,269,585809,555681,1293,1469,1151,51984
2019-12-29 10:42:01,98,270,586640,556587,1605,1731,1189,51984
2019-12-29 11:12:01,99,269,587519,557426,1682,1689,1175,51984
2019-12-29 11:42:01,99,269,588282,558034,1598,1401,1153,51984
2019-12-29 12:12:01,99,269,589187,558745,1669,1322,1116,51984
2019-12-29 12:42:01,99,269,589794,559591,1516,1561,1138,51984
2019-12-29 13:12:01,98,271,590460,560431,1280,1692,1133,51984
2019-12-29 13:42:02,97,267,591256,561340,1457,1741,1100,51984
2019-12-29 14:13:01,99,267,592136,562256,1679,1828,1090,51984
2019-12-29 14:43:01,99,272,592864,563021,1609,1682,1048,51984
2019-12-29 15:13:01,98,274,593584,563578,1471,1338,1023,51984
2019-12-29 15:43:01,97,273,594104,564138,1237,1122,1018,51984
2019-12-29 16:13:02,95,272,594835,564772,1257,1149,1004,51984
2019-12-29 16:44:01,97,270,595522,565515,1354,1329,979,51984
2019-12-29 17:14:01,98,267,596344,566316,1485,1412,970,51984
2019-12-29 17:44:01,100,266,596986,566863,1495,1369,937,51984
2019-12-29 18:14:01,98,267,597707,567493,1414,1210,912,51984
2019-12-29 18:44:01,96,269,598335,567999,1351,1141,942,51984
2019-12-29 19:14:01,94,270,599044,568619,1341,1133,947,51984
2019-12-29 19:44:01,91,276,599589,569194,1206,1187,996,51984
2019-12-29 20:14:01,90,277,600191,569661,1118,993,973,51984
2019-12-29 20:44:01,89,282,600881,570236,1332,1031,946,51984
2019-12-29 21:14:01,89,283,601481,570900,1217,1209,918,51984
2019-12-29 21:44:01,89,294,601880,571399,921,1072,897,51984
2019-12-29 22:14:01,88,295,602434,571966,885,1006,837,51984
2019-12-29 22:44:01,84,295,603081,572635,1203,1238,870,51984
2019-12-29 23:14:01,83,297,603754,573337,1416,1435,857,51984
2019-12-29 23:44:01,79,301,604241,574032,1115,1386,856,51984
2019-12-30 00:14:01,75,300,604570,574582,817,1249,847,51984
2019-12-30 00:44:01,75,303,604956,575165,714,1125,833,51984
