Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2019-09-30 09:41:01,143,153,176,258,16,20,472,49729
2019-09-30 10:11:01,144,158,829,901,829,901,523,49729
2019-09-30 10:41:01,146,164,1354,1520,1221,1283,527,49729
2019-09-30 11:11:01,148,165,1911,2188,1082,1287,509,49729
2019-09-30 11:41:01,147,169,2565,2821,1211,1301,511,49729
2019-09-30 12:11:01,150,168,3187,3422,1276,1235,523,49729
2019-09-30 12:41:02,150,169,3909,4115,1446,1369,499,49729
2019-09-30 13:11:02,152,170,4433,4650,1246,1227,494,49729
2019-09-30 13:42:01,152,170,5013,5256,1107,1141,451,49729
2019-09-30 14:12:01,155,169,5460,5727,1027,1077,425,49729
2019-09-30 14:42:01,156,169,5801,6203,788,949,415,49729
2019-09-30 15:14:01,155,169,6097,6676,608,933,393,49729
2019-09-30 15:44:01,156,169,6420,7174,623,957,382,49729
2019-09-30 16:14:01,157,168,6724,7624,659,998,382,49729
2019-09-30 16:44:01,157,168,6943,7926,524,753,354,49729
2019-09-30 17:14:01,157,169,7200,8217,485,601,308,49729
2019-09-30 17:44:01,157,168,7471,8641,527,694,330,49729
2019-09-30 18:14:01,157,168,7725,9010,528,795,0,49729
2019-09-30 18:44:01,157,168,7963,9292,500,666,282,49729
2019-09-30 19:14:01,157,169,8208,9619,479,602,271,49729
2019-09-30 19:44:01,157,169,8512,9921,549,629,271,49729
2019-09-30 20:14:01,156,168,8775,10326,567,707,268,49729
2019-09-30 20:44:01,156,168,8991,10670,490,766,245,49729
2019-09-30 21:14:02,156,168,9157,10954,398,666,228,49729
2019-09-30 21:45:01,155,169,9363,11232,372,562,232,49729
2019-09-30 22:15:01,155,170,9524,11494,363,521,207,49729
2019-09-30 22:45:01,155,170,9704,11783,341,552,187,49729
2019-09-30 23:15:01,154,171,9931,11992,406,498,176,49729
2019-09-30 23:45:01,154,171,10076,12228,327,443,183,49729
2019-10-01 00:15:01,153,171,10257,12465,326,473,171,49729
2019-10-01 00:45:01,150,172,10320,12628,262,426,159,49729
2019-10-01 01:15:02,148,174,10378,12755,117,269,163,49729
2019-10-01 01:46:01,147,175,10443,12881,127,243,160,49729
2019-10-01 02:16:01,147,175,10508,13004,132,251,162,49729
2019-10-01 02:46:01,147,175,10581,13203,139,336,169,49729
2019-10-01 03:16:01,147,177,10703,13365,190,329,169,49729
2019-10-01 03:46:01,147,177,10821,13554,241,350,172,49729
2019-10-01 04:16:01,145,178,10976,13652,268,282,181,49729
2019-10-01 04:46:01,143,179,11083,13765,264,216,194,49729
2019-10-01 05:16:01,143,179,11244,13975,270,325,198,49729
2019-10-01 05:46:01,143,179,11407,14190,328,423,211,49729
2019-10-01 06:16:01,142,181,11618,14449,371,476,224,49729
2019-10-01 06:46:01,142,181,11895,14720,493,536,247,49729
2019-10-01 07:16:01,142,181,12186,15022,514,509,263,49729
2019-10-01 07:46:01,142,180,12546,15239,658,506,279,49729
2019-10-01 08:16:01,143,180,12910,15557,791,583,292,49729
2019-10-01 08:46:01,145,182,13254,15827,652,551,286,49729
2019-10-01 09:16:01,145,183,13592,16171,684,614,309,49729
2019-10-01 09:46:01,145,186,13832,16564,588,749,318,49729
2019-10-01 10:16:01,146,185,14055,16788,463,617,333,49729
2019-10-01 10:46:01,146,186,14351,17046,514,480,344,49729
2019-10-01 11:16:01,147,185,14673,17341,582,518,358,49729
2019-10-01 11:46:01,148,184,14982,17629,652,602,372,49729
2019-10-01 12:16:01,148,184,15260,17940,588,601,376,49729
2019-10-01 12:46:01,148,183,15493,18185,523,564,323,49729
2019-10-01 13:16:01,148,183,15695,18343,353,306,340,49729
2019-10-01 13:46:01,148,183,16053,18652,562,470,347,49729
2019-10-01 14:16:01,148,183,16472,19036,716,635,346,49729
2019-10-01 14:46:02,148,182,17040,19607,903,884,308,49729
2019-10-01 15:17:01,147,183,17486,19997,910,876,299,49729
2019-10-01 15:47:01,147,183,17787,20391,747,786,298,49729
2019-10-01 16:17:01,147,184,18174,20815,684,827,296,49729
2019-10-01 16:47:01,147,184,18448,21105,660,725,297,49729
2019-10-01 17:17:01,147,184,18759,21494,595,686,296,49729
2019-10-01 17:47:01,147,184,19045,21830,608,739,290,49729
2019-10-01 18:17:01,146,186,19308,22131,562,646,289,49729
2019-10-01 18:47:01,146,186,19560,22505,526,696,280,49729
2019-10-01 19:17:01,146,186,19788,22754,495,642,273,49729
2019-10-01 19:47:01,145,186,19957,22991,405,498,257,49729
2019-10-01 20:17:01,145,187,20111,23214,327,467,231,49729
2019-10-01 20:47:01,145,187,20321,23480,368,494,234,49729
2019-10-01 21:17:01,145,187,20583,23749,472,535,223,49729
2019-10-01 21:47:01,145,187,20803,24003,482,525,221,49729
2019-10-01 22:17:01,145,187,20955,24231,371,484,216,49729
2019-10-01 22:47:02,144,188,21147,24501,375,542,203,49729
2019-10-01 23:18:01,144,188,21368,24780,409,555,183,49729
2019-10-01 23:48:01,144,188,21563,25007,416,508,176,49729
2019-10-02 00:18:01,144,188,21821,25285,461,515,179,49729
2019-10-02 00:48:01,144,188,22031,25564,478,568,161,49729
2019-10-02 01:18:01,143,188,22236,25829,460,603,163,49729
2019-10-02 01:48:01,143,188,22394,26084,359,538,155,49729
2019-10-02 02:18:01,143,188,22537,26321,301,492,165,49729
2019-10-02 02:48:01,143,188,22738,26538,351,462,163,49729
2019-10-02 03:18:01,143,188,22943,26716,406,395,182,49729
2019-10-02 03:48:01,143,188,23114,26950,388,428,181,49729
2019-10-02 04:18:01,143,188,23332,27135,395,425,185,49729
2019-10-02 04:48:01,143,188,23493,27337,379,387,195,49729
2019-10-02 05:18:01,143,188,23693,27624,398,528,196,49729
2019-10-02 05:48:01,143,187,23915,27903,433,575,202,49729
2019-10-02 06:18:01,144,187,24108,28115,416,490,201,49729
2019-10-02 06:48:01,143,188,24142,28190,194,239,215,49729
2019-10-02 07:18:01,143,188,24249,28327,156,236,247,49729
2019-10-02 07:48:01,143,188,24441,28564,309,389,256,49729
2019-10-02 08:18:01,143,188,24662,28875,392,536,275,49729
2019-10-02 08:48:01,143,189,24889,29093,450,534,278,49729
2019-10-02 09:18:01,143,189,25048,29194,421,348,306,49729
2019-10-02 09:48:01,143,188,25149,29314,260,223,336,49729
2019-10-02 10:18:01,143,188,25262,29440,215,246,351,49729
2019-10-02 10:48:01,143,189,25368,29533,221,221,375,49729
2019-10-02 11:18:01,143,189,25495,29653,236,225,383,49729
2019-10-02 11:48:01,143,189,25586,29761,216,239,393,49729
2019-10-02 12:18:01,142,188,25811,30030,321,386,391,49729
2019-10-02 12:48:01,142,190,26092,30465,508,705,357,49729
2019-10-02 13:18:01,141,190,26356,30847,553,819,345,49729
2019-10-02 13:48:01,141,189,26783,31327,723,896,342,49729
2019-10-02 14:18:02,140,191,27081,31670,697,762,328,49729
2019-10-02 14:49:01,140,191,27371,32017,590,693,320,49729
2019-10-02 15:19:01,140,191,27601,32286,546,646,313,49729
2019-10-02 15:49:01,141,191,27872,32519,504,503,296,49729
2019-10-02 16:19:01,141,191,28121,32757,526,470,299,49729
2019-10-02 16:49:01,141,191,28290,32959,376,396,294,49729
2019-10-02 17:19:01,141,191,28515,33160,383,358,289,49729
2019-10-02 17:49:01,141,188,28753,33341,471,388,295,49729
2019-10-02 18:19:01,142,189,28911,33505,334,299,284,49729
2019-10-02 18:49:01,141,190,29038,33696,287,355,267,49729
2019-10-02 19:19:01,142,190,29202,33902,307,414,275,49729
2019-10-02 19:49:01,142,189,29459,34282,403,572,298,49729
2019-10-02 20:19:01,143,189,29681,34507,429,495,271,49729
2019-10-02 20:49:01,143,189,29803,34724,344,447,233,49729
2019-10-02 21:19:01,143,189,29968,34929,288,425,218,49729
2019-10-02 21:49:01,142,189,30214,35094,442,377,209,49729
2019-10-02 22:19:01,142,190,30391,35226,423,296,190,49729
2019-10-02 22:49:01,142,190,30541,35368,329,288,170,49729
2019-10-02 23:19:01,142,190,30660,35506,270,285,164,49729
2019-10-02 23:49:01,142,190,30766,35714,219,335,168,49729
2019-10-03 00:19:01,142,190,30884,35888,223,382,157,49729
2019-10-03 00:49:01,142,190,31062,36083,295,370,160,49729
2019-10-03 01:19:01,142,190,31255,36319,371,431,171,49729
2019-10-03 01:49:01,142,190,31417,36554,314,423,162,49729
2019-10-03 02:19:01,142,190,31577,36680,280,293,170,49729
2019-10-03 02:49:01,142,190,31751,36860,347,317,170,49729
2019-10-03 03:19:01,142,190,31933,36978,355,298,177,49729
2019-10-03 03:49:01,142,190,32103,37066,352,206,194,49729
2019-10-03 04:19:01,142,190,32270,37201,311,213,195,49729
2019-10-03 04:49:01,142,190,32438,37416,347,351,194,49729
2019-10-03 05:19:01,142,190,32626,37589,356,392,212,49729
2019-10-03 05:49:01,142,190,32838,37797,401,381,220,49729
2019-10-03 06:19:01,141,190,33026,37990,402,406,238,49729
2019-10-03 06:49:01,141,190,33269,38225,379,377,238,49729
2019-10-03 07:19:01,140,191,33356,38361,275,323,254,49729
2019-10-03 07:49:01,140,192,33452,38512,199,312,263,49729
2019-10-03 08:19:01,140,192,33604,38629,248,267,270,49729
2019-10-03 08:49:01,140,192,33817,38855,369,345,280,49729
2019-10-03 09:19:01,140,192,34055,39070,482,472,289,49729
2019-10-03 09:49:02,140,192,34299,39375,413,466,306,49729
2019-10-03 10:19:02,140,192,34558,39666,430,530,311,49729
2019-10-03 10:50:01,140,192,34923,39894,539,416,343,49729
2019-10-03 11:20:01,140,192,35125,40088,458,351,353,49729
2019-10-03 11:50:01,140,192,35381,40333,458,438,385,49729
2019-10-03 12:20:02,140,192,35668,40646,544,585,382,49729
2019-10-03 12:51:01,140,192,35936,40917,555,589,370,49729
2019-10-03 13:21:01,140,192,36223,41153,556,511,357,49729
2019-10-03 13:51:01,140,192,36522,41507,593,594,340,49729
2019-10-03 14:21:01,140,192,36794,41821,577,668,326,49729
2019-10-03 14:51:01,140,192,37163,42070,651,578,312,49729
2019-10-03 15:21:01,140,192,37419,42345,627,523,296,49729
2019-10-03 15:51:01,140,191,37724,42627,560,563,300,49729
2019-10-03 16:21:02,140,191,38028,42920,601,574,283,49729
2019-10-03 16:52:01,140,192,38280,43213,563,591,262,49729
2019-10-03 17:22:01,140,192,38616,43473,587,555,271,49729
2019-10-03 17:52:01,140,192,38887,43690,608,476,263,49729
2019-10-03 18:22:02,140,192,39117,43956,505,483,264,49729
2019-10-03 18:53:01,140,192,39273,44196,387,506,286,49729
2019-10-03 19:23:01,140,192,39519,44471,402,515,283,49729
2019-10-03 19:53:01,140,192,39759,44781,488,586,280,49729
2019-10-03 20:23:01,140,192,39981,45036,488,600,267,49729
2019-10-03 20:53:01,140,192,40236,45320,479,540,254,49729
2019-10-03 21:23:01,140,192,40470,45674,490,639,243,49729
2019-10-03 21:53:01,140,192,40668,45970,436,651,217,49729
2019-10-03 22:23:01,140,192,40848,46211,372,548,199,49729
2019-10-03 22:53:01,140,192,40999,46462,331,498,205,49729
2019-10-03 23:23:02,139,193,41150,46665,294,451,190,49729
2019-10-03 23:54:01,139,193,41282,46794,295,342,181,49729
2019-10-04 00:24:01,138,194,41434,46954,284,294,169,49729
2019-10-04 00:54:01,138,194,41540,47109,265,322,157,49729
