Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2020-08-12 09:37:01,122,156,122,117,0,0,1233,69696
2020-08-12 10:07:01,188,200,1544,1564,1812,1831,1373,69696
2020-08-12 10:37:01,194,202,2851,2994,2729,2877,1339,69696
2020-08-12 11:07:01,195,203,4581,4691,3000,3116,1451,69696
2020-08-12 11:37:01,196,202,6597,6491,3694,3457,1289,69696
2020-08-12 12:07:01,197,201,8585,8281,3920,3513,1506,69696
2020-08-12 12:37:01,198,200,10431,10077,3778,3564,1525,69696
2020-08-12 13:07:01,197,200,12201,11908,3643,3638,1513,69696
2020-08-12 13:37:01,197,199,13903,13629,3476,3555,1513,69696
2020-08-12 14:07:01,197,199,15597,15278,3396,3370,1511,69696
2020-08-12 14:37:02,196,200,17203,16793,3304,3168,1408,69696
2020-08-12 15:08:01,196,200,18528,18225,2998,3022,1350,69696
2020-08-12 15:38:01,196,200,19853,19745,2677,2994,1368,69696
2020-08-12 16:08:01,196,200,21330,21164,2824,2973,1390,69696
2020-08-12 16:38:01,196,200,22932,22957,3128,3277,1379,69696
2020-08-12 17:08:01,196,200,24349,24514,3057,3396,1376,69696
2020-08-12 17:38:01,196,200,25921,26335,2988,3379,1409,69696
2020-08-12 18:08:01,197,199,27349,27688,2943,3117,1446,69696
2020-08-12 18:38:01,197,198,28864,29343,2976,3030,1429,69696
2020-08-12 19:08:01,197,198,30270,30877,2926,3187,1373,69696
2020-08-12 19:38:01,197,199,31610,32338,2745,2995,1379,69696
2020-08-12 20:08:01,197,198,33073,33892,2755,2955,1380,69696
2020-08-12 20:38:01,197,198,34662,35485,3052,3147,1367,69696
2020-08-12 21:08:01,196,198,36236,37026,3147,3136,1292,69696
2020-08-12 21:38:01,197,198,37911,38628,3247,3144,1251,69696
2020-08-12 22:08:01,196,199,39437,40097,3208,3078,1192,69696
2020-08-12 22:38:01,195,199,40726,41287,2757,2629,1091,69696
2020-08-12 23:08:01,195,199,41945,42479,2465,2342,1023,69696
2020-08-12 23:38:01,194,201,43178,43620,2412,2325,977,69696
2020-08-13 00:08:01,194,201,44339,44673,2383,2175,949,69696
2020-08-13 00:38:02,193,202,45355,45696,2152,2047,925,69696
2020-08-13 01:08:02,192,202,46185,46566,1849,1897,901,69696
2020-08-13 01:39:01,191,202,47295,47518,1968,1851,890,69696
2020-08-13 02:09:01,191,202,48221,48495,1987,1871,929,69696
2020-08-13 02:39:01,191,202,49361,49582,2072,2070,921,69696
2020-08-13 03:09:01,191,201,50363,50695,2142,2200,949,69696
2020-08-13 03:39:01,192,201,51379,51851,2004,2236,985,69696
2020-08-13 04:09:01,193,200,52472,52959,2128,2265,1025,69696
2020-08-13 04:39:01,193,200,53463,54118,2138,2360,1090,69696
2020-08-13 05:09:01,194,198,54303,55160,1826,2186,1123,69696
2020-08-13 05:39:01,196,195,55299,56156,1808,1982,1198,69696
2020-08-13 06:09:01,195,196,56273,57079,1994,1940,1228,69696
2020-08-13 06:39:01,194,197,57384,58104,2086,1949,1319,69696
2020-08-13 07:09:01,195,196,58372,59269,2003,2122,1408,69696
2020-08-13 07:39:01,195,193,59576,60563,2165,2423,1472,69696
2020-08-13 08:09:01,195,195,60864,61824,2492,2555,1513,69696
2020-08-13 08:39:01,195,194,62717,63390,3165,2832,1627,69696
2020-08-13 09:09:01,196,194,64155,64795,3289,2961,1630,69696
2020-08-13 09:39:01,195,194,65683,66410,2845,2891,1736,69696
2020-08-13 10:09:01,196,194,67205,67872,3108,3117,1793,69696
2020-08-13 10:39:01,196,194,68749,69479,3062,3065,1837,69696
