Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2019-07-05 07:46:01,0,0,0,0,0,0,477,25600
2019-07-05 08:16:01,98,104,143,197,28,46,925,25600
2019-07-05 08:46:01,107,114,808,841,808,841,1066,25600
2019-07-05 09:16:01,109,121,1812,1738,1669,1541,1147,25600
2019-07-05 09:46:01,111,121,2813,2606,2005,1766,1092,25600
2019-07-05 10:16:01,112,132,3811,3440,1999,1701,1105,25600
2019-07-05 10:46:01,114,131,4916,4474,2105,1870,1084,25600
2019-07-05 11:16:01,119,130,6079,5570,2268,2130,1086,25600
2019-07-05 11:46:01,120,130,7264,6631,2347,2156,1076,25600
2019-07-05 12:16:01,119,130,8316,7872,2239,2303,1056,25600
2019-07-05 12:46:01,119,131,9514,9016,2250,2386,1070,25600
2019-07-05 13:16:01,119,130,10755,10132,2439,2261,1098,25600
2019-07-05 13:46:01,118,129,11917,11308,2403,2292,1119,25600
2019-07-05 14:16:01,120,129,13427,12634,2672,2502,1089,25600
2019-07-05 14:46:01,121,129,14575,13727,2658,2419,1019,25600
2019-07-05 15:16:01,122,128,15638,14808,2216,2180,947,25600
2019-07-05 15:46:01,122,127,16436,15698,1861,1972,888,25600
2019-07-05 16:16:01,123,127,17326,16730,1688,1922,865,25600
2019-07-05 16:46:01,124,127,18223,17701,1787,2003,829,25600
2019-07-05 17:16:01,123,127,19054,18826,1728,2098,792,25600
2019-07-05 17:46:01,124,127,19793,19883,1571,2182,738,25600
2019-07-05 18:16:02,123,122,20569,20942,1533,2127,740,25600
2019-07-05 18:47:01,123,123,21092,21587,1271,1673,732,25600
2019-07-05 19:17:01,124,123,21616,22288,1047,1345,720,25600
2019-07-05 19:47:01,124,122,22149,22833,1063,1245,681,25600
2019-07-05 20:17:01,128,121,22789,23488,1178,1200,674,25600
2019-07-05 20:47:01,129,121,23538,24137,1422,1336,679,25600
2019-07-05 21:17:01,130,120,24379,24843,1593,1358,630,25600
2019-07-05 21:47:01,130,117,24961,25374,1374,1179,572,25600
2019-07-05 22:17:02,130,119,25426,25867,1051,1027,540,25600
2019-07-05 22:48:01,130,120,26039,26411,1087,1053,532,25600
2019-07-05 23:18:01,152,121,26506,26980,1081,1116,529,25600
2019-07-05 23:48:01,182,121,27220,27586,1198,1183,490,25600
2019-07-06 00:18:01,200,121,27684,27942,1163,954,469,25600
2019-07-06 00:48:01,215,121,28119,28435,880,865,460,25600
2019-07-06 01:18:02,222,121,28626,28894,949,960,478,25600
2019-07-06 01:48:02,221,122,29060,29272,967,842,468,25600
2019-07-06 02:19:01,222,121,29401,29602,784,701,465,25600
2019-07-06 02:49:01,223,123,29674,29943,616,711,465,25600
2019-07-06 03:19:01,232,123,30108,30347,718,755,490,25600
2019-07-06 03:49:01,233,122,30478,30679,788,745,493,25600
2019-07-06 04:19:01,238,127,30814,30971,700,619,529,25600
2019-07-06 04:49:01,242,147,31236,31344,733,664,548,25600
2019-07-06 05:19:02,244,162,31684,31857,879,888,580,25600
2019-07-06 05:50:01,242,173,32271,32437,993,1060,602,25600
2019-07-06 06:20:01,253,184,32804,33085,1099,1210,644,25600
2019-07-06 06:50:01,263,194,33512,33817,1255,1389,665,25600
2019-07-06 07:20:01,273,198,34239,34787,1408,1690,729,25600
2019-07-06 07:50:01,281,201,34920,35619,1433,1830,740,25600
2019-07-06 08:20:01,283,201,35816,36441,1603,1688,774,25600
2019-07-06 08:50:02,279,209,36585,37231,1639,1594,782,25600
2019-07-06 09:21:01,285,209,37367,38073,1538,1591,837,25600
2019-07-06 09:51:01,286,211,38267,38985,1664,1718,842,25600
2019-07-06 10:21:01,287,211,39144,39958,1776,1879,890,25600
2019-07-06 10:51:01,286,216,40000,40965,1684,1953,912,25600
2019-07-06 11:21:01,286,216,40801,41774,1724,1886,909,25600
2019-07-06 11:51:01,288,219,41807,42865,1833,1946,900,25600
2019-07-06 12:21:01,287,219,42734,43946,1791,2085,903,25600
2019-07-06 12:51:01,287,219,43607,44965,1848,2191,886,25600
2019-07-06 13:21:02,287,219,44524,45985,1863,2126,926,25600
2019-07-06 13:52:01,288,220,45605,47081,2011,2143,924,25600
2019-07-06 14:22:01,292,220,46632,48099,2107,2122,944,25600
2019-07-06 14:52:01,294,218,47647,49186,1948,2016,894,25600
2019-07-06 15:22:02,301,219,48755,50402,2055,2277,862,25600
2019-07-06 15:53:01,304,218,49543,51337,1916,2191,774,25600
2019-07-06 16:23:01,307,216,50344,52086,1614,1642,671,25600
2019-07-06 16:53:01,310,213,50892,52691,1285,1290,671,25600
2019-07-06 17:23:01,314,213,51627,53426,1318,1371,669,25600
2019-07-06 17:53:01,316,211,52295,54088,1372,1415,652,25600
2019-07-06 18:23:01,319,211,52870,54817,1151,1331,624,25600
2019-07-06 18:53:01,319,210,53419,55433,1132,1355,651,25600
2019-07-06 19:23:01,321,208,54009,55993,1173,1217,664,25600
2019-07-06 19:53:01,321,207,54543,56566,1111,1117,614,25600
2019-07-06 20:23:01,321,208,55052,57169,1072,1204,587,25600
2019-07-06 20:53:01,323,208,55623,57741,1110,1200,550,25600
2019-07-06 21:23:01,323,208,56156,58275,1129,1134,556,25600
2019-07-06 21:53:01,323,208,56747,58906,1130,1194,526,25600
2019-07-06 22:23:01,325,206,57220,59394,1045,1102,513,25600
2019-07-06 22:53:01,325,205,57779,59915,1013,1000,486,25600
2019-07-06 23:23:01,327,205,58265,60408,1014,992,456,25600
2019-07-06 23:53:01,327,205,58717,60876,929,890,457,25600
2019-07-07 00:23:01,329,205,59005,61302,724,880,461,25600
2019-07-07 00:53:01,329,205,59375,61710,721,887,466,25600
2019-07-07 01:23:01,329,200,59759,62183,735,867,437,25600
2019-07-07 01:53:01,333,201,59974,62453,611,758,418,25600
2019-07-07 02:23:01,334,201,60260,62824,509,654,430,25600
2019-07-07 02:53:01,335,201,60614,63136,632,643,461,25600
2019-07-07 03:23:01,333,202,60915,63413,675,610,470,25600
2019-07-07 03:53:01,333,200,61200,63750,598,648,498,25600
2019-07-07 04:23:01,334,200,61564,64153,638,744,488,25600
2019-07-07 04:53:01,334,198,61951,64648,738,895,518,25600
2019-07-07 05:23:01,334,198,62368,65131,815,986,538,25600
2019-07-07 05:53:01,334,199,62802,65657,830,979,544,25600
2019-07-07 06:23:01,335,199,63196,66106,857,999,577,25600
2019-07-07 06:53:01,336,200,63654,66642,879,1032,616,25600
2019-07-07 07:23:01,336,200,64277,67287,1037,1124,643,25600
2019-07-07 07:53:01,339,198,64842,67952,1163,1244,659,25600
2019-07-07 08:23:01,341,198,65369,68594,1115,1348,699,25600
2019-07-07 08:53:01,339,196,66013,69302,1153,1314,731,25600
2019-07-07 09:23:01,337,196,66627,69963,1214,1340,750,25600
2019-07-07 09:53:01,339,197,67169,70546,1207,1298,768,25600
2019-07-07 10:23:02,338,197,67759,71172,1154,1187,765,25600
2019-07-07 10:54:01,337,197,68441,71803,1234,1208,815,25600
2019-07-07 11:24:01,338,196,69192,72581,1476,1459,863,25600
2019-07-07 11:54:01,340,198,70093,73593,1628,1791,908,25600
2019-07-07 12:24:01,342,198,70882,74444,1684,1866,925,25600
2019-07-07 12:54:01,339,199,71732,75317,1657,1783,916,25600
2019-07-07 13:24:01,340,196,72644,76509,1656,1985,902,25600
2019-07-07 13:54:01,343,192,73367,77516,1668,2286,858,25600
2019-07-07 14:24:01,343,193,74234,78625,1653,2191,786,25600
2019-07-07 14:54:01,344,190,74965,79591,1531,1992,770,25600
2019-07-07 15:24:01,344,190,75613,80489,1409,1903,732,25600
2019-07-07 15:54:01,346,187,76297,81307,1336,1729,726,25600
2019-07-07 16:24:01,345,185,76971,82183,1324,1680,699,25600
2019-07-07 16:54:01,348,182,77573,82864,1305,1614,687,25600
2019-07-07 17:24:01,349,180,78241,83867,1353,1771,657,25600
2019-07-07 17:54:01,352,178,78924,84670,1301,1784,636,25600
2019-07-07 18:24:01,352,177,79747,85585,1470,1652,620,25600
2019-07-07 18:54:01,354,178,80369,86276,1516,1696,590,25600
