Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,SquaredWinMargin
2020-03-14 18:01:01,0,0,0,0,0,0,289,58081
2020-03-14 20:01:01,68,84,153591,137460,393,401,336,58081
2020-03-14 20:31:01,69,85,153810,137670,447,410,340,58081
2020-03-14 21:01:01,84,105,154038,137861,432,366,326,58081
2020-03-14 21:31:01,102,125,154224,138053,385,376,339,58081
2020-03-14 22:01:01,100,124,154490,138300,458,450,354,58081
2020-03-14 22:31:01,99,124,154770,138546,534,489,335,58081
2020-03-14 23:01:01,100,124,155044,138757,507,410,325,58081
2020-03-14 23:31:01,100,124,155327,138942,560,398,308,58081
2020-03-15 00:01:01,100,124,155599,139114,535,346,310,58081
2020-03-15 00:31:01,110,141,155851,139341,539,411,296,58081
2020-03-15 01:01:01,111,141,156096,139548,502,441,309,58081
2020-03-15 01:31:01,110,142,156298,139767,425,402,293,58081
2020-03-15 02:01:01,110,142,156537,139992,443,449,312,58081
2020-03-15 02:31:01,107,142,156731,140243,413,447,300,58081
2020-03-15 03:01:01,107,143,156879,140420,345,428,305,58081
2020-03-15 03:31:01,105,144,157004,140602,245,314,307,58081
2020-03-15 04:01:01,105,146,157149,140777,230,318,332,58081
2020-03-15 04:31:01,103,169,157348,140981,344,378,351,58081
2020-03-15 05:01:01,101,170,157502,141181,311,370,369,58081
2020-03-15 05:31:01,98,173,157663,141378,322,402,374,58081
2020-03-15 06:01:01,96,183,157772,141536,270,359,387,58081
2020-03-15 06:31:01,95,181,157871,141655,193,245,411,58081
2020-03-15 07:01:01,95,185,158002,141756,230,223,428,58081
2020-03-15 07:31:01,95,182,158158,141886,310,246,435,58081
2020-03-15 08:01:01,95,183,158325,141946,330,158,423,58081
2020-03-15 08:31:01,95,182,158496,142033,338,147,431,58081
2020-03-15 09:01:01,96,184,158739,142153,387,195,449,58081
2020-03-15 09:31:01,92,183,158953,142298,477,275,451,58081
2020-03-15 10:01:01,93,183,159194,142513,474,383,469,58081
2020-03-15 10:31:01,93,183,159404,142677,451,379,463,58081
2020-03-15 11:01:01,93,203,159619,142925,408,403,479,58081
2020-03-15 11:31:01,94,203,159929,143148,530,461,480,58081
2020-03-15 12:01:02,91,205,160259,143424,623,500,483,58081
2020-03-15 12:32:01,92,206,160483,143684,550,532,486,58081
2020-03-15 13:02:01,89,207,160747,143942,494,524,504,58081
2020-03-15 13:32:01,89,206,161082,144208,596,516,515,58081
2020-03-15 14:02:02,88,201,161442,144595,710,664,528,58081
2020-03-15 14:33:01,88,203,161944,145056,840,828,483,58081
2020-03-15 15:03:01,86,207,162347,145436,773,762,472,58081
2020-03-15 15:33:01,87,208,162734,145755,807,716,449,58081
2020-03-15 16:03:01,87,210,163151,146042,809,607,424,58081
2020-03-15 16:33:01,83,213,163467,146332,725,575,400,58081
2020-03-15 17:03:01,83,211,163843,146623,685,577,382,58081
2020-03-15 17:33:01,80,210,164234,146872,773,550,356,58081
2020-03-15 18:03:02,83,213,164548,147109,672,469,314,58081
2020-03-15 18:34:01,81,212,164801,147351,537,451,310,58081
