Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WinMargin
2021-03-10 20:37:01,450,490,175,192,949372,973664,1749,1616,1075,287079,277244,-230
2021-03-10 22:08:01,501,542,190,202,1057454,1105611,2023,1872,1182,287839,278066,-230
2021-03-10 22:38:01,514,529,188,202,1058385,1106434,1904,1740,1166,288096,278331,-230
2021-03-10 23:08:01,481,512,188,202,1059221,1107162,1771,1553,1131,288336,278587,-230
2021-03-10 23:38:01,451,499,188,203,1060012,1107829,1646,1409,1077,288562,278836,-230
2021-03-11 00:08:01,462,487,190,203,1060688,1108458,1466,1298,1083,288793,279080,-230
2021-03-11 00:38:01,455,464,190,201,1061370,1109111,1361,1285,1076,289020,279312,-230
2021-03-11 01:08:01,458,472,189,201,1062110,1109906,1354,1388,1078,289249,279548,-230
2021-03-11 01:38:01,476,478,189,201,1062876,1110598,1450,1445,1094,289487,279787,-230
2021-03-11 02:08:01,466,501,189,201,1063698,1111342,1635,1470,1140,289720,280037,-230
2021-03-11 02:38:01,473,522,185,201,1064598,1112075,1742,1493,1153,289957,280298,-230
2021-03-11 03:08:02,467,542,183,205,1065529,1112920,1770,1543,1173,290190,280569,-230
2021-03-11 03:39:01,481,543,182,205,1066351,1113648,1667,1496,1187,290439,280850,-230
2021-03-11 04:09:01,516,551,181,208,1067121,1114485,1517,1513,1220,290697,281125,-230
2021-03-11 04:39:01,544,587,185,207,1068026,1115375,1628,1702,1300,290969,281419,-230
2021-03-11 05:09:01,541,597,187,208,1069098,1116351,1978,1866,1316,291239,281717,-230
2021-03-11 05:39:01,576,600,184,213,1070131,1117283,2108,1921,1343,291527,282017,-230
2021-03-11 06:09:01,612,652,187,212,1071373,1118246,2238,1856,1459,291833,282343,-230
2021-03-11 06:39:01,624,709,188,213,1072404,1119191,2221,1900,1485,292145,282698,-230
2021-03-11 07:09:01,673,694,185,212,1073533,1120190,2188,1981,1552,292482,283045,-230
2021-03-11 07:39:01,684,699,186,212,1074550,1121069,2246,1965,1611,292824,283394,-230
2021-03-11 08:09:01,728,738,186,211,1075761,1122072,2242,1895,1657,293188,283763,-230
2021-03-11 08:39:01,769,764,183,211,1076836,1123176,2272,2098,1781,293572,284145,-230
2021-03-11 09:09:01,777,810,184,212,1078164,1124562,2470,2577,1876,293961,284550,-230
2021-03-11 09:39:01,818,845,185,210,1079353,1125726,2493,2481,1947,294370,284973,-230
2021-03-11 10:09:01,845,853,182,210,1080715,1127041,2568,2494,1991,294792,285399,-230
2021-03-11 10:39:01,849,868,180,215,1082001,1128244,2677,2559,1983,295217,285833,-230
2021-03-11 11:09:01,855,890,179,216,1083306,1129458,2591,2416,2033,295644,286278,-230
2021-03-11 11:39:01,819,863,177,215,1084507,1130535,2445,2277,0,296054,286710,-230
2021-03-11 12:09:01,900,928,176,218,1085655,1131719,2239,2205,2092,296504,287174,-230
2021-03-11 12:39:01,955,986,176,218,1087170,1133209,2726,2738,2216,296981,287667,-230
2021-03-11 13:09:01,967,984,175,219,1089014,1134962,3358,3246,2248,297465,288159,-230
2021-03-11 13:39:02,836,873,174,217,1090610,1136458,3698,3500,2207,297883,288596,-230
2021-03-11 14:10:01,853,889,174,219,1092164,1138003,3579,3411,2085,298324,289055,-230
2021-03-11 14:40:01,868,857,177,219,1093569,1139435,3351,3344,2001,298758,289483,-230
2021-03-11 15:10:01,798,813,176,219,1094870,1140854,3220,3279,1877,299157,289890,-230
2021-03-11 15:40:01,786,816,176,215,1096404,1142194,3828,3398,1841,299550,290298,-230
2021-03-11 16:10:01,714,794,175,215,1097682,1143314,3398,2808,1747,299907,290695,-230
2021-03-11 16:40:01,711,765,175,215,1098710,1144377,3047,2693,1671,300262,291077,-230
2021-03-11 17:10:02,719,761,176,215,1099892,1145499,3045,2709,1684,300622,291458,-230
2021-03-11 17:41:01,663,720,174,216,1101043,1146503,2377,2155,1642,300964,291830,-230
2021-03-11 18:11:01,636,675,174,215,1102182,1147574,2289,2119,1572,301282,292167,-230
2021-03-11 18:41:01,671,684,175,215,1103236,1148529,2184,2034,1551,301618,292509,-230
2021-03-11 19:11:01,655,707,174,216,1104375,1149455,2178,1870,1515,301945,292863,-230
2021-03-11 19:41:01,605,694,172,218,1105531,1150432,2335,1918,1463,302248,293210,-230
2021-03-11 20:11:01,596,629,175,220,1106672,1151378,2200,1903,1385,302546,293524,-230
2021-03-11 20:41:01,551,616,175,223,1107867,1152293,2284,1805,1343,302821,293832,-230
2021-03-11 21:11:01,499,592,175,221,1108915,1153232,2271,1875,1252,303071,294128,-230
2021-03-11 21:41:02,504,587,176,220,1109746,1154161,1910,1915,1223,303323,294422,-230
2021-03-11 22:12:01,493,524,177,218,1110822,1155143,1828,1885,1159,303577,294692,-230
2021-03-11 22:42:01,452,494,178,219,1111745,1155900,1920,1671,1092,303803,294939,-230
2021-03-11 23:12:01,442,463,177,220,1112513,1156553,1631,1364,1043,304024,295171,-230
2021-03-11 23:42:01,434,454,178,220,1113219,1157162,1475,1265,1017,304241,295398,-230
2021-03-12 00:12:01,426,455,176,221,1114095,1157841,1608,1305,1027,304454,295625,-230
2021-03-12 00:42:01,426,446,178,221,1114887,1158429,1718,1292,1002,304667,295848,-230
2021-03-12 01:12:01,408,448,177,222,1115690,1159024,1612,1192,992,304871,296072,-230
2021-03-12 01:42:02,390,453,171,228,1116360,1159612,1419,1183,989,305066,296299,-230
2021-03-12 02:13:01,421,457,171,225,1116967,1160213,1276,1185,1024,305284,296535,-230
2021-03-12 02:43:01,416,469,171,226,1117662,1160815,1283,1221,1024,305492,296769,-230
2021-03-12 03:13:01,437,489,172,228,1118454,1161523,1494,1323,1068,305710,297014,-230
2021-03-12 03:43:01,466,503,172,229,1119149,1162064,1439,1198,1123,305943,297265,-230
2021-03-12 04:13:01,509,537,171,228,1119833,1162728,1357,1176,1196,306198,297534,-230
2021-03-12 04:43:01,520,579,170,225,1120761,1163553,1630,1504,1273,306458,297823,-230
2021-03-12 05:13:01,533,596,170,227,1121769,1164474,1973,1785,1310,306724,298121,-230
2021-03-12 05:43:01,546,617,169,230,1122758,1165325,1961,1734,1346,306997,298430,-230
2021-03-12 06:13:01,577,676,169,231,1123856,1166264,2068,1756,1441,307286,298768,-230
2021-03-12 06:43:01,610,682,169,229,1125024,1167254,2308,1921,1497,307591,299109,-230
2021-03-12 07:13:01,640,707,168,228,1126265,1168333,2390,2041,1547,307911,299462,-230
2021-03-12 07:43:01,643,736,167,228,1127352,1169473,2403,2272,1594,308232,299830,-230
2021-03-12 08:13:01,654,751,166,228,1128547,1170651,2282,2319,1629,308559,300206,-230
2021-03-12 08:43:01,676,783,161,228,1129783,1171890,2355,2397,1710,308897,300597,-230
2021-03-12 09:13:01,741,815,160,235,1131083,1173276,2386,2520,1819,309268,301005,-230
2021-03-12 09:43:01,771,897,160,234,1132358,1174395,2589,2538,1958,309653,301453,-230
2021-03-12 10:13:01,799,911,159,236,1133877,1175800,2811,2538,2041,310053,301909,-230
2021-03-12 10:43:01,834,889,158,234,1135221,1177128,2820,2709,2008,310470,302353,-230
2021-03-12 11:13:01,890,938,158,240,1136576,1178359,2604,2477,2116,310915,302822,-230
2021-03-12 11:43:02,901,972,160,239,1138194,1179668,2935,2495,2157,311366,303309,-230
2021-03-12 12:14:01,900,1025,157,242,1140032,1181256,3398,2859,2202,311830,303838,-230
2021-03-12 12:44:01,916,1054,152,242,1141814,1182719,3575,2940,2283,312288,304365,-230
2021-03-12 13:14:01,892,1065,152,243,1143511,1184026,3308,2636,2248,312734,304898,-230
