Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WinMargin
2021-07-22 06:26:01,746,618,204,169,484269,509145,2041,1888,2276,147645,135878,228
2021-07-22 06:56:01,629,536,224,169,501885,522368,2077,1800,2322,147960,136146,228
2021-07-22 07:26:01,754,633,224,168,502864,523305,3393,1916,2438,148337,136463,228
2021-07-22 07:56:01,782,690,225,168,503837,524377,1934,1994,2563,148728,136808,228
2021-07-22 08:26:01,799,726,224,169,504836,525593,1852,2141,2693,149127,137171,228
2021-07-22 08:56:01,841,735,224,169,505974,526561,2032,2065,0,149548,137538,228
2021-07-22 09:26:02,925,831,224,168,507211,527643,2384,2078,0,150011,137954,228
2021-07-22 09:57:01,1029,850,224,169,508698,528865,2657,2219,2918,150542,138393,228
2021-07-22 10:27:02,1052,884,224,169,510084,530092,2706,2377,3121,151068,138835,228
2021-07-22 10:58:01,1050,908,223,169,511747,531628,3023,2712,3299,151610,139304,228
2021-07-22 11:28:01,1050,934,223,170,513247,533156,3048,3058,3428,152135,139771,228
2021-07-22 11:58:01,1058,945,223,170,514796,534555,3035,2902,3512,152664,140244,228
2021-07-22 12:28:01,1128,1004,222,170,516430,536132,3136,2907,3725,153228,140746,228
2021-07-22 12:58:01,1165,1029,224,168,518009,537670,3306,3130,3827,153811,141260,228
2021-07-22 13:28:01,1193,1016,225,168,519959,539389,3535,3262,3838,154407,141768,228
2021-07-22 13:58:01,1173,1003,226,168,521753,541116,3707,3356,3716,154994,142270,228
2021-07-22 14:28:01,1146,986,226,168,523751,543072,3776,3654,3644,155567,142763,228
2021-07-22 14:58:01,1090,952,227,167,525621,545105,3862,3983,3507,156112,143239,228
2021-07-22 15:28:01,1058,885,226,167,527481,547093,3709,4009,3337,156641,143681,228
2021-07-22 15:58:01,1041,829,227,167,529054,548784,3363,3559,3248,157161,144096,228
2021-07-22 16:28:01,994,826,227,167,530684,550356,3168,3236,3156,157658,144509,228
2021-07-22 16:58:01,960,829,226,168,532349,551952,3284,3118,3169,158138,144923,228
2021-07-22 17:28:01,956,820,227,166,533727,553343,3098,3060,3124,158616,145333,228
2021-07-22 17:58:01,955,823,227,166,534979,554784,2632,2834,3204,159094,145745,228
2021-07-22 18:28:01,924,880,227,166,536491,556376,2731,3005,3259,159556,146185,228
2021-07-22 18:58:01,919,887,227,166,538107,558158,3127,3373,3269,160015,146628,228
2021-07-22 19:28:01,901,900,228,165,539855,560001,3331,3568,3258,160466,147078,228
2021-07-22 19:58:01,877,914,227,164,541432,561635,3328,3478,3233,160904,147535,228
2021-07-22 20:28:01,867,894,227,164,543095,563249,3264,3253,3137,161338,147982,228
2021-07-22 20:58:01,821,824,226,166,544653,564854,3171,3148,2958,161748,148394,228
2021-07-22 21:28:01,797,791,226,166,546119,566513,3031,3264,2782,162147,148790,228
2021-07-22 21:58:01,737,746,225,166,547454,567826,2790,2977,2619,162515,149163,228
2021-07-22 22:28:01,695,675,226,165,548695,569298,2547,2749,2441,162863,149500,228
2021-07-22 22:58:01,660,595,228,163,549756,570424,2319,2626,2280,163193,149798,228
2021-07-22 23:28:01,628,547,227,164,550762,571481,2005,2134,2083,163507,150071,228
2021-07-22 23:58:01,598,513,227,164,551578,572568,1791,2108,1970,163806,150328,228
2021-07-23 00:28:01,590,523,226,164,552447,573673,1693,2189,1935,164101,150589,228
2021-07-23 00:58:01,566,510,227,164,553237,574614,1569,1950,1834,164384,150844,228
2021-07-23 01:28:01,561,504,227,164,554006,575539,1561,1893,1820,164664,151096,228
2021-07-23 01:58:01,571,518,226,165,554918,576401,1683,1788,1862,164950,151355,228
2021-07-23 02:28:01,581,521,226,164,555757,577247,1749,1697,1904,165240,151616,228
2021-07-23 02:58:01,588,525,225,164,556641,578112,1718,1703,1905,165534,151878,228
2021-07-23 03:28:01,590,553,224,166,557440,578946,1648,1663,1964,165829,152155,228
2021-07-23 03:58:02,588,545,226,166,558340,579738,1675,1644,1947,166124,152427,228
2021-07-23 04:29:01,599,564,226,166,559350,580740,1913,1789,2020,166433,152718,228
2021-07-23 04:59:01,609,567,226,166,560304,581735,1896,1921,2044,166737,153002,228
2021-07-23 05:29:01,623,581,224,167,561520,582740,2131,1948,2111,167049,153292,228
2021-07-23 05:59:01,672,613,224,167,562546,583633,2294,1939,2192,167385,153599,228
2021-07-23 06:29:01,677,669,224,166,563780,584565,2273,1834,2309,167723,153933,228
2021-07-23 06:59:01,698,688,224,168,564699,585606,2130,1946,2380,168072,154277,228
