Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WinMargin
2022-01-11 10:03:01,1,2,272,263,0,0,0,0,2988,0,0,348
2022-01-11 10:33:01,1882,1470,273,265,2185,1988,1155,1220,3903,941,735,348
2022-01-11 11:03:01,2010,1575,273,265,6856,5913,6856,5913,4078,1946,1522,348
2022-01-11 11:33:01,2033,1598,272,266,11182,9665,8796,7596,4042,2962,2321,348
2022-01-11 12:03:01,2000,1584,272,266,16087,14201,9273,8326,3959,3962,3113,348
2022-01-11 12:33:01,1911,1481,272,266,20358,18213,9138,8529,3812,4918,3854,348
2022-01-11 13:03:01,1839,1374,273,265,24899,22401,8987,8360,3557,5837,4541,348
2022-01-11 13:33:01,1734,1269,273,265,29241,25734,8888,7491,3346,6704,5175,348
2022-01-11 14:03:01,1612,1188,274,264,33682,29122,8976,6881,3101,7510,5769,348
2022-01-11 14:33:01,1533,1115,275,262,38270,32247,9018,6412,2935,8277,6327,348
2022-01-11 15:03:01,1469,1064,276,260,42266,35432,8516,6293,2798,9011,6859,348
2022-01-11 15:33:01,1387,1004,278,254,45279,38095,7082,5914,2666,9705,7361,348
2022-01-11 16:03:01,1307,955,279,254,48267,40671,6123,5307,2536,10358,7838,348
2022-01-11 16:33:01,1312,942,279,253,50764,42702,5452,4637,2506,11014,8309,348
2022-01-11 17:03:01,1251,947,280,253,53803,45075,5554,4368,2457,11640,8783,348
2022-01-11 17:33:01,1238,949,280,253,56533,47465,5771,4860,2430,12259,9257,348
2022-01-11 18:03:01,1216,931,281,251,59289,49954,5532,4913,2371,12867,9723,348
2022-01-11 18:33:01,1174,962,281,251,61483,51773,4996,4352,2347,13454,10204,348
2022-01-11 19:03:01,1154,916,281,251,64070,54057,4560,3942,2264,14031,10662,348
2022-01-11 19:33:01,1096,860,282,250,66340,55901,4849,4026,2153,14579,11092,348
2022-01-11 20:03:01,1001,781,282,250,68507,58014,4407,3961,1985,15079,11482,348
2022-01-11 20:33:01,900,741,283,249,70163,59689,3802,3795,1850,15529,11853,348
2022-01-11 21:03:01,833,697,283,249,72027,61217,3509,3189,1722,15946,12201,348
2022-01-11 21:33:01,782,656,283,249,73693,62606,3477,2862,1621,16337,12529,348
2022-01-11 22:03:01,721,589,283,249,75177,63810,3169,2591,1490,16697,12824,348
2022-01-11 22:33:01,672,539,283,249,76465,64830,2633,2071,1401,17033,13093,348
2022-01-11 23:03:01,642,532,283,249,77763,65919,2588,2108,1345,17354,13359,348
2022-01-11 23:33:01,582,458,284,248,78628,66746,2128,1887,1214,17645,13588,348
2022-01-12 00:03:01,579,438,285,246,79577,67522,1780,1570,1195,17935,13807,348
2022-01-12 00:33:02,540,472,285,246,80405,68174,1777,1423,1162,18205,14043,348
2022-01-12 01:04:02,524,469,285,246,81286,69030,1708,1508,1148,18475,14285,348
2022-01-12 01:35:01,563,469,285,246,82123,69866,1718,1696,1183,18766,14528,348
2022-01-12 02:05:02,579,427,285,246,82966,70735,1645,1684,1159,19056,14741,348
2022-01-12 02:36:01,569,443,285,246,83765,71495,1613,1591,1159,19350,14970,348
2022-01-12 03:06:01,584,436,285,246,84512,72322,1559,1600,1192,19642,15188,348
2022-01-12 03:36:01,612,445,285,246,85350,72975,1578,1463,1217,19948,15411,348
2022-01-12 04:06:01,630,490,285,246,86204,73812,1700,1489,1284,20263,15656,348
2022-01-12 04:36:02,668,505,285,246,86978,74575,1510,1533,1333,20597,15908,348
2022-01-12 05:07:01,683,497,285,246,87851,75394,1543,1470,1367,20949,16165,348
2022-01-12 05:37:01,715,501,286,245,88649,76128,1555,1422,1420,21307,16415,348
2022-01-12 06:07:01,698,543,286,245,89491,76958,1636,1560,1481,21656,16687,348
2022-01-12 06:37:01,779,635,285,246,90457,77979,1791,1865,1602,22045,17004,348
2022-01-12 07:07:01,823,654,285,246,91776,79257,2233,2216,1689,22457,17331,348
2022-01-12 07:37:01,865,639,285,246,93073,80506,2404,2288,1730,22889,17651,348
2022-01-12 08:07:01,929,691,285,246,94558,81823,2786,2495,1855,23354,17996,348
2022-01-12 08:37:01,955,687,285,246,95898,83123,2748,2586,1887,23831,18340,348
2022-01-12 09:07:01,1010,728,285,246,97142,84329,2462,2405,2031,24336,18704,348
2022-01-12 09:37:02,1050,777,285,246,98543,85654,2580,2467,2108,24862,19093,348
2022-01-12 10:08:01,1121,808,285,246,100592,87944,3005,3149,2242,25441,19510,348
2022-01-12 10:38:01,1147,866,285,245,102409,89893,3287,3774,2317,26014,19943,348
2022-01-12 11:08:01,1183,879,285,245,104442,91976,3850,4032,2355,26606,20382,348
2022-01-12 11:38:01,1206,907,288,242,106456,93989,4048,4096,2420,27209,20836,348
2022-01-12 12:08:01,1197,956,288,242,108759,96228,4317,4252,2469,27807,21314,348
2022-01-12 12:38:01,1224,922,288,242,110747,98476,4291,4487,2416,28419,21775,348
2022-01-12 13:08:01,1231,938,288,242,113089,101060,4331,4833,2446,29035,22244,348
2022-01-12 13:38:01,1237,909,289,241,115256,103297,4510,4821,2391,29653,22698,348
2022-01-12 14:08:01,1165,882,289,240,117430,105372,4343,4312,2280,30236,23139,348
2022-01-12 14:38:01,1155,865,290,239,119353,107319,4094,4022,2253,30813,23572,348
2022-01-12 15:08:01,1096,868,290,239,121552,109133,4122,3761,2182,31361,24006,348
2022-01-12 15:38:01,1075,835,290,239,123448,110959,4095,3639,2111,31899,24423,348
2022-01-12 16:08:01,1020,831,290,239,125695,112971,4141,3836,2072,32409,24839,348
2022-01-12 16:38:01,1022,795,290,239,127691,114892,4243,3933,2011,32920,25236,348
2022-01-12 17:08:01,967,811,290,239,129776,116662,4080,3692,1998,33403,25642,348
2022-01-12 17:38:01,924,792,290,239,131761,118662,4070,3770,1928,33865,26038,348
2022-01-12 18:08:01,898,789,290,239,133440,120290,3665,3630,1897,34314,26432,348
2022-01-12 18:38:01,921,778,291,238,135080,121852,3323,3190,1871,34775,26821,348
2022-01-12 19:08:01,877,756,291,238,136759,123460,3317,3170,1842,35213,27199,348
2022-01-12 19:38:01,879,708,291,238,138495,125036,3414,3184,1768,35653,27553,348
