Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WinMargin
2024-03-14 13:01:01,0,0,0,0,0,0,0,0,2138,372584,321682,395
2024-03-14 13:02:01,0,0,0,0,0,0,0,0,2138,372584,321682,395
2024-03-14 13:03:01,0,0,0,0,0,0,0,0,2138,372584,321682,395
2024-03-14 13:04:01,0,0,0,0,0,0,0,0,2138,372584,321682,395
2024-03-14 13:05:01,0,0,0,0,0,0,0,0,2138,372584,321682,395
2024-03-14 13:06:01,0,0,0,0,0,0,0,0,2138,372584,321682,395
2024-03-14 13:07:01,0,0,0,0,0,0,0,0,2138,372584,321682,395
2024-03-14 13:08:01,0,0,0,0,0,0,0,0,2138,372584,321682,395
2024-03-14 13:38:01,0,0,0,0,0,0,0,0,2122,372584,321682,395
2024-03-14 13:39:01,0,0,0,0,0,0,0,0,2122,372584,321682,395
2024-03-14 13:40:01,0,0,0,0,0,0,0,0,2122,372584,321682,395
2024-03-14 13:41:01,0,0,0,0,0,0,0,0,2122,372584,321682,395
2024-03-14 13:42:01,0,0,0,0,0,0,0,0,2122,372584,321682,395
2024-03-14 13:43:01,0,0,0,0,0,0,0,0,2136,372584,321682,395
2024-03-14 13:44:01,0,0,0,0,0,0,0,0,2122,372584,321682,395
2024-03-14 13:45:01,0,0,0,0,0,0,0,0,2136,372584,321682,395
2024-03-14 14:18:01,0,0,0,0,0,0,0,0,2050,372584,321682,395
2024-03-14 14:17:01,0,0,0,0,0,0,0,0,2050,372584,321682,395
2024-03-14 14:19:01,944,872,0,0,0,0,0,0,2050,372615,321711,395
2024-03-14 14:16:01,0,0,0,0,0,0,0,0,2050,372615,321711,395
2024-03-14 14:15:02,0,0,0,0,0,0,0,0,2050,372615,321711,395
2024-03-14 14:21:01,945,878,0,0,0,0,0,0,2050,372709,321799,395
2024-03-14 14:20:01,944,876,0,0,0,0,0,0,0,372694,321784,395
2024-03-14 14:50:02,890,841,350,234,943296,1051479,3254,3524,1982,373139,322205,395
2024-03-14 15:21:01,834,788,348,235,944596,1052648,2847,2834,1818,373570,322612,395
2024-03-14 15:51:01,792,791,348,236,945714,1053964,2335,2450,0,373966,323007,395
2024-03-14 16:21:01,724,759,347,235,946806,1055312,2052,2514,0,374328,323387,395
2024-03-14 16:51:01,723,728,345,238,947729,1056466,1854,2260,1620,374689,323751,395
2024-03-14 17:21:01,687,693,345,236,948578,1057523,1798,2247,1560,375033,324097,395
2024-03-14 17:51:01,699,701,347,237,949391,1058369,1717,1965,1544,375382,324448,395
2024-03-14 18:21:01,675,685,346,237,950331,1059282,1755,1756,1496,375720,324790,395
2024-03-14 18:51:01,631,699,346,237,951271,1060133,1876,1764,1495,376035,325140,395
2024-03-14 19:21:01,632,700,345,239,952105,1061001,1706,1656,1463,376351,325490,395
2024-03-14 19:51:01,608,660,344,240,952909,1062020,1540,1793,1418,376655,325820,395
2024-03-14 20:21:01,569,618,345,240,953749,1063030,1646,2030,1328,376940,326129,395
2024-03-14 20:51:01,562,573,345,240,954474,1063995,1554,1976,1270,377221,326415,395
2024-03-14 21:21:01,509,540,345,240,955263,1064840,1470,1722,1185,377475,326685,395
2024-03-14 21:51:02,503,529,345,240,955994,1065782,1517,1803,1138,377727,326950,395
2024-03-14 22:22:01,467,456,344,240,956681,1066544,1421,1606,1053,377968,327186,395
2024-03-14 22:52:01,427,453,345,239,957349,1067299,1412,1585,1051,378181,327412,395
2024-03-14 23:22:01,417,432,342,241,958106,1068001,1384,1360,974,378390,327628,395
2024-03-14 23:52:01,436,391,343,241,958639,1068633,1364,1428,989,378608,327824,395
2024-03-15 00:22:01,446,416,343,240,959094,1069070,995,1073,964,378831,328032,395
2024-03-15 00:52:01,424,405,344,239,959557,1069552,943,988,975,379043,328234,395
2024-03-15 01:22:01,447,411,344,241,960063,1070018,956,932,976,379266,328440,395
2024-03-15 01:52:02,466,427,344,241,960556,1070517,976,958,989,379500,328653,395
2024-03-15 02:23:01,496,453,343,240,961266,1071207,1107,1078,1065,379756,328887,395
2024-03-15 02:53:01,524,479,343,239,961972,1071976,1321,1377,1114,380018,329127,395
2024-03-15 03:23:01,545,469,343,239,962702,1072781,1381,1560,1184,380290,329361,395
2024-03-15 03:53:01,553,498,343,239,963400,1073503,1398,1495,1205,380567,329610,395
2024-03-15 04:23:01,610,512,344,240,964219,1074339,1502,1530,1260,380872,329866,395
2024-03-15 04:53:01,613,537,344,240,965104,1075184,1707,1650,1324,381178,330135,395
2024-03-15 05:23:01,623,567,344,240,965886,1076061,1626,1686,1343,381490,330418,395
2024-03-15 05:53:01,677,627,344,239,966623,1076901,1431,1645,1444,381828,330732,395
2024-03-15 06:23:01,732,658,344,239,967438,1077825,1483,1668,1539,382194,331061,395
2024-03-15 06:53:01,786,726,344,238,968488,1079073,1813,2100,1642,382587,331424,395
2024-03-15 07:23:01,836,754,345,238,969389,1080042,1914,2147,1809,383005,331801,395
2024-03-15 07:53:01,919,733,346,238,970568,1081398,2078,2284,1888,383465,332167,395
2024-03-15 08:23:01,733,502,346,238,971275,1082054,1684,1742,1810,383831,332418,395
2024-03-15 08:53:01,965,724,346,238,971887,1082732,1413,1438,1957,384314,332780,395
2024-03-15 09:23:01,1051,799,346,239,972886,1083841,1610,1787,2120,384839,333180,395
2024-03-15 09:53:01,1078,850,345,240,974028,1085168,2093,2371,2232,385378,333605,395
2024-03-15 10:23:01,1073,910,346,238,975428,1086749,2404,2804,2281,385915,334060,395
2024-03-15 10:53:01,1093,937,346,238,977055,1088202,2971,2830,2355,386461,334528,395
2024-03-15 11:23:01,1163,946,345,239,978471,1089818,3094,3162,2373,387043,335001,395
2024-03-15 11:53:01,1174,1015,345,240,979835,1091585,2743,3278,2458,387630,335509,395
2024-03-15 12:23:01,1207,1010,345,240,981208,1093375,2700,3566,2511,388233,336014,395
2024-03-15 12:53:01,1242,1033,345,239,982767,1095458,2900,3871,2536,388854,336530,395
2024-03-15 13:23:01,1197,1002,346,237,984564,1097522,3250,3954,2490,389453,337031,395
2024-03-15 13:53:01,1161,1041,347,237,986264,1099674,3323,3951,2457,390033,337552,395
2024-03-15 14:23:01,1105,995,348,235,987604,1101369,3028,3819,2409,390586,338049,395
2024-03-15 14:53:01,1121,983,347,236,989272,1102758,3023,3089,2374,391146,338541,395
2024-03-15 15:23:01,1100,984,347,236,990937,1104171,3367,2810,2311,391696,339033,395
2024-03-15 15:53:01,1006,960,345,238,992719,1105501,3428,2683,2275,392199,339513,395
2024-03-15 16:23:01,930,896,346,239,993756,1106788,2566,2478,2081,392664,339961,395
2024-03-15 16:53:01,896,855,346,239,994713,1108126,1924,2578,2022,393112,340388,395
2024-03-15 17:23:01,861,867,346,239,995908,1109595,2128,2758,1944,393543,340822,395
2024-03-15 17:53:01,891,815,346,239,997054,1110971,2365,2900,1952,393988,341229,395
2024-03-15 18:23:01,889,760,346,238,998230,1112239,2361,2653,1914,394433,341609,395
2024-03-15 18:53:01,874,738,346,238,999276,1113345,2162,2310,1861,394870,341978,395
2024-03-15 19:23:01,830,754,347,237,1000608,1114838,2300,2486,1818,395285,342355,395
2024-03-15 19:53:01,820,682,348,237,1001807,1116219,2529,2830,1792,395695,342696,395
2024-03-15 20:23:01,747,667,347,238,1002967,1117279,2365,2446,1621,396068,343030,395
2024-03-15 20:53:01,677,647,348,237,1003945,1118408,2119,2156,1530,396407,343353,395
2024-03-15 21:23:01,621,602,348,236,1004798,1119319,1799,2002,1413,396717,343654,395
2024-03-15 21:53:01,592,575,349,235,1005650,1120155,1768,1797,1371,397013,343942,395
2024-03-15 22:23:01,576,590,349,236,1006420,1120880,1623,1562,1319,397301,344237,395
2024-03-15 22:53:01,557,539,349,235,1007130,1121606,1507,1447,1267,397580,344506,395
2024-03-15 23:23:01,517,573,350,234,1008019,1122545,1628,1693,1266,397838,344793,395
2024-03-15 23:53:01,538,539,350,235,1008799,1123633,1715,2061,1228,398107,345062,395
2024-03-16 00:23:01,505,531,348,236,1009572,1124461,1542,1895,1192,398360,345328,395
2024-03-16 00:53:01,525,536,347,236,1010445,1125307,1625,1619,1229,398622,345596,395
2024-03-16 01:23:01,558,542,346,240,1011148,1125973,1568,1501,1225,398901,345867,395
2024-03-16 01:53:01,580,576,344,242,1012061,1126683,1646,1399,1300,399191,346155,395
2024-03-16 02:23:01,603,578,342,242,1013080,1127435,1944,1478,1333,399493,346444,395
2024-03-16 02:53:01,656,595,343,244,1013932,1128201,1829,1512,1421,399821,346741,395
2024-03-16 03:23:02,676,603,343,244,1014837,1128935,1716,1481,1465,400159,347043,395
2024-03-16 03:54:01,726,645,343,244,1015849,1129819,1868,1564,1551,400534,347376,395
2024-03-16 04:24:01,771,684,344,243,1016802,1130593,1929,1569,1643,400919,347718,395
2024-03-16 04:54:01,817,729,343,242,1017824,1131538,1986,1727,1699,401328,348082,395
2024-03-16 05:24:01,851,747,343,243,1018830,1132360,2048,1781,1785,401753,348456,395
2024-03-16 05:54:01,910,776,343,243,1019873,1133518,1994,1962,1890,402208,348844,395
2024-03-16 06:24:01,969,821,343,244,1020923,1134667,2115,2307,2013,402693,349254,395
2024-03-16 06:54:01,1065,908,344,243,1022376,1136019,2528,2512,2200,403225,349708,395
2024-03-16 07:24:01,1146,935,343,243,1023710,1137583,2659,2857,2322,403798,350176,395
2024-03-16 07:54:01,1227,996,343,241,1025100,1139052,2779,3064,2467,404412,350674,395
2024-03-16 08:24:01,1244,1048,344,242,1026640,1140736,2830,3101,2570,405034,351198,395
2024-03-16 08:54:01,1326,1088,344,238,1028024,1142499,2934,3458,2690,405697,351742,395
2024-03-16 09:24:01,1319,1040,343,242,1029720,1144220,3032,3423,2706,406356,352262,395
2024-03-16 09:54:01,1384,1078,345,239,1031346,1145806,3238,3184,2748,407048,352801,395
2024-03-16 10:24:01,1409,1140,346,239,1033004,1147652,3288,3432,2800,407753,353371,395
2024-03-16 10:54:01,1432,1125,345,238,1034803,1149701,3541,3935,2876,408469,353933,395
2024-03-16 11:24:01,1437,1111,347,237,1036885,1151730,3703,4004,2831,409187,354489,395
2024-03-16 11:54:01,1453,1071,347,237,1038781,1154047,4097,4440,2879,409914,355024,395
2024-03-16 12:24:01,1431,1062,347,237,1040827,1156194,3959,4482,2850,410629,355555,395
2024-03-16 12:54:01,1482,1039,350,235,1042534,1158669,3687,4702,2874,411370,356075,395
2024-03-16 13:24:01,1470,1094,350,234,1044355,1160735,3535,4554,2886,412105,356622,395
2024-03-16 13:54:01,1475,1062,350,230,1046095,1163585,3474,4828,2835,412843,357153,395
2024-03-16 14:24:01,1422,1062,353,230,1048130,1166105,3743,5391,2772,413554,357684,395
2024-03-16 14:54:01,1347,1030,356,228,1049987,1168701,3851,5002,2680,414227,358199,395
2024-03-16 15:24:01,1267,1005,354,228,1051873,1170701,3666,4498,2551,414861,358701,395
2024-03-16 15:54:01,1210,954,355,225,1053718,1172854,3786,4285,2455,415466,359178,395
2024-03-16 16:24:01,1069,849,356,224,1055456,1174412,3593,3725,2255,416000,359603,395
2024-03-16 16:54:02,1027,821,355,225,1056837,1175910,3012,2962,2110,416514,360014,395
2024-03-16 17:25:01,967,745,356,226,1058339,1177698,2813,3176,2002,417013,360398,395
2024-03-16 17:55:01,971,726,357,225,1060007,1179557,3185,3642,1943,417499,360761,395
2024-03-16 18:25:01,906,713,355,227,1061486,1180887,2898,2859,1860,417952,361118,395
2024-03-16 18:55:01,834,708,354,227,1062586,1182139,2437,2504,1749,418369,361472,395
2024-03-16 19:25:01,773,690,355,228,1063560,1183301,1993,2357,1708,418755,361817,395
2024-03-16 19:55:02,789,715,354,227,1064687,1184564,2118,2398,1695,419150,362174,395
2024-03-16 20:25:02,703,670,355,227,1065810,1185692,2254,2378,1613,419502,362509,395
2024-03-16 20:56:01,702,613,355,228,1066834,1186870,1997,2206,1545,419864,362826,395
2024-03-16 21:26:01,693,606,353,227,1067963,1188087,2137,2358,1473,420211,363129,395
2024-03-16 21:56:01,701,601,353,226,1069100,1189287,2241,2384,1490,420561,363429,395
2024-03-16 22:26:01,683,589,352,227,1070195,1190316,2134,2100,1475,420903,363724,395
2024-03-16 22:56:01,655,594,353,227,1071070,1191421,1961,2050,1429,421230,364021,395
2024-03-16 23:26:01,635,565,353,226,1072173,1192567,1931,2204,1392,421548,364303,395
2024-03-16 23:56:01,644,562,354,226,1073185,1193573,2102,2124,1361,421870,364584,395
2024-03-17 00:26:01,566,556,356,225,1073990,1194343,1785,1726,1322,422153,364862,395
2024-03-17 00:56:01,564,520,355,226,1074741,1195179,1571,1620,1329,422435,365122,395
2024-03-17 01:26:01,619,535,355,225,1075476,1195960,1459,1575,1329,422744,365390,395
2024-03-17 01:56:01,659,591,354,222,1076174,1196868,1395,1691,1374,423074,365685,395
2024-03-17 02:26:01,679,588,356,224,1076901,1197673,1425,1714,1448,423413,365979,395
2024-03-17 02:56:01,721,640,354,225,1077720,1198712,1539,1794,1552,423774,366299,395
2024-03-17 03:26:01,734,696,351,226,1078721,1199932,1770,2243,1607,424141,366647,395
2024-03-17 03:56:01,764,713,352,229,1079737,1201122,2013,2443,1686,424523,367004,395
2024-03-17 04:26:01,798,725,353,228,1080883,1202355,2054,2234,1743,424922,367366,395
2024-03-17 04:56:01,861,727,354,224,1081961,1203588,2244,2439,1823,425352,367730,395
2024-03-17 05:26:01,863,750,356,224,1083068,1204690,2227,2400,1869,425784,368105,395
2024-03-17 05:56:01,921,835,357,223,1084131,1205944,2186,2386,2001,426244,368522,395
2024-03-17 06:26:01,966,888,356,223,1085182,1207220,2068,2443,2076,426727,368966,395
2024-03-17 06:56:01,1021,892,356,223,1086327,1208627,2076,2572,2156,427238,369412,395
2024-03-17 07:26:01,1084,923,357,224,1087560,1210035,2354,2757,2215,427780,369874,395
2024-03-17 07:56:01,1088,903,359,221,1088910,1211434,2475,2749,2321,428324,370325,395
2024-03-17 08:26:01,1162,926,360,220,1090329,1212820,2677,2671,2347,428905,370788,395
2024-03-17 08:56:01,1135,966,359,222,1091869,1214507,2965,3080,2426,429472,371271,395
2024-03-17 09:26:01,1197,965,360,219,1093359,1216057,2979,3196,2453,430071,371754,395
2024-03-17 09:56:01,1251,984,361,219,1094878,1217862,3006,3297,2515,430696,372246,395
2024-03-17 10:26:01,1293,1048,362,219,1096505,1219783,3173,3757,2567,431343,372770,395
2024-03-17 10:56:01,1280,1057,360,221,1098171,1221965,3307,4122,2673,431983,373298,395
2024-03-17 11:26:01,1249,1071,360,220,1100050,1224071,3485,4246,2636,432607,373834,395
2024-03-17 11:56:01,1295,1072,361,220,1102012,1226423,3870,4477,2640,433255,374370,395
2024-03-17 12:26:01,1335,1132,362,219,1103847,1228465,3848,4483,2749,433922,374936,395
2024-03-17 12:56:01,1347,1133,360,217,1106010,1230941,3953,4374,2791,434596,375502,395
2024-03-17 13:26:01,1360,1100,361,217,1108352,1233154,4360,4530,2739,435276,376052,395
2024-03-17 13:56:01,1336,1111,359,219,1110385,1235844,4302,4829,2775,435944,376608,395
2024-03-17 14:26:01,1252,1002,362,218,1112359,1238117,4068,5058,2617,436570,377109,395
2024-03-17 14:56:01,1182,1015,362,216,1114198,1240467,3857,4686,2484,437161,377616,395
2024-03-17 15:26:01,1101,872,363,214,1115961,1242573,3535,4367,2282,437711,378052,395
2024-03-17 15:56:01,1020,849,364,215,1117624,1244062,3418,3582,2124,438221,378477,395
2024-03-17 16:26:01,898,797,362,214,1118942,1245389,3055,2787,1949,438670,378875,395
2024-03-17 16:56:01,838,762,361,215,1120036,1246783,2401,2695,1864,439089,379256,395
2024-03-17 17:26:01,774,705,360,217,1121130,1247998,2174,2541,1730,439476,379609,395
2024-03-17 17:56:01,705,689,360,215,1122101,1249007,2052,2157,1673,439829,379953,395
2024-03-17 18:26:01,688,685,360,216,1123120,1249921,2128,2012,1565,440173,380296,395
2024-03-17 18:56:01,656,635,361,216,1124057,1250919,1937,1881,1498,440501,380613,395
2024-03-17 19:26:01,652,584,360,216,1124934,1251868,1833,1969,1452,440827,380905,395
2024-03-17 19:56:01,615,584,361,216,1125765,1252740,1716,1825,1431,441134,381197,395
2024-03-17 20:26:01,564,533,360,217,1126523,1253515,1589,1625,1283,441416,381464,395
2024-03-17 20:56:01,560,499,358,218,1127107,1254131,1383,1420,1223,441696,381713,395
