Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WinMargin
2021-06-22 09:24:01,772,920,154,173,286,294,161,148,1949,0,0,-213
2021-06-22 09:54:02,928,1049,183,186,2512,2228,731,650,2170,464,524,-213
2021-06-22 10:25:01,966,1099,192,189,4835,4388,4564,4096,2300,963,1092,-213
2021-06-22 10:55:01,935,1116,194,193,7019,6477,4521,4262,2350,1430,1650,-213
2021-06-22 11:25:01,945,1119,194,193,9289,8647,4738,4519,2308,1903,2209,-213
2021-06-22 11:55:02,917,1128,192,196,11364,10987,4260,4447,2267,2361,2774,-213
2021-06-22 12:26:01,936,1092,193,196,13405,13016,4198,4371,2252,2845,3338,-213
2021-06-22 12:56:01,891,1076,191,197,15730,14838,4363,3791,2196,3290,3876,-213
2021-06-22 13:26:01,891,1052,190,199,17865,16777,4457,3757,2152,3736,4402,-213
2021-06-22 13:56:01,842,993,191,199,20009,18827,4270,3968,2065,4157,4898,-213
2021-06-22 14:26:01,797,946,191,199,21921,20492,4015,3684,1958,4555,5371,-213
2021-06-22 14:57:01,771,888,189,200,23803,22135,3751,3263,1859,4954,5830,-213
2021-06-22 15:27:01,715,821,189,201,25695,23705,3774,3213,1724,5311,6240,-213
2021-06-22 15:57:01,678,777,188,202,27391,25306,3588,3167,1642,5650,6629,-213
2021-06-22 16:27:01,658,738,187,202,29071,26831,3396,3103,1556,5979,6998,-213
2021-06-22 16:57:01,640,751,187,203,30480,28223,3020,2868,1551,6299,7373,-213
2021-06-22 17:27:01,650,733,187,204,31885,29471,2862,2681,1538,6624,7740,-213
2021-06-22 17:57:02,620,711,186,205,33291,30670,2808,2406,1508,6934,8096,-213
2021-06-22 18:28:01,592,693,184,206,34571,31975,2642,2454,1464,7240,8453,-213
2021-06-22 18:58:01,588,625,185,205,35831,33205,2400,2378,1384,7534,8766,-213
2021-06-22 19:28:01,563,611,184,205,36998,34391,2368,2362,1335,7815,9071,-213
2021-06-22 19:58:01,530,586,185,204,38081,35506,2230,2291,1252,8080,9364,-213
2021-06-22 20:28:02,543,564,185,204,39234,36675,2205,2249,1237,8352,9647,-213
2021-06-22 20:59:01,517,542,185,204,40480,37772,2407,2273,1182,8619,9926,-213
2021-06-22 21:29:01,492,518,185,204,41695,38750,2467,2145,1126,8865,10185,-213
2021-06-22 21:59:01,464,492,185,204,42836,39643,2356,1871,1085,9097,10431,-213
2021-06-22 22:29:01,434,465,185,204,43849,40581,2158,1829,1029,9314,10664,-213
2021-06-22 22:59:01,392,436,186,203,44960,41586,2116,1922,955,9510,10882,-213
2021-06-22 23:29:01,402,402,185,204,45839,42438,1926,1765,914,9711,11083,-213
2021-06-22 23:59:01,375,394,185,204,46584,43201,1567,1544,872,9899,11280,-213
2021-06-23 00:29:01,378,393,184,205,47499,43867,1625,1357,881,10088,11476,-213
2021-06-23 00:59:01,382,390,184,205,48196,44473,1617,1287,875,10279,11671,-213
2021-06-23 01:29:01,391,404,184,204,48801,45118,1296,1238,898,10474,11873,-213
2021-06-23 01:59:01,386,394,184,204,49523,45770,1296,1294,878,10667,12070,-213
2021-06-23 02:29:01,398,412,184,204,50222,46377,1413,1212,904,10866,12276,-213
2021-06-23 02:59:01,437,416,184,204,50990,47005,1438,1217,946,11085,12484,-213
2021-06-23 03:29:01,429,419,184,204,51833,47754,1639,1397,941,11299,12694,-213
2021-06-23 03:59:01,395,447,184,203,52604,48430,1601,1445,940,11497,12917,-213
2021-06-23 04:29:01,422,468,183,204,53350,49214,1487,1421,1004,11708,13151,-213
2021-06-23 04:59:02,432,484,183,204,54257,50036,1618,1548,1019,11924,13394,-213
2021-06-23 05:30:01,458,482,181,203,55245,50954,1823,1652,1062,12160,13642,-213
2021-06-23 06:00:01,462,499,180,205,56157,51940,1914,1921,1072,12391,13892,-213
2021-06-23 06:30:01,449,547,180,205,57046,52926,1796,1966,1121,12616,14165,-213
2021-06-23 07:00:01,470,567,179,206,58237,54043,2068,2081,1167,12851,14449,-213
2021-06-23 07:30:01,493,593,177,208,59460,55236,2432,2302,1236,13097,14745,-213
2021-06-23 08:00:01,538,611,177,208,60465,56421,2162,2275,1294,13366,15051,-213
2021-06-23 08:30:01,554,665,176,208,61667,57646,2190,2395,1377,13643,15383,-213
2021-06-23 09:00:01,563,687,176,209,63006,58883,2481,2401,1427,13925,15727,-213
2021-06-23 09:30:01,607,698,176,209,64419,60286,2694,2637,1487,14228,16076,-213
2021-06-23 10:00:01,635,710,176,209,65773,61575,2629,2572,1555,14546,16431,-213
2021-06-23 10:30:02,650,714,175,210,67154,63086,2572,2642,1573,14871,16788,-213
