Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,WinMargin
2022-04-30 06:56:01,0,0,0,0,0,0,0,0,0,507802,487143,342
2022-04-30 06:57:01,0,0,0,0,0,0,0,0,0,507802,487143,342
2022-04-30 07:27:02,0,0,0,0,0,0,0,0,0,507802,487143,342
2022-04-30 07:28:02,0,0,0,0,0,0,0,0,0,507802,487143,342
2022-04-30 07:59:01,732,532,363,100,1686416,1623410,1934,1786,1430,508180,487418,342
2022-04-30 08:29:01,781,563,366,97,1687383,1624517,1945,2046,1523,508570,487699,342
2022-04-30 08:59:01,809,566,367,99,1688265,1625569,1839,2093,1578,508975,487982,342
2022-04-30 09:29:01,858,606,368,98,1689070,1626766,1637,2174,1667,509404,488285,342
2022-04-30 09:59:01,861,655,365,99,1690116,1627906,1855,2346,1754,509834,488613,342
2022-04-30 10:29:01,954,666,368,97,1691437,1629434,2418,2712,1837,510311,488946,342
2022-04-30 10:59:01,984,702,371,96,1692985,1630931,2970,3109,1927,510803,489297,342
2022-04-30 11:29:01,1009,675,374,94,1694700,1632530,3308,3123,1932,511308,489634,342
2022-04-30 11:59:01,1066,703,375,92,1696399,1633994,3371,2944,1986,511841,489986,342
2022-04-30 12:29:01,1086,717,375,89,1698175,1635459,3417,2885,2041,512384,490344,342
2022-04-30 12:59:01,1106,720,378,86,1699997,1637133,3555,3055,2077,512937,490704,342
2022-04-30 13:29:01,1069,715,377,89,1701674,1638778,3479,3328,2042,513471,491062,342
2022-04-30 13:59:01,1076,686,377,89,1703551,1640482,3585,3403,1986,514009,491405,342
2022-04-30 14:29:01,1059,665,377,85,1705281,1642204,3622,3396,1950,514539,491737,342
2022-04-30 14:59:01,1015,652,381,80,1706984,1644229,3511,3821,1912,515046,492063,342
2022-04-30 15:29:01,1001,610,385,75,1708568,1645948,3342,3830,1862,515547,492368,342
2022-04-30 15:59:01,959,603,389,75,1709934,1647409,3009,3240,1809,516026,492670,342
2022-04-30 16:29:01,891,575,391,70,1711203,1648976,2750,3167,1726,516472,492957,342
2022-04-30 16:59:01,848,561,390,72,1712413,1650360,2480,2934,1647,516896,493238,342
2022-04-30 17:29:01,811,580,391,72,1713654,1651678,2471,2751,1585,517301,493528,342
2022-04-30 17:59:01,774,567,392,72,1714836,1652956,2435,2565,1517,517688,493811,342
2022-04-30 18:29:01,759,557,393,68,1716087,1654406,2473,2768,1513,518068,494090,342
2022-04-30 18:59:01,765,564,394,66,1717437,1655626,2669,2743,1526,518450,494372,342
2022-04-30 19:29:01,808,549,394,67,1719006,1656932,2946,2550,1527,518854,494646,342
2022-04-30 19:59:01,772,518,395,65,1720516,1658192,3026,2540,1454,519240,494905,342
2022-04-30 20:29:01,727,522,392,67,1722081,1659374,3103,2459,1406,519604,495166,342
2022-04-30 20:59:01,717,488,391,70,1723504,1660503,2996,2332,1369,519962,495410,342
2022-04-30 21:29:01,676,454,391,70,1724988,1661824,3008,2525,1309,520300,495637,342
2022-04-30 21:59:01,647,433,391,69,1726496,1663133,3018,2653,1223,520624,495854,342
2022-04-30 22:29:01,603,409,391,65,1727686,1664206,2693,2376,1180,520925,496058,342
2022-04-30 22:59:01,590,372,391,64,1728871,1665259,2385,2134,1122,521220,496244,342
2022-04-30 23:29:01,533,328,397,63,1729792,1666124,2083,1881,1030,521487,496408,342
2022-04-30 23:59:01,530,300,397,62,1730565,1666857,1668,1538,967,521752,496558,342
2022-05-01 00:29:01,510,308,397,60,1731443,1667741,1679,1643,954,522007,496712,342
2022-05-01 00:59:02,516,307,398,57,1732405,1668709,1853,1852,952,522265,496866,342
2022-05-01 01:30:01,558,332,399,57,1733266,1669680,1858,1926,1021,522553,497037,342
