Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,ColonialCasualityRateHr,SteamPlayers
2019-06-29 06:56:01,178,327,343822,348058,1182,889,889/hr,897
2019-06-29 07:56:01,192,333,360492,362583,1443,1115,1115/hr,950
2019-06-29 08:26:01,187,334,361029,363139,1288,1137,1137/hr,982
2019-06-29 08:56:01,184,334,361768,363686,1341,1132,1132/hr,1085
2019-06-29 09:26:01,184,333,362731,364455,1612,1269,1269/hr,1187
2019-06-29 09:56:01,185,337,363571,365151,1769,1450,1450/hr,1201
2019-06-29 10:26:01,184,333,364340,366069,1748,1726,1726/hr,1193
2019-06-29 10:56:01,184,335,365485,367265,1911,2099,2099/hr,1230
2019-06-29 11:26:01,184,328,366582,368213,2181,2074,2074/hr,1269
2019-06-29 11:56:01,182,323,367410,369039,1961,1839,1839/hr,1294
2019-06-29 12:26:01,189,323,368534,370196,2013,2059,2059/hr,1276
2019-06-29 12:56:01,197,322,369580,371291,2177,2260,2260/hr,1252
2019-06-29 13:26:01,196,327,370589,372368,2103,2220,2220/hr,1244
2019-06-29 13:56:01,196,329,371791,373460,2272,2218,2218/hr,1225
2019-06-29 14:26:01,193,336,373001,374446,2397,2086,2086/hr,1203
2019-06-29 14:56:01,195,337,374199,375635,2359,2180,2180/hr,1159
2019-06-29 15:26:01,192,336,375330,376985,2301,2543,2543/hr,1142
2019-06-29 15:56:01,189,338,376474,378248,2269,2548,2548/hr,1081
2019-06-29 16:26:01,189,337,377560,379303,2168,2264,2264/hr,1021
2019-06-29 16:56:01,189,337,378519,380260,2053,2014,2014/hr,1002
2019-06-29 17:26:01,191,338,379505,381015,1965,1711,1711/hr,951
2019-06-29 17:56:01,188,334,380469,381807,2034,1668,1668/hr,940
2019-06-29 18:26:01,184,336,381407,382639,1924,1634,1634/hr,872
2019-06-29 18:56:01,185,342,382283,383355,1650,1436,1436/hr,853
2019-06-29 19:26:01,185,348,383014,384047,1615,1408,1408/hr,814
2019-06-29 19:56:02,185,348,383940,384788,1705,1442,1442/hr,801
2019-06-29 20:27:01,185,346,384729,385558,1661,1457,1457/hr,784
2019-06-29 20:57:01,185,345,385392,386193,1454,1409,1409/hr,786
2019-06-29 21:27:01,185,344,386173,387011,1446,1453,1453/hr,762
2019-06-29 21:57:01,182,345,386962,387842,1496,1593,1593/hr,726
2019-06-29 22:27:01,183,345,387666,388522,1462,1456,1456/hr,738
2019-06-29 22:57:01,185,345,388341,389178,1386,1340,1340/hr,720
2019-06-29 23:27:01,188,341,389072,389792,1380,1238,1238/hr,681
2019-06-29 23:57:01,189,342,389719,390348,1422,1242,1242/hr,663
2019-06-30 00:27:01,187,344,390607,391057,1567,1296,1296/hr,669
2019-06-30 00:57:01,186,342,391392,391694,1642,1324,1324/hr,664
2019-06-30 01:27:01,186,343,392016,392334,1425,1300,1300/hr,680
2019-06-30 01:57:01,186,344,392854,392916,1494,1214,1214/hr,704
2019-06-30 02:27:02,188,347,393688,393569,1614,1231,1231/hr,713
2019-06-30 02:58:01,188,347,394514,394269,1636,1339,1339/hr,713
2019-06-30 03:28:01,187,347,395425,394947,1664,1340,1340/hr,726
2019-06-30 03:58:01,187,347,396156,395543,1636,1246,1246/hr,739
2019-06-30 04:28:01,186,344,396832,396097,1473,1214,1214/hr,767
2019-06-30 04:58:01,187,346,397717,396796,1612,1313,1313/hr,768
2019-06-30 05:28:01,187,347,398369,397341,1544,1257,1257/hr,810
2019-06-30 05:58:01,189,346,399096,398056,1326,1229,1229/hr,846
2019-06-30 06:28:01,185,351,399923,398802,1574,1474,1474/hr,902
2019-06-30 06:58:01,187,350,400894,399526,1807,1475,1475/hr,919
2019-06-30 07:28:01,186,350,402029,400412,2074,1591,1591/hr,976
2019-06-30 07:58:01,188,347,402958,401089,2089,1587,1587/hr,1021
2019-06-30 08:28:01,185,348,403838,401760,1804,1319,1319/hr,1034
2019-06-30 08:58:01,187,347,404922,402499,1987,1408,1408/hr,1032
2019-06-30 09:28:01,188,345,405827,403283,1945,1479,1479/hr,1027
2019-06-30 09:58:01,187,344,406847,404059,1922,1546,1546/hr,1052
2019-06-30 10:28:01,191,344,407734,404841,1957,1580,1580/hr,1080
2019-06-30 10:58:01,191,347,408661,405665,1816,1608,1608/hr,1112
2019-06-30 11:28:01,190,344,409653,406475,1899,1619,1619/hr,1171
2019-06-30 11:58:01,185,347,410629,407330,2004,1676,1676/hr,1219
2019-06-30 12:28:01,185,347,411789,408166,2178,1724,1724/hr,1227
2019-06-30 12:58:02,180,348,412759,408912,2113,1555,1555/hr,1246
2019-06-30 13:29:01,180,354,414033,409804,2246,1650,1650/hr,1235
2019-06-30 13:59:01,177,356,415466,410709,2692,1790,1790/hr,1206
2019-06-30 14:29:01,177,359,416607,411488,2553,1667,1667/hr,1121
2019-06-30 14:59:01,178,360,417580,412284,2169,1581,1581/hr,1045
2019-06-30 15:29:01,177,363,418475,413132,1900,1675,1675/hr,988
2019-06-30 15:59:01,179,360,419506,414083,1933,1814,1814/hr,968
2019-06-30 16:29:01,177,361,420296,414894,1785,1758,1758/hr,888
2019-06-30 16:59:01,178,362,420988,415449,1505,1386,1386/hr,876
2019-06-30 17:29:01,176,365,421805,416106,1529,1242,1242/hr,860
2019-06-30 17:59:01,173,365,422535,416689,1507,1221,1221/hr,858
2019-06-30 18:29:01,175,366,423291,417317,1487,1212,1212/hr,831
2019-06-30 18:59:01,178,365,424092,417931,1541,1247,1247/hr,852
2019-06-30 19:29:01,179,358,424720,418510,1420,1199,1199/hr,831
2019-06-30 19:59:01,180,358,425447,419189,1424,1298,1298/hr,786
2019-06-30 20:29:01,184,353,426215,419819,1510,1313,1313/hr,762
2019-06-30 20:59:01,185,352,426983,420395,1512,1168,1168/hr,725
2019-06-30 21:29:01,186,347,427828,421068,1578,1249,1249/hr,660
2019-06-30 21:59:01,186,349,428436,421612,1487,1243,1243/hr,620
2019-06-30 22:29:01,187,351,428980,422106,1153,1048,1048/hr,591
2019-06-30 22:59:01,189,351,429526,422562,1020,900,900/hr,579
2019-06-30 23:29:01,190,349,429977,422978,1002,877,877/hr,537
2019-06-30 23:59:01,189,347,430518,423382,1020,846,846/hr,509
2019-07-01 00:29:01,186,346,431127,423811,1135,821,821/hr,469
2019-07-01 00:59:01,185,348,431531,424098,1008,714,714/hr,472
2019-07-01 01:29:01,182,349,431870,424362,727,545,545/hr,452
2019-07-01 01:59:02,183,350,432226,424677,689,575,575/hr,445
2019-07-01 02:30:01,183,353,432548,424995,676,635,635/hr,448
2019-07-01 03:00:01,184,355,432872,425293,637,613,613/hr,447
2019-07-01 03:30:01,184,357,433151,425579,573,571,571/hr,462
2019-07-01 04:00:01,183,356,433461,425894,582,597,597/hr,480
2019-07-01 04:30:01,183,357,433765,426236,625,666,666/hr,504
2019-07-01 05:00:01,183,355,434223,426671,759,754,754/hr,530
2019-07-01 05:30:01,181,353,434604,426996,841,760,760/hr,577
2019-07-01 06:00:01,184,356,435113,427460,879,795,795/hr,617
2019-07-01 06:30:01,184,355,435691,427993,1111,974,974/hr,657
2019-07-01 07:00:01,185,354,436191,428441,1151,1044,1044/hr,660
2019-07-01 07:30:01,184,354,436830,428982,1195,1040,1040/hr,673
2019-07-01 08:00:02,185,353,437382,429514,1149,1066,1066/hr,698
2019-07-01 08:31:01,182,355,437952,430035,1051,1006,1006/hr,737
2019-07-01 09:01:01,181,354,438652,430678,1289,1164,1164/hr,772
2019-07-01 09:31:01,183,354,439471,431527,1511,1485,1485/hr,825
2019-07-01 10:01:02,184,353,440158,432253,1478,1541,1541/hr,881
2019-07-01 10:32:01,181,354,441302,433418,1756,1822,1822/hr,929
2019-07-01 11:02:01,182,357,442327,434345,2107,2001,2001/hr,969
2019-07-01 11:32:01,182,356,443281,435452,2051,2086,2086/hr,1052
2019-07-01 12:02:01,181,358,444576,436767,2300,2462,2462/hr,1038
2019-07-01 12:32:01,178,358,445510,437853,2237,2385,2385/hr,1045
2019-07-01 13:02:01,177,358,446338,438742,1924,2118,2118/hr,1065
