Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours
2021-03-16 08:54:01,1,1,170,137,0,0,0,0,1875,0,0
2021-03-16 09:25:01,1002,1020,175,142,175,191,1,0,3031,517,527
2021-03-16 09:24:01,1047,1031,175,142,175,191,1,0,3031,500,509
2021-03-16 09:54:01,1545,1308,183,187,2009,1941,2009,1941,3426,1272,1163
2021-03-16 10:24:01,1724,1431,187,195,4901,4972,4891,4970,3703,2134,1879
2021-03-16 10:54:01,1746,1490,190,197,8282,8086,6243,6053,3737,3007,2624
2021-03-16 11:24:01,1733,1509,191,195,12196,11569,7394,6621,3727,3874,3378
2021-03-16 11:54:02,1634,1460,192,196,16090,15066,7910,7071,3621,4691,4109
2021-03-16 12:25:01,1624,1507,192,196,19989,18594,7867,7092,3605,5530,4887
2021-03-16 12:55:01,1602,1446,192,196,24303,22494,8524,7741,3512,6331,5610
2021-03-16 13:25:01,1591,1484,191,197,28349,26284,8076,7467,3505,7126,6352
2021-03-16 13:55:01,1580,1466,191,197,32812,30158,8617,7761,3411,7916,7085
2021-03-16 14:25:01,1588,1397,191,196,37122,34384,8322,7929,3357,8710,7783
2021-03-16 14:55:01,1508,1378,191,196,41698,38376,8717,7924,3227,9464,8472
2021-03-16 15:25:02,1485,1327,191,196,46472,42623,9301,8219,3097,10207,9136
2021-03-16 15:56:01,1410,1282,192,194,51129,46415,9478,8086,2954,10935,9798
2021-03-16 16:26:01,1311,1162,193,193,55107,50362,8422,7543,2745,11591,10379
2021-03-16 16:56:01,1159,1108,194,193,59190,53821,7986,7331,2453,12170,10933
2021-03-16 17:26:01,1030,1023,194,193,62915,57331,7732,6890,2402,12685,11445
2021-03-16 17:56:01,1051,1038,194,193,66390,60594,6961,6597,2287,13211,11964
2021-03-16 18:26:01,1014,984,194,193,69907,63976,7010,6618,2175,13718,12456
2021-03-16 18:56:01,930,943,194,193,73367,67034,7004,6448,2050,14183,12927
2021-03-16 19:26:01,911,918,195,191,76371,69644,6303,5472,1978,14638,13386
2021-03-16 19:56:01,836,869,195,191,79144,72120,5573,4931,1848,15056,13821
2021-03-16 20:26:01,829,789,195,191,81754,74725,5596,5293,1761,15471,14215
2021-03-16 20:56:01,788,737,194,191,84216,77022,5028,4887,1620,15865,14584
2021-03-16 21:26:01,709,670,194,191,86367,79258,4403,4383,1504,16219,14919
2021-03-16 21:56:01,654,612,195,190,88175,81340,3979,4334,1373,16546,15225
2021-03-16 22:26:01,624,590,197,189,89676,83153,3222,3802,1328,16858,15520
2021-03-16 22:56:01,550,562,197,189,91255,84723,3122,3332,1224,17133,15801
2021-03-16 23:26:01,537,527,197,188,92746,86123,3163,3050,1185,17402,16064
2021-03-16 23:56:01,483,510,199,187,93893,87263,2640,2542,1109,17643,16319
2021-03-17 00:26:02,481,474,199,187,95158,88506,2389,2348,1067,17884,16556
2021-03-17 00:57:02,483,458,199,187,96288,89526,2310,2208,1064,18134,16793
2021-03-17 01:28:01,489,451,199,187,97415,90524,2231,2006,1052,18386,17026
2021-03-17 01:58:01,512,469,199,187,98674,91699,2358,2150,1100,18642,17260
2021-03-17 02:28:01,528,477,198,187,99998,92865,2560,2301,1108,18906,17499
2021-03-17 02:58:01,546,499,198,187,101421,94006,2730,2236,1183,19179,17748
2021-03-17 03:28:01,571,500,198,187,102639,95193,2525,2263,1220,19465,17998
2021-03-17 03:58:01,564,523,198,187,103656,96168,2225,2138,1243,19747,18260
2021-03-17 04:28:01,564,528,198,187,104513,97107,1872,1926,1264,20029,18524
2021-03-17 04:58:01,566,555,198,187,105677,98295,1996,2080,1303,20312,18801
2021-03-17 05:28:01,606,606,198,187,106845,99399,2332,2298,1385,20615,19104
2021-03-17 05:58:01,637,657,198,187,108094,100630,2303,2278,1488,20933,19433
2021-03-17 06:28:01,718,708,198,187,109461,101880,2619,2468,1624,21292,19787
2021-03-17 06:58:01,770,746,198,187,111111,103638,3061,3045,1726,21677,20160
2021-03-17 07:28:01,845,793,198,186,112672,105452,3104,3511,1886,22100,20556
2021-03-17 07:58:01,901,821,199,185,114565,107267,3424,3546,1925,22550,20967
2021-03-17 08:28:01,934,825,199,186,116923,109385,4175,3860,2028,23017,21379
2021-03-17 08:58:01,1018,847,199,186,119400,111517,4674,4129,2158,23526,21803
2021-03-17 09:28:01,1063,915,200,183,121491,113549,4452,4129,2277,24058,22260
2021-03-17 09:58:02,1112,921,201,181,123404,115726,3798,3953,2367,24614,22721
2021-03-17 10:29:01,1177,974,201,181,125338,117586,3704,3769,2512,25222,23224
2021-03-17 10:59:01,1203,1020,202,179,127507,119898,4167,4249,2592,25823,23734
2021-03-17 11:29:01,1232,1019,205,174,129671,122200,3863,4231,2623,26439,24244
2021-03-17 11:59:01,1194,1018,209,172,131839,124330,4150,4255,2567,27036,24753
2021-03-17 12:29:01,1222,1020,208,173,133939,126413,4098,3994,2587,27647,25263
2021-03-17 12:59:01,1244,1099,207,173,136009,128481,4003,3987,2679,28269,25812
2021-03-17 13:29:01,1269,1167,208,172,138278,130809,4110,4134,2826,28904,26396
