Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours
2021-11-01 10:48:01,0,0,0,0,0,0,0,0,2261,33300,38471
2021-11-01 11:18:01,199,198,0,0,0,0,0,0,2158,33399,38570
2021-11-01 11:48:01,616,679,83,82,133286,130941,140290,137341,2525,33707,38909
2021-11-01 12:18:01,725,835,93,106,134420,132122,76163,71340,2758,34070,39327
2021-11-01 12:48:01,789,909,112,158,135975,133524,2689,2583,2914,34464,39781
2021-11-01 13:18:01,819,949,141,181,137906,135358,3486,3236,3012,34874,40256
2021-11-01 13:48:01,846,977,161,216,139914,137267,3919,3778,3024,35297,40744
2021-11-01 14:18:01,813,977,161,216,141646,138899,3779,3576,2983,35703,41233
2021-11-01 14:48:02,816,978,160,216,143627,140605,3714,3338,2997,36111,41722
2021-11-01 15:19:01,772,971,160,255,145328,142191,3678,3291,2903,36510,42223
2021-11-01 15:49:01,752,934,174,255,147220,144020,3628,3445,2815,36886,42690
2021-11-01 16:19:01,685,857,174,255,148911,145797,3599,3638,2649,37229,43119
2021-11-01 16:49:01,650,835,194,256,150362,147269,3142,3254,2503,37554,43536
2021-11-01 17:19:01,624,858,214,257,151782,148600,2876,2805,2512,37866,43965
2021-11-01 17:49:01,625,858,230,266,153278,149891,2941,2650,2520,38178,44394
2021-11-01 18:19:01,616,851,240,266,154845,151170,3194,2655,2548,38486,44820
2021-11-01 18:49:01,617,829,239,267,156274,152559,3000,2669,2539,38795,45234
2021-11-01 19:19:01,572,822,239,267,157543,153874,2658,2652,2496,39081,45645
2021-11-01 19:49:02,541,817,238,286,158751,155187,2442,2612,2448,39351,46054
2021-11-01 20:20:01,512,803,237,288,159810,156560,2194,2674,2317,39616,46469
2021-11-01 20:50:01,488,743,237,290,161031,157839,2244,2544,2231,39860,46840
2021-11-01 21:20:01,448,722,236,291,162096,158871,2283,2303,2087,40084,47201
2021-11-01 21:50:02,429,704,258,292,163112,159880,2080,2063,1954,40298,47554
2021-11-01 22:21:01,404,651,257,292,163978,161009,1879,2137,1807,40507,47890
2021-11-01 22:51:01,395,597,256,293,164924,161977,1765,1971,1668,40704,48188
2021-11-01 23:21:01,372,562,255,293,165666,162799,1707,1808,1541,40890,48469
2021-11-01 23:51:01,363,517,255,293,166499,163581,1581,1612,1434,41072,48728
2021-11-02 00:21:01,344,460,255,293,167136,164193,1481,1404,1349,41244,48958
2021-11-02 00:51:01,316,426,255,293,167747,164768,1224,1159,1273,41402,49171
2021-11-02 01:21:01,328,402,255,293,168333,165280,1201,1092,1268,41566,49372
2021-11-02 01:51:01,328,393,255,293,168890,165726,1150,940,1255,41730,49568
2021-11-02 02:21:01,339,399,255,293,169382,166164,1053,874,1288,41899,49768
2021-11-02 02:51:01,347,405,254,294,169942,166713,1020,981,1313,42073,49970
2021-11-02 03:21:01,351,402,255,293,170376,167255,973,1070,1310,42248,50171
2021-11-02 03:51:01,348,438,253,295,170835,167763,881,1024,1347,42422,50390
2021-11-02 04:21:02,369,419,252,296,171355,168300,980,1048,1349,42607,50600
2021-11-02 04:52:01,381,435,252,296,171881,168774,1055,1016,1381,42804,50824
2021-11-02 05:22:01,401,469,252,296,172459,169245,1126,942,1430,43004,51059
2021-11-02 05:52:02,405,492,252,295,173079,169826,1211,1064,1500,43207,51305
2021-11-02 06:23:01,424,531,252,295,173642,170332,1134,1072,1577,43426,51579
2021-11-02 06:53:01,463,555,252,296,174296,170937,1244,1141,1650,43657,51857
2021-11-02 07:23:01,491,639,252,296,174972,171614,1305,1251,1729,43903,52176
2021-11-02 07:53:01,499,663,250,296,175911,172483,1561,1496,1813,44152,52508
2021-11-02 08:23:01,510,692,250,298,176711,173250,1688,1609,1914,44407,52854
2021-11-02 08:53:01,553,732,250,298,177684,174129,1753,1611,2039,44684,53220
2021-11-02 09:23:02,594,731,250,297,178835,175025,2108,1685,2143,44981,53585
2021-11-02 09:54:01,631,770,251,298,180287,176171,2360,1841,2278,45307,53983
2021-11-02 10:24:01,669,778,251,298,181556,177203,2410,1963,2372,45641,54372
2021-11-02 10:54:01,738,788,250,299,182983,178300,2724,2138,2455,46010,54766
2021-11-02 11:24:01,741,838,249,299,184517,179443,2940,2247,2553,46381,55185
2021-11-02 11:54:02,729,831,249,299,185935,180727,2981,2429,2547,46745,55601
2021-11-02 12:25:02,758,849,251,298,187449,182078,2730,2486,2683,47137,56039
2021-11-02 12:56:01,787,878,253,299,188928,183271,2867,2371,2794,47544,56493
2021-11-02 13:26:01,775,930,253,299,190775,184680,3333,2597,2825,47931,56958
2021-11-02 13:56:01,772,938,252,299,192392,186155,3407,2850,2842,48317,57427
2021-11-02 14:26:01,752,924,253,298,193908,187583,3134,2907,2801,48693,57889
2021-11-02 14:56:02,743,911,254,298,195433,188997,2966,2706,2768,49065,58345
2021-11-02 15:27:01,733,886,253,299,197285,190564,3169,2764,2740,49443,58802
2021-11-02 15:57:02,716,886,253,299,198851,191957,3238,2809,2707,49801,59245
2021-11-02 16:28:01,694,823,253,299,200216,193277,2888,2677,2496,50160,59670
2021-11-02 16:58:01,686,782,254,298,201517,194481,2599,2455,2498,50503,60061
2021-11-02 17:28:02,673,777,254,298,202811,195740,2604,2470,2516,50840,60450
2021-11-02 17:59:01,667,773,254,298,204379,196912,2921,2483,2467,51184,60849
2021-11-02 18:29:01,639,753,253,299,205606,198211,2813,2515,2435,51503,61226
2021-11-02 18:59:01,623,728,252,299,206665,199208,2189,2185,2374,51815,61590
2021-11-02 19:29:01,608,714,252,299,207806,200163,2185,1956,2325,52119,61947
2021-11-02 19:59:01,599,721,252,299,209162,201271,2518,2080,2274,52418,62307
2021-11-02 20:29:01,555,686,251,300,210422,202240,2585,2065,2161,52696,62650
2021-11-02 20:59:01,531,646,251,301,211386,203053,2150,1740,2024,52961,62973
2021-11-02 21:29:01,479,620,248,302,212301,203858,1847,1612,1882,53201,63283
2021-11-02 21:59:01,453,600,246,303,213210,204705,1840,1660,1798,53427,63583
2021-11-02 22:29:01,426,525,244,303,214110,205512,1821,1664,1655,53640,63846
2021-11-02 22:59:01,402,500,242,304,215007,206215,1795,1506,1543,53841,64096
2021-11-02 23:29:01,375,488,240,305,215884,206910,1725,1392,1504,54029,64340
2021-11-02 23:59:01,356,466,239,307,216729,207773,1782,1628,1402,54207,64573
2021-11-03 00:29:01,331,432,238,309,217434,208436,1504,1472,1313,54372,64789
2021-11-03 00:59:01,301,414,237,310,217920,208977,1220,1236,1265,54523,64996
2021-11-03 01:29:01,297,393,235,311,218510,209536,1088,1116,1223,54671,65192
2021-11-03 01:59:01,316,405,235,311,219082,210087,1164,1123,1243,54829,65395
2021-11-03 02:29:01,309,383,234,312,219544,210544,1037,1005,1219,54984,65586
2021-11-03 02:59:01,319,381,234,312,220096,210957,988,856,1241,55143,65777
2021-11-03 03:29:01,313,411,232,312,220613,211391,1054,813,1263,55300,65982
2021-11-03 03:59:01,336,418,231,315,221087,211865,1006,924,1299,55468,66191
2021-11-03 04:29:01,322,409,231,315,221511,212336,898,945,1281,55629,66396
2021-11-03 04:59:01,327,448,231,314,222047,212846,933,932,1323,55792,66620
2021-11-03 05:29:01,342,481,231,315,222673,213546,1160,1202,1389,55963,66860
2021-11-03 05:59:01,364,526,230,315,223324,214158,1288,1319,1477,56145,67123
2021-11-03 06:29:01,377,547,229,316,224183,214943,1511,1416,1528,56334,67397
2021-11-03 06:59:01,418,564,228,316,225025,215702,1711,1564,1590,56543,67679
2021-11-03 07:29:01,435,553,227,317,225922,216478,1741,1536,1667,56760,67955
2021-11-03 07:59:01,460,560,225,321,226782,217192,1753,1487,1685,56990,68235
2021-11-03 08:29:01,477,558,225,321,227621,217920,1705,1445,1759,57229,68514
2021-11-03 08:59:02,453,500,224,321,228562,218683,1725,1390,1806,57456,68764
2021-11-03 09:30:01,534,578,225,321,229508,219499,1716,1485,1994,57731,69063
2021-11-03 10:00:02,575,629,224,321,230613,220386,2051,1704,2106,58019,69378
2021-11-03 10:30:02,609,699,224,322,231847,221350,2339,1851,2243,58323,69727
2021-11-03 11:01:01,647,723,222,324,233079,222591,2466,2208,2319,58658,70100
2021-11-03 11:31:01,663,713,221,325,234422,223716,2586,2375,2376,58989,70457
2021-11-03 12:01:01,681,743,221,325,235707,224738,2693,2191,2428,59330,70828
2021-11-03 12:31:02,720,805,220,326,237052,225964,2629,2266,2584,59690,71231
2021-11-03 13:02:01,728,836,219,325,238397,227192,2692,2459,2622,60066,71663
2021-11-03 13:32:01,726,809,220,324,239762,228556,2645,2587,2655,60429,72067
2021-11-03 14:02:01,748,809,220,324,241278,229876,2883,2686,2677,60803,72472
2021-11-03 14:32:01,705,811,222,320,242718,231209,3013,2723,2650,61155,72877
2021-11-03 15:02:01,712,781,223,317,244265,232451,2974,2581,2598,61511,73268
2021-11-03 15:32:01,677,741,224,319,245638,233607,2926,2387,2517,61850,73638
2021-11-03 16:02:01,662,751,224,320,246970,234766,2724,2345,2497,62181,74014
2021-11-03 16:32:02,629,757,225,318,248491,235933,2860,2302,2494,62495,74393
2021-11-03 17:03:01,598,773,227,317,249781,237108,2789,2327,2471,62804,74792
2021-11-03 17:33:01,584,755,226,318,250819,238218,2293,2273,2436,63096,75169
2021-11-03 18:03:01,562,733,227,317,252201,239436,2397,2309,2351,63377,75536
2021-11-03 18:33:01,531,717,226,318,253367,240487,2484,2193,2295,63643,75894
2021-11-03 19:03:01,511,731,224,319,254361,241513,2112,2048,2224,63898,76260
2021-11-03 19:33:01,496,719,224,319,255499,242608,2103,2117,2164,64146,76619
2021-11-03 20:03:01,470,727,224,319,256720,243741,2319,2169,2111,64381,76983
2021-11-03 20:33:02,463,720,223,319,257870,244950,2360,2353,2039,64613,77343
2021-11-03 21:04:02,435,688,220,322,258813,245945,2040,2143,1914,64838,77698
2021-11-03 21:35:02,414,625,220,322,259763,246935,1921,2028,1800,65051,78021
2021-11-03 22:06:02,388,596,217,326,260586,247966,1730,1991,1649,65252,78329
2021-11-03 22:37:01,374,537,214,326,261495,248889,1737,1924,1543,65445,78607
2021-11-03 23:07:01,348,510,214,326,262528,249926,1934,1932,1448,65619,78862
2021-11-03 23:37:01,328,475,211,328,263443,250703,1918,1773,1400,65783,79099
2021-11-04 00:07:01,328,449,211,328,263988,251354,1225,1251,1342,65947,79324
2021-11-04 00:37:01,312,413,210,328,264606,251958,1148,1219,1251,66103,79530
2021-11-04 01:07:01,299,384,211,328,265121,252546,1005,1106,1202,66253,79722
2021-11-04 01:37:01,272,392,212,328,265642,253010,981,975,1185,66389,79918
2021-11-04 02:07:01,272,372,212,328,266020,253492,926,969,1133,66525,80104
2021-11-04 02:37:01,280,367,213,328,266395,253935,731,884,1122,66665,80288
2021-11-04 03:07:01,278,394,213,328,266760,254401,750,922,1140,66804,80485
2021-11-04 03:37:01,290,379,213,328,267140,254939,743,1025,1150,66949,80674
2021-11-04 04:07:01,293,370,213,328,267595,255404,825,977,1158,67095,80859
2021-11-04 04:37:01,292,375,212,328,268029,255786,889,815,1183,67241,81047
2021-11-04 05:07:02,311,394,212,329,268527,256162,942,764,1235,67397,81244
2021-11-04 05:38:01,326,408,212,329,268968,256636,942,846,1309,67565,81454
2021-11-04 06:08:01,342,438,212,329,269481,257228,925,1053,1378,67736,81673
2021-11-04 06:38:01,363,463,211,329,270081,257799,1098,1140,1446,67917,81905
2021-11-04 07:08:01,368,479,211,329,270608,258428,1065,1138,1452,68101,82144
2021-11-04 07:38:01,364,500,210,328,271214,259053,1068,1177,1537,68283,82394
2021-11-04 08:08:01,402,530,210,329,271825,259834,1219,1414,1657,68484,82659
2021-11-04 08:38:01,422,567,207,331,272506,260602,1219,1490,1753,68695,82943
2021-11-04 09:08:01,452,560,207,331,273292,261514,1390,1580,1806,68921,83223
2021-11-04 09:38:01,487,598,206,332,274220,262385,1649,1679,1901,69165,83522
2021-11-04 10:08:01,533,636,204,334,274958,263142,1612,1577,2021,69431,83840
2021-11-04 10:38:01,563,639,202,335,275824,263913,1564,1513,2078,69713,84159
2021-11-04 11:08:02,583,617,203,335,276743,264799,1679,1579,2079,70005,84468
2021-11-04 11:39:01,609,644,203,335,277752,265890,1621,1690,2141,70319,84801
2021-11-04 12:09:01,632,620,201,336,278728,266765,1759,1728,2177,70635,85111
2021-11-04 12:39:01,655,650,203,334,279728,267712,1972,1844,2238,70963,85436
2021-11-04 13:09:01,649,674,204,333,280750,268756,2028,2003,2347,71287,85773
2021-11-04 13:39:01,652,709,204,333,281867,269744,2139,2035,2403,71613,86127
2021-11-04 14:09:01,647,702,205,332,282950,270778,2204,2023,2423,71937,86478
2021-11-04 14:39:01,648,716,207,329,283992,271773,2127,2030,2433,72261,86836
2021-11-04 15:09:01,624,702,209,328,285157,273000,2205,2227,2375,72573,87187
2021-11-04 15:39:01,630,688,209,328,286480,274222,2484,2445,2360,72888,87531
2021-11-04 16:09:01,586,673,208,329,287541,275223,2407,2246,2284,73181,87868
2021-11-04 16:39:01,578,669,208,330,288727,276397,2249,2183,2230,73470,88202
2021-11-04 17:09:01,567,690,208,330,289887,277315,2355,2095,2217,73753,88547
2021-11-04 17:39:01,538,704,207,331,291043,278268,2327,1879,2194,74022,88899
2021-11-04 18:09:01,491,689,207,331,292144,279308,2209,1971,2142,74268,89244
2021-11-04 18:39:01,493,669,205,332,293081,280239,2037,1974,2128,74514,89578
2021-11-04 19:09:01,470,667,204,332,294183,281177,2040,1879,2098,74749,89912
2021-11-04 19:39:01,445,660,204,333,295178,282198,2099,1965,2029,74972,90242
2021-11-04 20:09:01,419,629,203,333,296140,283133,1957,1958,1941,75181,90556
2021-11-04 20:39:01,399,596,202,334,296968,283892,1794,1698,1842,75381,90854
2021-11-04 21:09:01,385,533,204,333,297646,284574,1508,1444,1734,75573,91121
2021-11-04 21:39:01,363,508,204,333,298296,285238,1330,1350,1683,75755,91375
2021-11-04 22:09:01,375,478,204,333,298902,285857,1268,1300,1570,75942,91614
2021-11-04 22:39:01,352,441,204,333,299586,286487,1291,1250,1476,76118,91834
2021-11-04 23:09:01,307,414,202,333,300192,287091,1292,1236,1329,76272,92041
2021-11-04 23:39:01,279,383,203,335,300623,287579,1039,1095,1253,76411,92233
2021-11-05 00:09:01,280,374,203,335,301024,288087,842,1002,1226,76551,92420
2021-11-05 00:39:01,254,336,200,336,301417,288492,794,915,1137,76678,92588
2021-11-05 01:09:01,253,315,199,337,301762,288971,762,915,1103,76805,92745
2021-11-05 01:39:01,254,319,200,337,302166,289372,765,899,1071,76932,92905
2021-11-05 02:09:01,253,319,200,337,302517,289796,756,828,1063,77058,93064
2021-11-05 02:39:01,262,331,199,338,302944,290111,785,744,1094,77189,93230
2021-11-05 03:09:01,246,330,200,338,303362,290418,846,624,1111,77312,93395
2021-11-05 03:39:01,258,347,200,338,303804,290832,863,721,1146,77441,93568
2021-11-05 04:09:01,265,365,200,338,304218,291211,860,795,1141,77574,93751
2021-11-05 04:39:01,296,386,198,340,304663,291634,869,806,1220,77722,93944
2021-11-05 05:09:01,301,395,196,342,305144,292182,930,972,1234,77872,94141
2021-11-05 05:39:01,301,411,197,341,305679,292736,1019,1103,1287,78023,94347
2021-11-05 06:09:01,306,441,197,341,306225,293218,1089,1053,1344,78176,94567
2021-11-05 06:39:01,325,462,196,342,306820,293674,1142,940,1412,78338,94798
2021-11-05 07:09:01,320,476,194,343,307323,294145,1103,932,1473,78498,95036
2021-11-05 07:39:01,353,496,194,344,307892,294696,1074,1022,1556,78675,95284
2021-11-05 08:09:01,394,499,194,344,308317,295231,998,1091,1592,78872,95534
2021-11-05 08:39:01,406,516,195,343,308851,295700,960,1006,1681,79075,95792
2021-11-05 09:09:01,370,495,194,343,309078,295928,855,775,1717,79260,96039
2021-11-05 09:39:01,428,501,194,343,309664,296515,997,980,1841,79474,96290
2021-11-05 10:09:01,445,536,194,343,310299,297136,1240,1233,1893,79696,96558
2021-11-05 10:39:01,487,561,194,343,311032,297719,1354,1178,1994,79940,96838
2021-11-05 11:09:01,500,580,195,341,311818,298456,1473,1274,2052,80190,97128
2021-11-05 11:39:01,513,607,194,342,312564,299117,1512,1394,2053,80446,97432
2021-11-05 12:09:01,549,646,196,342,313412,299846,1560,1359,2156,80721,97755
2021-11-05 12:39:01,578,696,195,342,314299,300600,1681,1407,2244,81010,98103
2021-11-05 13:09:01,622,709,196,343,315243,301602,1782,1699,2307,81321,98457
2021-11-05 13:39:01,649,723,195,344,316270,302599,1920,1964,2396,81645,98819
2021-11-05 14:09:01,666,752,196,343,317363,303780,2053,2111,2475,81978,99195
2021-11-05 14:39:01,664,771,197,340,318567,304950,2270,2298,2499,82310,99580
2021-11-05 15:09:01,659,756,196,341,319640,306193,2195,2353,2513,82640,99958
2021-11-05 15:39:01,668,711,197,340,320692,307488,1959,2436,2452,82974,100314
2021-11-05 16:09:02,673,717,197,340,321810,308732,2172,2530,2441,83310,100672
2021-11-05 16:40:01,688,717,197,340,322891,309818,2170,2317,2427,83666,101042
