Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours
2021-10-20 05:45:01,0,0,0,0,0,0,0,0,1047,580048,568715
2021-10-20 06:15:01,316,267,92,30,1807803,1844624,450993,561187,1507,580206,568849
2021-10-20 06:45:01,451,386,110,71,1808402,1845312,1217343,1278073,1809,580432,569042
2021-10-20 07:15:01,512,449,109,99,1809146,1846118,169618,194178,1995,580688,569266
2021-10-20 07:45:02,545,450,134,96,1809959,1847105,1582,1828,2074,580961,569492
2021-10-20 08:15:02,608,476,149,99,1810685,1848018,1615,1997,2209,581265,569730
2021-10-20 08:46:01,625,498,161,95,1811412,1848966,1506,1889,2315,581587,569987
2021-10-20 09:16:01,671,548,170,95,1812167,1849802,1512,1784,2426,581923,570261
2021-10-20 09:46:01,716,592,220,108,1812977,1850881,1576,1909,2587,582281,570557
2021-10-20 10:16:02,719,619,223,105,1813903,1851959,1787,2205,2661,582641,570866
2021-10-20 10:47:01,784,638,223,102,1814663,1853010,1729,2141,2755,583045,571196
2021-10-20 11:17:02,856,695,223,101,1815721,1854122,1847,2182,2936,583474,571544
2021-10-20 11:48:01,842,684,251,102,1816728,1855413,2028,2402,3048,583908,571897
2021-10-20 12:18:01,890,673,264,104,1817777,1856765,2064,2670,2932,584353,572233
2021-10-20 12:48:01,894,593,262,103,1818664,1858041,1965,2681,2957,584800,572530
2021-10-20 13:18:02,868,614,262,105,1819732,1859348,2026,2643,2974,585235,572837
2021-10-20 13:49:01,788,558,280,109,1820733,1860747,2040,2716,2947,585642,573125
2021-10-20 14:19:01,708,491,301,109,1821203,1861395,1493,2144,2780,585996,573371
2021-10-20 14:49:01,792,555,302,105,1821997,1862430,1373,1849,2880,586392,573648
2021-10-20 15:19:01,786,573,318,102,1822829,1863573,1623,2153,2913,586785,573935
2021-10-20 15:49:02,746,582,318,102,1823705,1864584,1685,2117,2841,587158,574226
2021-10-20 16:20:02,731,589,318,104,1824902,1865795,1828,1904,2810,587535,574530
2021-10-20 16:50:02,707,598,337,105,1825717,1866744,1718,1822,2826,587889,574829
2021-10-20 17:21:01,716,604,337,103,1826624,1867699,1734,1905,2861,588259,575141
2021-10-20 17:51:01,717,616,338,103,1827598,1868678,1882,1934,2907,588617,575449
2021-10-20 18:21:01,745,613,337,103,1828562,1869798,1941,2099,2885,588990,575755
2021-10-20 18:51:01,725,622,336,103,1829578,1871078,1983,2400,2852,589352,576066
2021-10-20 19:21:01,741,608,365,102,1830832,1872390,2342,2641,2790,589723,576370
2021-10-20 19:51:02,716,570,365,102,1832023,1873564,2445,2488,2692,590081,576656
2021-10-20 20:22:01,695,550,365,101,1833153,1874681,2324,2291,2632,590440,576940
2021-10-20 20:52:01,641,495,367,99,1834021,1875608,1998,2044,2498,590760,577187
2021-10-20 21:22:01,602,497,366,99,1834895,1876465,1742,1778,2367,591061,577436
2021-10-20 21:52:01,567,489,365,99,1835806,1877276,1785,1668,2181,591345,577680
2021-10-20 22:22:01,526,435,362,100,1836700,1878157,1837,1763,2020,591608,577898
2021-10-20 22:52:02,480,407,361,100,1837355,1878791,1514,1554,1882,591848,578101
2021-10-20 23:23:01,462,365,363,99,1837971,1879529,1292,1393,1740,592087,578290
2021-10-20 23:53:01,430,347,385,96,1838504,1880073,1142,1262,1607,592302,578463
2021-10-21 00:23:01,415,317,387,95,1839030,1880598,1118,1099,1514,592509,578622
2021-10-21 00:53:02,382,317,388,94,1839475,1881089,955,1039,1426,592700,578780
2021-10-21 01:24:02,384,307,389,94,1839951,1881603,933,1028,1420,592899,578939
2021-10-21 01:55:01,379,297,389,94,1840392,1882164,943,1095,1398,593094,579092
2021-10-21 02:25:01,413,299,390,94,1840935,1882707,1043,1171,1426,593301,579242
2021-10-21 02:55:01,406,316,391,94,1841515,1883182,1149,1041,1447,593504,579400
2021-10-21 03:25:02,432,306,391,94,1842091,1883806,1176,1110,1483,593720,579553
2021-10-21 03:55:02,462,291,390,94,1842770,1884411,1216,1236,1508,593951,579698
2021-10-21 04:26:01,486,320,389,95,1843215,1884815,1154,1067,1565,594202,579864
2021-10-21 04:56:01,471,324,388,94,1843875,1885585,1081,1180,1561,594437,580026
2021-10-21 05:26:01,502,332,387,96,1844603,1886311,1429,1497,1622,594688,580192
2021-10-21 05:56:01,526,366,388,96,1845184,1886998,1287,1391,1685,594951,580375
2021-10-21 06:26:01,536,377,389,97,1845734,1887602,1193,1364,1768,595219,580563
2021-10-21 06:56:01,568,389,388,99,1846310,1888396,1082,1359,1860,595503,580758
2021-10-21 07:26:01,575,404,387,96,1847027,1889324,1375,1853,0,595791,580960
2021-10-21 07:56:01,528,387,388,96,1847472,1889816,1112,1368,1982,596055,581153
2021-10-21 08:26:02,581,429,407,96,1848371,1890769,1403,1486,2114,596345,581368
2021-10-21 08:57:01,597,479,406,100,1849085,1891543,1336,1472,2226,596654,581615
2021-10-21 09:27:01,652,488,403,101,1849835,1892311,1479,1498,2326,596980,581859
2021-10-21 09:57:01,676,568,403,102,1850723,1893151,1669,1622,2463,597318,582143
2021-10-21 10:27:01,728,586,402,102,1851756,1894067,1930,1725,2575,597682,582436
2021-10-21 10:57:02,734,606,404,103,1852757,1895026,1879,1775,2684,598049,582739
2021-10-21 11:28:01,787,629,401,106,1853884,1896066,1836,1709,2788,598455,583064
2021-10-21 11:58:01,845,649,401,106,1854633,1896941,1631,1733,2919,598878,583389
2021-10-21 12:28:01,880,636,402,106,1855348,1897902,1465,1836,2987,599318,583707
2021-10-21 12:58:01,877,625,439,105,1856195,1898739,1567,1803,3035,599756,584019
2021-10-21 13:28:01,848,655,439,105,1857222,1899701,1876,1799,3017,600180,584347
2021-10-21 13:58:01,832,650,438,105,1858286,1900725,2093,1988,2964,600596,584672
2021-10-21 14:28:01,818,653,438,105,1859284,1901885,2063,2185,2969,601005,584998
2021-10-21 14:58:01,786,650,438,106,1860321,1903019,2044,2294,2916,601398,585323
2021-10-21 15:28:01,773,625,439,103,1861427,1904441,2173,2578,2853,601785,585636
2021-10-21 15:58:01,778,635,441,102,1862666,1905990,2368,3012,2847,602174,585953
2021-10-21 16:28:01,765,616,440,103,1863873,1907244,2445,2804,2820,602556,586261
2021-10-21 16:58:01,758,655,439,103,1865140,1908423,2486,2439,2853,602935,586589
2021-10-21 17:28:01,755,691,441,102,1866363,1909670,2499,2438,2927,603313,586934
2021-10-21 17:58:01,756,690,441,103,1867587,1910931,2453,2509,2906,603691,587279
2021-10-21 18:28:01,690,661,439,103,1868920,1912211,2560,2541,2838,604036,587610
2021-10-21 18:58:01,665,634,440,102,1869924,1913222,2352,2315,2775,604368,587927
2021-10-21 19:28:01,344,299,411,80,1871064,1914279,2146,2070,2709,604540,588076
