Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,WinMargin
2020-03-30 02:17:01,0,0,0,0,0,0,240,-176
2020-03-30 02:47:01,0,0,0,0,0,0,197,-176
2020-03-30 03:17:02,0,0,0,0,0,0,180,-176
2020-03-30 03:48:01,0,0,0,0,0,0,168,-176
2020-03-30 04:18:01,0,0,0,0,0,0,174,-176
2020-03-30 06:18:01,107,172,142583,122449,256,267,271,-176
2020-03-30 06:48:01,107,172,142747,122629,317,368,290,-176
2020-03-30 07:18:01,108,171,142900,122809,318,363,334,-176
2020-03-30 07:48:01,106,171,143087,123016,352,383,370,-176
2020-03-30 08:18:01,109,171,143232,123132,332,326,371,-176
2020-03-30 08:48:01,110,171,143434,123264,344,248,387,-176
2020-03-30 09:18:01,110,171,143625,123450,445,356,415,-176
2020-03-30 09:48:01,110,171,143839,123725,418,470,418,-176
2020-03-30 10:18:01,109,170,144007,123894,383,445,440,-176
2020-03-30 10:48:01,109,170,144166,124040,331,272,474,-176
2020-03-30 11:18:01,119,171,144524,124288,518,392,486,-176
2020-03-30 11:48:01,119,171,144882,124571,716,532,484,-176
2020-03-30 12:18:02,119,171,145172,124840,674,591,477,-176
2020-03-30 12:49:01,118,171,145478,125150,582,562,471,-176
2020-03-30 13:19:01,118,171,145785,125443,607,603,483,-176
2020-03-30 13:49:01,117,171,146080,125814,591,660,436,-176
2020-03-30 14:19:01,117,171,146343,126153,558,713,427,-176
2020-03-30 14:49:01,138,171,146655,126404,629,646,414,-176
2020-03-30 15:19:01,141,172,146942,126649,600,497,409,-176
2020-03-30 15:49:01,139,174,147293,126894,647,495,371,-176
2020-03-30 16:19:01,135,174,147526,127103,536,436,358,-176
2020-03-30 16:49:01,133,172,147687,127263,396,370,331,-176
2020-03-30 17:19:01,132,168,147827,127426,306,331,309,-176
2020-03-30 17:49:01,129,169,148008,127614,322,354,288,-176
2020-03-30 18:19:01,130,171,148188,127808,382,404,291,-176
