Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,WinMargin
2020-08-03 09:26:01,107,99,289,275,20,3,513,139
2020-08-03 09:56:01,108,102,1019,1057,1019,1057,528,139
2020-08-03 10:26:01,110,102,1619,1700,1353,1441,529,139
2020-08-03 10:56:01,110,102,2143,2264,1118,1199,493,139
2020-08-03 11:26:01,110,102,2769,2951,1152,1252,500,139
2020-08-03 11:56:01,110,102,3584,3655,1421,1367,483,139
2020-08-03 12:26:01,110,102,4369,4390,1600,1439,453,139
2020-08-03 12:56:01,111,101,5078,4989,1564,1422,439,139
2020-08-03 13:26:01,112,100,5805,5708,1386,1318,421,139
2020-08-03 13:56:01,112,100,6467,6325,1335,1255,392,139
2020-08-03 14:26:01,113,99,7090,6964,1310,1283,377,139
2020-08-03 14:56:01,114,98,7540,7488,1013,1101,343,139
2020-08-03 15:26:01,114,98,7863,7806,779,847,334,139
2020-08-03 15:56:01,114,98,8141,8088,606,600,348,139
2020-08-03 16:26:01,114,98,8453,8412,591,606,362,139
2020-08-03 16:56:01,114,98,8779,8789,639,701,345,139
2020-08-03 17:26:01,114,98,9119,9166,669,757,347,139
2020-08-03 17:56:01,114,98,9426,9551,647,762,348,139
2020-08-03 18:26:01,115,97,9782,10006,637,840,335,139
2020-08-03 18:56:01,115,97,10113,10351,687,800,348,139
2020-08-03 19:26:01,116,96,10449,10690,644,669,362,139
2020-08-03 19:56:01,117,95,10727,11098,602,727,346,139
2020-08-03 20:26:01,118,94,10974,11396,526,702,323,139
2020-08-03 20:56:01,118,93,11229,11734,502,636,297,139
2020-08-03 21:26:01,118,93,11526,12068,553,672,284,139
2020-08-03 21:56:01,118,93,11786,12372,557,638,278,139
2020-08-03 22:26:01,119,92,12027,12702,497,656,277,139
2020-08-03 22:56:01,119,92,12237,12958,451,586,256,139
2020-08-03 23:26:01,119,92,12421,13193,394,491,248,139
2020-08-03 23:56:01,120,90,12569,13480,289,476,246,139
2020-08-04 00:26:01,120,90,12723,13676,302,485,238,139
2020-08-04 00:56:01,121,88,12897,13883,320,392,235,139
2020-08-04 01:26:01,121,88,13079,14127,357,452,244,139
2020-08-04 01:56:01,121,88,13184,14368,290,494,226,139
2020-08-04 02:26:01,120,86,13286,14592,208,466,227,139
2020-08-04 02:56:01,121,86,13342,14668,159,303,211,139
2020-08-04 03:26:01,121,86,13406,14755,121,162,248,139
2020-08-04 03:56:01,122,86,13524,14856,184,190,255,139
2020-08-04 04:26:01,122,86,13806,15095,421,355,284,139
2020-08-04 04:56:01,121,86,14092,15408,567,549,321,139
2020-08-04 05:26:01,122,86,14459,15778,643,680,326,139
2020-08-04 05:56:01,122,86,14783,16149,691,742,323,139
