Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,WinMargin
2020-05-22 00:02:01,156,174,17326,18208,495,512,256,-175
2020-05-22 00:32:01,155,174,17507,18376,429,394,267,-175
2020-05-22 01:02:01,155,174,17727,18604,401,396,270,-175
2020-05-22 01:32:01,155,174,18038,18864,531,488,274,-175
2020-05-22 02:02:01,155,174,18312,19112,588,514,281,-175
2020-05-22 02:32:01,155,174,18624,19368,572,470,302,-175
2020-05-22 03:02:01,155,174,18935,19634,591,493,320,-175
2020-05-22 03:32:01,155,174,19270,19952,646,581,303,-175
2020-05-22 04:02:01,155,174,19503,20156,536,497,308,-175
2020-05-22 04:32:01,155,174,19755,20409,485,459,319,-175
2020-05-22 05:02:01,155,174,20055,20690,568,548,330,-175
2020-05-22 05:32:01,155,174,20533,21035,778,630,343,-175
2020-05-22 06:02:01,155,174,21036,21482,984,790,360,-175
2020-05-22 06:32:01,155,174,21431,21901,899,866,367,-175
2020-05-22 07:02:01,154,175,21835,22257,753,753,394,-175
2020-05-22 07:32:02,154,175,22207,22577,777,678,403,-175
2020-05-22 08:03:01,154,175,22521,22940,686,683,404,-175
2020-05-22 08:33:01,154,175,22886,23293,662,691,423,-175
2020-05-22 09:03:01,154,175,23256,23643,706,681,434,-175
2020-05-22 09:33:01,154,175,23727,24093,839,800,468,-175
2020-05-22 10:03:01,154,175,24232,24631,986,998,460,-175
2020-05-22 10:33:01,154,175,24753,25149,1026,1056,453,-175
2020-05-22 11:03:02,154,175,25239,25603,1010,976,450,-175
2020-05-22 11:34:01,154,175,25646,26026,893,878,466,-175
2020-05-22 12:04:01,154,175,26142,26432,905,829,503,-175
2020-05-22 12:34:01,154,175,26698,26914,999,840,519,-175
2020-05-22 13:04:01,154,175,27452,27712,1313,1286,507,-175
2020-05-22 13:34:01,155,174,28165,28514,1445,1591,512,-175
2020-05-22 14:04:01,155,174,28828,29267,1365,1554,490,-175
2020-05-22 14:34:01,155,174,29478,29998,1246,1408,437,-175
2020-05-22 15:04:01,155,174,30017,30553,1095,1218,393,-175
2020-05-22 15:34:01,155,174,30389,30939,883,904,381,-175
2020-05-22 16:04:01,156,173,30774,31229,765,680,384,-175
2020-05-22 16:34:01,156,173,31167,31637,764,700,396,-175
2020-05-22 17:04:01,156,173,31672,32199,907,973,403,-175
2020-05-22 17:34:01,156,173,32121,32693,1009,1096,401,-175
2020-05-22 18:04:01,156,173,32517,33151,855,939,369,-175
2020-05-22 18:34:01,156,173,32893,33608,773,912,336,-175
2020-05-22 19:04:01,156,173,33275,34000,759,849,325,-175
2020-05-22 19:34:01,156,173,33562,34338,668,734,344,-175
2020-05-22 20:04:01,156,173,33935,34720,670,730,342,-175
2020-05-22 20:34:01,156,173,34270,35094,708,764,321,-175
2020-05-22 21:04:01,156,173,34670,35421,719,700,324,-175
2020-05-22 21:34:01,156,173,34993,35729,677,623,285,-175
2020-05-22 22:04:02,156,173,35301,35985,587,525,283,-175
2020-05-22 22:35:01,156,173,35589,36200,576,455,279,-175
2020-05-22 23:05:01,156,173,35916,36541,615,559,277,-175
2020-05-22 23:35:01,156,173,36250,36840,663,644,271,-175
2020-05-23 00:05:01,155,173,36514,37134,577,564,248,-175
2020-05-23 00:35:01,155,174,36775,37334,534,503,254,-175
2020-05-23 01:05:01,155,174,37036,37506,527,376,265,-175
2020-05-23 01:35:01,155,174,37178,37684,386,344,279,-175
2020-05-23 02:05:01,155,174,37385,37861,349,355,294,-175
2020-05-23 02:35:01,155,174,37603,38080,421,395,293,-175
2020-05-23 03:05:01,155,174,37861,38258,514,423,326,-175
2020-05-23 03:35:01,155,174,38074,38442,424,341,318,-175
2020-05-23 04:05:01,155,174,38310,38617,465,367,340,-175
2020-05-23 04:35:02,155,174,38544,38874,477,444,369,-175
2020-05-23 05:06:01,155,174,38807,39142,495,524,386,-175
2020-05-23 05:36:01,155,174,39081,39453,525,579,406,-175
2020-05-23 06:06:01,155,174,39443,39768,636,625,425,-175
2020-05-23 06:36:01,155,174,39876,40152,756,663,463,-175
2020-05-23 07:06:01,155,175,40260,40526,817,760,484,-175
2020-05-23 07:36:01,157,177,40632,40797,730,624,526,-175
2020-05-23 08:06:01,156,178,41034,41184,771,693,584,-175
2020-05-23 08:36:01,156,179,41422,41511,750,678,602,-175
2020-05-23 09:06:01,156,179,41805,41860,772,676,649,-175
2020-05-23 09:36:01,156,179,42333,42357,913,849,670,-175
2020-05-23 10:06:01,156,179,42853,42862,1034,967,673,-175
2020-05-23 10:36:01,156,179,43339,43272,949,846,666,-175
2020-05-23 11:06:01,156,179,43847,43786,1006,940,658,-175
2020-05-23 11:36:01,156,179,44499,44469,1164,1207,661,-175
2020-05-23 12:06:01,156,179,45179,45122,1333,1338,656,-175
2020-05-23 12:36:01,156,179,45773,45673,1284,1221,609,-175
2020-05-23 13:06:01,156,179,46334,46262,1121,1130,577,-175
2020-05-23 13:36:01,156,179,46887,46743,1085,1045,558,-175
2020-05-23 14:06:01,157,177,47336,47346,949,1041,551,-175
2020-05-23 14:36:01,157,176,47860,47957,980,1226,521,-175
2020-05-23 15:06:01,159,175,48277,48364,944,1020,520,-175
2020-05-23 15:36:02,160,175,48574,48777,695,782,497,-175
2020-05-23 16:07:01,160,174,48902,49216,593,819,490,-175
2020-05-23 16:37:01,160,174,49304,49770,749,1009,459,-175
2020-05-23 17:07:01,161,173,49633,50188,731,974,457,-175
2020-05-23 17:37:01,162,173,49879,50585,549,785,439,-175
2020-05-23 18:07:01,162,172,50211,50903,609,721,418,-175
2020-05-23 18:37:02,163,171,50454,51146,579,563,387,-175
2020-05-23 19:08:01,164,169,50629,51373,398,443,381,-175
2020-05-23 19:38:01,165,170,50818,51547,363,403,373,-175
2020-05-23 20:08:01,165,169,50994,51747,371,373,372,-175
2020-05-23 20:38:01,166,169,51214,51926,386,376,354,-175
2020-05-23 21:08:01,166,169,51402,52199,397,456,344,-175
2020-05-23 21:38:01,166,168,51575,52462,368,544,341,-175
2020-05-23 22:08:01,166,168,51726,52631,320,419,307,-175
2020-05-23 22:38:01,166,168,51862,52772,309,335,296,-175
2020-05-23 23:08:01,166,169,52032,52978,308,347,287,-175
2020-05-23 23:38:01,166,169,52209,53163,351,391,285,-175
2020-05-24 00:08:01,166,169,52334,53325,306,352,292,-175
2020-05-24 00:38:01,166,169,52471,53463,261,273,283,-175
2020-05-24 01:08:01,166,169,52629,53624,319,320,300,-175
2020-05-24 01:38:01,166,169,52761,53736,309,296,308,-175
2020-05-24 02:08:01,166,169,52908,53902,283,282,295,-175
2020-05-24 02:38:01,166,169,53066,54046,306,313,301,-175
2020-05-24 03:08:01,166,169,53273,54221,344,310,318,-175
2020-05-24 03:38:01,166,169,53451,54439,433,437,334,-175
2020-05-24 04:08:01,166,169,53672,54678,402,465,362,-175
2020-05-24 04:38:01,166,169,53851,54838,384,391,373,-175
2020-05-24 05:08:01,166,169,54002,55019,358,366,391,-175
2020-05-24 05:38:01,166,169,54160,55194,293,333,426,-175
2020-05-24 06:08:01,166,169,54429,55532,438,530,465,-175
2020-05-24 06:38:02,166,169,54690,55888,547,715,461,-175
2020-05-24 07:09:01,166,169,54975,56176,523,608,479,-175
2020-05-24 07:39:01,166,169,55173,56368,497,497,501,-175
2020-05-24 08:09:01,166,169,55419,56570,452,394,499,-175
2020-05-24 08:39:01,166,169,55692,56834,528,474,507,-175
2020-05-24 09:09:01,166,169,56123,57174,712,604,506,-175
2020-05-24 09:39:01,166,169,56408,57414,721,583,507,-175
2020-05-24 10:09:01,166,169,56664,57704,550,569,533,-175
2020-05-24 10:39:01,166,169,57023,58132,585,675,544,-175
2020-05-24 11:09:01,166,169,57357,58509,653,757,571,-175
2020-05-24 11:39:02,165,170,57748,58969,738,851,577,-175
2020-05-24 12:10:01,165,170,58101,59404,705,822,554,-175
2020-05-24 12:40:01,165,170,58366,59730,595,711,551,-175
2020-05-24 13:10:01,165,170,58691,60111,591,708,523,-175
2020-05-24 13:40:01,165,170,58989,60567,635,843,524,-175
2020-05-24 14:10:01,165,170,59400,60996,726,905,514,-175
2020-05-24 14:40:01,165,170,59772,61424,728,810,499,-175
2020-05-24 15:10:01,165,170,60191,61907,753,865,477,-175
2020-05-24 15:40:01,165,170,60510,62299,762,901,446,-175
2020-05-24 16:10:01,165,170,60806,62744,622,847,439,-175
2020-05-24 16:40:01,165,170,61075,63042,526,694,413,-175
2020-05-24 17:10:02,165,170,61338,63329,527,626,414,-175
2020-05-24 17:41:01,165,170,61678,63731,603,689,431,-175
2020-05-24 18:11:01,165,170,62014,64064,682,741,416,-175
2020-05-24 18:41:01,165,170,62376,64411,644,612,389,-175
2020-05-24 19:11:01,165,170,62706,64719,681,650,364,-175
2020-05-24 19:41:01,165,170,62979,64993,557,552,355,-175
2020-05-24 20:11:01,165,170,63339,65331,633,613,351,-175
2020-05-24 20:41:01,165,170,63675,65605,696,615,351,-175
2020-05-24 21:11:01,165,170,64023,65837,646,487,326,-175
2020-05-24 21:41:02,165,170,64288,66117,584,497,308,-175
2020-05-24 22:12:01,165,170,64576,66422,575,602,294,-175
2020-05-24 22:42:01,165,170,64759,66625,437,480,271,-175
2020-05-24 23:12:01,165,170,64911,66834,399,439,256,-175
2020-05-24 23:42:01,165,170,65056,67009,304,387,246,-175
2020-05-25 00:12:01,165,170,65243,67183,336,356,237,-175
2020-05-25 00:42:01,165,170,65432,67344,377,339,246,-175
2020-05-25 01:12:01,165,170,65575,67439,301,236,249,-175
2020-05-25 01:42:01,165,170,65729,67566,305,225,245,-175
2020-05-25 02:12:01,165,170,65875,67709,300,269,253,-175
2020-05-25 02:42:01,165,170,66009,67866,281,302,268,-175
2020-05-25 03:12:01,165,170,66160,68018,285,308,279,-175
2020-05-25 03:42:01,165,170,66299,68158,285,280,293,-175
2020-05-25 04:12:01,165,170,66402,68277,265,274,313,-175
2020-05-25 04:42:01,165,170,66560,68465,266,310,327,-175
2020-05-25 05:12:01,165,170,66775,68670,374,397,326,-175
2020-05-25 05:42:01,165,170,66969,68815,411,351,352,-175
2020-05-25 06:12:01,165,170,67124,68937,365,279,354,-175
2020-05-25 06:42:01,165,170,67264,69076,280,264,380,-175
2020-05-25 07:12:01,165,170,67506,69282,381,345,400,-175
2020-05-25 07:42:01,165,170,67846,69592,583,527,425,-175
2020-05-25 08:12:01,165,170,68105,69816,602,535,426,-175
2020-05-25 08:42:01,165,170,68326,70034,478,441,440,-175
2020-05-25 09:12:01,165,170,68558,70235,410,398,475,-175
2020-05-25 09:42:01,165,170,68803,70434,452,391,496,-175
2020-05-25 10:12:01,165,170,69031,70673,476,439,506,-175
2020-05-25 10:42:01,165,170,69246,70863,449,440,500,-175
2020-05-25 11:12:01,165,170,69389,71012,380,364,491,-175
2020-05-25 11:42:01,165,170,69590,71230,345,355,505,-175
2020-05-25 12:12:01,165,170,69855,71547,471,537,547,-175
2020-05-25 12:42:01,165,170,70110,72042,522,818,552,-175
2020-05-25 13:12:01,165,170,70452,72514,634,943,559,-175
2020-05-25 13:42:01,165,170,70854,72984,742,934,545,-175
2020-05-25 14:12:01,166,169,71232,73433,782,918,526,-175
2020-05-25 14:42:01,166,169,71509,73745,655,761,506,-175
2020-05-25 15:12:01,166,169,71911,74123,697,705,481,-175
2020-05-25 15:42:01,166,168,72288,74586,795,878,502,-175
2020-05-25 16:12:01,167,168,72628,75001,674,796,465,-175
2020-05-25 16:42:01,168,167,72910,75261,624,681,442,-175
2020-05-25 17:12:01,168,167,73355,75714,763,777,459,-175
2020-05-25 17:42:01,168,167,73790,76141,839,849,447,-175
2020-05-25 18:12:01,169,165,74269,76594,888,867,436,-175
2020-05-25 18:42:01,169,164,74684,77033,807,815,408,-175
2020-05-25 19:12:01,170,162,75009,77482,658,805,390,-175
2020-05-25 19:42:01,171,160,75225,77837,557,824,369,-175
2020-05-25 20:12:01,173,158,75393,78073,423,631,348,-175
2020-05-25 20:42:01,176,158,75608,78351,362,473,316,-175
2020-05-25 21:12:01,176,156,75871,78623,453,526,307,-175
2020-05-25 21:42:01,178,155,76072,78872,481,560,307,-175
2020-05-25 22:12:01,179,153,76310,79121,441,499,299,-175
2020-05-25 22:42:01,180,153,76619,79395,525,492,301,-175
2020-05-25 23:12:01,180,153,76909,79670,579,544,276,-175
2020-05-25 23:42:01,180,153,77218,79929,604,540,255,-175
2020-05-26 00:12:01,180,153,77433,80160,521,485,253,-175
2020-05-26 00:42:01,178,153,77610,80362,393,433,246,-175
2020-05-26 01:12:01,178,153,77776,80528,343,368,258,-175
2020-05-26 01:42:01,178,153,77927,80717,326,366,266,-175
2020-05-26 02:12:01,177,152,78113,80924,344,410,276,-175
2020-05-26 02:42:01,177,153,78334,81142,405,424,277,-175
2020-05-26 03:12:01,177,154,78558,81346,447,429,288,-175
2020-05-26 03:42:01,177,154,78804,81563,496,480,284,-175
2020-05-26 04:12:01,177,154,79061,81745,506,402,303,-175
2020-05-26 04:42:01,176,155,79270,81956,468,394,317,-175
2020-05-26 05:12:01,176,155,79513,82217,455,477,344,-175
2020-05-26 05:42:01,173,156,79739,82409,470,452,374,-175
2020-05-26 06:12:01,172,158,80084,82708,577,493,387,-175
2020-05-26 06:42:01,170,159,80410,83044,674,636,387,-175
2020-05-26 07:12:01,171,161,80643,83267,581,585,392,-175
2020-05-26 07:42:01,169,164,80840,83483,435,467,406,-175
2020-05-26 08:12:01,169,165,81161,83836,507,565,434,-175
2020-05-26 08:42:01,168,164,81450,84136,565,602,439,-175
2020-05-26 09:12:01,168,164,81782,84483,627,647,445,-175
2020-05-26 09:42:01,168,164,82100,84834,651,699,479,-175
2020-05-26 10:12:01,166,165,82428,85169,646,687,473,-175
2020-05-26 10:42:01,167,165,82768,85494,668,661,498,-175
2020-05-26 11:12:02,167,166,83230,85866,815,708,528,-175
2020-05-26 11:43:02,167,166,83598,86269,808,749,531,-175
2020-05-26 12:14:02,167,166,83969,86690,738,828,529,-175
2020-05-26 12:45:01,167,166,84465,87127,870,862,520,-175
2020-05-26 13:15:01,166,167,84982,87613,1061,952,477,-175
2020-05-26 13:45:01,163,168,85369,88081,973,1015,472,-175
2020-05-26 14:15:01,162,168,85669,88396,687,785,448,-175
2020-05-26 14:45:01,162,170,85937,88673,568,592,428,-175
2020-05-26 15:15:02,163,170,86294,89013,625,618,422,-175
2020-05-26 15:46:01,163,169,86606,89339,678,682,392,-175
2020-05-26 16:16:01,163,170,86873,89655,559,623,397,-175
2020-05-26 16:46:01,163,170,87183,89973,579,636,393,-175
2020-05-26 17:16:01,163,170,87526,90348,658,701,396,-175
2020-05-26 17:46:01,161,170,87876,90733,694,773,396,-175
2020-05-26 18:16:01,162,172,88300,91136,790,799,381,-175
2020-05-26 18:46:01,161,172,88620,91514,752,790,372,-175
2020-05-26 19:16:01,161,173,88961,91914,636,772,366,-175
2020-05-26 19:46:01,161,173,89226,92260,611,759,359,-175
2020-05-26 20:16:01,161,173,89503,92580,541,668,357,-175
2020-05-26 20:46:01,161,173,89812,92895,625,688,337,-175
2020-05-26 21:16:01,161,173,90076,93206,574,629,322,-175
2020-05-26 21:46:01,161,173,90352,93447,516,523,307,-175
2020-05-26 22:16:01,161,173,90639,93730,564,530,310,-175
2020-05-26 22:46:01,161,173,90911,93979,561,532,273,-175
2020-05-26 23:16:01,161,173,91149,94189,480,447,257,-175
2020-05-26 23:46:01,161,173,91371,94409,461,433,255,-175
2020-05-27 00:16:01,161,173,91624,94713,484,533,258,-175
2020-05-27 00:46:01,161,173,91917,94934,554,535,253,-175
2020-05-27 01:16:02,161,173,92114,95126,434,383,255,-175
2020-05-27 01:47:01,161,173,92281,95374,333,420,260,-175
2020-05-27 02:17:02,161,173,92465,95619,358,500,260,-175
2020-05-27 02:48:01,161,173,92607,95760,326,386,257,-175
2020-05-27 03:18:01,161,173,92744,95917,272,297,284,-175
2020-05-27 03:48:01,161,173,92963,96150,347,393,287,-175
2020-05-27 04:18:01,161,172,93212,96428,468,512,304,-175
2020-05-27 04:48:02,161,171,93475,96706,513,558,310,-175
2020-05-27 05:19:01,161,171,93774,97049,507,574,329,-175
2020-05-27 05:49:01,160,173,94092,97390,566,624,338,-175
2020-05-27 06:19:02,159,173,94540,97759,791,719,348,-175
2020-05-27 06:50:01,158,176,94805,97991,703,575,361,-175
2020-05-27 07:20:01,158,175,95094,98208,555,436,368,-175
2020-05-27 07:50:01,157,177,95392,98432,588,442,382,-175
2020-05-27 08:20:01,158,177,95629,98711,480,482,387,-175
2020-05-27 08:50:01,158,177,95943,99035,515,582,409,-175
2020-05-27 09:20:01,158,177,96268,99339,645,630,445,-175
2020-05-27 09:50:01,158,177,96665,99746,722,712,451,-175
2020-05-27 10:20:01,159,176,97098,100114,850,796,467,-175
2020-05-27 10:50:02,158,177,97568,100397,904,651,490,-175
2020-05-27 11:21:01,157,178,98151,100856,1029,747,505,-175
2020-05-27 11:51:01,157,178,98702,101361,1154,977,519,-175
2020-05-27 12:21:01,157,178,99249,101826,1099,971,505,-175
2020-05-27 12:51:01,157,178,99722,102348,1017,980,489,-175
2020-05-27 13:21:01,157,178,100187,102891,936,1065,471,-175
2020-05-27 13:51:01,157,178,100612,103392,902,1056,462,-175
2020-05-27 14:21:02,157,178,101053,103792,858,887,405,-175
2020-05-27 14:52:01,157,178,101349,104107,739,718,400,-175
2020-05-27 15:22:01,157,178,101701,104497,653,715,381,-175
2020-05-27 15:52:01,157,177,101985,104794,634,691,374,-175
2020-05-27 16:22:01,156,178,102262,105136,561,645,345,-175
2020-05-27 16:52:01,156,178,102564,105532,579,737,354,-175
2020-05-27 17:22:01,156,178,102910,105901,649,765,344,-175
2020-05-27 17:52:01,154,179,103236,106315,686,796,350,-175
2020-05-27 18:22:01,153,179,103517,106646,609,747,351,-175
2020-05-27 18:52:01,153,179,103768,106888,535,576,338,-175
2020-05-27 19:22:01,153,179,104022,107141,512,502,346,-175
2020-05-27 19:52:01,153,178,104304,107387,536,500,361,-175
2020-05-27 20:22:01,153,178,104573,107668,552,534,355,-175
2020-05-27 20:52:01,153,180,104796,107936,493,551,315,-175
2020-05-27 21:22:01,153,180,104972,108179,392,523,281,-175
2020-05-27 21:52:01,153,180,105174,108434,368,503,267,-175
2020-05-27 22:22:01,153,179,105312,108705,298,489,251,-175
2020-05-27 22:52:01,153,179,105534,108936,354,480,241,-175
2020-05-27 23:22:01,153,179,105725,109187,419,483,230,-175
2020-05-27 23:52:01,153,178,105886,109422,371,503,234,-175
2020-05-28 00:22:01,153,178,106108,109625,377,406,220,-175
2020-05-28 00:52:01,153,178,106300,109769,388,317,236,-175
2020-05-28 01:22:01,153,178,106493,109966,393,342,228,-175
2020-05-28 01:52:01,153,178,106701,110148,423,398,239,-175
2020-05-28 02:22:01,153,180,106889,110324,398,360,243,-175
2020-05-28 02:52:01,153,178,107048,110473,347,325,260,-175
2020-05-28 03:22:01,153,178,107307,110693,434,374,273,-175
2020-05-28 03:52:01,152,178,107537,110927,500,464,264,-175
2020-05-28 04:22:01,152,179,107771,111101,457,400,275,-175
2020-05-28 04:52:01,152,179,107954,111286,407,346,267,-175
2020-05-28 05:22:02,152,179,108171,111495,396,400,293,-175
2020-05-28 05:53:01,153,178,108444,111757,488,470,315,-175
2020-05-28 06:23:01,153,179,108687,111996,516,504,313,-175
2020-05-28 06:53:01,153,179,108899,112214,455,457,337,-175
2020-05-28 07:23:01,153,179,109152,112512,468,521,348,-175
2020-05-28 07:53:01,153,179,109440,112770,551,568,363,-175
2020-05-28 08:23:01,153,179,109744,113070,631,585,367,-175
2020-05-28 08:53:01,153,179,110036,113347,594,575,389,-175
2020-05-28 09:23:01,153,179,110308,113683,575,634,408,-175
2020-05-28 09:53:01,154,178,110539,113929,479,563,412,-175
2020-05-28 10:23:01,155,179,110813,114155,486,444,432,-175
2020-05-28 10:53:01,156,179,111107,114382,559,449,451,-175
2020-05-28 11:23:02,156,179,111438,114668,661,537,489,-175
2020-05-28 11:54:02,155,179,111807,115044,703,685,486,-175
2020-05-28 12:24:02,154,180,112394,115426,950,756,482,-175
2020-05-28 12:55:01,152,181,112807,115874,960,792,486,-175
2020-05-28 13:25:01,151,182,113221,116342,786,845,477,-175
2020-05-28 13:55:02,150,184,113641,116732,835,823,477,-175
2020-05-28 14:25:02,149,184,114091,117125,892,734,454,-175
2020-05-28 14:56:01,148,185,114560,117526,875,750,429,-175
2020-05-28 15:26:01,148,185,114986,117996,843,842,405,-175
2020-05-28 15:56:01,147,185,115410,118483,855,963,379,-175
2020-05-28 16:26:01,147,186,115807,118897,821,907,352,-175
2020-05-28 16:56:01,147,185,116235,119292,815,795,365,-175
2020-05-28 17:26:01,148,184,116547,119704,761,832,361,-175
2020-05-28 17:56:01,148,183,116858,120034,606,718,355,-175
2020-05-28 18:26:01,149,183,117082,120346,536,643,349,-175
2020-05-28 18:56:01,148,181,117410,120625,554,597,318,-175
2020-05-28 19:26:01,149,180,117666,120923,560,570,304,-175
2020-05-28 19:56:01,150,180,117969,121161,547,534,289,-175
2020-05-28 20:26:01,150,179,118148,121409,488,498,297,-175
2020-05-28 20:56:01,150,180,118378,121671,409,510,279,-175
2020-05-28 21:26:01,150,180,118595,121858,455,454,257,-175
2020-05-28 21:56:01,150,181,118802,122065,414,391,261,-175
2020-05-28 22:26:01,150,183,119017,122228,423,377,247,-175
2020-05-28 22:56:01,152,182,119126,122384,335,329,237,-175
2020-05-28 23:26:01,153,181,119269,122513,248,285,232,-175
2020-05-28 23:56:01,152,181,119418,122626,292,243,204,-175
2020-05-29 00:26:01,152,181,119555,122725,285,213,212,-175
2020-05-29 00:56:01,153,179,119725,122851,309,225,224,-175
2020-05-29 01:26:01,153,179,119908,122993,357,276,216,-175
2020-05-29 01:56:01,152,181,120053,123145,331,295,228,-175
2020-05-29 02:26:01,152,181,120244,123305,336,313,240,-175
2020-05-29 02:56:01,152,181,120373,123425,320,280,244,-175
2020-05-29 03:26:01,152,181,120593,123566,381,283,242,-175
2020-05-29 03:56:01,152,181,120767,123710,394,285,243,-175
2020-05-29 04:26:01,152,181,120938,123882,346,316,256,-175
2020-05-29 04:56:01,153,181,121141,124074,362,359,262,-175
2020-05-29 05:26:01,152,181,121382,124313,442,432,296,-175
2020-05-29 05:56:02,152,181,121588,124614,448,540,312,-175
2020-05-29 06:27:01,152,181,121919,125077,558,797,332,-175
2020-05-29 06:57:01,152,181,122269,125516,681,902,336,-175
2020-05-29 07:27:01,151,181,122649,125903,733,826,354,-175
2020-05-29 07:57:01,150,182,122899,126274,630,758,375,-175
2020-05-29 08:27:01,149,183,123263,126678,618,747,389,-175
2020-05-29 08:57:01,149,184,123539,126968,605,642,400,-175
2020-05-29 09:27:01,148,184,123781,127289,518,616,407,-175
2020-05-29 09:57:01,147,184,124083,127542,552,581,431,-175
2020-05-29 10:27:01,147,184,124492,127965,711,678,465,-175
2020-05-29 10:57:01,146,184,124993,128393,870,814,471,-175
2020-05-29 11:27:02,146,184,125512,128858,1021,893,508,-175
2020-05-29 11:58:01,146,184,126095,129338,1106,939,490,-175
2020-05-29 12:28:02,147,184,126588,129760,967,817,508,-175
2020-05-29 12:59:01,146,184,127141,130352,960,927,500,-175
2020-05-29 13:29:01,145,185,127636,130793,973,943,498,-175
2020-05-29 13:59:01,143,186,128156,131244,1015,892,481,-175
2020-05-29 14:29:01,142,185,128639,131685,1008,898,465,-175
2020-05-29 14:59:01,141,187,129041,132098,885,852,452,-175
2020-05-29 15:29:01,140,186,129457,132539,818,857,443,-175
2020-05-29 15:59:01,139,185,130008,132960,967,861,413,-175
2020-05-29 16:29:01,138,187,130425,133339,967,801,398,-175
2020-05-29 16:59:01,138,188,130833,133687,825,727,389,-175
2020-05-29 17:29:02,137,188,131071,133982,650,679,354,-175
2020-05-29 18:00:01,137,188,131339,134295,515,606,351,-175
2020-05-29 18:30:02,135,189,131555,134598,460,610,338,-175
2020-05-29 19:01:01,134,191,131764,134841,425,546,334,-175
2020-05-29 19:31:01,133,192,132034,135179,497,607,346,-175
2020-05-29 20:01:01,133,192,132328,135458,543,564,339,-175
2020-05-29 20:31:01,133,192,132577,135768,557,609,318,-175
2020-05-29 21:01:01,134,193,132866,136084,547,634,295,-175
2020-05-29 21:31:01,134,194,133237,136382,660,614,292,-175
2020-05-29 22:01:01,135,194,133502,136593,636,510,271,-175
2020-05-29 22:31:01,135,194,133736,136798,500,421,272,-175
2020-05-29 23:01:01,135,194,133889,136940,388,346,254,-175
2020-05-29 23:31:01,136,195,134057,137089,328,294,244,-175
2020-05-30 00:01:01,136,195,134247,137250,363,311,225,-175
2020-05-30 00:31:01,136,195,134425,137382,372,306,225,-175
2020-05-30 01:01:01,135,195,134589,137603,342,354,220,-175
2020-05-30 01:31:01,136,195,134808,137803,386,423,229,-175
2020-05-30 02:01:01,135,196,135080,138038,469,415,239,-175
2020-05-30 02:31:01,135,196,135314,138218,569,473,242,-175
2020-05-30 03:01:01,135,196,135522,138461,445,426,250,-175
2020-05-30 03:31:01,135,196,135694,138640,386,424,256,-175
2020-05-30 04:01:01,135,196,135852,138806,331,341,282,-175
2020-05-30 04:31:01,135,196,136040,139024,349,400,295,-175
2020-05-30 05:01:01,135,198,136277,139293,426,487,324,-175
2020-05-30 05:31:02,133,197,136517,139513,509,536,370,-175
2020-05-30 06:02:01,132,197,136690,139768,413,481,437,-175
2020-05-30 06:32:01,131,198,136958,140080,469,588,445,-175
2020-05-30 07:02:01,130,198,137208,140403,518,635,472,-175
2020-05-30 07:32:01,131,197,137471,140763,571,761,480,-175
2020-05-30 08:02:01,131,192,137779,141042,571,638,456,-175
2020-05-30 08:32:01,131,195,138073,141335,628,599,472,-175
