Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,WinMargin
2024-06-16 10:14:01,210,257,290,196,0,0,4092,465
2024-06-16 10:44:01,278,298,5058,4426,9161,8081,4605,465
2024-06-16 11:14:01,278,300,9150,8646,8792,8425,4682,465
2024-06-16 11:44:01,289,301,14046,13133,8890,8603,4663,465
2024-06-16 12:14:01,288,302,18349,17182,9127,8423,4414,465
2024-06-16 12:44:01,285,302,23212,21519,9105,8256,4169,465
2024-06-16 13:14:01,282,304,26949,25050,8559,7754,3927,465
2024-06-16 13:44:01,281,304,30688,28305,7430,6693,3687,465
2024-06-16 14:14:01,280,303,34015,31576,7031,6437,3388,465
2024-06-16 14:44:01,280,303,37785,34702,7067,6368,3070,465
2024-06-16 15:14:01,281,303,40535,37250,6502,5677,2844,465
2024-06-16 15:44:01,278,304,43109,39602,5289,4857,2618,465
2024-06-16 16:14:01,278,304,44876,41645,4317,4360,2412,465
2024-06-16 16:44:01,278,304,47141,43798,4013,4170,2266,465
2024-06-16 17:14:02,277,305,48937,45561,4323,4164,2163,465
2024-06-16 17:44:02,277,305,50695,47477,3618,3760,2060,465
2024-06-16 18:15:01,277,305,52183,49386,3230,3794,1989,465
2024-06-16 18:45:01,277,305,53743,51131,3033,3619,1979,465
2024-06-16 19:15:01,276,305,55229,52608,3039,3196,1895,465
2024-06-16 19:45:01,275,306,56854,54297,3107,3147,1810,465
2024-06-16 20:15:01,274,307,58300,55768,3067,3147,1726,465
2024-06-16 20:45:02,272,308,59710,57282,2852,2977,1628,465
2024-06-16 21:16:01,273,308,61130,58674,2850,2880,1600,465
2024-06-16 21:46:01,271,309,62500,59872,2771,2556,1493,465
2024-06-16 22:16:01,269,311,63482,60930,2381,2320,1475,465
2024-06-16 22:46:01,268,311,64695,61927,2187,2055,1407,465
2024-06-16 23:16:01,268,311,65644,62701,2157,1764,1345,465
2024-06-16 23:46:01,268,311,66511,63425,1794,1463,1293,465
2024-06-17 00:16:01,268,311,67160,64013,1513,1303,1236,465
2024-06-17 00:46:01,268,310,68039,64790,1523,1356,1259,465
2024-06-17 01:16:01,268,311,68952,65440,1786,1418,1302,465
2024-06-17 01:46:01,269,311,69927,66317,1876,1524,1354,465
2024-06-17 02:16:01,269,311,70960,67104,1997,1659,1420,465
2024-06-17 02:46:02,269,311,72131,68076,2198,1756,1454,465
2024-06-17 03:17:01,269,311,73022,68920,2068,1829,1531,465
2024-06-17 03:47:02,269,311,74163,69797,2037,1722,1576,465
2024-06-17 04:18:01,270,310,75209,70672,2204,1754,1661,465
2024-06-17 04:48:01,269,311,76205,71684,2036,1881,1689,465
2024-06-17 05:18:01,269,311,77211,72667,2001,1998,1701,465
2024-06-17 05:48:01,269,311,78384,73732,2195,2084,1786,465
2024-06-17 06:18:01,269,311,79585,75094,2354,2413,1945,465
2024-06-17 06:48:01,270,309,81519,76824,3120,3066,1987,465
2024-06-17 07:18:01,270,309,82816,78029,3303,3000,1963,465
2024-06-17 07:48:01,271,308,84560,79462,3173,2747,2089,465
2024-06-17 08:18:01,272,307,86445,80992,3630,2952,2187,465
2024-06-17 08:48:01,271,308,88189,82687,3689,3206,2288,465
2024-06-17 09:18:01,269,308,89785,84293,3269,3242,2367,465
2024-06-17 09:48:01,269,309,91747,85846,3572,3167,2414,465
2024-06-17 10:18:01,269,309,93441,87678,3717,3428,2596,465
2024-06-17 10:48:01,267,310,95957,89666,4212,3813,2737,465
2024-06-17 11:18:01,268,309,98364,91595,4981,3938,2752,465
2024-06-17 11:48:01,268,309,100997,93672,4955,3917,2785,465
2024-06-17 12:18:01,270,307,103286,95686,5012,4156,2792,465
2024-06-17 12:48:01,271,306,105847,97995,4881,4361,2695,465
2024-06-17 13:18:01,271,306,107875,99919,4602,4241,2619,465
2024-06-17 13:48:02,272,305,110274,101997,4478,4044,2580,465
2024-06-17 14:19:01,272,305,112305,104000,4400,4011,2431,465
2024-06-17 14:49:01,271,306,114379,105973,4225,4100,2283,465
2024-06-17 15:19:01,271,306,116302,107596,3969,3541,2142,465
2024-06-17 15:49:01,271,306,117962,109220,3560,3235,2067,465
2024-06-17 16:19:01,271,306,119332,110667,3026,3075,1953,465
2024-06-17 16:49:01,272,305,120972,112158,3034,2962,1868,465
2024-06-17 17:19:01,272,305,122413,113525,3069,2843,1867,465
2024-06-17 17:49:01,272,305,123928,115055,2961,2934,1843,465
2024-06-17 18:19:01,272,305,125269,116292,2813,2737,1838,465
2024-06-17 18:49:02,272,305,126667,117837,2737,2763,1824,465
2024-06-17 19:20:01,272,305,128066,119330,2784,3016,1763,465
2024-06-17 19:50:01,272,305,129538,121230,2803,3364,1688,465
2024-06-17 20:20:01,272,304,130830,122685,2736,3203,1671,465
2024-06-17 20:50:01,272,305,132089,124223,2522,2985,1578,465
2024-06-17 21:20:01,272,305,133327,125609,2499,2924,1542,465
2024-06-17 21:50:02,269,308,134484,126838,2374,2578,1462,465
2024-06-17 22:21:01,269,308,135503,127794,2009,1975,1399,465
2024-06-17 22:51:01,267,310,136352,128629,1718,1674,1315,465
2024-06-17 23:21:02,266,311,137082,129478,1513,1653,1231,465
2024-06-17 23:52:02,266,311,138219,130516,1914,1889,1260,465
2024-06-18 00:23:01,265,312,139034,131400,1815,1774,1247,465
2024-06-18 00:53:01,265,312,139867,132353,1589,1763,1260,465
2024-06-18 01:23:01,265,312,140649,133432,1616,2035,1318,465
2024-06-18 01:53:01,263,313,141464,134432,1527,1989,1324,465
2024-06-18 02:23:01,263,313,142125,135097,1419,1581,1373,465
2024-06-18 02:53:02,263,313,142938,135979,1480,1552,1391,465
2024-06-18 03:24:01,260,315,143713,136721,1505,1533,1458,465
2024-06-18 03:54:01,260,315,144584,137536,1613,1508,1484,465
2024-06-18 04:24:01,259,316,145639,138591,1951,1898,1574,465
2024-06-18 04:54:01,259,316,146543,139508,1897,1906,1659,465
2024-06-18 05:24:01,258,317,147314,140468,1648,1866,1705,465
2024-06-18 05:54:01,258,317,148244,141442,1724,1936,1752,465
2024-06-18 06:24:01,258,317,149144,142326,1813,1834,1835,465
2024-06-18 06:54:01,259,316,150203,143509,1892,2025,1869,465
2024-06-18 07:24:01,260,315,151263,144724,2076,2319,2025,465
2024-06-18 07:54:01,260,314,152646,146029,2443,2523,2063,465
2024-06-18 08:24:01,261,314,154009,147485,2771,2805,2145,465
2024-06-18 08:54:01,261,314,155629,149236,2830,3098,2194,465
2024-06-18 09:24:01,262,313,156942,150773,2758,3072,2338,465
2024-06-18 09:54:01,262,313,158639,152367,3008,3134,2396,465
2024-06-18 10:24:01,262,313,160133,154052,3053,3212,2533,465
2024-06-18 10:54:01,262,313,161953,156047,3405,3817,2642,465
2024-06-18 11:24:01,262,312,164123,158003,4020,3967,2736,465
2024-06-18 11:54:01,263,312,166090,159930,4116,3798,2688,465
2024-06-18 12:24:01,263,312,168315,162209,4213,4185,2689,465
2024-06-18 12:54:01,262,312,170645,164393,4498,4401,2648,465
