Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,WinMargin
2019-08-13 09:37:01,194,134,176,172,0,0,521,234
2019-08-13 10:07:01,195,174,537,567,537,567,583,234
2019-08-13 10:37:01,197,175,930,1055,754,883,602,234
2019-08-13 11:07:01,200,171,1324,1420,777,842,595,234
2019-08-13 11:37:01,202,167,1746,1839,796,761,596,234
2019-08-13 12:07:01,204,166,2232,2362,919,971,628,234
2019-08-13 12:37:01,206,161,2764,2833,1019,995,600,234
2019-08-13 13:07:01,206,161,3336,3450,1102,1088,557,234
2019-08-13 13:37:02,206,159,3946,4004,1142,1129,506,234
2019-08-13 14:08:01,206,158,4441,4509,1135,1082,499,234
2019-08-13 14:38:01,206,158,4855,5010,911,1009,489,234
2019-08-13 15:08:01,206,159,5337,5436,1007,1015,452,234
2019-08-13 15:38:01,206,160,5687,5888,811,852,436,234
2019-08-13 16:08:01,207,160,6097,6341,760,906,0,234
2019-08-13 16:38:01,207,160,6463,6763,778,883,380,234
2019-08-13 17:08:01,207,160,6865,7204,783,891,379,234
2019-08-13 17:38:01,207,160,7203,7594,760,848,371,234
2019-08-13 18:08:01,207,160,7626,8090,762,886,365,234
2019-08-13 18:38:01,207,160,8036,8635,853,1072,360,234
2019-08-13 19:08:01,206,161,8352,9086,664,948,342,234
2019-08-13 19:38:01,207,161,8650,9425,586,738,335,234
2019-08-13 20:08:01,205,161,8967,9806,641,760,329,234
2019-08-13 20:38:01,204,161,9238,10108,575,660,314,234
2019-08-13 21:08:01,204,161,9501,10509,536,706,299,234
2019-08-13 21:38:01,204,160,9773,10833,527,711,274,234
2019-08-13 22:08:01,205,163,10044,11136,517,603,258,234
2019-08-13 22:38:01,206,177,10260,11389,499,566,231,234
2019-08-13 23:08:01,217,179,10424,11602,363,447,199,234
2019-08-13 23:38:01,222,178,10516,11742,260,361,192,234
2019-08-14 00:08:01,226,179,10647,11903,222,302,185,234
2019-08-14 00:38:01,228,178,10760,12040,244,298,172,234
2019-08-14 01:08:01,229,178,10892,12230,246,329,183,234
2019-08-14 01:38:01,228,178,11084,12404,338,382,187,234
2019-08-14 02:08:01,229,176,11295,12621,403,391,189,234
2019-08-14 02:38:01,230,176,11514,12862,430,458,207,234
2019-08-14 03:08:01,231,174,11745,13080,448,454,206,234
2019-08-14 03:38:01,231,175,11905,13360,392,498,199,234
2019-08-14 04:08:01,233,177,12090,13570,347,493,203,234
2019-08-14 04:38:01,234,175,12199,13730,271,367,204,234
2019-08-14 05:08:01,236,174,12310,13875,221,303,235,234
2019-08-14 05:38:01,236,174,12499,14063,302,333,259,234
2019-08-14 06:08:02,236,174,12767,14371,460,496,275,234
2019-08-14 06:39:01,236,175,12987,14590,480,511,283,234
2019-08-14 07:09:01,237,173,13131,14812,306,390,271,234
2019-08-14 07:39:01,235,172,13349,15151,378,581,284,234
2019-08-14 08:09:01,236,171,13543,15412,398,575,286,234
2019-08-14 08:39:01,235,172,13728,15700,388,550,308,234
2019-08-14 09:09:01,234,173,13995,16030,434,588,337,234
2019-08-14 09:39:01,235,174,14242,16344,510,632,324,234
2019-08-14 10:09:02,235,174,14523,16695,530,667,353,234
2019-08-14 10:40:02,237,171,14859,17078,598,725,164,234
2019-08-14 11:11:01,238,171,15208,17443,655,700,106,234
2019-08-14 11:41:01,239,170,15471,17833,599,732,72,234
2019-08-14 12:11:01,245,170,15743,18204,509,712,54,234
2019-08-14 12:41:01,248,171,16054,18640,553,759,42,234
2019-08-14 13:11:01,249,169,16381,19077,650,889,5,234
2019-08-14 13:41:01,249,170,16677,19473,630,855,40,234
2019-08-14 14:11:01,248,170,17023,19866,623,762,85,234
2019-08-14 14:41:01,250,172,17294,20262,623,798,301,234
2019-08-14 15:11:01,252,172,17536,20691,488,801,338,234
2019-08-14 15:41:01,253,168,17730,21000,450,762,353,234
2019-08-14 16:11:02,254,167,17894,21207,351,470,343,234
2019-08-14 16:42:01,257,165,18072,21455,342,455,343,234
2019-08-14 17:12:02,256,165,18304,21696,375,442,339,234
2019-08-14 17:43:01,257,165,18638,22063,523,571,325,234
2019-08-14 18:13:01,256,165,18875,22367,509,613,313,234
2019-08-14 18:43:01,257,167,19117,22695,466,619,298,234
2019-08-14 19:13:02,260,167,19457,23043,626,712,306,234
2019-08-14 19:44:01,260,166,19681,23271,565,577,308,234
2019-08-14 20:14:01,260,166,19937,23573,483,530,302,234
2019-08-14 20:44:01,261,166,20159,23861,476,590,267,234
2019-08-14 21:14:01,260,167,20354,24041,416,471,290,234
2019-08-14 21:44:01,261,167,20550,24293,357,430,259,234
2019-08-14 22:14:01,261,168,20785,24548,452,521,243,234
2019-08-14 22:44:01,262,167,20971,24752,400,448,228,234
2019-08-14 23:14:01,263,167,21122,24920,338,372,199,234
2019-08-14 23:44:01,263,167,21271,25104,307,361,182,234
2019-08-15 00:14:01,263,167,21454,25290,346,383,182,234
2019-08-15 00:44:01,263,167,21610,25513,340,411,184,234
2019-08-15 01:14:01,263,167,21738,25652,273,327,168,234
2019-08-15 01:44:01,263,167,21831,25816,208,314,175,234
2019-08-15 02:14:01,263,167,21911,25931,172,277,181,234
2019-08-15 02:44:01,263,166,22041,26089,210,276,180,234
2019-08-15 03:14:01,264,164,22164,26228,253,297,195,234
2019-08-15 03:44:01,264,163,22270,26376,228,284,189,234
2019-08-15 04:14:01,263,164,22403,26563,235,335,193,234
2019-08-15 04:44:01,263,163,22497,26741,231,366,208,234
2019-08-15 05:14:01,263,163,22657,26929,250,345,217,234
2019-08-15 05:44:01,262,162,22822,27142,311,387,230,234
2019-08-15 06:14:01,264,161,22973,27350,317,427,252,234
2019-08-15 06:44:01,264,161,23134,27601,324,498,274,234
2019-08-15 07:14:01,265,161,23371,27866,398,523,286,234
2019-08-15 07:44:01,265,161,23556,28133,422,532,323,234
2019-08-15 08:14:02,268,158,23779,28463,406,583,349,234
2019-08-15 08:45:01,268,160,24054,28843,462,678,354,234
2019-08-15 09:15:01,267,160,24253,29076,431,551,377,234
2019-08-15 09:45:01,267,161,24522,29363,470,526,372,234
2019-08-15 10:15:01,267,160,24806,29679,549,604,377,234
2019-08-15 10:45:01,267,160,25024,30000,472,621,372,234
2019-08-15 11:15:01,268,159,25280,30300,473,625,369,234
2019-08-15 11:45:01,268,159,25514,30598,490,598,363,234
2019-08-15 12:15:01,265,160,25734,30847,455,529,385,234
2019-08-15 12:45:01,266,163,25989,31116,488,530,388,234
2019-08-15 13:15:01,261,168,26251,31409,519,564,401,234
2019-08-15 13:45:01,258,169,26462,31655,475,539,411,234
2019-08-15 14:15:01,257,169,26803,32030,554,623,403,234
2019-08-15 14:45:01,259,166,27117,32415,671,771,377,234
2019-08-15 15:15:01,261,166,27482,32831,671,795,390,234
2019-08-15 15:45:01,262,164,27820,33392,704,981,393,234
2019-08-15 16:15:01,263,163,28131,33785,649,957,373,234
2019-08-15 16:45:01,267,160,28425,34096,608,707,359,234
2019-08-15 17:15:01,267,160,28695,34460,541,661,323,234
2019-08-15 17:45:01,268,158,28906,34741,453,617,285,234
2019-08-15 18:15:01,267,158,29079,34975,388,518,291,234
2019-08-15 18:45:01,266,159,29264,35280,356,542,275,234
2019-08-15 19:15:01,267,160,29498,35590,426,610,264,234
2019-08-15 19:45:01,266,159,29701,35845,439,566,271,234
2019-08-15 20:15:01,267,159,29947,36126,451,536,278,234
2019-08-15 20:45:01,267,159,30144,36348,433,501,239,234
2019-08-15 21:15:01,267,161,30312,36500,336,338,205,234
2019-08-15 21:45:01,268,160,30449,36640,304,291,196,234
2019-08-15 22:15:01,266,161,30519,36756,208,256,190,234
2019-08-15 22:45:01,267,162,30580,36857,131,219,161,234
2019-08-15 23:15:01,267,162,30631,36945,113,189,154,234
2019-08-15 23:45:01,267,162,30720,37043,144,189,152,234
2019-08-16 00:15:01,267,162,30851,37170,221,225,155,234
2019-08-16 00:45:02,268,161,30960,37310,245,276,155,234
2019-08-16 01:16:01,269,158,31044,37448,194,284,157,234
2019-08-16 01:46:01,272,157,31118,37559,156,236,161,234
2019-08-16 02:16:01,272,157,31203,37684,159,237,163,234
2019-08-16 02:46:01,274,155,31301,37825,171,265,168,234
2019-08-16 03:16:01,275,154,31418,37932,219,256,183,234
2019-08-16 03:46:01,276,153,31548,38117,249,299,192,234
2019-08-16 04:16:01,277,152,31662,38321,250,401,204,234
2019-08-16 04:46:01,277,152,31792,38508,244,384,206,234
2019-08-16 05:16:01,278,150,31958,38744,302,432,215,234
2019-08-16 05:46:01,278,150,32106,39009,315,493,220,234
2019-08-16 06:16:02,278,150,32268,39218,292,434,237,234
2019-08-16 06:47:01,277,150,32404,39369,296,360,259,234
2019-08-16 07:17:01,276,150,32545,39560,279,337,274,234
2019-08-16 07:47:01,276,150,32709,39780,305,413,284,234
2019-08-16 08:17:01,276,150,32905,40064,341,491,288,234
2019-08-16 08:47:01,276,150,33117,40382,389,590,324,234
2019-08-16 09:17:01,276,151,33406,40686,498,603,336,234
2019-08-16 09:47:01,276,151,33672,41028,557,647,335,234
2019-08-16 10:17:01,279,150,33855,41308,442,608,342,234
2019-08-16 10:47:01,278,150,34028,41664,345,625,371,234
2019-08-16 11:17:01,277,151,34234,42003,386,705,365,234
2019-08-16 11:47:01,277,151,34458,42302,431,638,367,234
2019-08-16 12:17:01,278,151,34770,42678,540,675,375,234
2019-08-16 12:47:01,278,151,35105,43169,619,864,408,234
2019-08-16 13:17:01,279,150,35418,43613,667,961,390,234
2019-08-16 13:47:01,278,150,35767,43999,662,830,399,234
2019-08-16 14:17:01,280,148,36129,44473,683,823,380,234
2019-08-16 14:47:01,281,147,36408,44827,566,761,344,234
2019-08-16 15:17:02,283,144,36629,45147,516,694,317,234
2019-08-16 15:48:01,285,141,36863,45493,420,626,321,234
2019-08-16 16:18:01,286,141,37057,45827,380,633,316,234
2019-08-16 16:48:01,287,139,37279,46144,416,650,305,234
2019-08-16 17:18:01,288,140,37452,46485,398,658,285,234
2019-08-16 17:48:01,290,138,37662,46737,383,593,254,234
2019-08-16 18:18:01,290,138,37870,47025,434,545,261,234
2019-08-16 18:48:01,290,138,38057,47247,396,511,259,234
2019-08-16 19:18:01,289,138,38224,47491,355,466,276,234
2019-08-16 19:48:01,288,139,38369,47743,305,494,279,234
2019-08-16 20:18:01,288,139,38563,47975,340,484,300,234
2019-08-16 20:48:01,289,138,38748,48223,375,479,263,234
2019-08-16 21:18:01,289,138,38863,48372,301,400,257,234
2019-08-16 21:48:02,286,140,38950,48498,204,280,253,234
2019-08-16 22:19:01,286,141,39080,48691,216,320,246,234
2019-08-16 22:49:01,287,140,39201,48912,239,408,228,234
2019-08-16 23:19:02,287,140,39344,49081,276,404,210,234
2019-08-16 23:50:01,287,140,39502,49218,281,285,190,234
2019-08-17 00:20:01,287,140,39614,49342,255,244,177,234
2019-08-17 00:50:01,287,137,39704,49502,197,284,182,234
2019-08-17 01:20:01,287,138,39798,49634,186,292,181,234
2019-08-17 01:50:01,289,138,39908,49761,204,259,193,234
2019-08-17 02:20:01,290,138,39993,49911,195,278,191,234
2019-08-17 02:50:01,291,138,40085,50084,178,335,209,234
2019-08-17 03:20:01,289,139,40175,50304,187,393,219,234
2019-08-17 03:50:01,289,138,40284,50524,213,465,216,234
2019-08-17 04:20:01,291,136,40406,50718,221,393,241,234
2019-08-17 04:50:01,291,136,40533,50881,249,357,268,234
2019-08-17 05:20:01,291,134,40724,51261,336,590,285,234
