Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,WinMargin
2024-06-07 06:23:01,0,0,0,0,0,0,926,-377
2024-06-07 06:53:01,111,186,1193835,1079235,1275,1221,1355,-377
2024-06-07 07:23:01,124,251,1194557,1080180,1490,1605,1516,-377
2024-06-07 07:53:01,144,261,1195480,1080900,1660,1629,1567,-377
2024-06-07 08:23:01,177,261,1196531,1081682,1975,1509,1600,-377
2024-06-07 08:53:01,178,303,1197748,1082617,2176,1660,1671,-377
2024-06-07 09:23:01,188,336,1199087,1083594,2436,1779,1715,-377
2024-06-07 09:53:01,189,359,1200309,1084635,2376,1928,1745,-377
2024-06-07 10:23:01,190,360,1201752,1085730,2714,2160,1863,-377
2024-06-07 10:53:01,188,360,1203026,1086852,2756,2245,1899,-377
2024-06-07 11:23:01,189,360,1204183,1087816,2430,2078,1999,-377
2024-06-07 11:53:01,187,379,1205330,1088818,2224,1911,2040,-377
2024-06-07 12:23:01,188,379,1206551,1089789,2366,1963,2120,-377
2024-06-07 12:53:01,187,378,1207836,1090791,2457,1971,2152,-377
2024-06-07 13:23:01,187,377,1209371,1091866,2759,1974,2130,-377
2024-06-07 13:53:01,188,377,1210986,1093073,3157,2286,2057,-377
2024-06-07 14:23:01,188,392,1212933,1094353,3478,2432,1997,-377
2024-06-07 14:53:01,189,392,1214329,1095354,3397,2323,1887,-377
2024-06-07 15:23:01,189,392,1215736,1096339,2717,1931,1802,-377
2024-06-07 15:53:01,189,390,1216904,1097327,2542,1949,1662,-377
2024-06-07 16:23:01,190,389,1218007,1098219,2290,1898,1573,-377
2024-06-07 16:53:01,187,387,1219047,1099164,1992,1719,1553,-377
2024-06-07 17:23:01,189,386,1220170,1100349,2032,2038,1517,-377
2024-06-07 17:53:01,187,389,1221227,1101540,2110,2231,1494,-377
2024-06-07 18:23:01,187,391,1222303,1102643,2005,2057,1483,-377
2024-06-07 18:53:01,185,392,1223267,1103602,2351,2261,1472,-377
2024-06-07 19:23:01,185,393,1224108,1104584,1819,1962,1433,-377
2024-06-07 19:53:01,186,394,1225276,1105499,2091,1967,1421,-377
2024-06-07 20:23:01,185,396,1226239,1106236,1866,1490,1367,-377
2024-06-07 20:53:01,181,397,1227070,1107008,1784,1474,1340,-377
2024-06-07 21:23:01,180,395,1227987,1107784,1669,1492,1322,-377
2024-06-07 21:53:01,181,396,1228957,1108623,1845,1534,1307,-377
2024-06-07 22:23:01,178,401,1229824,1109266,1838,1484,1282,-377
2024-06-07 22:53:01,177,400,1230569,1109893,1576,1232,1243,-377
2024-06-07 23:23:01,172,404,1231433,1110626,1543,1313,1211,-377
2024-06-07 23:53:01,169,405,1232259,1111330,1664,1418,1171,-377
2024-06-08 00:23:01,167,407,1232959,1111985,1512,1328,1147,-377
2024-06-08 00:53:01,167,408,1233684,1112613,1379,1225,1157,-377
2024-06-08 01:23:01,168,408,1234426,1113328,1502,1388,1180,-377
2024-06-08 01:53:01,169,406,1235281,1114254,1535,1604,1193,-377
2024-06-08 02:23:01,168,406,1236140,1115036,1593,1541,1248,-377
2024-06-08 02:53:02,171,405,1236737,1115698,1450,1430,1251,-377
2024-06-08 03:24:01,170,406,1237457,1116381,1313,1340,1306,-377
2024-06-08 03:54:01,170,406,1238253,1117089,1410,1321,1363,-377
2024-06-08 04:24:01,171,405,1239116,1117842,1558,1387,1410,-377
