Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,WinMargin
2020-06-23 09:03:01,98,97,1,0,0,0,382,-219
2020-06-23 09:33:01,141,153,287,303,0,1,477,-219
2020-06-23 10:03:01,154,154,856,782,855,782,497,-219
2020-06-23 10:33:01,157,156,1395,1313,1129,1028,492,-219
2020-06-23 11:03:01,163,156,1988,1894,1157,1165,473,-219
2020-06-23 11:33:01,165,156,2534,2393,1146,1081,442,-219
2020-06-23 12:03:01,165,156,3151,2939,1163,1046,432,-219
2020-06-23 12:33:01,165,156,3644,3412,1102,1029,411,-219
2020-06-23 13:03:02,165,156,4229,3930,1078,995,406,-219
2020-06-23 13:34:01,165,156,4795,4400,1152,988,427,-219
2020-06-23 14:04:01,165,156,5397,4886,1168,958,397,-219
2020-06-23 14:34:01,165,156,5950,5347,1155,947,372,-219
2020-06-23 15:04:01,164,156,6515,5851,1141,987,341,-219
2020-06-23 15:34:01,164,157,6911,6228,921,836,318,-219
2020-06-23 16:04:02,163,158,7160,6550,619,691,265,-219
2020-06-23 16:35:02,163,158,7433,6811,527,572,254,-219
2020-06-23 17:06:01,163,158,7755,7086,601,542,267,-219
2020-06-23 17:36:01,163,158,8095,7397,690,614,252,-219
2020-06-23 18:06:01,163,158,8478,7758,736,680,251,-219
2020-06-23 18:36:01,162,159,8855,8051,753,638,258,-219
2020-06-23 19:06:01,161,159,9148,8394,671,636,258,-219
2020-06-23 19:36:01,161,160,9426,8707,573,657,240,-219
2020-06-23 20:06:01,161,160,9641,8911,492,517,243,-219
2020-06-23 20:36:01,161,160,9913,9174,477,455,232,-219
2020-06-23 21:06:02,161,160,10168,9411,536,496,215,-219
2020-06-23 21:37:01,161,160,10391,9614,478,441,192,-219
2020-06-23 22:07:01,161,160,10618,9817,450,408,178,-219
2020-06-23 22:37:01,161,160,10911,10034,522,421,166,-219
2020-06-23 23:07:01,160,161,11150,10234,532,416,158,-219
2020-06-23 23:37:01,160,161,11381,10408,471,373,174,-219
2020-06-24 00:07:01,160,161,11652,10609,504,374,161,-219
2020-06-24 00:37:02,159,162,11930,10784,586,400,173,-219
2020-06-24 01:08:01,159,162,12064,10887,383,262,157,-219
2020-06-24 01:38:01,159,162,12166,10970,236,186,160,-219
2020-06-24 02:08:01,159,162,12300,11098,236,212,154,-219
2020-06-24 02:38:01,158,162,12490,11241,323,271,163,-219
2020-06-24 03:08:01,158,162,12633,11367,326,274,172,-219
2020-06-24 03:38:01,158,162,12821,11506,331,268,181,-219
2020-06-24 04:08:01,158,162,13023,11680,391,314,197,-219
2020-06-24 04:38:01,158,162,13238,11905,417,399,196,-219
2020-06-24 05:08:01,158,161,13487,12128,464,450,202,-219
2020-06-24 05:38:01,158,161,13785,12366,539,457,228,-219
2020-06-24 06:08:01,158,161,14129,12675,628,549,225,-219
2020-06-24 06:38:01,159,161,14360,12927,566,552,248,-219
2020-06-24 07:08:01,158,162,14649,13172,485,459,234,-219
2020-06-24 07:38:01,158,162,14802,13329,441,403,238,-219
2020-06-24 08:08:01,158,162,15000,13470,351,296,256,-219
2020-06-24 08:38:01,158,162,15163,13635,361,304,257,-219
2020-06-24 09:08:01,158,162,15348,13793,347,323,254,-219
2020-06-24 09:38:01,158,162,15567,13973,404,343,256,-219
2020-06-24 10:08:01,158,162,15817,14194,470,403,259,-219
2020-06-24 10:38:01,158,162,16046,14419,474,441,267,-219
2020-06-24 11:08:01,158,162,16250,14628,424,436,287,-219
2020-06-24 11:38:01,158,162,16459,14851,413,433,294,-219
2020-06-24 12:08:01,158,162,16669,15122,427,504,307,-219
2020-06-24 12:38:01,158,162,16925,15381,451,523,335,-219
2020-06-24 13:08:01,158,162,17378,15727,726,619,333,-219
2020-06-24 13:38:01,158,162,17854,16133,934,753,346,-219
2020-06-24 14:08:01,158,162,18246,16570,834,820,311,-219
2020-06-24 14:38:01,158,162,18672,16916,819,784,296,-219
2020-06-24 15:08:01,158,162,19023,17206,777,640,272,-219
2020-06-24 15:38:01,158,162,19347,17500,677,587,260,-219
2020-06-24 16:08:01,158,162,19637,17717,626,528,258,-219
2020-06-24 16:38:01,158,162,19884,17944,542,449,262,-219
2020-06-24 17:08:01,158,162,20219,18222,582,505,250,-219
2020-06-24 17:38:01,158,162,20582,18481,654,504,249,-219
2020-06-24 18:08:01,158,162,20863,18725,630,497,254,-219
2020-06-24 18:38:01,158,162,21096,18956,515,475,248,-219
2020-06-24 19:08:01,158,162,21346,19158,472,432,252,-219
2020-06-24 19:38:01,158,162,21645,19362,559,401,241,-219
2020-06-24 20:08:01,158,162,21915,19576,569,417,223,-219
2020-06-24 20:38:01,158,162,22130,19771,485,410,216,-219
2020-06-24 21:08:01,158,162,22391,19966,477,393,218,-219
2020-06-24 21:38:01,158,162,22661,20178,532,409,207,-219
2020-06-24 22:08:01,158,162,22938,20434,548,468,205,-219
2020-06-24 22:38:01,158,162,23177,20620,523,438,183,-219
2020-06-24 23:08:01,157,162,23420,20760,482,326,178,-219
2020-06-24 23:38:01,157,162,23660,20962,483,343,193,-219
2020-06-25 00:08:01,157,162,23890,21169,446,400,199,-219
2020-06-25 00:38:01,157,162,24156,21324,505,354,175,-219
2020-06-25 01:08:01,157,162,24398,21512,491,334,171,-219
2020-06-25 01:38:01,157,162,24593,21644,439,322,165,-219
2020-06-25 02:08:01,157,162,24796,21790,397,279,185,-219
2020-06-25 02:38:02,157,162,24988,21905,395,263,189,-219
2020-06-25 03:09:01,157,162,25176,22017,376,219,189,-219
2020-06-25 03:39:01,157,162,25441,22173,455,269,186,-219
2020-06-25 04:09:01,157,162,25684,22332,512,310,204,-219
2020-06-25 04:39:01,157,162,25920,22526,479,354,213,-219
2020-06-25 05:09:01,157,162,26164,22709,452,368,210,-219
2020-06-25 05:39:01,157,162,26452,22888,510,347,226,-219
2020-06-25 06:09:01,157,162,26733,23119,572,416,251,-219
2020-06-25 06:39:01,157,162,27056,23374,607,489,252,-219
2020-06-25 07:09:02,157,162,27381,23623,651,509,253,-219
2020-06-25 07:40:01,156,162,27674,23920,619,547,240,-219
2020-06-25 08:10:01,156,163,27953,24144,623,554,251,-219
2020-06-25 08:40:01,156,163,28198,24326,598,449,256,-219
2020-06-25 09:10:01,156,163,28499,24606,485,423,276,-219
2020-06-25 09:40:01,156,163,28727,24831,533,505,274,-219
2020-06-25 10:10:01,156,163,29127,25221,622,599,279,-219
2020-06-25 10:40:01,157,163,29312,25372,575,519,293,-219
2020-06-25 11:10:01,160,165,29625,25694,526,499,303,-219
2020-06-25 11:40:01,160,165,29964,25995,653,625,300,-219
2020-06-25 12:10:02,161,165,30230,26308,606,617,319,-219
2020-06-25 12:41:01,161,165,30628,26694,589,615,321,-219
2020-06-25 13:11:01,161,166,30866,26981,532,558,323,-219
2020-06-25 13:41:01,161,166,31179,27308,551,614,336,-219
2020-06-25 14:11:01,161,166,31498,27599,631,618,325,-219
2020-06-25 14:41:01,161,166,31870,27960,691,652,323,-219
2020-06-25 15:11:01,161,166,32270,28343,778,743,312,-219
2020-06-25 15:41:01,161,166,32624,28708,754,748,290,-219
2020-06-25 16:11:01,161,166,32947,29039,678,698,314,-219
2020-06-25 16:41:01,161,166,33307,29426,683,718,282,-219
2020-06-25 17:11:01,161,166,33613,29674,669,637,255,-219
2020-06-25 17:41:01,161,166,33893,29948,586,522,250,-219
2020-06-25 18:11:02,161,166,34211,30199,664,540,254,-219
2020-06-25 18:42:01,161,166,34463,30376,570,428,248,-219
2020-06-25 19:12:01,161,166,34727,30664,528,469,240,-219
2020-06-25 19:42:01,161,166,34968,30927,505,551,245,-219
2020-06-25 20:12:01,161,166,35179,31209,454,553,249,-219
2020-06-25 20:42:01,161,166,35433,31450,465,523,238,-219
2020-06-25 21:12:01,161,166,35706,31662,531,456,247,-219
2020-06-25 21:42:01,161,166,35939,31823,506,373,241,-219
2020-06-25 22:12:01,160,166,36092,31927,390,266,230,-219
2020-06-25 22:42:01,160,167,36246,32059,307,236,226,-219
2020-06-25 23:12:01,160,167,36413,32184,323,262,217,-219
2020-06-25 23:42:01,160,167,36619,32332,373,273,226,-219
2020-06-26 00:12:01,158,168,36867,32532,457,351,225,-219
2020-06-26 00:42:01,158,169,37089,32737,470,405,204,-219
