Timestamp,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualityRate,SteamPlayers,WinMargin
2019-08-30 09:27:01,160,184,0,0,0,0,329,262
2019-08-30 09:57:01,187,186,288,271,288,271,381,262
2019-08-30 10:27:01,188,187,611,606,602,602,396,262
2019-08-30 10:57:01,189,188,1122,1086,882,855,390,262
2019-08-30 11:27:01,189,188,1528,1610,918,1004,373,262
2019-08-30 11:57:01,190,190,1850,2033,728,947,362,262
2019-08-30 12:27:02,189,190,2152,2394,628,788,370,262
2019-08-30 12:58:01,189,192,2499,2753,649,720,375,262
2019-08-30 13:28:01,189,192,2890,3261,738,868,360,262
2019-08-30 13:58:01,189,192,3320,3776,840,1046,363,262
2019-08-30 14:28:01,188,192,3678,4250,790,992,357,262
2019-08-30 14:58:01,188,192,4042,4644,745,896,336,262
2019-08-30 15:28:01,189,191,4395,4994,717,746,308,262
2019-08-30 15:58:01,188,190,4707,5347,659,697,288,262
2019-08-30 16:28:01,189,189,4999,5708,606,716,269,262
2019-08-30 16:58:01,189,190,5228,5979,521,632,257,262
2019-08-30 17:28:01,189,190,5475,6268,477,560,231,262
2019-08-30 17:58:01,189,190,5658,6489,415,490,229,262
2019-08-30 18:28:01,189,188,5860,6708,385,441,210,262
2019-08-30 18:58:01,189,187,6053,6908,372,397,215,262
2019-08-30 19:28:02,189,187,6300,7181,441,473,218,262
2019-08-30 19:59:02,188,187,6512,7454,461,550,236,262
2019-08-30 20:30:01,187,187,6722,7683,438,516,220,262
2019-08-30 21:00:01,185,187,6944,7926,432,472,206,262
2019-08-30 21:30:01,185,187,7221,8211,499,528,195,262
2019-08-30 22:00:01,184,187,7473,8546,519,636,194,262
2019-08-30 22:30:01,182,190,7691,8857,464,627,186,262
2019-08-30 23:00:01,182,192,7908,9157,435,611,167,262
2019-08-30 23:30:01,182,192,8100,9429,400,561,150,262
2019-08-31 00:00:02,182,194,8271,9634,363,477,144,262
2019-08-31 00:31:01,181,196,8456,9808,354,381,152,262
2019-08-31 01:01:01,180,196,8607,9964,329,329,142,262
2019-08-31 01:31:01,180,198,8782,10120,326,311,149,262
2019-08-31 02:01:01,180,197,8953,10258,346,294,155,262
2019-08-31 02:31:01,181,197,9185,10435,376,290,163,262
2019-08-31 03:01:01,180,197,9390,10621,398,338,168,262
2019-08-31 03:31:01,180,198,9547,10791,362,356,189,262
2019-08-31 04:01:01,181,199,9723,10960,330,337,186,262
2019-08-31 04:31:01,184,199,9926,11162,382,372,202,262
2019-08-31 05:01:01,183,199,10174,11339,470,394,197,262
2019-08-31 05:31:01,185,198,10285,11445,364,288,200,262
2019-08-31 06:01:01,185,197,10418,11591,261,269,231,262
2019-08-31 06:31:01,185,197,10555,11751,270,308,262,262
2019-08-31 07:01:01,185,198,10731,11927,313,336,283,262
2019-08-31 07:31:02,185,198,10955,12169,400,418,317,262
2019-08-31 08:02:01,183,199,11199,12423,440,465,343,262
2019-08-31 08:32:01,183,200,11484,12669,516,495,367,262
2019-08-31 09:02:01,182,200,11827,13024,629,602,368,262
2019-08-31 09:32:01,180,198,12105,13319,583,602,370,262
2019-08-31 10:02:01,183,197,12451,13665,631,649,375,262
2019-08-31 10:32:01,184,196,12804,14007,657,647,364,262
2019-08-31 11:02:01,186,195,13231,14367,783,705,359,262
2019-08-31 11:32:01,187,194,13680,14833,882,833,351,262
2019-08-31 12:02:01,188,194,14099,15195,868,828,375,262
2019-08-31 12:32:01,186,195,14503,15697,779,827,378,262
2019-08-31 13:02:01,186,196,14935,16206,769,949,368,262
2019-08-31 13:32:01,186,196,15397,16692,913,1014,343,262
2019-08-31 14:02:01,185,197,15858,17051,930,852,337,262
2019-08-31 14:32:01,184,199,16274,17461,880,775,301,262
2019-08-31 15:02:02,184,198,16622,17836,702,717,292,262
2019-08-31 15:33:01,185,198,16891,18180,617,722,285,262
2019-08-31 16:03:01,185,199,17218,18454,596,618,287,262
2019-08-31 16:33:01,185,199,17587,18735,671,524,265,262
2019-08-31 17:03:01,185,199,17801,18930,461,408,249,262
2019-08-31 17:33:01,185,199,18012,19104,426,374,235,262
2019-08-31 18:03:02,184,200,18242,19292,479,388,236,262
2019-08-31 18:34:02,184,201,18461,19532,453,433,224,262
2019-08-31 19:05:01,182,203,18819,19747,509,382,230,262
2019-08-31 19:35:01,182,203,19045,19946,500,347,229,262
2019-08-31 20:05:01,180,203,19241,20134,423,387,230,262
2019-08-31 20:35:01,179,204,19461,20327,416,381,223,262
2019-08-31 21:05:01,180,205,19644,20522,403,388,214,262
2019-08-31 21:35:01,180,205,19818,20678,358,352,197,262
2019-08-31 22:05:01,181,206,20005,20871,361,350,195,262
2019-08-31 22:35:01,181,206,20188,21077,369,399,188,262
2019-08-31 23:05:02,181,206,20363,21230,368,355,179,262
2019-08-31 23:36:01,182,207,20573,21372,385,296,173,262
2019-09-01 00:06:01,183,207,20764,21524,401,294,190,262
2019-09-01 00:36:01,182,208,21004,21657,431,285,186,262
2019-09-01 01:06:01,180,208,21140,21788,382,269,189,262
2019-09-01 01:36:01,179,209,21315,21949,317,298,182,262
2019-09-01 02:06:01,178,209,21473,22030,333,243,185,262
2019-09-01 02:36:01,178,210,21630,22183,316,246,192,262
2019-09-01 03:06:01,180,209,21826,22345,372,331,165,262
2019-09-01 03:36:01,180,209,22010,22490,383,306,178,262
2019-09-01 04:06:01,181,209,22144,22621,318,276,188,262
2019-09-01 04:36:01,180,208,22341,22790,332,300,213,262
2019-09-01 05:06:01,180,207,22504,22952,362,331,209,262
2019-09-01 05:36:01,181,207,22669,23108,328,318,214,262
2019-09-01 06:06:01,181,208,22893,23291,389,339,218,262
2019-09-01 06:36:01,182,209,23096,23412,428,305,228,262
2019-09-01 07:06:01,182,209,23305,23573,412,282,242,262
2019-09-01 07:36:01,182,209,23543,23762,447,352,267,262
2019-09-01 08:06:01,182,209,23799,24024,495,451,299,262
2019-09-01 08:36:01,182,209,24006,24273,463,512,304,262
2019-09-01 09:06:01,181,210,24249,24541,450,517,304,262
2019-09-01 09:36:01,181,210,24525,24816,521,544,325,262
2019-09-01 10:06:01,181,210,24807,25146,558,605,344,262
2019-09-01 10:36:01,180,210,25090,25429,578,586,335,262
2019-09-01 11:06:01,179,211,25289,25715,515,600,355,262
2019-09-01 11:36:01,179,212,25545,26027,455,598,341,262
2019-09-01 12:06:01,179,212,25806,26273,517,558,367,262
2019-09-01 12:36:01,179,213,26143,26622,598,594,378,262
2019-09-01 13:06:01,177,213,26544,27026,738,753,378,262
2019-09-01 13:36:01,177,214,27028,27600,887,979,365,262
2019-09-01 14:06:01,176,215,27438,28011,894,985,341,262
2019-09-01 14:36:01,175,215,27808,28396,795,813,320,262
2019-09-01 15:06:01,171,217,28085,28613,673,631,288,262
2019-09-01 15:36:01,171,217,28344,28837,540,444,259,262
2019-09-01 16:06:01,169,218,28596,29052,521,449,233,262
2019-09-01 16:36:01,168,217,28825,29257,486,430,253,262
2019-09-01 17:06:01,169,217,29041,29542,419,484,249,262
2019-09-01 17:36:02,169,217,29283,29797,458,541,249,262
2019-09-01 18:07:01,167,218,29605,30106,552,541,236,262
2019-09-01 18:37:01,166,219,29880,30369,573,554,240,262
2019-09-01 19:07:01,165,221,30137,30627,562,583,234,262
2019-09-01 19:37:01,165,222,30398,30977,529,626,236,262
2019-09-01 20:07:01,165,222,30649,31280,534,684,231,262
2019-09-01 20:37:01,165,222,30991,31606,593,630,227,262
2019-09-01 21:07:01,163,222,31291,31821,642,541,221,262
2019-09-01 21:37:02,163,223,31436,31986,410,355,205,262
2019-09-01 22:08:01,164,222,31676,32225,396,413,187,262
2019-09-01 22:38:01,163,224,31871,32481,445,506,174,262
2019-09-01 23:08:01,163,224,32046,32666,331,402,160,262
2019-09-01 23:38:01,163,225,32213,32807,342,326,141,262
2019-09-02 00:08:01,162,226,32316,32973,270,307,133,262
2019-09-02 00:38:01,162,226,32397,33103,182,299,133,262
2019-09-02 01:08:01,162,226,32485,33231,164,237,134,262
2019-09-02 01:38:01,160,228,32599,33354,202,249,131,262
2019-09-02 02:08:01,160,230,32715,33491,230,261,134,262
2019-09-02 02:38:01,158,230,32834,33624,248,285,136,262
2019-09-02 03:08:01,158,232,32949,33756,235,266,140,262
2019-09-02 03:38:01,157,233,33052,33905,224,291,146,262
2019-09-02 04:08:01,155,234,33113,34030,185,306,153,262
2019-09-02 04:38:01,154,235,33197,34175,150,279,157,262
2019-09-02 05:08:01,153,236,33284,34330,171,300,162,262
2019-09-02 05:38:01,153,237,33408,34484,209,308,178,262
2019-09-02 06:08:01,152,238,33523,34614,239,284,198,262
2019-09-02 06:38:02,152,238,33733,34784,325,299,197,262
2019-09-02 07:09:01,152,238,33916,34961,403,357,210,262
2019-09-02 07:39:02,152,238,34091,35124,377,363,223,262
2019-09-02 08:10:01,151,238,34240,35314,324,359,234,262
2019-09-02 08:40:01,151,238,34415,35480,293,305,263,262
2019-09-02 09:10:01,152,237,34654,35702,395,382,295,262
2019-09-02 09:40:01,152,237,34962,35939,533,444,309,262
2019-09-02 10:10:01,152,237,35224,36175,577,480,327,262
2019-09-02 10:40:02,152,239,35546,36491,585,553,326,262
2019-09-02 11:11:01,152,238,35923,36917,600,649,347,262
2019-09-02 11:41:01,151,240,36294,37275,657,683,364,262
2019-09-02 12:11:01,151,240,36611,37665,685,746,374,262
2019-09-02 12:41:01,151,240,36940,38131,648,857,343,262
2019-09-02 13:11:01,151,240,37198,38489,587,824,338,262
2019-09-02 13:41:01,151,239,37596,38827,657,700,292,262
2019-09-02 14:11:01,152,239,37853,39058,655,569,277,262
2019-09-02 14:41:02,152,238,38125,39265,521,434,279,262
2019-09-02 15:12:01,151,238,38395,39496,530,434,261,262
2019-09-02 15:42:01,151,241,38617,39723,495,458,242,262
2019-09-02 16:12:01,151,242,38777,39899,406,415,241,262
2019-09-02 16:42:01,150,242,38954,40165,337,445,241,262
2019-09-02 17:12:01,150,242,39186,40400,410,501,250,262
2019-09-02 17:42:01,150,243,39410,40673,457,513,248,262
2019-09-02 18:12:02,150,243,39648,40897,461,500,235,262
2019-09-02 18:42:02,149,244,39802,41136,392,466,228,262
2019-09-02 19:13:01,150,243,39960,41323,313,426,233,262
2019-09-02 19:43:01,150,243,40215,41609,412,469,232,262
2019-09-02 20:13:01,151,241,40368,41794,408,471,212,262
2019-09-02 20:43:01,151,241,40566,41975,353,367,189,262
2019-09-02 21:13:01,150,241,40705,42143,337,349,162,262
2019-09-02 21:43:01,149,241,40830,42276,264,302,151,262
2019-09-02 22:13:01,149,241,40963,42388,246,238,151,262
2019-09-02 22:43:01,150,240,41095,42536,265,260,144,262
2019-09-02 23:13:01,152,240,41241,42622,278,234,125,262
2019-09-02 23:43:01,153,239,41352,42714,261,181,113,262
2019-09-03 00:13:01,154,239,41415,42807,185,197,110,262
2019-09-03 00:43:02,154,239,41478,42878,135,178,106,262
2019-09-03 01:13:02,154,239,41517,42939,102,134,98,262
2019-09-03 01:44:01,155,239,41552,43017,78,140,119,262
2019-09-03 02:14:01,155,238,41632,43102,116,163,121,262
2019-09-03 02:44:01,154,239,41759,43212,235,213,127,262
2019-09-03 03:14:01,154,239,41882,43329,250,233,142,262
2019-09-03 03:44:01,153,240,42041,43441,285,235,151,262
2019-09-03 04:14:01,152,240,42142,43547,259,218,135,262
2019-09-03 04:44:01,152,241,42233,43693,191,254,155,262
2019-09-03 05:14:01,152,241,42329,43821,187,274,146,262
2019-09-03 05:44:01,152,241,42424,43965,203,292,164,262
2019-09-03 06:14:01,151,243,42552,44113,215,273,170,262
2019-09-03 06:44:01,151,243,42678,44300,256,336,190,262
2019-09-03 07:14:01,150,243,42881,44483,329,370,183,262
2019-09-03 07:44:01,152,240,43133,44687,493,409,203,262
2019-09-03 08:14:01,153,240,43322,44860,441,377,196,262
2019-09-03 08:44:01,153,240,43479,45052,348,365,205,262
2019-09-03 09:14:01,153,239,43672,45231,358,381,220,262
2019-09-03 09:44:01,154,239,43917,45465,442,421,249,262
2019-09-03 10:14:01,154,239,44108,45722,436,492,238,262
2019-09-03 10:44:01,154,238,44314,46045,399,581,254,262
2019-09-03 11:14:01,154,238,44547,46302,438,580,264,262
2019-09-03 11:44:01,155,236,44766,46614,452,570,279,262
2019-09-03 12:14:01,155,238,44947,46835,404,537,289,262
2019-09-03 12:44:01,155,238,45155,47032,405,438,292,262
2019-09-03 13:14:01,150,240,45366,47287,421,452,279,262
2019-09-03 13:44:01,149,240,45597,47585,446,561,275,262
2019-09-03 14:14:02,149,244,45865,47799,478,491,266,262
2019-09-03 14:45:01,149,245,46060,48005,463,421,254,262
2019-09-03 15:15:01,149,245,46308,48206,421,385,241,262
2019-09-03 15:45:02,150,244,46511,48378,452,374,241,262
2019-09-03 16:16:01,149,243,46830,48574,521,360,241,262
2019-09-03 16:46:01,148,243,47120,48839,614,478,253,262
2019-09-03 17:16:01,147,243,47362,49121,532,545,263,262
2019-09-03 17:46:02,147,243,47706,49463,590,630,244,262
2019-09-03 18:17:01,147,243,47987,49847,624,726,235,262
2019-09-03 18:47:01,146,245,48190,50244,486,783,227,262
2019-09-03 19:17:01,145,246,48395,50442,408,595,221,262
2019-09-03 19:47:01,143,247,48553,50668,375,488,216,262
2019-09-03 20:17:01,143,249,48695,50815,305,363,196,262
2019-09-03 20:47:01,143,249,48779,50946,226,281,174,262
2019-09-03 21:17:01,143,248,48832,51047,138,233,151,262
2019-09-03 21:47:01,143,248,48907,51149,129,205,158,262
2019-09-03 22:17:01,143,248,48964,51281,132,234,168,262
2019-09-03 22:47:01,143,248,49056,51470,161,334,146,262
2019-09-03 23:17:01,143,248,49140,51617,170,326,143,262
2019-09-03 23:47:01,144,248,49221,51751,164,282,141,262
2019-09-04 00:17:01,144,248,49325,51881,189,268,121,262
2019-09-04 00:47:01,144,248,49464,52050,242,290,112,262
2019-09-04 01:17:01,144,248,49564,52151,233,257,110,262
2019-09-04 01:47:01,144,248,49656,52257,185,194,118,262
