Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours
2022-11-23 10:01:02,164,183,260,263,0,0,0,0,3836,0,0
2022-11-23 10:32:02,1340,1319,263,266,2328,2049,1795,1594,4433,692,681
2022-11-23 11:03:01,1367,1405,263,266,6307,5397,6781,5733,4634,1398,1407
2022-11-23 11:33:01,1366,1385,263,267,9953,8794,7393,6407,4753,2081,2099
2022-11-23 12:03:01,1307,1376,263,267,13592,12064,7094,6385,4756,2734,2787
2022-11-23 12:33:01,1219,1308,262,268,17043,14763,6971,5845,4626,3344,3441
2022-11-23 13:03:01,1085,1241,260,269,19859,17143,6148,4963,4469,3886,4062
2022-11-23 13:33:02,1012,1124,260,268,22017,19002,4824,4115,4201,4393,4624
2022-11-23 14:04:01,905,1071,259,269,24493,21283,4394,3960,4015,4860,5177
2022-11-23 14:34:01,801,977,259,270,26526,23461,4452,4486,3718,5260,5665
2022-11-23 15:04:01,706,934,257,271,28272,25236,3516,3614,3449,5613,6132
2022-11-23 15:34:01,644,875,257,271,29761,26579,3023,2904,3331,5935,6570
2022-11-23 16:04:01,620,849,255,272,31263,28195,2986,2944,3121,6245,6994
2022-11-23 16:34:01,565,793,253,274,32388,29632,2564,2930,2994,6528,7391
2022-11-23 17:04:01,573,787,252,274,33535,30740,2247,2491,2927,6814,7784
2022-11-23 17:34:01,528,759,250,276,34674,31665,2193,1906,2940,7078,8164
2022-11-23 18:04:01,522,780,250,276,35806,32785,2271,2021,2895,7339,8554
2022-11-23 18:34:01,496,733,250,276,36763,33826,2098,2139,2839,7587,8920
2022-11-23 19:04:01,486,704,249,276,37844,35000,2001,2138,2767,7830,9272
2022-11-23 19:34:01,458,688,249,277,38707,35980,1765,2037,2689,8059,9616
2022-11-23 20:04:01,437,643,248,277,39612,36907,1750,1870,2657,8278,9938
2022-11-23 20:34:01,405,621,248,277,40374,37606,1631,1577,2544,8480,10248
2022-11-23 21:04:02,390,601,247,277,41177,38388,1542,1488,2442,8675,10549
2022-11-23 21:35:02,370,580,246,278,41956,39127,1533,1432,2369,8867,10849
2022-11-23 22:05:02,352,573,245,278,42620,39835,1396,1404,2188,9043,11135
2022-11-23 22:36:01,340,529,246,279,43536,40632,1343,1285,2114,9218,11408
2022-11-23 23:06:02,329,530,246,279,44145,41179,1326,1106,1989,9383,11674
2022-11-23 23:37:01,327,489,246,279,44746,41611,1210,976,1888,9552,11926
2022-11-24 00:07:01,319,467,246,279,45277,41994,1134,811,1846,9711,12160
2022-11-24 00:37:02,322,474,244,280,45718,42398,935,779,1788,9872,12397
2022-11-24 01:08:01,362,470,244,280,46212,42802,935,806,1751,10059,12639
2022-11-24 01:38:01,355,465,244,280,46670,43160,930,730,1739,10237,12872
2022-11-24 02:08:01,362,472,244,280,47096,43484,895,668,1749,10418,13108
2022-11-24 02:38:01,373,484,243,281,47451,43820,771,647,1795,10604,13350
2022-11-24 03:08:01,369,492,243,281,47796,44182,700,695,1815,10789,13596
2022-11-24 03:38:01,392,510,242,282,48272,44494,821,667,1840,10985,13851
2022-11-24 04:08:02,422,518,241,283,48825,44861,1070,677,1897,11196,14110
2022-11-24 04:38:02,439,546,242,282,49553,45328,1337,853,1998,11415,14383
2022-11-24 05:08:02,463,577,242,282,50365,45845,1551,977,2097,11647,14672
2022-11-24 05:39:02,462,595,242,282,51097,46363,1536,1014,2143,11885,14979
2022-11-24 06:10:02,506,595,242,282,51839,47035,1479,1164,2310,12147,15286
2022-11-24 06:40:03,532,611,242,282,52537,47747,1440,1360,2353,12413,15592
2022-11-24 07:11:01,546,615,242,282,53245,48508,1429,1494,2498,12695,15909
2022-11-24 07:41:01,609,634,242,282,53966,49265,1446,1513,2653,12999,16226
2022-11-24 08:11:01,666,682,243,281,54940,50036,1736,1500,2799,13332,16567
2022-11-24 08:41:01,693,690,244,280,56170,50874,2181,1580,2997,13679,16912
2022-11-24 09:11:01,700,711,244,280,57302,51797,2359,1746,3094,14029,17268
2022-11-24 09:41:01,728,722,244,280,58680,52765,2477,1876,3117,14393,17629
2022-11-24 10:11:01,723,736,245,278,60104,53666,2786,1848,3149,14754,17997
2022-11-24 10:41:01,709,754,245,279,61317,54624,2638,1844,1416,15109,18374
2022-11-24 11:11:02,728,781,245,279,62402,55614,2272,1912,3181,15473,18765
2022-11-24 11:42:01,738,789,245,279,63970,56483,2584,1761,3298,15854,19172
2022-11-24 12:12:01,769,778,245,279,65616,57562,3266,1973,3342,16239,19561
2022-11-24 12:42:01,768,748,245,279,67425,58783,3474,2300,3322,16623,19935
2022-11-24 13:12:01,749,716,245,279,68984,59933,3433,2394,3244,16997,20293
2022-11-24 13:42:01,695,688,245,279,70086,60992,2500,2176,3150,17345,20637
2022-11-24 14:12:01,662,671,245,279,71174,62044,2174,2102,3039,17676,20973
2022-11-24 14:42:01,612,644,245,279,72384,63076,2230,2009,2888,17982,21295
2022-11-24 15:12:01,590,603,246,278,73466,63940,2295,1894,2661,18277,21596
2022-11-24 15:42:01,541,572,246,278,74465,64735,2013,1627,2537,18547,21882
2022-11-24 16:12:01,513,580,246,278,75428,65434,1934,1448,2457,18804,22172
2022-11-24 16:42:01,506,569,246,278,76332,66189,1867,1447,2461,19057,22457
2022-11-24 17:12:01,484,573,246,278,77206,67046,1784,1586,2412,19299,22743
2022-11-24 17:42:02,473,586,246,278,77879,67727,1453,1432,2410,19535,23036
2022-11-24 18:13:01,467,539,246,278,78713,68466,1492,1360,2370,19776,23315
2022-11-24 18:43:01,466,554,246,278,79494,69145,1551,1366,2406,20009,23592
2022-11-24 19:13:01,472,557,246,278,80400,69910,1667,1415,2399,20245,23870
2022-11-24 19:43:01,463,538,246,278,81376,70623,1882,1479,2376,20477,24139
2022-11-24 20:13:01,434,517,246,278,82373,71356,1996,1444,2281,20694,24398
2022-11-24 20:43:01,427,515,246,278,83125,71954,1723,1284,2247,20907,24655
2022-11-24 21:13:01,417,500,246,278,83924,72520,1434,1069,2130,21116,24905
2022-11-24 21:43:02,415,483,246,278,84627,73025,1409,1014,2073,21324,25147
2022-11-24 22:14:01,409,462,246,278,85323,73487,1373,941,1982,21535,25385
2022-11-24 22:44:01,402,464,246,278,85976,73861,1299,810,1916,21736,25617
2022-11-24 23:14:01,391,459,246,278,86681,74304,1365,814,1831,21931,25847
2022-11-24 23:44:01,390,454,246,278,87277,74696,1301,826,1820,22126,26074
2022-11-25 00:14:01,385,443,246,278,87970,75179,1242,826,1785,22319,26295
2022-11-25 00:44:01,390,432,246,278,88586,75631,1294,908,1732,22514,26511
2022-11-25 01:14:02,400,423,246,278,89183,76047,1216,862,1726,22714,26723
2022-11-25 01:44:02,401,443,246,278,89691,76385,1085,737,1704,22914,26944
2022-11-25 02:14:02,423,461,246,278,90195,76733,1002,670,1729,23126,27175
2022-11-25 02:45:02,424,474,246,278,90759,77069,1034,664,1771,23345,27420
2022-11-25 03:15:02,427,520,246,278,91357,77541,1158,801,1855,23558,27680
2022-11-25 03:45:02,426,546,246,278,91962,78031,1212,937,1964,23771,27953
2022-11-25 04:15:02,448,562,246,278,92697,78603,1340,1058,2017,23995,28234
2022-11-25 04:45:02,468,568,246,278,93346,79231,1353,1188,2053,24229,28518
2022-11-25 05:16:01,495,587,246,278,94353,80245,1434,1451,2162,24485,28821
2022-11-25 05:46:01,531,613,246,278,95209,81093,1598,1590,2271,24751,29127
2022-11-25 06:16:01,564,639,246,278,96313,82113,1961,1867,2443,25033,29447
2022-11-25 06:46:01,585,643,246,278,97384,83155,2176,2058,2479,25325,29768
2022-11-25 07:16:01,540,612,245,278,98236,83902,1969,1837,2669,25595,30074
2022-11-25 07:46:01,596,689,246,278,99467,84854,2123,1732,2798,25893,30419
2022-11-25 08:16:01,646,709,246,278,100575,85694,2346,1804,2929,26216,30773
2022-11-25 08:46:01,695,741,246,278,101712,86687,2260,1848,3048,26564,31144
2022-11-25 09:16:01,773,808,246,278,102951,87733,2342,1996,3164,26950,31548
2022-11-25 09:46:01,788,824,246,278,104426,88994,2711,2305,3354,27344,31960
2022-11-25 10:16:01,788,862,246,278,106037,90149,3090,2385,3489,27738,32391
2022-11-25 10:46:01,849,878,244,279,107774,91571,3243,2471,3523,28163,32830
2022-11-25 11:16:01,871,881,244,279,109708,92970,3680,2820,3652,28598,33270
2022-11-25 11:46:01,900,911,244,279,111796,94390,4059,2844,3777,29048,33726
2022-11-25 12:16:01,900,935,244,279,113791,95825,4016,2811,3843,29498,34193
2022-11-25 12:46:01,890,905,243,280,115849,97448,3924,2993,3911,29943,34646
2022-11-25 13:16:01,906,939,242,280,117990,99051,4225,3223,3868,30396,35115
2022-11-25 13:46:01,888,944,241,282,119999,100827,4258,3463,3881,30840,35587
2022-11-25 14:16:01,878,939,241,283,121721,102470,3702,3385,3806,31279,36057
2022-11-25 14:46:01,853,901,241,283,123636,104183,3637,3352,3785,31706,36507
2022-11-25 15:16:01,830,883,241,283,125251,105669,3535,3210,3638,32121,36949
2022-11-25 15:46:01,799,851,241,283,126948,107126,3303,2941,3482,32520,37374
2022-11-25 16:16:01,707,822,241,283,128470,108600,3223,2929,3261,32874,37785
2022-11-25 16:46:01,695,805,241,283,129935,109818,2990,2688,3187,33221,38188
2022-11-25 17:16:02,669,809,241,283,131536,110943,3042,2280,3057,33556,38593
2022-11-25 17:47:01,642,771,241,283,133203,112317,3086,2419,3023,33887,38991
2022-11-25 18:17:01,621,779,241,283,134715,113624,3101,2593,2992,34198,39380
2022-11-25 18:47:01,637,804,240,283,136307,114948,3143,2667,2971,34516,39782
2022-11-25 19:17:01,624,765,240,283,137816,116300,3102,2674,2894,34828,40165
2022-11-25 19:47:02,605,750,240,283,139254,117647,2982,2727,2875,35131,40540
2022-11-25 20:18:02,565,733,239,283,140855,118826,3052,2530,2769,35423,40919
2022-11-25 20:49:01,515,702,239,283,142303,119906,3049,2257,2663,35689,41281
2022-11-25 21:19:01,520,697,238,284,143667,120966,2774,2106,2640,35949,41630
2022-11-25 21:49:01,487,617,238,284,144817,121935,2517,2032,2487,36192,41938
2022-11-25 22:19:01,460,596,238,284,145771,122607,2130,1641,2397,36422,42236
2022-11-25 22:49:02,416,547,236,285,146570,123176,1681,1186,2246,36630,42510
2022-11-25 23:20:02,434,535,235,287,147300,123660,1536,1050,2169,36855,42786
2022-11-25 23:51:02,433,504,235,287,148023,124161,1456,987,2066,37078,43047
2022-11-26 00:21:02,416,499,235,287,148810,124666,1509,1005,2027,37286,43296
2022-11-26 00:52:01,420,491,235,287,149586,125238,1478,1021,1954,37503,43550
2022-11-26 01:22:01,442,515,235,287,150316,125818,1523,1156,1937,37724,43807
2022-11-26 01:52:02,441,526,235,287,151023,126466,1408,1219,1968,37945,44070
2022-11-26 02:23:01,451,546,235,287,151674,127075,1292,1225,2025,38178,44352
2022-11-26 02:53:01,485,570,235,287,152265,127595,1187,1062,2147,38420,44637
2022-11-26 03:23:01,529,599,233,288,152957,128253,1239,1139,2275,38685,44937
2022-11-26 03:53:01,526,610,233,288,154035,129112,1788,1535,2320,38948,45242
2022-11-26 04:23:02,578,665,233,288,154941,129865,1919,1537,2384,39237,45575
2022-11-26 04:54:02,608,680,232,289,155987,130760,1870,1566,2529,39551,45926
2022-11-26 05:25:02,643,716,232,289,157385,131787,2474,1921,2771,39883,46296
2022-11-26 05:55:02,633,751,232,289,158739,132861,2654,2021,2905,40200,46671
2022-11-26 06:25:02,669,780,232,289,159721,133866,2346,2081,2997,40534,47061
2022-11-26 06:55:02,724,828,232,288,160900,134917,2073,1983,3107,40896,47475
2022-11-26 07:25:02,747,837,232,289,162224,136193,2527,2342,3144,41270,47894
2022-11-26 07:56:02,780,840,232,289,163908,137799,2869,2767,3287,41673,48328
2022-11-26 08:27:01,830,848,233,288,165777,139256,3290,2833,3378,42101,48766
2022-11-26 08:57:02,883,891,233,288,167551,140644,3541,2795,3490,42543,49211
2022-11-26 09:28:02,910,911,234,287,169339,141946,3559,2694,3604,43013,49682
2022-11-26 09:59:01,910,911,234,287,171048,143285,3537,2674,3633,43483,50153
2022-11-26 10:29:01,922,883,236,285,173102,144649,3880,2799,3594,43944,50594
2022-11-26 10:59:01,932,888,236,285,175077,146223,4032,2973,3695,44410,51038
2022-11-26 11:29:01,902,925,237,284,176739,147480,3569,2753,3797,44861,51501
2022-11-26 11:59:01,935,947,237,284,178734,149226,3682,3026,3903,45329,51974
2022-11-26 12:29:01,956,956,237,284,180881,151085,4115,3605,3964,45807,52452
2022-11-26 12:59:01,956,949,236,284,183155,153010,4417,3785,4001,46285,52927
2022-11-26 13:29:01,946,931,236,285,185058,154598,4216,3582,4004,46758,53392
2022-11-26 13:59:01,885,892,236,286,186967,156180,3874,3214,3880,47200,53838
2022-11-26 14:29:01,855,867,236,289,188548,157382,3371,2722,3777,47628,54272
2022-11-26 14:59:01,784,850,235,290,190312,158779,3391,2648,3661,48020,54697
2022-11-26 15:29:01,764,825,234,291,191910,160090,3384,2713,3550,48402,55109
2022-11-26 15:59:01,727,817,234,291,193443,161272,3133,2494,3375,48765,55518
2022-11-26 16:29:01,683,767,234,291,194895,162484,2951,2389,3330,49107,55901
2022-11-26 16:59:01,655,763,234,290,196135,163576,2763,2373,3142,49434,56283
2022-11-26 17:29:01,660,778,235,290,197352,164513,2468,2046,3097,49764,56672
2022-11-26 17:59:01,624,728,235,290,198562,165360,2450,1760,3104,50076,57036
2022-11-26 18:29:01,591,713,235,290,199489,166191,2129,1675,2989,50372,57392
2022-11-26 18:59:01,595,708,235,290,200431,167103,1870,1740,2945,50669,57746
2022-11-26 19:29:01,582,711,235,290,201439,167993,1952,1805,2887,50960,58102
2022-11-26 19:59:01,556,704,235,290,202625,168909,2177,1816,2866,51238,58454
2022-11-26 20:29:01,542,690,233,290,203593,169814,2170,1799,2808,51509,58799
2022-11-26 20:59:01,518,651,233,291,204531,170714,1910,1802,2753,51768,59124
2022-11-26 21:29:01,480,607,233,291,205311,171444,1696,1612,2659,52008,59428
2022-11-26 21:59:01,450,581,232,292,206219,172160,1641,1432,2525,52233,59718
2022-11-26 22:29:01,436,596,233,291,206980,172940,1703,1533,2470,52451,60016
2022-11-26 22:59:02,406,567,232,292,207894,173764,1694,1615,2325,52654,60300
2022-11-26 23:29:02,413,563,231,295,208809,174379,1787,1388,2220,52861,60581
2022-11-27 00:00:02,409,526,231,296,209532,175028,1627,1266,2126,53072,60853
2022-11-27 00:31:01,428,504,229,299,210295,175685,1419,1240,2086,53293,61113
2022-11-27 01:01:01,453,491,229,299,210924,176270,1334,1185,2073,53520,61359
2022-11-27 01:31:01,455,509,229,299,211559,176868,1259,1192,2073,53747,61613
2022-11-27 02:01:01,488,521,229,299,212545,177638,1632,1376,2162,53991,61874
2022-11-27 02:31:01,508,554,228,300,213504,178276,1981,1436,2190,54245,62151
2022-11-27 03:01:01,548,556,228,300,214230,178888,1653,1249,2246,54519,62429
2022-11-27 03:31:01,559,599,228,302,214964,179428,1424,1106,2307,54799,62728
2022-11-27 04:01:01,577,662,228,303,215772,180114,1537,1215,2452,55087,63059
2022-11-27 04:31:02,574,679,228,304,216534,180913,1567,1480,2504,55374,63399
2022-11-27 05:02:01,598,722,228,303,217344,181626,1513,1425,2646,55683,63772
2022-11-27 05:32:02,636,728,229,304,218114,182401,1492,1425,2763,56001,64136
2022-11-27 06:03:01,658,766,229,304,219291,183574,1877,1895,2903,56341,64531
2022-11-27 06:33:02,698,778,228,304,220350,184520,2137,2014,3049,56690,64921
2022-11-27 07:04:01,719,818,228,304,221327,185365,1930,1678,3145,57062,65343
2022-11-27 07:34:01,740,815,230,303,222341,186257,1992,1737,3145,57432,65751
2022-11-27 08:04:01,791,831,230,303,223413,187293,2123,1963,3421,57827,66166
2022-11-27 08:34:01,826,839,231,302,224618,188394,2192,2039,3471,58240,66586
2022-11-27 09:04:01,857,828,232,301,226091,189657,2630,2327,3518,58669,67000
2022-11-27 09:34:01,852,865,232,301,227547,190889,2860,2425,3578,59095,67432
2022-11-27 10:04:02,859,842,231,301,229458,192412,3395,2802,3647,59524,67853
2022-11-27 10:34:02,876,850,231,302,231237,193773,3580,2769,3637,59962,68278
2022-11-27 11:05:02,883,858,231,302,233133,195230,3569,2757,3709,60418,68722
2022-11-27 11:36:01,870,897,231,302,234974,196700,3466,2746,3772,60868,69185
2022-11-27 12:06:01,879,921,233,300,236796,197947,3640,2669,3841,61307,69645
2022-11-27 12:36:01,889,956,233,300,238759,199386,3762,2662,3870,61752,70123
2022-11-27 13:06:01,818,882,233,300,240450,200703,3640,2766,3773,62161,70564
2022-11-27 13:36:01,784,862,233,300,241872,201887,3026,2411,3652,62553,70995
2022-11-27 14:06:01,747,835,233,301,243475,203068,3012,2360,3574,62926,71413
2022-11-27 14:36:01,708,820,232,301,244841,204220,3012,2341,3429,63280,71823
2022-11-27 15:06:02,670,806,233,301,246204,205432,2870,2470,3300,63615,72226
2022-11-27 15:37:01,626,801,233,301,247378,206410,2384,2053,3147,63939,72640
2022-11-27 16:07:01,592,748,233,301,248455,207245,2196,1779,3009,64235,73014
2022-11-27 16:37:01,591,734,233,301,249453,208109,2152,1755,2918,64530,73381
2022-11-27 17:07:01,576,736,232,302,250684,209134,2215,1879,2892,64818,73749
2022-11-27 17:37:01,558,736,232,302,251827,209974,2301,1820,2813,65097,74117
2022-11-27 18:07:01,540,701,232,302,253009,210867,2313,1725,2795,65367,74467
2022-11-27 18:37:01,504,700,232,302,254067,211709,2243,1747,2716,65619,74817
2022-11-27 19:07:01,520,699,232,302,255157,212621,2262,1806,2694,65879,75167
2022-11-27 19:37:01,493,670,232,302,256131,213477,2080,1766,2697,66126,75502
2022-11-27 20:07:02,485,661,231,302,257298,214473,2203,1870,2553,66368,75832
2022-11-27 20:38:01,461,632,231,304,258156,215302,2000,1798,2437,66606,76159
2022-11-27 21:08:01,407,598,230,305,258940,216093,1690,1663,2318,66810,76458
2022-11-27 21:38:01,378,544,231,304,259533,216701,1404,1431,2130,66999,76730
2022-11-27 22:08:01,346,510,230,304,260248,217370,1315,1283,1981,67172,76985
2022-11-27 22:38:01,338,484,230,304,260902,217947,1400,1267,1852,67341,77227
