Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours
2023-03-01 09:55:03,0,2,18,16,0,0,0,0,2823,0,0
2023-03-01 10:26:01,2109,1713,18,19,1588,1532,922,982,3726,1088,884
2023-03-01 10:56:02,2254,1881,18,18,5796,5529,6979,6788,4541,2216,1825
2023-03-01 11:27:01,2238,1867,19,18,9541,9017,8034,7575,4538,3371,2789
2023-03-01 11:57:02,2167,1781,19,18,13708,12830,8175,7519,4314,4455,3680
2023-03-01 12:28:02,2083,1672,19,18,18132,16800,8794,7966,4144,5532,4544
2023-03-01 12:59:01,1965,1507,19,18,23350,21189,9502,8243,3918,6546,5322
2023-03-01 13:29:01,1856,1393,19,18,28023,24819,9392,7522,3620,7474,6018
2023-03-01 13:59:01,1711,1290,19,18,31779,27884,8183,6422,3346,8330,6663
2023-03-01 14:29:01,1492,1190,19,18,34886,30518,6880,5737,3145,9076,7258
2023-03-01 14:59:01,1388,1111,19,18,37563,32919,5094,4471,2816,9770,7814
2023-03-01 15:29:01,1263,1063,19,18,39695,35021,4623,4324,2731,10401,8345
2023-03-01 15:59:01,1167,980,20,17,41920,37075,4162,3984,2576,10985,8835
2023-03-01 16:29:02,1091,968,20,17,43948,38767,3970,3361,2319,11531,9320
2023-03-01 17:00:10,1058,956,20,17,46163,40362,4307,3309,2249,12080,9816
2023-03-01 17:31:01,1081,937,20,17,48932,42427,4246,3062,2240,12635,10297
2023-03-01 18:01:02,992,922,20,17,50581,43665,3722,2779,2187,13132,10759
2023-03-01 18:32:01,1008,905,20,17,52603,45358,3664,2921,2100,13652,11226
2023-03-01 19:02:01,981,826,20,17,54618,47127,4032,3445,2030,14143,11639
2023-03-01 19:32:01,905,804,20,17,56398,48719,3787,3348,1936,14595,12041
2023-03-01 20:02:01,808,754,20,17,57847,50169,3363,3200,1754,14999,12418
2023-03-01 20:32:01,769,731,20,17,59300,51367,2896,2643,1754,15384,12783
2023-03-01 21:02:01,759,697,20,17,60513,52732,2657,2561,1646,15763,13132
2023-03-01 21:32:02,676,659,20,17,61770,54028,2464,2658,1590,16101,13462
2023-03-01 22:03:02,660,624,20,17,62937,55191,2422,2458,1481,16442,13784
2023-03-01 22:34:02,628,621,20,17,63805,56165,1956,2116,1405,16767,14105
2023-03-01 23:05:02,627,628,20,17,64544,57194,1569,1946,1418,17091,14429
2023-03-01 23:35:02,604,607,20,17,65414,58188,1628,2004,1394,17393,14733
2023-03-02 00:05:02,596,602,20,17,66068,59004,1574,1808,1390,17691,15034
