Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2021-11-15 09:58:01,1,1,261,220,0,0,0,0/hr,0,0/hr,2410,0,0,0,0,0,0,0,0
2021-11-15 10:28:01,1093,882,257,247,1121,1083,1266,1266/hr,1268,1268/hr,3092,546,441,113,9,211,0,1,0
2021-11-15 10:58:01,1091,901,273,261,3940,3847,3979,3979/hr,3891,3891/hr,3192,1092,891,117,65,190,0,1,0
2021-11-15 11:28:01,1197,973,277,266,6156,5948,5010,5010/hr,4941,4941/hr,3168,1690,1378,69,15,224,0,1,0
2021-11-15 11:58:01,1176,958,283,266,8477,8224,4509,4509/hr,4357,4357/hr,3169,2278,1857,59,7,218,0,1,0
2021-11-15 12:28:01,1127,932,288,266,10625,10363,4558,4558/hr,4502,4502/hr,3063,2842,2323,42,14,195,0,1,0
2021-11-15 12:58:01,1050,905,289,266,13003,12883,4565,4565/hr,4702,4702/hr,2927,3367,2775,39,10,145,0,1,0
2021-11-15 13:28:01,1029,895,289,266,15134,15087,4524,4524/hr,4714,4714/hr,2920,3881,3223,30,8,134,0,1,0
2021-11-15 13:58:02,939,878,288,269,17215,17565,4359,4359/hr,4956,4956/hr,2771,4351,3662,38,9,61,0,0,0
2021-11-15 14:29:01,907,832,288,269,19040,19643,3834,3834/hr,4418,4418/hr,2651,4819,4091,27,1,75,0,1,0
2021-11-15 14:59:01,853,789,288,269,20913,21532,3673,3673/hr,3973,3973/hr,2506,5246,4486,13,4,64,0,1,0
2021-11-15 15:29:02,783,758,287,272,22594,23295,3434,3434/hr,3603,3603/hr,2387,5637,4865,6,16,25,0,0,0
2021-11-15 16:00:02,726,736,286,273,24232,24991,3171,3171/hr,3232,3232/hr,2279,6012,5245,23,7,0,10,0,0
2021-11-15 16:31:01,698,738,286,273,25791,26607,3162,3162/hr,3279,3279/hr,2276,6373,5626,20,8,0,40,0,0
2021-11-15 17:01:01,690,697,286,273,27540,28347,3309,3309/hr,3351,3351/hr,2244,6718,5975,25,10,0,7,0,0
2021-11-15 17:31:01,669,670,285,273,29173,30139,3312,3312/hr,3416,3416/hr,2202,7052,6310,11,7,0,1,0,0
2021-11-15 18:01:01,654,654,285,273,31072,32035,3513,3513/hr,3669,3669/hr,2157,7379,6637,16,20,0,0,0,0
2021-11-15 18:31:01,658,640,284,274,32901,33942,3853,3853/hr,3917,3917/hr,2136,7708,6957,4,8,18,0,0,0
2021-11-15 19:01:01,641,610,282,274,34518,35870,3264,3264/hr,3705,3705/hr,2095,8029,7262,5,15,31,0,0,0
2021-11-15 19:31:01,605,609,280,276,35841,37676,2832,2832/hr,3555,3555/hr,2028,8331,7566,0,14,0,4,0,0
2021-11-15 20:01:01,562,576,280,276,37144,39196,2633,2633/hr,3336,3336/hr,1927,8612,7854,0,11,0,14,0,0
2021-11-15 20:31:01,535,557,279,277,38276,40586,2513,2513/hr,3000,3000/hr,1827,8880,8133,0,1,0,22,0,0
2021-11-15 21:01:01,507,503,279,277,39693,41906,2494,2494/hr,2648,2648/hr,1707,9133,8384,0,6,4,0,0,0
2021-11-15 21:31:02,456,448,277,278,40693,42926,2404,2404/hr,2312,2312/hr,1597,9362,8609,0,10,8,0,0,0
2021-11-15 22:02:01,435,406,278,278,41662,43855,1915,1915/hr,1934,1934/hr,1502,9586,8818,0,9,29,0,0,0
2021-11-15 22:32:01,385,359,277,279,42387,44452,1692,1692/hr,1493,1493/hr,1370,9779,8998,0,14,26,0,0,0
2021-11-15 23:02:01,354,328,278,278,42954,44975,1303,1303/hr,1136,1136/hr,1242,9956,9162,1,17,26,0,1,0
2021-11-15 23:32:01,346,337,278,278,43470,45392,1107,1107/hr,941,941/hr,1199,10129,9330,0,7,9,0,0,0
2021-11-16 00:02:01,336,329,278,278,43942,45797,974,974/hr,797,797/hr,1167,10297,9495,0,5,7,0,0,0
2021-11-16 00:32:01,309,314,278,278,44402,46192,935,935/hr,801,801/hr,1086,10451,9652,0,6,0,5,0,0
2021-11-16 01:02:01,313,318,279,277,44802,46573,853,853/hr,758,758/hr,1055,10608,9811,0,6,0,5,0,0
2021-11-16 01:32:01,306,325,279,277,45173,46974,735,735/hr,736,736/hr,1054,10761,9973,0,3,0,19,0,0
2021-11-16 02:02:01,331,323,279,277,45657,47433,924,924/hr,922,922/hr,1105,10926,10135,0,2,8,0,0,0
2021-11-16 02:32:01,341,314,278,278,46042,47761,828,828/hr,720,720/hr,1072,11097,10292,0,1,27,0,1,0
2021-11-16 03:02:01,371,310,278,277,46385,48187,695,695/hr,752,752/hr,1136,11282,10447,2,12,61,0,1,0
2021-11-16 03:32:02,374,328,279,277,46967,48759,944,944/hr,999,999/hr,1160,11469,10611,0,9,46,0,1,0
2021-11-16 04:03:01,366,346,279,277,47575,49313,1186,1186/hr,1102,1102/hr,1184,11658,10789,0,10,20,0,0,0
2021-11-16 04:33:01,366,369,278,278,48075,49839,1101,1101/hr,1078,1078/hr,1187,11841,10974,0,14,0,3,0,0
2021-11-16 05:03:01,395,368,278,278,48474,50359,901,901/hr,1049,1049/hr,1223,12039,11158,0,12,27,0,0,0
2021-11-16 05:33:01,398,378,278,278,48985,50843,921,921/hr,1001,1001/hr,1261,12238,11347,0,8,20,0,0,0
2021-11-16 06:03:01,389,374,277,279,49486,51399,983,983/hr,1011,1011/hr,1274,12432,11534,0,14,15,0,0,0
2021-11-16 06:33:01,413,408,276,279,50006,52046,1017,1017/hr,1200,1200/hr,1331,12639,11738,0,13,5,0,0,0
2021-11-16 07:03:01,436,416,274,282,50583,52893,1146,1146/hr,1556,1556/hr,1382,12857,11946,0,17,20,0,0,0
2021-11-16 07:33:01,437,438,274,281,51130,53449,1106,1106/hr,1355,1355/hr,1441,13075,12165,0,20,0,1,0,0
2021-11-16 08:03:01,454,452,274,281,51643,53976,1008,1008/hr,1054,1054/hr,1501,13302,12391,0,22,2,0,0,0
2021-11-16 08:33:01,491,453,274,281,52293,54647,1167,1167/hr,1209,1209/hr,1599,13548,12617,0,27,38,0,1,0
2021-11-16 09:03:01,531,459,273,281,52979,55236,1338,1338/hr,1262,1262/hr,1696,13813,12847,0,20,72,0,1,0
2021-11-16 09:33:01,608,530,273,281,53729,55944,1427,1427/hr,1273,1273/hr,1870,14117,13112,0,26,78,0,1,0
2021-11-16 10:03:01,643,578,273,281,54755,56863,1785,1785/hr,1624,1624/hr,1938,14439,13401,0,13,65,0,1,0
2021-11-16 10:33:01,643,596,273,281,55865,57796,2096,2096/hr,1787,1787/hr,1993,14760,13699,0,19,47,0,1,0
2021-11-16 11:03:01,687,637,272,281,57117,58745,2383,2383/hr,1920,1920/hr,2132,15104,14017,5,21,50,0,1,0
2021-11-16 11:33:01,737,654,271,281,58284,59679,2350,2350/hr,1859,1859/hr,2196,15472,14344,0,12,83,0,1,0
2021-11-16 12:03:01,748,673,270,282,59951,61043,2836,2836/hr,2247,2247/hr,2233,15846,14681,0,16,75,0,1,0
2021-11-16 12:33:01,689,637,267,283,61348,62430,2727,2727/hr,2571,2571/hr,2173,16191,14999,0,10,52,0,1,0
2021-11-16 13:03:01,704,635,266,285,62819,63880,2731,2731/hr,2706,2706/hr,2174,16543,15317,0,18,69,0,1,0
2021-11-16 13:33:01,705,625,266,285,63979,65205,2573,2573/hr,2719,2719/hr,2123,16895,15629,0,6,80,0,1,0
2021-11-16 14:03:01,667,627,266,285,65418,66858,2607,2607/hr,2988,2988/hr,2075,17229,15943,0,12,40,0,0,0
2021-11-16 14:33:01,634,598,265,285,66637,68295,2534,2534/hr,2947,2947/hr,1983,17546,16242,0,7,36,0,0,0
2021-11-16 15:03:01,643,585,266,285,68068,69576,2537,2537/hr,2551,2551/hr,1956,17867,16534,0,5,58,0,1,0
2021-11-16 15:33:01,594,532,265,285,69320,70947,2693,2693/hr,2659,2659/hr,1823,18164,16800,0,6,62,0,1,0
2021-11-16 16:03:02,608,527,265,285,70538,72140,2340,2340/hr,2504,2504/hr,1851,18468,17064,0,1,81,0,1,0
2021-11-16 16:34:01,568,511,264,285,71437,73195,1965,1965/hr,2139,2139/hr,1793,18762,17328,0,6,57,0,1,0
2021-11-16 17:04:01,556,533,264,286,72460,74124,1856,1856/hr,1929,1929/hr,1785,19040,17595,3,2,23,0,0,0
2021-11-16 17:34:02,566,546,264,286,73501,75130,2094,2094/hr,1985,1985/hr,1794,19323,17868,0,5,20,0,0,0
2021-11-16 18:04:02,520,550,264,285,74669,76269,2158,2158/hr,2062,2062/hr,1756,19583,18143,0,1,0,30,0,0
2021-11-16 18:35:01,533,548,263,286,75961,77962,2119,2119/hr,2517,2517/hr,1752,19858,18426,0,3,0,15,0,0
2021-11-16 19:05:02,551,526,263,286,76882,79061,1929,1929/hr,2393,2393/hr,1730,20134,18689,0,1,25,0,0,0
2021-11-16 19:36:01,549,508,263,286,77717,80039,1732,1732/hr,2078,2078/hr,1714,20417,18951,0,3,41,0,1,0
2021-11-16 20:06:01,501,487,263,286,78735,80938,1855,1855/hr,1878,1878/hr,1617,20668,19195,0,6,14,0,0,0
2021-11-16 20:36:01,475,486,263,287,79534,81863,1794,1794/hr,1814,1814/hr,1542,20905,19438,0,6,0,11,0,0
2021-11-16 21:06:01,446,456,263,287,80455,83043,1725,1725/hr,2108,2108/hr,1485,21128,19666,1,11,0,10,0,0
2021-11-16 21:36:01,410,427,263,287,81391,84177,1863,1863/hr,2316,2316/hr,1378,21333,19879,0,18,0,17,0,0
2021-11-16 22:06:01,395,408,259,289,82096,84937,1643,1643/hr,1899,1899/hr,1312,21531,20083,9,8,0,13,0,0
2021-11-16 22:36:01,373,368,259,289,82576,85489,1190,1190/hr,1317,1317/hr,1217,21717,20267,1,11,5,0,0,0
2021-11-16 23:06:01,338,352,258,290,83127,86117,1034,1034/hr,1182,1182/hr,1129,21886,20443,0,12,0,14,0,0
2021-11-16 23:36:01,313,345,259,289,83800,86881,1244,1244/hr,1395,1395/hr,1083,22043,20616,2,10,0,32,0,1
2021-11-17 00:06:01,296,336,259,289,84364,87454,1244,1244/hr,1296,1296/hr,1052,22191,20784,0,13,0,40,0,1
2021-11-17 00:36:01,311,337,259,289,84857,88030,1057,1057/hr,1147,1147/hr,1041,22346,20952,2,7,0,26,0,1
2021-11-17 01:06:01,304,320,258,290,85463,88519,1102,1102/hr,1069,1069/hr,1013,22498,21112,3,5,0,16,0,0
2021-11-17 01:36:01,297,315,258,290,86049,89113,1212,1212/hr,1104,1104/hr,1023,22647,21270,0,16,0,18,0,0
2021-11-17 02:06:01,310,337,257,291,86630,89637,1168,1168/hr,1117,1117/hr,1064,22802,21438,0,11,0,27,0,1
2021-11-17 02:36:01,294,342,256,291,87130,90042,1076,1076/hr,928,928/hr,1058,22949,21609,0,15,0,48,0,1
2021-11-17 03:06:01,277,351,256,291,87601,90491,943,943/hr,839,839/hr,1065,23087,21785,0,16,0,74,0,1
2021-11-17 03:36:01,297,343,256,291,88095,90925,966,966/hr,881,881/hr,1062,23236,21956,0,6,0,46,0,1
2021-11-17 04:06:01,304,350,256,291,88555,91412,955,955/hr,925,925/hr,1083,23388,22131,0,2,0,46,0,1
2021-11-17 04:36:01,316,348,255,291,89009,91875,908,908/hr,955,955/hr,1103,23546,22305,0,5,0,32,0,1
2021-11-17 05:06:01,353,372,255,291,89671,92680,1116,1116/hr,1270,1270/hr,1160,23722,22491,0,8,0,19,0,0
2021-11-17 05:36:01,358,385,255,291,90245,93333,1291,1291/hr,1503,1503/hr,1175,23901,22684,0,16,0,27,0,1
2021-11-17 06:06:01,365,383,254,292,90645,93847,1040,1040/hr,1250,1250/hr,1206,24084,22875,0,4,0,18,0,0
2021-11-17 06:36:01,382,384,254,292,91111,94342,865,865/hr,1009,1009/hr,1230,24275,23067,0,15,0,2,0,0
2021-11-17 07:06:01,428,420,253,293,91748,95063,1080,1080/hr,1187,1187/hr,1304,24489,23277,0,13,8,0,0,0
2021-11-17 07:36:01,446,420,254,292,92540,95831,1422,1422/hr,1484,1484/hr,1336,24712,23487,1,7,26,0,0,0
2021-11-17 08:06:01,399,412,254,292,93254,96489,1559,1559/hr,1465,1465/hr,1439,24911,23693,1,15,0,13,0,0
2021-11-17 08:36:01,436,460,254,292,94038,97336,1607,1607/hr,1629,1629/hr,1546,25129,23923,1,11,0,24,0,0
2021-11-17 09:06:02,478,511,253,293,94915,98248,1665,1665/hr,1763,1763/hr,1612,25368,24179,0,3,0,33,0,0
2021-11-17 09:36:02,546,532,253,293,95674,99285,1626,1626/hr,1949,1949/hr,1760,25641,24445,5,9,14,0,0,0
2021-11-17 10:07:01,580,572,253,293,96640,100353,1656,1656/hr,2060,2060/hr,1821,25941,24740,7,3,8,0,0,0
2021-11-17 10:37:01,615,629,253,293,97601,101381,1920,1920/hr,2093,2093/hr,1931,26248,25055,0,5,0,14,0,0
2021-11-17 11:07:01,622,651,253,293,98711,102372,1960,1960/hr,1793,1793/hr,2030,26559,25380,7,16,0,29,0,0
2021-11-17 11:37:02,679,703,253,293,99884,103374,2122,2122/hr,1851,1851/hr,2113,26899,25732,5,17,0,24,0,0
2021-11-17 12:09:02,677,706,252,294,102126,105295,3222,3222/hr,2669,2669/hr,2123,27260,26108,8,23,0,29,0,0
2021-11-17 12:40:02,673,725,250,296,103652,106734,3205,3205/hr,2892,2892/hr,2156,27608,26483,3,26,0,52,0,1
2021-11-17 13:11:01,671,701,249,295,105339,108231,3202,3202/hr,2926,2926/hr,2108,27954,26845,0,18,0,30,0,0
2021-11-17 13:41:02,621,682,250,295,106976,109557,3434,3434/hr,2886,2886/hr,2039,28265,27186,0,24,0,61,0,1
2021-11-17 14:12:01,542,636,247,298,108289,110773,2898,2898/hr,2524,2524/hr,1943,28545,27515,0,38,0,94,0,1
2021-11-17 14:42:01,543,601,247,297,109689,111910,2770,2770/hr,2410,2410/hr,1880,28816,27815,0,17,0,58,0,1
2021-11-17 15:12:01,547,591,246,298,110969,113042,2666,2666/hr,2262,2262/hr,1848,29090,28111,0,10,0,44,0,1
2021-11-17 15:42:01,530,593,246,299,112283,114140,2742,2742/hr,2338,2338/hr,1827,29355,28407,0,12,0,63,0,1
2021-11-17 16:12:01,512,562,245,299,113339,115229,2370,2370/hr,2191,2191/hr,1749,29611,28688,2,11,0,50,0,1
2021-11-17 16:42:01,514,537,244,300,114444,116185,2185,2185/hr,2069,2069/hr,1709,29868,28957,15,11,0,23,0,0
2021-11-17 17:12:01,505,552,241,301,115436,116931,2091,2091/hr,1681,1681/hr,1703,30120,29233,9,8,0,47,0,1
2021-11-17 17:42:01,485,531,241,300,116446,117784,1997,1997/hr,1593,1593/hr,1687,30363,29498,5,12,0,46,0,1
2021-11-17 18:12:01,478,523,241,301,117398,118637,1964,1964/hr,1707,1707/hr,1646,30602,29760,6,8,0,45,0,1
2021-11-17 18:42:01,465,536,241,301,118301,119474,1859,1859/hr,1687,1687/hr,1644,30834,30028,0,7,0,71,0,1
2021-11-17 19:12:01,456,524,242,300,119241,120537,1852,1852/hr,1920,1920/hr,1636,31062,30290,0,10,0,68,0,1
2021-11-17 19:42:01,432,510,241,301,120206,121504,1911,1911/hr,2047,2047/hr,1568,31278,30545,7,10,0,78,0,1
