Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2021-12-14 10:17:01,1,1,265,262,0,0,0,0/hr,0,0/hr,3026,0,0,0,0,0,0,0,0
2021-12-14 10:47:01,943,806,266,264,74,94,27,27/hr,42,42/hr,3596,471,403,208,105,137,0,1,0
2021-12-14 11:17:01,1878,1630,273,271,4276,4059,4276,4276/hr,4059,4059/hr,4018,1410,1218,142,77,248,0,1,0
2021-12-14 11:47:01,1945,1707,287,277,8660,7998,8586,8586/hr,7904,7904/hr,4114,2383,2071,129,59,238,0,0,0
2021-12-14 12:17:01,1855,1675,287,280,12568,11912,8292,8292/hr,7853,7853/hr,3968,3310,2909,144,58,180,0,0,0
2021-12-14 12:47:01,1793,1618,288,281,16114,15509,7454,7454/hr,7511,7511/hr,3799,4207,3718,97,24,175,0,0,1
2021-12-14 13:17:01,1710,1527,289,283,19925,19328,7357,7357/hr,7416,7416/hr,3614,5062,4481,59,15,183,0,1,0
2021-12-14 13:47:01,1621,1456,287,286,23141,22611,7027,7027/hr,7102,7102/hr,3422,5872,5209,36,5,165,0,0,0
2021-12-14 14:17:01,1486,1368,286,286,26533,26287,6608,6608/hr,6959,6959/hr,3147,6615,5893,15,14,118,0,0,1
2021-12-14 14:47:01,1383,1289,286,287,29690,29521,7069,7069/hr,7482,7482/hr,2981,7307,6538,23,16,94,0,1,0
2021-12-14 15:17:02,1258,1229,285,287,32425,32508,5892,5892/hr,6221,6221/hr,2805,7936,7152,29,28,29,0,0,0
2021-12-14 15:48:01,1221,1179,284,287,34954,35163,5314,5314/hr,5698,5698/hr,2675,8566,7761,13,9,42,0,0,0
2021-12-14 16:18:01,1153,1120,284,287,37372,37752,5055,5055/hr,5338,5338/hr,2516,9143,8321,4,20,33,0,0,0
2021-12-14 16:48:01,1106,1077,282,288,39820,40320,4905,4905/hr,5190,5190/hr,2461,9696,8860,18,20,29,0,0,0
