Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2023-12-05 10:04:01,1,0,176,168,0,0,0,0/hr,0,0/hr,5842,0,0,0,0,1,0,0,0
2023-12-05 10:34:01,1,0,176,168,0,0,0,0/hr,0,0/hr,6520,1,0,0,0,1,0,0,0
2023-12-05 11:04:01,2022,1982,299,288,1997,1944,5546,5546/hr,5117,5117/hr,7215,1012,991,100,50,40,0,0,0
2023-12-05 11:34:01,2260,2162,299,289,6500,6262,7821,7821/hr,7336,7336/hr,7277,2142,2072,83,45,98,0,0,0
2023-12-05 12:04:01,2253,2147,299,289,10964,10471,9110,9110/hr,8536,8536/hr,7200,3268,3145,52,37,106,0,0,0
2023-12-05 12:34:01,2115,2059,298,290,15377,14708,8920,8920/hr,8454,8454/hr,6911,4326,4175,44,12,56,0,0,0
2023-12-05 13:04:01,1949,1910,299,289,19345,18458,8492,8492/hr,8100,8100/hr,6529,5300,5130,23,16,39,0,0,0
2023-12-05 13:34:01,1804,1777,299,289,23109,22319,7847,7847/hr,7718,7718/hr,6036,6202,6018,19,25,27,0,0,0
2023-12-05 14:04:01,1674,1660,298,290,25898,25442,6420,6420/hr,7083,7083/hr,5657,7039,6848,5,43,14,0,0,0
2023-12-05 14:34:02,1489,1587,297,291,28790,28986,5569,5569/hr,6592,6592/hr,5377,7784,7642,4,29,0,98,0,0
2023-12-05 15:05:03,1366,1483,295,293,30706,31376,4770,4770/hr,5875,5875/hr,5009,8490,8409,5,44,0,117,0,0
2023-12-05 15:36:01,1229,1378,294,293,32903,33691,4293,4293/hr,4868,4868/hr,4590,9124,9120,5,29,0,149,0,0
2023-12-05 16:06:02,1119,1312,293,294,34700,35911,4036,4036/hr,4572,4572/hr,4361,9684,9776,4,49,0,193,0,1
2023-12-05 16:37:02,1039,1253,292,294,36435,37878,3554,3554/hr,4198,4198/hr,4202,10221,10424,7,66,0,214,0,1
2023-12-05 17:08:01,1045,1237,291,295,38030,39614,3469,3469/hr,3875,3875/hr,4141,10761,11062,0,64,0,192,0,1
2023-12-05 17:38:01,994,1251,291,295,39708,41325,3521,3521/hr,3653,3653/hr,4048,11258,11688,0,58,0,257,0,1
2023-12-05 18:08:01,981,1231,291,296,41266,42925,3180,3180/hr,3214,3214/hr,3998,11748,12303,8,71,0,250,0,1
2023-12-05 18:38:01,968,1188,290,297,42901,44902,2984,2984/hr,3327,3327/hr,3887,12232,12897,9,53,0,220,0,1
2023-12-05 19:08:01,940,1147,290,297,44433,46802,2913,2913/hr,3566,3566/hr,3803,12702,13471,11,34,0,207,0,1
