Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2020-12-30 09:29:02,326,343,129,116,290,311,280,280/hr,291,291/hr,769,163,171,1,1,0,17,0,0
2020-12-30 10:00:01,381,375,131,130,1133,1136,1098,1098/hr,1099,1099/hr,845,359,365,0,0,6,0,0,0
2020-12-30 10:30:02,398,398,135,131,1900,1895,1682,1682/hr,1649,1649/hr,891,558,564,5,0,0,0,0,0
2020-12-30 11:00:02,387,401,136,132,2807,2791,1798,1798/hr,1790,1790/hr,882,752,764,0,0,0,14,0,0
2020-12-30 11:30:02,390,364,135,134,3661,3679,1782,1782/hr,1805,1805/hr,840,947,946,0,0,26,0,0,0
2020-12-30 12:01:01,379,375,135,134,4285,4266,1338,1338/hr,1349,1349/hr,842,1143,1140,0,2,4,0,0,0
2020-12-30 12:31:02,360,375,135,134,5106,4991,1510,1510/hr,1367,1367/hr,821,1323,1328,0,3,0,15,0,0
2020-12-30 13:02:01,346,365,135,134,5865,5680,1601,1601/hr,1432,1432/hr,799,1501,1516,0,3,0,19,0,0
2020-12-30 13:32:01,337,358,135,134,6660,6455,1442,1442/hr,1391,1391/hr,796,1670,1695,0,0,0,21,0,0
2020-12-30 14:02:01,339,346,135,134,7455,7232,1589,1589/hr,1552,1552/hr,754,1839,1868,2,0,0,7,0,0
2020-12-30 14:32:01,339,338,135,134,8229,7977,1527,1527/hr,1480,1480/hr,747,2009,2037,0,0,1,0,0,0
2020-12-30 15:02:01,342,342,135,134,9077,8668,1641,1641/hr,1419,1419/hr,768,2180,2208,1,1,0,0,0,0
2020-12-30 15:32:01,333,333,135,134,9925,9401,1598,1598/hr,1342,1342/hr,734,2346,2374,0,0,0,0,0,0
2020-12-30 16:02:01,312,327,135,134,10554,10108,1489,1489/hr,1461,1461/hr,715,2502,2538,5,1,0,15,0,0
2020-12-30 16:32:01,307,329,135,134,11176,10748,1311,1311/hr,1416,1416/hr,692,2656,2702,5,1,0,22,0,0
2020-12-30 17:02:01,315,295,135,134,11908,11502,1356,1356/hr,1397,1397/hr,666,2813,2850,5,1,20,0,0,0
2020-12-30 17:32:01,297,280,135,133,12569,12293,1368,1368/hr,1548,1548/hr,646,2962,2990,3,0,17,0,0,0
2020-12-30 18:02:01,290,255,135,134,13189,12991,1288,1288/hr,1495,1495/hr,622,3107,3117,6,0,35,0,1,0
2020-12-30 18:32:01,276,245,135,134,13812,13590,1243,1243/hr,1296,1296/hr,586,3245,3240,2,0,31,0,1,0
2020-12-30 19:02:02,276,258,135,134,14394,14181,1203,1203/hr,1175,1175/hr,611,3383,3369,7,0,18,0,0,0
2020-12-30 19:33:01,279,262,135,134,14997,14832,1124,1124/hr,1208,1208/hr,609,3527,3504,7,1,17,0,0,0
2020-12-30 20:03:01,266,267,135,134,15675,15402,1256,1256/hr,1119,1119/hr,583,3660,3638,1,0,0,1,0,0
2020-12-30 20:33:01,237,263,135,134,16280,15972,1208,1208/hr,1103,1103/hr,558,3778,3769,0,2,0,26,0,1
2020-12-30 21:03:01,221,254,135,134,16873,16575,1199,1199/hr,1180,1180/hr,540,3889,3896,0,0,0,33,0,1
2020-12-30 21:33:01,218,231,135,134,17461,17278,1118,1118/hr,1260,1260/hr,504,3998,4012,1,1,0,13,0,0
2020-12-30 22:03:01,209,230,135,134,17903,17774,945,945/hr,1105,1105/hr,485,4102,4127,1,0,0,21,0,1
2020-12-30 22:33:01,187,209,135,134,18357,18239,837,837/hr,871,871/hr,454,4196,4231,2,0,0,22,0,1
2020-12-30 23:03:01,176,210,135,134,18658,18581,755,755/hr,807,807/hr,448,4284,4336,3,9,0,34,0,1
2020-12-30 23:33:01,172,202,135,134,19032,18958,686,686/hr,732,732/hr,430,4370,4437,1,5,0,30,0,1
