Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2022-10-19 06:54:02,0,0,0,0,0,0,0,0/hr,0,0/hr,3404,541820,548380,0,0,0,0,0,0
2022-10-19 07:24:02,631,653,94,93,1653182,1605996,1142,1142/hr,1028,1028/hr,3643,542135,548706,9,16,0,22,0,0
2022-10-19 07:55:02,752,732,113,120,1654053,1606868,1614,1614/hr,1590,1590/hr,3875,542524,549085,3,10,20,0,0,0
2022-10-19 08:26:01,807,770,115,120,1654971,1607655,1780,1780/hr,1653,1653/hr,4066,542940,549482,14,8,37,0,0,0
2022-10-19 08:56:01,922,814,166,122,1655951,1608692,1900,1900/hr,1818,1818/hr,4235,543401,549889,22,2,108,0,1,0
2022-10-19 09:26:01,969,851,194,121,1657086,1609799,2147,2147/hr,2185,2185/hr,4452,543886,550315,15,2,118,0,1,0
2022-10-19 09:56:01,1073,960,193,163,1658539,1610996,2578,2578/hr,2260,2260/hr,4665,544422,550795,5,7,113,0,0,0
2022-10-19 10:26:01,1085,978,222,176,1659909,1612070,2805,2805/hr,2235,2235/hr,4878,544965,551284,23,23,107,0,0,0
2022-10-19 10:56:01,1136,1027,222,175,1661255,1613164,2602,2602/hr,2164,2164/hr,4979,545533,551797,37,45,109,0,0,0
2022-10-19 11:26:01,1161,1095,222,204,1662573,1614504,2670,2670/hr,2468,2468/hr,5425,546113,552345,36,26,66,0,0,0
2022-10-19 11:56:01,1193,1150,222,204,1664279,1615791,3087,3087/hr,2686,2686/hr,5554,546710,552920,48,40,43,0,0,0
2022-10-19 12:26:01,1204,1136,221,204,1666094,1617384,3534,3534/hr,2881,2881/hr,5561,547312,553488,42,12,68,0,0,0
2022-10-19 12:56:01,1190,1106,234,207,1667989,1619135,3660,3660/hr,3342,3342/hr,5516,547907,554041,39,53,84,0,0,0
2022-10-19 13:26:01,1095,1107,246,217,1669868,1620769,3789,3789/hr,3399,3399/hr,5521,548454,554594,50,32,0,12,0,0
2022-10-19 13:56:01,1054,1100,245,218,1671571,1622474,3589,3589/hr,3350,3350/hr,5253,548981,555144,32,30,0,46,0,0
2022-10-19 14:26:01,1024,1056,245,234,1672943,1624031,3052,3052/hr,3287,3287/hr,5042,549493,555672,2,27,0,32,0,0
2022-10-19 14:56:01,1012,1032,246,233,1674372,1625629,2843,2843/hr,3144,3144/hr,4912,549999,556188,12,29,0,20,0,0
2022-10-19 15:26:01,907,968,242,235,1675911,1627133,2908,2908/hr,2984,2984/hr,4639,550453,556672,23,26,0,61,0,0
2022-10-19 15:56:02,894,947,261,235,1677083,1628494,2728,2728/hr,2901,2901/hr,4389,550900,557146,11,18,0,53,0,0
2022-10-19 16:27:01,842,948,262,234,1678121,1629602,2171,2171/hr,2448,2448/hr,4317,551335,557636,6,28,0,106,0,1
2022-10-19 16:57:01,883,908,270,235,1679079,1630578,2008,2008/hr,2092,2092/hr,4330,551777,558090,3,18,0,25,0,0
2022-10-19 17:27:01,893,916,270,236,1680117,1631619,2003,2003/hr,1984,1984/hr,4376,552223,558548,9,31,0,23,0,0
2022-10-19 17:57:02,908,916,269,236,1681323,1632719,2283,2283/hr,2175,2175/hr,4343,552677,559006,13,32,0,8,0,0
2022-10-19 18:27:02,880,918,269,237,1682695,1634041,2555,2555/hr,2427,2427/hr,4326,553117,559465,14,19,0,38,0,0
2022-10-19 18:57:02,850,898,268,237,1683941,1635288,2663,2663/hr,2599,2599/hr,4264,553542,559914,28,33,0,48,0,0
2022-10-19 19:28:02,809,905,268,238,1685047,1636371,2354,2354/hr,2339,2339/hr,4100,553960,560381,10,22,0,96,0,0
2022-10-19 19:59:01,804,882,268,238,1686184,1637693,2198,2198/hr,2334,2334/hr,4049,554375,560837,3,29,0,78,0,0
2022-10-19 20:29:02,728,864,270,237,1687245,1638723,2221,2221/hr,2306,2306/hr,3824,554740,561269,6,32,0,136,0,1
2022-10-19 21:00:02,704,811,270,237,1688291,1639842,2019,2019/hr,2046,2046/hr,3595,555103,561688,4,42,0,107,0,1
2022-10-19 21:30:02,627,784,282,236,1689866,1641014,2582,2582/hr,2247,2247/hr,3343,555417,562080,0,47,0,157,0,1
2022-10-19 22:00:02,605,722,280,238,1691224,1642258,2953,2953/hr,2446,2446/hr,3282,555719,562441,13,39,0,117,0,1
2022-10-19 22:30:02,549,650,280,239,1692236,1643195,2153,2153/hr,2069,2069/hr,2958,555994,562766,12,32,0,101,0,1
2022-10-19 23:00:02,545,599,281,237,1692998,1644060,1801,1801/hr,1836,1836/hr,2780,556266,563066,6,6,0,54,0,0
2022-10-19 23:30:02,515,572,279,237,1693770,1644783,1521,1521/hr,1575,1575/hr,2598,556524,563352,0,12,0,57,0,0
2022-10-20 00:00:02,494,555,280,237,1694446,1645573,1432,1432/hr,1477,1477/hr,2520,556771,563629,1,7,0,61,0,0
2022-10-20 00:31:01,485,543,280,235,1695199,1646208,1405,1405/hr,1371,1371/hr,2455,557021,563910,12,6,0,58,0,0
2022-10-20 01:01:01,459,540,280,236,1695754,1646722,1341,1341/hr,1213,1213/hr,2455,557251,564180,6,12,0,81,0,1
2022-10-20 01:31:01,460,533,280,235,1696263,1647204,1034,1034/hr,1006,1006/hr,2391,557481,564446,0,8,0,73,0,1
2022-10-20 02:01:02,468,549,281,236,1696798,1647740,1059,1059/hr,1045,1045/hr,2438,557715,564721,2,9,0,81,0,1
2022-10-20 02:32:01,459,530,281,236,1697252,1648158,934,934/hr,919,919/hr,2431,557952,564994,0,6,0,71,0,1
2022-10-20 03:02:02,465,547,279,238,1697719,1648617,951,951/hr,900,900/hr,2432,558185,565268,0,8,0,82,0,1
2022-10-20 03:32:02,485,563,279,236,1698079,1649062,854,854/hr,927,927/hr,2521,558427,565550,0,22,0,78,0,1
2022-10-20 04:03:01,508,620,279,237,1698545,1649464,824,824/hr,849,849/hr,2639,558689,565870,0,24,0,112,0,1
2022-10-20 04:33:01,521,684,278,236,1699064,1649943,1019,1019/hr,910,910/hr,2748,558950,566212,3,19,0,163,0,1
2022-10-20 05:03:01,558,732,277,238,1699507,1650444,906,906/hr,963,963/hr,2917,559229,566578,2,32,0,174,0,1
2022-10-20 05:33:01,614,722,278,237,1699932,1651047,852,852/hr,1096,1096/hr,3115,559536,566939,6,30,0,108,0,1
2022-10-20 06:03:01,664,784,278,237,1700642,1651772,1156,1156/hr,1363,1363/hr,3316,559868,567331,2,32,0,120,0,1
2022-10-20 06:33:01,700,803,277,237,1701479,1652644,1551,1551/hr,1599,1599/hr,3543,560218,567732,10,36,0,103,0,1
2022-10-20 07:03:01,765,824,275,237,1702315,1653527,1709,1709/hr,1775,1775/hr,3745,560600,568144,3,29,0,59,0,0
2022-10-20 07:33:01,766,876,279,236,1703247,1654460,1733,1733/hr,1822,1822/hr,4000,560983,568582,16,33,0,110,0,1
2022-10-20 08:03:01,832,903,278,238,1704212,1655742,1848,1848/hr,2196,2196/hr,4111,561399,569034,17,31,0,71,0,0
2022-10-20 08:33:01,866,904,278,238,1705268,1656835,1991,1991/hr,2350,2350/hr,4296,561832,569486,3,8,0,38,0,0
2022-10-20 09:03:01,888,918,279,237,1706449,1658147,2203,2203/hr,2385,2385/hr,4448,562276,569945,8,21,0,30,0,0
2022-10-20 09:33:01,908,966,280,237,1707501,1659430,2168,2168/hr,2572,2572/hr,4519,562730,570428,14,1,0,58,0,0
2022-10-20 10:03:01,960,984,280,237,1708658,1660948,2245,2245/hr,2867,2867/hr,4753,563210,570920,36,25,0,24,0,0
