Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2023-03-01 09:55:03,0,2,18,16,0,0,0,0/hr,0,0/hr,2823,0,0,0,0,0,2,0,0
2023-03-01 10:26:01,2109,1713,18,19,1588,1532,922,922/hr,982,982/hr,3726,1088,884,116,44,396,0,1,0
2023-03-01 10:56:02,2254,1881,18,18,5796,5529,6979,6979/hr,6788,6788/hr,4541,2216,1825,81,49,373,0,1,0
2023-03-01 11:27:01,2238,1867,19,18,9541,9017,8034,8034/hr,7575,7575/hr,4538,3371,2789,86,40,371,0,1,0
2023-03-01 11:57:02,2167,1781,19,18,13708,12830,8175,8175/hr,7519,7519/hr,4314,4455,3680,62,16,386,0,1,0
2023-03-01 12:28:02,2083,1672,19,18,18132,16800,8794,8794/hr,7966,7966/hr,4144,5532,4544,37,17,411,0,1,0
2023-03-01 12:59:01,1965,1507,19,18,23350,21189,9502,9502/hr,8243,8243/hr,3918,6546,5322,37,11,458,0,1,0
2023-03-01 13:29:01,1856,1393,19,18,28023,24819,9392,9392/hr,7522,7522/hr,3620,7474,6018,35,0,463,0,1,0
2023-03-01 13:59:01,1711,1290,19,18,31779,27884,8183,8183/hr,6422,6422/hr,3346,8330,6663,35,5,421,0,1,0
2023-03-01 14:29:01,1492,1190,19,18,34886,30518,6880,6880/hr,5737,5737/hr,3145,9076,7258,17,1,302,0,1,0
2023-03-01 14:59:01,1388,1111,19,18,37563,32919,5094,5094/hr,4471,4471/hr,2816,9770,7814,22,8,277,0,1,0
2023-03-01 15:29:01,1263,1063,19,18,39695,35021,4623,4623/hr,4324,4324/hr,2731,10401,8345,32,5,200,0,1,0
2023-03-01 15:59:01,1167,980,20,17,41920,37075,4162,4162/hr,3984,3984/hr,2576,10985,8835,28,5,187,0,1,0
2023-03-01 16:29:02,1091,968,20,17,43948,38767,3970,3970/hr,3361,3361/hr,2319,11531,9320,14,1,123,0,1,0
2023-03-01 17:00:10,1058,956,20,17,46163,40362,4307,4307/hr,3309,3309/hr,2249,12080,9816,20,0,102,0,0,0
2023-03-01 17:31:01,1081,937,20,17,48932,42427,4246,4246/hr,3062,3062/hr,2240,12635,10297,0,1,144,0,1,0
2023-03-01 18:01:02,992,922,20,17,50581,43665,3722,3722/hr,2779,2779/hr,2187,13132,10759,5,6,70,0,0,0
2023-03-01 18:32:01,1008,905,20,17,52603,45358,3664,3664/hr,2921,2921/hr,2100,13652,11226,1,1,103,0,0,0
2023-03-01 19:02:01,981,826,20,17,54618,47127,4032,4032/hr,3445,3445/hr,2030,14143,11639,23,5,155,0,0,0
2023-03-01 19:32:01,905,804,20,17,56398,48719,3787,3787/hr,3348,3348/hr,1936,14595,12041,10,9,101,0,0,0
2023-03-01 20:02:01,808,754,20,17,57847,50169,3363,3363/hr,3200,3200/hr,1754,14999,12418,8,8,54,0,0,0
2023-03-01 20:32:01,769,731,20,17,59300,51367,2896,2896/hr,2643,2643/hr,1754,15384,12783,7,13,38,0,0,0
2023-03-01 21:02:01,759,697,20,17,60513,52732,2657,2657/hr,2561,2561/hr,1646,15763,13132,7,15,62,0,0,0
2023-03-01 21:32:02,676,659,20,17,61770,54028,2464,2464/hr,2658,2658/hr,1590,16101,13462,7,11,17,0,0,0
2023-03-01 22:03:02,660,624,20,17,62937,55191,2422,2422/hr,2458,2458/hr,1481,16442,13784,6,10,36,0,0,0
2023-03-01 22:34:02,628,621,20,17,63805,56165,1956,1956/hr,2116,2116/hr,1405,16767,14105,5,10,7,0,0,0
2023-03-01 23:05:02,627,628,20,17,64544,57194,1569,1569/hr,1946,1946/hr,1418,17091,14429,5,3,0,1,0,0
2023-03-01 23:35:02,604,607,20,17,65414,58188,1628,1628/hr,2004,2004/hr,1394,17393,14733,6,0,0,3,0,0
2023-03-02 00:05:02,596,602,20,17,66068,59004,1574,1574/hr,1808,1808/hr,1390,17691,15034,20,7,0,6,0,0
2023-03-02 00:35:03,591,602,20,17,66766,59781,1349,1349/hr,1576,1576/hr,1356,17986,15335,0,7,0,11,0,0
2023-03-02 01:05:03,626,620,20,17,67446,60696,1367,1367/hr,1686,1686/hr,1401,18299,15645,1,3,6,0,0,0
2023-03-02 01:36:01,645,643,20,16,68122,61521,1327,1327/hr,1694,1694/hr,1404,18632,15977,0,4,2,0,0,0
2023-03-02 02:06:02,683,641,20,17,68860,62491,1408,1408/hr,1791,1791/hr,1453,18974,16298,0,8,42,0,0,0
2023-03-02 02:36:02,762,670,20,17,69758,63360,1699,1699/hr,1826,1826/hr,1576,19355,16633,1,18,92,0,0,0
2023-03-02 03:07:01,789,704,20,17,70750,64453,1852,1852/hr,1943,1943/hr,1653,19762,16996,3,24,85,0,0,0
2023-03-02 03:37:02,841,732,20,17,71681,65659,1900,1900/hr,2249,2249/hr,1743,20183,17362,17,24,109,0,0,0
2023-03-02 04:08:01,865,792,20,17,72788,66841,2016,2016/hr,2396,2396/hr,1818,20630,17771,26,19,73,0,0,0
2023-03-02 04:38:01,879,837,20,17,73928,67978,2430,2430/hr,2455,2455/hr,1914,21069,18190,14,21,42,0,0,0
2023-03-02 05:08:01,927,865,20,17,75157,69369,2385,2385/hr,2537,2537/hr,1998,21533,18622,19,25,62,0,0,0
