Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2021-06-29 09:33:01,1152,1107,179,181,574,620,265,265/hr,244,244/hr,2660,576,553,85,21,45,0,0,0
2021-06-29 10:03:01,1364,1267,186,193,3410,3306,1534,1534/hr,1484,1484/hr,2983,1258,1187,45,8,97,0,1,0
2021-06-29 10:33:01,1409,1336,195,197,6085,5768,5486,5486/hr,5136,5136/hr,3076,1962,1855,37,13,73,0,0,0
2021-06-29 11:03:01,1379,1345,197,197,9115,8230,5649,5649/hr,4889,4889/hr,3052,2652,2527,12,13,34,0,0,0
2021-06-29 11:33:01,1403,1309,197,197,11958,10873,6017,6017/hr,5283,5283/hr,3058,3353,3182,11,8,94,0,0,0
2021-06-29 12:03:01,1423,1324,198,197,15295,13721,6428,6428/hr,5670,5670/hr,3099,4065,3844,13,3,99,0,0,0
2021-06-29 12:33:01,1384,1301,198,197,18467,16751,6453,6453/hr,5852,5852/hr,3057,4757,4494,21,9,83,0,0,1
2021-06-29 13:03:01,1376,1288,198,197,21899,19833,6745,6745/hr,6288,6288/hr,3004,5445,5138,13,2,88,0,0,0
2021-06-29 13:33:01,1351,1246,198,197,24946,22815,6556,6556/hr,6134,6134/hr,2928,6120,5761,9,4,105,0,1,0
2021-06-29 14:03:01,1284,1196,198,197,28050,25898,6292,6292/hr,6205,6205/hr,2799,6762,6359,3,5,88,0,0,0
2021-06-29 14:33:01,1209,1149,198,197,30949,28892,6256,6256/hr,6340,6340/hr,2670,7367,6934,26,10,60,0,0,0
2021-06-29 15:03:01,1139,1086,198,197,33663,31347,5583,5583/hr,5420,5420/hr,2481,7936,7477,0,0,53,0,0,0
2021-06-29 15:33:01,1078,1028,198,197,36239,33779,5705,5705/hr,5323,5323/hr,2379,8475,7991,6,4,50,0,0,0
2021-06-29 16:03:01,1041,1023,197,198,38922,36163,5198,5198/hr,4725,4725/hr,2324,8996,8502,7,14,18,0,0,0
2021-06-29 16:33:02,985,1025,196,199,41421,38586,5338,5338/hr,4973,4973/hr,2314,9488,9015,6,4,0,40,0,0
2021-06-29 17:04:01,961,1015,196,199,43994,41052,5205,5205/hr,4944,4944/hr,2247,9985,9539,10,14,0,54,0,0
2021-06-29 17:34:01,977,1003,194,199,46190,43461,4856,4856/hr,4952,4952/hr,2267,10473,10040,6,4,0,26,0,0
2021-06-29 18:04:01,948,994,194,199,48713,45812,4725,4725/hr,4749,4749/hr,2214,10947,10537,0,4,0,46,0,0
2021-06-29 18:34:01,915,980,194,199,51051,48100,4731,4731/hr,4610,4610/hr,2157,11405,11027,4,11,0,65,0,0
2021-06-29 19:04:01,891,961,194,199,53231,50259,4674,4674/hr,4551,4551/hr,2111,11850,11508,11,14,0,70,0,1
2021-06-29 19:34:01,872,931,194,199,55247,52542,4182,4182/hr,4437,4437/hr,2056,12286,11973,8,7,0,59,0,0
2021-06-29 20:04:01,883,902,194,199,57495,54614,4258,4258/hr,4422,4422/hr,2020,12728,12424,6,3,0,19,0,0
2021-06-29 20:34:01,860,869,193,200,59731,56732,4491,4491/hr,4197,4197/hr,1939,13158,12859,0,2,0,9,0,0
2021-06-29 21:04:01,791,841,192,200,61786,58693,4387,4387/hr,4117,4117/hr,1827,13553,13279,0,4,0,50,0,0
2021-06-29 21:34:01,707,763,191,201,63726,60454,4026,4026/hr,3737,3737/hr,1708,13907,13661,0,12,0,56,0,1
